General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95657667,104.024211,0.0032191,0.05230136,1.002593,1.00304,-1.057614,-0.0076,101.8296,0,271.232,333.483,337.141,1130.259,0,0
Standard used,ISO 5660-1,1,20.95482988,106.589366,0.00315379,0.04939438,1.002535,1.00324,-1.057614,-0.0029,101.8309,0,271.252,333.499,337.137,1130.256,0,0
Date of test,02/08/2018,2,20.95308309,109.154521,0.00308847,0.0464874,1.002478,1.003439,-1.057614,0.0017,101.8322,0,271.272,333.515,337.133,1130.253,0,0
Time of test,12:14,3,20.9488179,107.543662,0.0029782,0.04486868,1.004233,1.003754,-1.057614,0.0017,101.8353,0,271.276,333.503,337.115,1130.246,0,0
Heat flux (kW/m²),50,4,20.94564306,108.43868,0.00290839,0.04562018,1.004485,1.004027,-1.057614,0.001,101.8348,0,271.27,333.506,337.103,1133.043,0,0
Nominal duct flow rate (l/s),24,5,20.9483736,108.267422,0.00293526,0.04669838,1.004163,1.004238,-1.057614,0.002,101.8321,0,271.251,333.468,337.028,1131.003,0,0
Sampling interval (s),1,6,20.95187238,108.484517,0.00308114,0.0490813,1.002314,1.004501,-1.057614,0.0013,101.8338,0,271.267,333.44,337.004,1130.251,0,0
Separation (mm),60,7,20.95327196,109.754313,0.00314232,0.0483965,1.003804,1.004642,-1.057614,-0.0022,101.8357,0,271.268,333.413,336.983,1130.233,0,0
Orientation,Horizontal,8,20.95038456,106.198001,0.00285347,0.04637071,1.003747,1.004841,-1.057614,-0.0008,101.8346,0,271.258,333.404,336.98,1130.191,0,0
Edge frame?,Yes,9,20.9458184,106.802483,0.00252109,0.04547259,1.005339,1.004974,-1.057614,-0.0003,101.8354,0,271.248,333.426,336.973,1130.406,0,0
Grid?,No,10,20.94401381,107.058815,0.00228168,0.0452897,1.005014,1.005101,-1.057614,0.0029,101.834,0,271.262,333.417,336.988,1130.182,0,0
Non-scrubbed?,Yes,11,20.94730369,108.437208,0.00216659,0.0469045,1.005112,1.005287,-1.057614,0.0035,101.8337,0,271.279,333.403,336.993,1129.257,0,0
Substrate used? {Y/N},No,12,20.95047094,106.193717,0.00232087,0.04836078,1.004998,1.005549,-1.057614,0.001,101.8315,0,271.27,333.42,337.028,1128.447,0,0
Substrate,none,13,20.95275918,105.780656,0.00236937,0.04706037,1.005974,1.005745,-1.057614,-0.0007,101.8339,0,271.258,333.428,337.062,1132.528,0,0
