General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,21.01798283,108.677409,0.00223111,0.04139589,0.999452,1.000331,-1.057745,0.0024,101.2714,0,270.227,331.448,334.038,1148.886,0,0
Standard used,ISO 5660-1,1,21.02233271,107.529591,0.00225417,0.04449896,0.999554,1.000454,-1.057745,0.0018,101.2708,0,270.21,331.375,333.959,1148.375,0,0
Date of test,13/11/2018,2,21.02668259,106.381774,0.00227724,0.04760203,0.999657,1.000577,-1.057745,0.0012,101.2701,0,270.193,331.302,333.88,1147.863,0,0
Time of test,11:37,3,21.02968464,108.411287,0.00245066,0.04914143,1.000358,1.000397,-1.057745,0.0017,101.2695,0,270.196,331.262,333.789,1147.4,0,0
Heat flux (kW/m²),50,4,21.03200932,107.533208,0.00254247,0.04784995,0.999918,1.000514,-1.057745,0.0007,101.2698,0,270.191,331.163,333.712,1146.981,0,0
Nominal duct flow rate (l/s),24,5,21.03037772,104.717986,0.00236792,0.04581656,0.999658,1.00055,-1.057745,0.0003,101.2702,0,270.19,331.162,333.732,1146.615,0,0
Sampling interval (s),1,6,21.025745,104.214513,0.00221002,0.04515172,0.999923,1.000547,-1.057745,-0.0008,101.2716,0,270.198,331.224,333.806,1146.266,0,0
Separation (mm),60,7,21.02573872,106.51276,0.00221276,0.0455969,0.999269,1.000579,-1.057745,-0.0003,101.2699,0,270.19,331.29,333.833,1145.893,0,0
Orientation,Horizontal,8,21.02941039,110.629617,0.00232024,0.04773463,0.999031,1.000544,-1.057745,-0.0007,101.2711,0,270.189,331.263,333.773,1145.574,0,0
Edge frame?,Yes,9,21.0320636,108.660131,0.00260923,0.04963871,0.998903,1.000577,-1.057745,0.001,101.2719,0,270.206,331.222,333.716,1145.299,0,0
Grid?,No,10,21.03222777,109.337323,0.00271755,0.04774397,0.999211,1.000544,-1.057745,0.0029,101.2704,0,270.184,331.201,333.704,1145.077,0,0
Non-scrubbed?,Yes,11,21.02962476,109.568075,0.00257763,0.04629519,1.000367,1.000662,-1.057745,0.0009,101.271,0,270.193,331.221,333.748,1144.863,0,0
Substrate used? {Y/N},No,12,21.02521228,108.480291,0.00243982,0.04584835,0.998873,1.000621,-1.057745,-0.0007,101.2716,0,270.207,331.234,333.732,1144.685,0,0
Substrate,none,13,21.02613991,106.628074,0.00240592,0.0460056,0.99924,1.000558,-1.057745,0.0006,101.2703,0,270.212,331.246,333.718,1144.491,0,0
Additional specimen preparation details,,14,21.02994865,107.240074,0.00250813,0.0485883,0.998961,1.00069,-1.057745,0.0016,101.2718,0,270.2,331.256,333.67,1147.118,0,0
,,15,21.0322428,110.288987,0.00265894,0.0490637,1.00049,1.000649,-1.057745,-0.0001,101.2731,0,270.186,331.215,333.649,1144.875,0,0
Specimen,,16,21.0320415,106.625792,0.00265992,0.04698319,0.999204,1.000585,-1.057745,-0.002,101.2743,0,270.215,331.21,333.605,1143.986,0,0
Sample description,After WT_NP3+G_3,17,21.02882711,109.160972,0.0024379,0.04548934,0.998466,1.000541,-1.057745,-0.0018,101.274,0,270.212,331.121,333.518,1143.853,0,0
Material name/ID,,18,21.02478813,106.376351,0.00226723,0.04534695,1.00038,1.000544,-1.057745,-0.0019,101.2734,0,270.202,331.064,333.459,1143.747,0,0
Specimen number,,19,21.02552713,108.754417,0.00225351,0.04636451,1.000181,1.0007,-1.057745,-0.0008,101.2722,0,270.2,331.025,333.419,1143.631,0,0
E (MJ/kg),13.1,20,21.02716161,106.297887,0.00238318,0.04941478,1.000189,1.000706,-1.057745,-0.0007,101.2735,0,270.202,330.961,333.312,1143.53,0,0
Initial mass (g),58.577,21,21.0270415,104.785224,0.00244412,0.04952193,1.000175,1.000577,-1.057745,0.0005,101.2744,0,270.198,330.904,333.267,1143.413,0,0
Thickness (mm),12.5,22,21.02582053,107.656036,0.00222468,0.04716416,0.99968,1.000558,-1.057745,-0.0001,101.2738,0,270.197,330.921,333.264,1143.339,0,0
Surface area (cm²),88.4,23,21.02202691,108.867073,0.00198203,0.04541731,0.999302,1.000549,-1.057745,0.0013,101.2739,0,270.202,330.895,333.196,1146.017,0,0
Sponsor,,24,21.01893113,108.231331,0.00191902,0.04526772,0.999415,1.000481,-1.057745,0.0008,101.275,0,270.213,330.828,333.179,1143.851,0,0
Manufacturer,,25,21.02185811,109.251996,0.00205272,0.04695485,0.998716,1.000443,-1.057745,-0.0004,101.2723,0,270.193,330.84,333.179,1143.13,0,0
Test start time (s),94,26,21.02523212,105.129433,0.00230398,0.04892968,0.998962,1.000393,-1.057745,0.0012,101.2737,0,270.206,330.882,333.198,1143.085,0,0
Time to ignition (s),18,27,21.0266337,105.447608,0.00255959,0.0483368,0.999134,1.000338,-1.057745,-0.0008,101.2737,0,270.202,330.877,333.22,1143.042,0,0
Time to flameout (s),1054,28,21.02670387,107.149074,0.00248099,0.04607368,0.999293,1.00045,-1.057745,-0.003,101.2728,0,270.206,330.815,333.128,1143.047,0,0
End of test criterion,ISO 5660-1:2002,29,21.02299609,109.478495,0.00234474,0.04515241,0.999666,1.000413,-1.057745,-0.0024,101.2726,0,270.196,330.745,333.088,1142.852,0,0
User EOT time (s),,30,21.021201,108.381918,0.00220119,0.04568194,0.999342,1.000429,-1.057745,0.0001,101.2729,0,270.188,330.752,333.071,1139.091,0,0
MLR EOT mass (g/m²),150,31,21.02454177,104.758651,0.00221895,0.04727397,1.000946,1.000306,-1.057745,0.0005,101.2737,0,270.197,330.779,333.142,1137.558,0,0
MLR EOT time period (s),60,32,21.02604924,107.233992,0.00246038,0.04894694,0.99883,1.000295,-1.057745,0.0025,101.2731,0,270.202,330.823,333.175,1137.423,0,0
Truncate graphs at EOT?,No,33,21.02661183,109.88629,0.00248285,0.0473236,0.999668,1.000323,-1.057745,-0.0003,101.274,0,270.217,330.846,333.185,1141.538,0,0
Smooth data?,No,34,21.02480291,107.718374,0.00233006,0.0467129,1.000675,1.000251,-1.057745,0.001,101.2727,0,270.228,330.884,333.227,1142.629,0,0
Correct O2 for pressure?,No,35,21.01971912,109.999129,0.00214648,0.04599358,1.000361,1.000287,-1.057745,-0.0002,101.2736,0,270.214,330.878,333.237,1142.73,0,0
,,36,21.01780951,110.043352,0.00212663,0.0463314,0.999976,1.000334,-1.057745,-0.0008,101.2744,0,270.196,330.895,333.268,1142.834,0,0
Specifications: apparatus,,37,21.02205466,107.057742,0.00223437,0.04854944,0.999509,1.000275,-1.057745,-0.0004,101.2735,0,270.204,330.969,333.359,1142.962,0,0
C-factor (SI units),0.045658,38,21.0258806,107.655645,0.0025257,0.04976086,1.000967,1.000204,-1.057745,-0.0006,101.2759,0,270.199,331.057,333.451,1143.123,0,0
OD correction factor,0.97963,39,21.02647173,108.579629,0.00264985,0.04742288,0.999248,1.000213,-1.057745,-0.0011,101.2758,0,270.202,331.067,333.468,1143.272,0,0
Duct diameter (m),0.114,40,21.02412406,105.213753,0.00248789,0.04555138,0.998365,1.000251,-1.057745,-0.0009,101.2753,0,270.198,331.07,333.486,1143.447,0,0
O2 delay time (s),0,41,21.01962183,104.827316,0.00236416,0.04570976,1.000309,1.000227,-1.057745,-0.0008,101.276,0,270.207,331.099,333.548,1143.64,0,0
CO2 delay time (s),0,42,21.02165729,105.105675,0.00234175,0.04685357,0.999857,1.000164,-1.057745,-0.001,101.277,0,270.226,331.157,333.576,1143.815,0,0
CO delay time (s),0,43,21.02586638,107.614432,0.00242442,0.04825409,0.99822,1.000293,-1.057745,0.0003,101.2764,0,270.203,331.136,333.566,1143.959,0,0
,,44,21.02829975,106.447683,0.00261301,0.04904908,0.998255,1.000218,-1.057745,-0.0002,101.2762,0,270.199,331.102,333.576,1144.117,0,0
Laboratory,,45,21.02833125,110.323917,0.0026007,0.04744087,0.999809,1.000147,-1.057745,0.0015,101.2773,0,270.202,331.143,333.592,1144.283,0,0
Laboratory name,FTT Cone - NIST,46,21.02544407,107.926936,0.00251086,0.04625691,0.999085,1.000203,-1.057745,0.0015,101.2767,0,270.214,331.172,333.608,1144.426,0,0
Operator,Shields,47,21.02111121,109.068798,0.00245654,0.04599442,0.998083,1.000141,-1.057745,0.0004,101.2773,0,270.193,331.155,333.611,1144.549,0,0
Filename,C:\CC5\DATA\18110022.CSV,48,21.02282765,107.504736,0.00255361,0.04686756,0.998881,1.000045,-1.057745,0.0012,101.2781,0,270.181,331.158,333.655,1144.599,0,0
Report name,,49,21.02804656,109.575013,0.00278766,0.0490184,0.998697,0.999939,-1.057745,0.0015,101.2761,0,270.182,331.188,333.663,1143.579,0,0
,,50,21.03045031,110.370594,0.00308827,0.04849321,0.998794,1.000005,-1.057745,0.0008,101.2771,0,270.199,331.134,333.639,1145.027,0,0
