General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94653995,103.218334,0.00123345,0.04741106,1.002119,1.000769,24.134391,-0.0001,100.9253,0,270.099,316.601,318.724,967.212,0,0
Standard used,ISO 5660-1,1,20.94992401,107.778724,0.00147177,0.04613151,1.001521,1.000737,24.134391,0.0001,100.9249,0,270.106,316.607,318.73,967.197,0,0
Date of test,12/08/2019,2,20.95330806,112.339114,0.0017101,0.04485196,1.000924,1.000706,24.134391,0.0003,100.9246,0,270.113,316.613,318.736,967.182,0,0
Time of test,15:57,3,20.95183869,112.372189,0.00164666,0.04270255,1.00058,1.000822,24.134391,0.0002,100.9245,0,270.125,316.594,318.703,967.196,0,0
Heat flux (kW/m²),35,4,20.94741084,109.909158,0.00147647,0.04180467,1.000759,1.00093,24.134391,0,100.9248,0,270.112,316.613,318.755,967.186,0,0
Nominal duct flow rate (l/s),24,5,20.94784251,109.237336,0.00147079,0.04241646,1.001013,1.000865,24.134391,0.0003,100.9264,0,270.113,316.628,318.79,967.197,0,0
Sampling interval (s),1,6,20.95272286,111.375545,0.00156034,0.04438416,1.001438,1.000889,24.134391,0.0001,100.9276,0,270.099,316.632,318.758,969.79,0,0
Separation (mm),25,7,20.95593813,113.035123,0.00179688,0.04539395,1.001317,1.000854,24.134391,0.0001,100.9253,0,270.115,316.626,318.764,967.919,0,0
Orientation,Horizontal,8,20.95606481,111.790002,0.00179737,0.04373429,1.001493,1.000877,24.134391,0.0001,100.9243,0,270.111,316.636,318.729,967.166,0,0
Edge frame?,Yes,9,20.95310638,110.037589,0.00156785,0.04203562,1.001454,1.0009,24.134391,-0.0002,100.925,0,270.095,316.61,318.67,967.165,0,0
Grid?,No,10,20.94898513,112.050019,0.00142894,0.04184068,1.001957,1.000928,24.134391,-0.0001,100.9247,0,270.104,316.571,318.65,967.196,0,0
Non-scrubbed?,Yes,11,20.95057464,110.805574,0.00142195,0.04304468,1.000722,1.000898,24.134391,0,100.925,0,270.108,316.578,318.77,967.209,0,0
Substrate used? {Y/N},No,12,20.95350099,106.258052,0.00155358,0.04521546,1.00121,1.000949,24.134391,0.0002,100.9247,0,270.09,316.619,318.84,967.212,0,0
Substrate,none,13,20.95361436,108.36537,0.00178431,0.04498029,1.000966,1.000868,24.134391,0.0001,100.9235,0,270.105,316.655,318.865,967.181,0,0
Additional specimen preparation details,,14,20.951966,107.641327,0.00184817,0.04356469,1.000986,1.000914,24.134391,0.0001,100.9237,0,270.095,316.682,318.931,967.15,0,0
,,15,20.94827766,110.434437,0.00161258,0.04199724,1.001324,1.000898,24.134391,0.0003,100.9236,0,270.084,316.7,318.919,967.137,0,0
