General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95610167,143.505,0.00075741,0.04125568,2.945863,-0.118909,140.589999,-0.0002,70.1872,0,265.131,309.554,311.017,966.504,0,0
Standard used,ASTM E 1354,1,20.95051093,140.526455,0.00035794,0.04263099,2.349202,0.025847,140.589999,-0.0001,70.106,0,265.131,309.563,311.017,966.387,0,0
Date of test,12/06/2024,2,20.94492019,137.547909,-4.153E-05,0.04400631,1.75254,0.170603,140.589999,0,70.0248,0,265.131,309.572,311.017,966.271,0,0
Time of test,10:54,3,20.94325417,141.283289,-0.00012403,0.041007,0.473305,0.808826,140.589999,0.0002,69.9248,0,265.129,309.599,311.05,966.139,0,0
Heat flux (kW/m²),35,4,20.94807899,142.392949,0.00019219,0.04217646,0.465897,2.432078,140.589999,0.0001,69.937,0,265.133,309.568,311.041,966.05,0,0
Nominal duct flow rate (l/s),24,5,20.94747258,140.194122,7.68E-05,0.0439893,1.13217,2.456246,140.589999,-0.0001,70.0657,0,265.118,309.571,311.023,965.987,0,0
Sampling interval (s),1,6,20.94260769,139.405516,-0.00012045,0.04107262,1.300447,1.075796,140.589999,0,70.13,0,265.128,309.533,310.969,963.334,0,0
Separation (mm),25,7,20.947538,132.202128,0.00011553,0.0412334,1.259996,-0.679604,140.589999,0.0002,70.0978,0,265.123,309.469,310.897,965.232,0,0
Orientation,Horizontal,8,20.94757472,138.882926,6.421E-05,0.04375005,0.667894,-1.417506,140.589999,0,69.9466,0,265.121,309.431,310.905,967.859,0,0
Edge frame?,Yes,9,20.94483507,141.303508,-0.00010599,0.04102206,0.379055,1.425749,140.589999,-0.0001,69.9576,0,265.127,309.452,310.949,964.317,0,0
Grid?,No,10,20.94991949,134.541428,5.054E-05,0.04077081,0.496466,1.101541,140.589999,0.0002,70.0523,0,265.106,309.533,311.021,965.214,0,0
Non-scrubbed?,Yes,11,20.94854204,137.641807,4.257E-05,0.04364704,1.029405,-0.050714,140.589999,0.0002,70.1249,0,265.111,309.534,310.968,965.622,0,0
Substrate used? {Y/N},No,12,20.94498962,142.610713,-7.396E-05,0.04095164,0.611964,-1.9593,140.589999,0,70.0566,0,265.104,309.49,310.944,965.646,0,0
Substrate,none,13,20.94832329,139.440472,0.00014612,0.04135355,-0.073521,-0.654406,140.589999,0.0001,69.9315,0,265.12,309.549,311.034,965.607,0,0
Additional specimen preparation details,2 Kaowool blankets. Al foil pan. Retainer frame,14,20.94891012,142.986966,5.329E-05,0.04377957,0.098874,0.781501,140.589999,0.0001,69.9318,0,265.118,309.622,311.084,965.576,0,0
,,15,20.94549423,136.957734,-0.00010556,0.04159724,0.211319,1.147524,140.589999,0.0002,70.0028,0,265.106,309.676,311.137,965.553,0,0
Specimen,,16,20.94970622,141.185372,-1.085E-05,0.04058612,0.604917,1.990311,140.589999,0.0004,70.1039,0,265.11,309.658,311.128,965.534,0,0
Sample description,Composite1_Horiz_35kWm-2_R1,17,20.95146354,139.364272,7.089E-05,0.04369403,0.903303,-0.459666,140.589999,-0.0001,70.0708,0,265.113,309.628,311.117,965.528,0,0
Material name/ID,Composite1,18,20.94617627,137.866642,-0.00011979,0.04156811,0.478612,-1.255769,140.589999,0,69.9605,0,265.114,309.653,311.152,965.567,0,0
Specimen number,1,19,20.95082264,141.56802,4.07E-05,0.04088895,0.133318,-0.084124,140.589999,0.0002,69.9116,0,265.104,309.632,311.127,965.542,0,0
E (MJ/kg),13.1,20,20.95258768,134.79077,0.00017178,0.04432211,-0.203384,0.113122,140.589999,0.0003,69.9239,0,265.098,309.636,311.161,965.526,0,0
Initial mass (g),140.81,21,20.94781345,137.3134,-7.947E-05,0.04314129,0.457007,1.291878,140.589999,-0.0001,70.0454,0,265.103,309.649,311.184,968.131,0,0
Thickness (mm),19.7,22,20.94921939,142.137208,-7.433E-05,0.04088451,0.913885,1.320844,140.589999,0,70.1374,0,265.093,309.687,311.223,966.091,0,0
Surface area (cm²),88.4,23,20.95255575,137.901582,0.00010667,0.04107267,0.831129,-0.131507,140.589999,-0.0002,70.1533,0,265.101,309.709,311.245,965.418,0,0
Sponsor,,24,20.95046563,144.647606,-7.21E-06,0.04319864,0.687156,-2.675992,140.589999,0.0001,70.0333,0,265.096,309.733,311.304,965.409,0,0
Manufacturer,,25,20.94997782,146.286562,-9.058E-05,0.04084304,0.334074,-1.699728,140.589999,0.0003,69.939,0,265.083,309.779,311.359,965.388,0,0
Test start time (s),112,26,20.95404884,142.330102,0.0001582,0.04146965,-0.114546,-0.019786,140.589999,0,69.9422,0,265.083,309.825,311.377,965.383,0,0
Time to ignition (s),70,27,20.95182027,140.17153,-1.575E-05,0.04301163,0.54889,1.065273,140.589999,0,70.0745,0,265.086,309.821,311.384,965.361,0,0
Time to flameout (s),3254,28,20.95127667,135.876157,-7.018E-05,0.04079485,0.672452,0.740156,140.589999,-0.0002,70.1345,0,265.098,309.795,311.414,965.357,0,0
End of test criterion,ASTM E 1354,29,20.95440594,139.451095,0.00020351,0.0421438,0.187808,-1.246907,140.589999,0,70.0037,0,265.092,309.84,311.431,965.363,0,0
User EOT time (s),,30,20.95110245,139.951529,6.88E-06,0.04344637,-0.3478,-2.525069,140.589999,-0.0001,69.9135,0,265.082,309.842,311.42,965.364,0,0
MLR EOT mass (g/m²),150,31,20.94575771,139.844046,-0.00014923,0.04129981,-0.350012,-1.401078,140.589999,0.0002,69.8926,0,265.102,309.773,311.34,965.359,0,0
MLR EOT time period (s),60,32,20.95041473,138.47715,3.61E-06,0.04070851,-0.360889,1.561305,140.589999,0.0001,69.9401,0,265.093,309.759,311.375,965.413,0,0
Truncate graphs at EOT?,No,33,20.95394677,140.5929,0.00016443,0.04403853,0.153066,2.398343,140.589999,-0.0001,69.9985,0,265.101,309.806,311.396,968.085,0,0
Smooth data?,No,34,20.94940252,140.379854,-8.467E-05,0.04286401,0.697795,1.153605,140.589999,0,70.1085,0,265.114,309.846,311.462,966.109,0,0
Correct O2 for pressure?,No,35,20.95043658,141.765834,-4.135E-05,0.04097096,0.422201,-0.883732,140.589999,-0.0001,70.1096,0,265.093,309.909,311.499,965.459,0,0
,,36,20.94989379,142.244743,0.00021761,0.04249226,0.528483,-2.090056,140.589999,0,70.0182,0,265.095,309.897,311.478,965.484,0,0
Specifications: apparatus,,37,20.94434256,142.214394,-8.424E-05,0.04130486,-0.01401,-0.61173,140.589999,-0.0002,69.9399,0,265.095,309.873,311.446,965.467,0,0
C-factor (SI units),0.041198,38,20.94812789,143.587302,-2.511E-05,0.04055742,0.062027,1.871576,140.589999,-0.0002,69.9645,0,265.105,309.815,311.399,965.502,0,0
OD correction factor,0.97963,39,20.95091386,143.837259,0.0001862,0.04167278,0.17411,1.721165,140.589999,-0.0001,70.0348,0,265.085,309.743,311.363,964.831,0,0
Duct diameter (m),0.114,40,20.94897276,142.447526,2.757E-05,0.04354311,0.752498,1.506315,140.589999,-0.0003,70.1004,0,265.086,309.71,311.347,965.359,0,0
O2 delay time (s),12,41,20.94556545,144.759532,-0.00011314,0.04087472,0.855825,0.986517,140.589999,-0.0002,70.1455,0,265.085,309.763,311.426,963.249,0,0
CO2 delay time (s),12,42,20.9497317,142.203546,0.00010205,0.04119713,0.246894,-1.836631,140.589999,-0.0005,70.0448,0,265.089,309.885,311.527,965.014,0,0
CO delay time (s),12,43,20.94829642,141.051615,-1.486E-05,0.04319314,-0.311206,-2.587945,140.589999,-0.0002,69.9195,0,265.096,309.937,311.566,965.563,0,0
,,44,20.94580809,140.431651,-0.00014496,0.04110658,-0.755754,-0.626945,140.589999,-0.0002,69.8991,0,265.089,309.943,311.573,963.173,0,0
Laboratory,,45,20.94925193,139.829901,2.772E-05,0.04081099,-0.397408,1.625937,140.589999,-0.0002,69.9667,0,265.087,309.981,311.603,964.961,0,0
Laboratory name,FTT Dual Cone - NIST,46,20.94859241,139.06967,-1.07E-05,0.04336455,0.400991,0.829456,140.589999,0,70.0654,0,265.098,309.959,311.594,965.548,0,0
Operator,Michael Heck,47,20.94388612,142.14262,-0.00014173,0.04133519,0.86568,-0.062207,140.589999,-0.0001,70.1086,0,265.095,309.901,311.549,965.529,0,0
Filename,C:\CC5\DATA\24060004.CSV,48,20.94792414,143.385351,0.00012344,0.04142939,-0.107867,-1.998299,140.589999,0.0002,70.0074,0,265.094,309.896,311.554,965.517,0,0
Report name,Fencing_Composites,49,20.94582982,142.552744,-3.129E-05,0.04388513,-0.137181,-2.323927,140.589999,0,69.9209,0,265.1,309.905,311.566,965.52,0,0
,,50,20.94033132,143.650539,-0.00015278,0.04163993,-0.088742,-0.293295,140.589999,-0.0001,69.9068,0,265.103,309.93,311.611,965.514,0,0
,,51,20.94445025,142.433344,-7.55E-06,0.04063635,-0.474277,1.977778,140.589999,-0.0002,69.9336,0,265.093,309.949,311.62,965.529,0,0
Pre-test conditions,,52,20.94706303,139.451002,0.00022113,0.0427448,-0.032057,1.25955,140.589999,-0.0002,70.0561,0,265.088,309.984,311.66,965.736,0,0
Ambient temperature (°C),18.2,53,20.94199722,139.617079,-6.58E-05,0.04211973,0.970038,0.732402,140.589999,-0.0003,70.1341,0,265.085,309.949,311.627,965.777,0,0
Barometric pressure (Pa),100140,54,20.94523134,138.364706,-4.956E-05,0.0406308,0.57737,-0.253636,140.589999,-0.0003,70.1498,0,265.081,309.913,311.631,965.79,0,0
Relative humidity (%),53.9,55,20.94876774,141.680822,0.00021196,0.04233088,0.294228,-2.647431,140.589999,-0.0002,70.0199,0,265.088,309.92,311.617,965.793,0,0
,,56,20.94468346,140.402966,-5.087E-05,0.04237518,0.027522,-2.625104,140.589999,-0.0002,69.9134,0,265.08,309.905,311.59,965.819,0,0
,,57,20.94542343,143.939744,-0.00014586,0.04063313,-0.58159,-1.036552,140.589999,-0.0002,69.9045,0,265.083,309.873,311.553,965.865,0,0
Conditioning,,58,20.94850603,143.81583,0.00012836,0.04129837,-0.167903,0.785216,140.589999,-0.0002,69.9616,0,265.102,309.837,311.517,965.873,0,0
Conditioned? {Y/N},Yes,59,20.94836835,142.03693,0.00013654,0.04389421,0.458856,1.692906,140.589999,-0.0002,69.988,0,265.093,309.828,311.505,965.884,0,0
Conditioning temperature (°C),23,60,20.94313215,139.6359,-0.00010437,0.04208978,0.140529,1.758428,140.589999,-0.0002,70.0812,0,265.104,309.758,311.445,965.895,0,0
Conditioning RH (%),55,61,20.94592133,144.172654,-3.741E-05,0.04061334,0.394092,-0.128581,140.589999,-0.0001,70.1423,0,265.091,309.695,311.412,965.897,0,0
,,62,20.94846366,139.557434,0.00016185,0.04393285,0.424448,-0.050011,140.589999,0,70.1422,0,265.068,309.704,311.413,965.884,0,0
Data collected,,63,20.94479709,138.691762,-6.137E-05,0.04353676,0.004108,-2.040715,140.589999,-0.0002,70.0149,0,265.077,309.724,311.44,965.856,0,0
CO/CO2 data collected?,Yes,64,20.94610347,137.932582,-4.102E-05,0.04153859,-0.560317,-1.948916,140.589999,0.0001,69.9169,0,265.08,309.771,311.461,965.852,0,0
Mass data collected?,Yes,65,20.94883454,147.229111,0.00021268,0.04321505,-0.257757,-0.056633,140.589999,0.0002,69.9505,0,265.097,309.785,311.46,965.811,0,0
Smoke data collected?,Yes,66,20.94573204,136.092647,-2.199E-05,0.04380561,-0.042184,2.54692,140.589999,0,70.0356,0,265.087,309.755,311.451,965.767,0,0
Soot mass data collected?,No,67,20.94470525,133.266318,-9.255E-05,0.04151233,0.428471,1.668929,140.589999,0.0002,70.0991,0,265.084,309.762,311.465,965.759,0,0
Soot mass ratio (1:x),N/A,68,20.94822996,137.003428,0.00014179,0.04212907,0.48678,-0.209299,140.589999,0.0001,70.1318,0,265.089,309.8,311.479,966.649,0,0
Soot mass (g),N/A,69,20.94664245,139.990008,8.54E-06,0.04368751,0.167505,-2.195168,140.589999,0.0001,70.0557,0,265.076,309.821,311.502,965.949,0,0
,,70,20.94384597,141.180399,-0.00014547,0.04135126,0.10017,-2.943853,140.589999,-0.0002,69.9715,0,265.068,309.824,311.525,965.708,0,0
Comments,,71,20.94776764,145.617004,0.00010176,0.04124784,-0.357655,-1.12179,140.589999,-0.0002,69.9188,0,265.064,309.842,311.535,965.718,0,0
Pre-test comments,,72,20.94679531,142.816874,8.87E-06,0.04343818,-0.21749,1.709285,140.589999,-0.0004,69.9642,0,265.057,309.831,311.515,965.741,0,0
After-test comments,,73,20.94180564,143.112659,-0.00014522,0.04134182,0.231187,0.895647,140.589999,-0.0001,70.0806,0,265.062,309.84,311.554,965.746,0,0
,,74,20.94684681,142.000347,3.3E-05,0.04085321,0.733186,-0.535483,140.589999,-0.0002,70.1383,0,265.055,309.864,311.557,964.257,0,0
,,75,20.9476255,136.96954,6.138E-05,0.04372033,0.586876,-0.703581,140.589999,-0.0003,70.1283,0,265.047,309.854,311.527,965.54,0,0
,,76,20.94316126,140.742898,-0.00011356,0.04219804,-0.10714,-3.319412,140.589999,0,70.0117,0,265.038,309.863,311.558,965.999,0,0
,,77,20.94552811,139.496928,-5.875E-05,0.04055105,-0.364687,-3.50016,140.589999,-0.0001,69.9254,0,265.042,309.879,311.581,965.251,0,0
,,78,20.94827058,141.092634,0.00020689,0.04198876,-0.83773,-1.454098,140.589999,-0.0002,69.8957,0,265.054,309.895,311.571,965.81,0,0
,,79,20.94667372,141.687453,2.205E-05,0.043592,-0.501674,0.455248,140.589999,-0.0002,69.9329,0,265.04,309.831,311.478,965.945,0,0
,,80,20.94319713,145.093403,-0.00013322,0.04093158,-0.138406,1.265156,140.589999,-0.0003,69.9798,0,265.028,309.781,311.441,965.98,0,0
,,81,20.94900337,139.035507,7.442E-05,0.04091362,-0.086457,1.412243,140.589999,-0.0001,70.1024,0,265.034,309.722,311.419,965.965,0,0
,,82,20.95101914,139.91435,9.715E-05,0.04379906,0.491909,-0.585429,140.589999,0,70.1401,0,265.03,309.732,311.429,965.945,0,0
,,83,20.94703114,141.849415,-9.968E-05,0.0419065,0.364587,-1.472527,140.589999,-0.0001,70.0648,0,265.021,309.715,311.392,965.943,0,0
,,84,20.95093659,142.887245,4.116E-05,0.04091421,-0.156318,-1.728217,140.589999,-0.0002,69.9323,0,265.033,309.673,311.333,966.74,0,0
Events,,85,20.95263598,143.226414,3.841E-05,0.04340536,-0.578174,0.407219,140.589999,0.0001,69.8988,0,265.036,309.664,311.334,966.117,0,0
Number of events,0,86,20.9484933,139.654152,-0.00012624,0.04186441,-0.167403,0.570708,140.589999,-0.0002,70.006,0,265.03,309.651,311.337,965.867,0,0
,,87,20.95212316,144.054816,-1.9E-05,0.04064772,0.665948,1.132405,140.589999,0,70.1023,0,265.054,309.633,311.311,965.851,0,0
,,88,20.95427009,143.958527,0.00015035,0.04356418,0.789375,0.182608,140.589999,0.0001,70.1446,0,265.03,309.631,311.318,966.08,0,0
,,89,20.9515874,137.482911,-3.5E-05,0.04338998,0.582405,-1.863814,140.589999,0.0001,70.1237,0,265.037,309.619,311.291,966.137,0,0
,,90,20.95016728,143.963284,-0.00010174,0.04072487,0.184976,-3.064382,140.589999,0,70.0183,0,265.031,309.623,311.324,966.156,0,0
,,91,20.95420009,141.040962,0.00011643,0.04113535,-0.382784,-3.044145,140.589999,0,69.9484,0,265.035,309.669,311.391,966.112,0,0
,,92,20.95271729,137.928565,5.84E-06,0.04343006,-0.434428,-1.572803,140.589999,0.0001,69.914,0,265.034,309.757,311.443,966.075,0,0
,,93,20.94843395,138.865146,-0.00013029,0.04102344,0.09609,0.467473,140.589999,0.0001,69.9457,0,265.033,309.778,311.458,966.049,0,0
