General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94793249,100.783669,0.00217415,0.05828737,0.843502,0.851222,14.609837,-0.0032,100.1039,0.09,270.499,330.227,334.785,1142.349,0,0
Standard used,ISO 5660-1,1,20.94880315,105.110419,0.00235642,0.05521261,0.84711,0.846957,14.609837,-0.0003,100.1023,0.091,270.512,330.262,334.782,1142.239,0,0
Date of test,17/12/2019,2,20.9496738,109.437169,0.00253868,0.05213785,0.850718,0.842692,14.609837,0.0027,100.1006,0.092,270.525,330.297,334.779,1142.13,0,0
Time of test,12:51,3,20.94734599,108.732489,0.00253624,0.05067357,0.887497,0.905147,14.609837,0.0023,100.1019,0.095,270.53,330.3,334.839,1142.114,0,0
Heat flux (kW/m²),50,4,20.94441553,106.686714,0.0025032,0.05044811,0.908323,0.883725,14.609837,-0.0002,100.1001,0.093,270.521,330.343,334.917,1142.096,0,0
Nominal duct flow rate (l/s),24,5,20.94676318,105.506883,0.00260881,0.05221868,0.837469,0.820026,14.609837,0.0025,100.1018,0.091,270.511,330.392,334.896,1142.117,0,0
Sampling interval (s),1,6,20.95044651,105.900274,0.00285756,0.05428236,0.801034,0.82886,14.609837,0.0013,100.1015,0.093,270.507,330.404,334.917,1142.13,0,0
Separation (mm),60,7,20.95376313,104.377013,0.00305457,0.05384663,0.789519,0.831629,14.609837,0.0019,100.1005,0.091,270.513,330.415,335.006,1142.174,0,0
Orientation,Horizontal,8,20.95341329,105.382079,0.00295666,0.05159571,0.822696,0.862878,14.609837,-0.0003,100.1014,0.093,270.51,330.473,335.072,1142.167,0,0
Edge frame?,Yes,9,20.94919193,112.601541,0.00270783,0.05045773,0.882463,0.904934,14.609837,-0.0009,100.1006,0.092,270.511,330.475,335.043,1142.19,0,0
Grid?,No,10,20.94479073,111.796324,0.00253149,0.05066324,0.884836,0.882446,14.609837,0.0001,100.1009,0.09,270.507,330.451,335.025,1142.222,0,0
Non-scrubbed?,Yes,11,20.94752255,110.071805,0.00247863,0.0521439,0.955582,0.964176,14.609837,-0.0007,100.1007,0.092,270.537,330.462,335.002,1142.252,0,0
Substrate used? {Y/N},No,12,20.95093271,106.992727,0.00254851,0.0541873,0.997114,1.011097,14.609837,-0.0015,100.1012,0.094,270.536,330.474,334.981,1142.287,0,0
Substrate,none,13,20.95228079,106.523454,0.00263439,0.05331865,1.040376,1.039957,14.609837,0,100.101,0.09,270.542,330.447,334.925,1142.294,0,0
Additional specimen preparation details,balsa wood,14,20.95098021,112.487988,0.00239404,0.05134808,1.013635,1.018501,14.609837,0.0028,100.1023,0.091,270.55,330.429,334.96,1142.228,0,0
,,15,20.94684682,109.018363,0.00211452,0.05043214,0.99177,0.979563,14.609837,-0.0009,100.1037,0.091,270.533,330.439,334.993,1138.631,0,0
Specimen,,16,20.94478239,109.146649,0.00191764,0.05066138,0.975615,0.959972,14.609837,0.002,100.1034,0.092,270.532,330.461,334.994,1141.395,0,0
Sample description,training with ickchan,17,20.94814999,107.905998,0.00193139,0.05247041,0.991707,0.962592,14.609837,0.0015,100.1049,0.091,270.529,330.461,334.939,1142.218,0,0
Material name/ID,training with ickchan,18,20.95135634,108.609337,0.00218806,0.05430214,1.005906,0.963712,14.609837,-0.002,100.1042,0.093,270.555,330.439,334.963,1142.202,0,0
Specimen number,,19,20.95225789,108.977172,0.00236937,0.05308951,0.948297,0.946036,14.609837,-0.0003,100.1061,0.093,270.517,330.432,334.911,1142.191,0,0
E (MJ/kg),13.1,20,20.95052674,112.395773,0.00230161,0.0514504,0.983987,0.984922,14.609837,0.0008,100.103,0.091,270.53,330.389,334.764,1142.176,0,0
Initial mass (g),14.4,21,20.94599143,113.323072,0.00217122,0.05043214,0.96171,0.968817,14.609837,0.0007,100.1039,0.088,270.545,330.314,334.622,1142.157,0,0
Thickness (mm),12.8,22,20.94495252,111.460766,0.00211982,0.05082488,1.00792,0.961923,14.609837,0.0002,100.1029,0.087,270.534,330.301,334.701,1142.162,0,0
Surface area (cm²),88.4,23,20.94883427,103.517779,0.00224253,0.05297227,0.948564,0.949185,14.609837,0.0004,100.1043,0.094,270.52,330.365,334.833,1142.179,0,0
Sponsor,,24,20.95169537,107.542736,0.00244076,0.05442714,0.910757,0.930701,14.609837,0.001,100.1043,0.093,270.543,330.391,334.874,1142.193,0,0
Manufacturer,,25,20.95209131,105.379118,0.00262526,0.05234398,0.911687,0.909677,14.609837,0.0021,100.1048,0.094,270.537,330.413,334.897,1142.234,0,0
Test start time (s),243,26,20.95000562,110.952241,0.00252623,0.05102708,0.850165,0.867102,14.609837,0.0023,100.1022,0.094,270.525,330.41,334.838,1142.307,0,0
Time to ignition (s),7,27,20.94541608,112.252185,0.00238848,0.05041767,0.891088,0.906784,14.609837,0.0005,100.1035,0.089,270.531,330.342,334.711,1142.326,0,0
Time to flameout (s),249,28,20.94551842,109.922552,0.00230453,0.05144346,0.87894,0.883035,14.609837,-0.0002,100.1034,0.094,270.533,330.276,334.629,1142.373,0,0
End of test criterion,Flameout,29,20.94931815,110.120376,0.00241554,0.05365079,0.8669,0.845916,14.609837,-0.0012,100.1027,0.094,270.55,330.254,334.551,1142.412,0,0
User EOT time (s),,30,20.95195074,112.674076,0.00265333,0.05417377,0.869774,0.889463,14.609837,0.0003,100.1054,0.094,270.536,330.186,334.47,1145.368,0,0
MLR EOT mass (g/m²),150,31,20.95197766,108.860523,0.00263049,0.05215852,0.885219,0.86418,14.609837,0.0031,100.1059,0.092,270.547,330.191,334.571,1143.079,0,0
MLR EOT time period (s),60,32,20.94906158,110.093023,0.00242024,0.05063444,0.897014,0.879957,14.609837,0.0024,100.1059,0.092,270.55,330.237,334.543,1142.497,0,0
Truncate graphs at EOT?,No,33,20.94467223,108.804987,0.00229741,0.05031395,0.900255,0.891758,14.609837,0.0012,100.1051,0.091,270.533,330.228,334.516,1142.507,0,0
Smooth data?,No,34,20.94647282,111.183895,0.00224117,0.05151022,0.846311,0.850511,14.609837,0.0017,100.1063,0.094,270.538,330.211,334.573,1142.526,0,0
Correct O2 for pressure?,No,35,20.95020038,108.371194,0.00232562,0.05370669,0.872106,0.854372,14.609837,0.0006,100.1027,0.092,270.54,330.237,334.625,1142.545,0,0
,,36,20.95218122,111.893931,0.00258485,0.05362224,0.895581,0.922716,14.609837,-0.0009,100.1044,0.093,270.526,330.248,334.64,1146.363,0,0
Specifications: apparatus,,37,20.95160196,109.789931,0.0024486,0.05164427,0.876857,0.909292,14.609837,-0.0005,100.1044,0.094,270.537,330.262,334.608,1147.123,0,0
C-factor (SI units),0.04599,38,20.94810022,113.897799,0.00224416,0.05051195,0.890019,0.886122,14.609837,0.0024,100.1059,0.095,270.556,330.233,334.551,1143.323,0,0
OD correction factor,0.97963,39,20.94587843,112.518841,0.00200746,0.05067509,0.880382,0.871821,14.609837,0.0022,100.1049,0.096,270.535,330.209,334.47,1145.115,0,0
Duct diameter (m),0.114,40,20.9490622,111.208662,0.00192771,0.05202386,0.917343,0.901786,14.609837,0.0021,100.1057,0.094,270.541,330.157,334.472,1142.996,0,0
O2 delay time (s),0,41,20.95257579,109.510175,0.00203002,0.05406998,0.904664,0.892147,14.609837,-0.0004,100.1062,0.089,270.541,330.195,334.559,1142.403,0,0
CO2 delay time (s),0,42,20.95338294,107.594374,0.00225058,0.05405958,0.913836,0.919195,14.609837,0.001,100.106,0.092,270.54,330.212,334.508,1142.391,0,0
CO delay time (s),0,43,20.95145916,110.352568,0.0022305,0.0515098,0.969249,0.951979,14.609837,0.0009,100.1045,0.093,270.526,330.196,334.457,1142.405,0,0
,,44,20.94569438,112.524232,0.00218317,0.05041436,0.963665,0.976905,14.609837,0.0018,100.1051,0.093,270.548,330.155,334.498,1142.395,0,0
Laboratory,,45,20.94256135,113.579176,0.00217477,0.05056816,1.01624,1.00574,14.609837,0.0018,100.1053,0.093,270.564,330.161,334.438,1142.389,0,0
Laboratory name,FTT Cone - NIST,46,20.94583018,114.582499,0.00229862,0.05259678,0.989148,0.971434,14.609837,0.0012,100.105,0.092,270.547,330.105,334.295,1142.337,0,0
Operator,Shields,47,20.94919778,111.424629,0.00249069,0.05414945,1.0066,1.00653,14.609837,0.0031,100.1057,0.092,270.532,330.004,334.127,1142.332,0,0
Filename,C:\CC5\DATA\19120003.CSV,48,20.95035853,110.568373,0.00280619,0.05324122,0.933556,0.954264,14.609837,0.0033,100.1043,0.091,270.538,329.946,334.133,1142.322,0,0
Report name,,49,20.94878195,111.612932,0.00282077,0.05145592,0.907943,0.917357,14.609837,0.0031,100.1042,0.092,270.534,329.975,334.264,1142.312,0,0
,,50,20.94295167,109.946697,0.00265475,0.05042237,0.907364,0.908872,14.609837,0.0003,100.1051,0.092,270.547,330.02,334.367,1142.322,0,0
,,51,20.94243668,110.431506,0.00258792,0.05068908,0.909108,0.917073,14.609837,0.0019,100.1058,0.095,270.547,330.009,334.175,1142.34,0,0
Pre-test conditions,,52,20.94790947,110.584888,0.00267242,0.05321336,0.980043,0.997495,14.609837,0.0015,100.1062,0.095,270.541,329.949,334.205,1142.392,0,0
Ambient temperature (°C),21.8,53,20.951458,114.698285,0.00283538,0.05447447,0.958426,0.968051,14.609837,0.0012,100.1065,0.092,270.54,329.981,334.322,1142.421,0,0
Barometric pressure (Pa),100102,54,20.95386479,113.324729,0.00285644,0.05338542,1.007785,0.99532,14.609837,0.0038,100.1044,0.094,270.564,330.039,334.427,1142.463,0,0
Relative humidity (%),30.4,55,20.95203768,111.705052,0.0025503,0.0510607,0.955188,0.991429,14.609837,0.0032,100.1053,0.095,270.547,330.038,334.346,1142.519,0,0
,,56,20.94746129,111.805774,0.00229813,0.05035276,0.953132,0.95351,14.609837,0.0008,100.1053,0.096,270.551,330.028,334.39,1142.557,0,0
,,57,20.94736443,110.869467,0.00210093,0.0512846,0.953639,0.943031,14.609837,0.0026,100.1069,0.092,270.556,330.072,334.495,1142.586,0,0
Conditioning,,58,20.95125082,108.918426,0.00203036,0.05227307,0.934264,0.949509,14.609837,0.0033,100.1072,0.095,270.545,330.142,334.571,1142.602,0,0
Conditioned? {Y/N},Yes,59,20.95384168,107.420514,0.00220928,0.05427477,0.997152,0.976036,14.609837,0.0012,100.1061,0.095,270.568,330.149,334.6,1142.607,0,0
Conditioning temperature (°C),23,60,20.95401317,106.115907,0.00221739,0.05276027,0.999476,1.02009,14.609837,0.0014,100.1056,0.092,270.556,330.19,334.567,1142.596,0,0
Conditioning RH (%),50,61,20.95140219,113.823089,0.00204626,0.05078287,0.971009,0.954879,14.609837,0.0023,100.1064,0.091,270.545,330.175,334.447,1142.575,0,0
