General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94053061,108.929204,0.00081294,0.03901692,0.99841,1.000172,-1.269451,-0.0054,101.6233,0,270.007,329.082,332.055,1139.766,0,0
Standard used,ISO 5660-1,1,20.94428658,108.640967,0.00089521,0.04135048,0.998425,1.000022,-1.269451,-0.0028,101.6249,0,270.01,329.063,332.052,1139.753,0,0
Date of test,25/10/2018,2,20.94804255,108.352731,0.00097747,0.04368405,0.998439,0.999872,-1.269451,-0.0003,101.6266,0,270.013,329.044,332.049,1139.74,0,0
Time of test,16:34,3,20.9512238,110.19501,0.0011913,0.04570643,0.998808,0.999872,-1.269451,0,101.6261,0,270.014,329.045,331.998,1139.691,0,0
Heat flux (kW/m²),50,4,20.95232962,108.176594,0.00136375,0.04489393,1.000076,0.999913,-1.269451,-0.0028,101.6285,0,270.032,329.038,331.999,1139.646,0,0
Nominal duct flow rate (l/s),24,5,20.95052783,107.649809,0.00118969,0.04275005,1.000116,0.999836,-1.269451,-0.0035,101.6266,0,270.024,329.079,332.058,1139.609,0,0
Sampling interval (s),1,6,20.94618689,109.457584,0.00108799,0.04186485,0.99972,0.999824,-1.269451,-0.0035,101.6259,0,270.008,329.133,332.088,1139.588,0,0
Separation (mm),60,7,20.94350118,107.320042,0.00109125,0.04265537,1.000546,0.999762,-1.269451,-0.005,101.6267,0,270.022,329.144,332.067,1139.541,0,0
Orientation,Horizontal,8,20.94811916,106.465331,0.00118919,0.04449137,1.000472,0.999777,-1.269451,-0.0017,101.6256,0,270.009,329.099,332.027,1139.514,0,0
Edge frame?,Yes,9,20.95154619,107.513433,0.00147748,0.04566409,0.999639,0.999753,-1.269451,-0.0007,101.6263,0,270.022,329.115,332.062,1139.5,0,0
Grid?,No,10,20.95214737,107.301891,0.00158196,0.0440272,0.999063,0.999745,-1.269451,0,101.625,0,270.014,329.16,332.086,1139.448,0,0
Non-scrubbed?,Yes,11,20.9498653,107.57983,0.00139975,0.04252758,0.998606,0.999832,-1.269451,-0.0004,101.6254,0,269.997,329.205,332.143,1139.427,0,0
Substrate used? {Y/N},No,12,20.94561609,107.52296,0.00113412,0.04187927,0.999077,0.999832,-1.269451,0,101.6266,0,270.007,329.309,332.271,1139.456,0,0
