General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.93395365,119.697758,0.00158198,0.04128314,1.037089,0.917989,7.92E+38,0.0021,99.1608,0.032,270.663,326.358,327.979,1030.416,0,0
Standard used,ISO 5660-1,1,20.94085471,119.752973,0.00168595,0.04489442,0.896555,0.85379,7.92E+38,0.0004,99.1578,0.03,270.693,326.32,327.865,1030.359,0,0
Date of test,30/11/2020,2,20.94775578,119.808189,0.00178992,0.04850571,0.756022,0.789591,7.92E+38,-0.0013,99.1549,0.028,270.723,326.282,327.751,1030.302,0,0
Time of test,14:54,3,20.95058074,114.365121,0.00185775,0.04914612,0.758971,0.777265,7.92E+38,-0.0002,99.153,0.031,270.713,326.242,327.747,1030.284,0,0
Heat flux (kW/m²),35,4,20.95038297,114.17042,0.00177366,0.04741694,0.793935,0.748583,7.92E+38,0.0007,99.1542,0.031,270.703,326.257,327.83,1030.282,0,0
Nominal duct flow rate (l/s),24,5,20.94715542,119.338725,0.00146829,0.04557176,0.802947,0.756014,7.92E+38,-0.0009,99.153,0.031,270.713,326.316,327.857,1030.248,0,0
Sampling interval (s),5,6,20.94458142,121.027596,0.00126575,0.04535055,0.791791,0.771029,7.92E+38,0.0014,99.1513,0.03,270.724,326.292,327.835,1030.253,0,0
Separation (mm),60,7,20.94693001,120.927053,0.00123445,0.04590891,0.689465,0.739123,7.92E+38,-0.0008,99.1518,0.031,270.71,326.29,327.853,1030.238,0,0
Orientation,Horizontal,8,20.95077141,116.482009,0.00140381,0.04854087,0.679713,0.66177,7.92E+38,0.0005,99.1541,0.03,270.725,326.309,327.851,1032.99,0,0
Edge frame?,Yes,9,20.95267216,118.985262,0.00168456,0.04877633,0.632074,0.665547,7.92E+38,0.0006,99.1528,0.028,270.721,326.272,327.805,1030.873,0,0
Grid?,No,10,20.95200161,118.8674,0.00166349,0.04645903,0.622345,0.6184,7.92E+38,-0.003,99.1502,0.028,270.711,326.229,327.777,1030.206,0,0
Non-scrubbed?,Yes,11,20.9484504,116.468769,0.00162903,0.0454324,0.437562,0.439268,7.92E+38,-0.0021,99.1489,0.031,270.707,326.2,327.755,1032.174,0,0
Substrate used? {Y/N},No,12,20.94497657,120.023143,0.00158127,0.04533914,0.520794,0.480144,7.92E+38,0.0007,99.1495,0.03,270.714,326.139,327.666,1033.001,0,0
Substrate,none,13,20.94769526,118.354943,0.001648,0.04631168,0.428427,0.398653,7.92E+38,0.001,99.1505,0.03,270.713,326.113,327.723,1030.83,0,0
Additional specimen preparation details,,14,20.94988325,117.765468,0.00186377,0.04896908,0.422255,0.432237,7.92E+38,0.0007,99.1488,0.034,270.731,326.151,327.811,1030.309,0,0
,,15,20.9508312,116.410641,0.00203585,0.04833614,0.439387,0.445876,7.92E+38,-0.0009,99.1481,0.034,270.706,326.194,327.842,1030.293,0,0
Specimen,,16,20.94958627,117.0925,0.00182865,0.0462016,0.556237,0.532611,7.92E+38,-0.002,99.1494,0.03,270.707,326.196,327.792,1030.26,0,0
Sample description,Trex Fence Material,17,20.94531183,119.129419,0.0015601,0.04527764,0.599111,0.541167,7.92E+38,-0.0012,99.1481,0.03,270.701,326.123,327.699,1030.258,0,0
Material name/ID,Trex6_35,18,20.94304412,120.670794,0.00142142,0.04547244,0.663519,0.631455,7.92E+38,-0.0014,99.1467,0.031,270.697,326.052,327.619,1030.241,0,0
Specimen number,,19,20.94628218,117.990792,0.00140098,0.04727144,0.681933,0.696239,7.92E+38,-0.0015,99.1472,0.03,270.696,326.006,327.623,1030.261,0,0
E (MJ/kg),13.1,20,20.94979514,114.252764,0.00155639,0.04918987,0.817011,0.860807,7.92E+38,-0.0018,99.1479,0.028,270.698,326.019,327.666,1030.258,0,0
Initial mass (g),59.7,21,20.95084107,117.190108,0.00163643,0.04765013,0.846507,0.798723,7.92E+38,-0.0007,99.1464,0.03,270.688,326.058,327.654,1030.264,0,0
Thickness (mm),6,22,20.94849728,118.326447,0.00144998,0.04602552,0.869875,0.940311,7.92E+38,-0.0002,99.1488,0.03,270.686,326.067,327.686,1030.242,0,0
Surface area (cm²),88.4,23,20.94273466,119.445453,0.00130893,0.04532674,0.87279,0.901138,7.92E+38,-0.0002,99.1475,0.031,270.702,326.04,327.652,1030.232,0,0
Sponsor,,24,20.94162616,118.53885,0.00124141,0.04543166,0.888682,0.901649,7.92E+38,-0.0006,99.1452,0.029,270.703,326.026,327.676,1030.236,0,0
Manufacturer,,25,20.94534976,117.225195,0.00140558,0.04823887,0.964671,1.015746,7.92E+38,-0.0026,99.1445,0.03,270.694,326.07,327.71,1030.265,0,0
Test start time (s),144,26,20.94828544,116.931483,0.00168935,0.04903187,0.990678,1.05553,7.92E+38,0.0008,99.1455,0.03,270.708,326.076,327.69,1030.267,0,0
Time to ignition (s),,27,20.94872248,120.503905,0.00179799,0.04765654,1.025724,1.017897,7.92E+38,-0.0002,99.1458,0.032,270.707,326.044,327.611,1030.255,0,0
Time to flameout (s),,28,20.94632296,119.437841,0.00173282,0.04589381,1.065913,1.014727,7.92E+38,0.0026,99.146,0.032,270.7,326.006,327.616,1030.292,0,0
End of test criterion,ISO 5660-1:2002,29,20.94169868,119.042477,0.00169576,0.04524119,0.90495,0.98119,7.92E+38,0,99.1453,0.032,270.686,325.996,327.628,1030.282,0,0
User EOT time (s),,30,20.94207415,119.050515,0.00180423,0.04591468,0.880674,0.883076,7.92E+38,0.0022,99.1413,0.026,270.707,326.032,327.682,1030.315,0,0
MLR EOT mass (g/m²),150,31,20.94590475,115.499651,0.00201367,0.04811364,0.811458,0.798935,7.92E+38,0.0018,99.1426,0.03,270.696,326.055,327.692,1030.352,0,0
MLR EOT time period (s),60,32,20.94848768,114.935334,0.00228059,0.04929523,0.836839,0.903083,7.92E+38,-0.0005,99.1415,0.032,270.681,326.028,327.685,1030.378,0,0
Truncate graphs at EOT?,No,33,20.95014741,113.330912,0.00233122,0.0473892,0.956335,1.008923,7.92E+38,0.0004,99.1406,0.03,270.698,326.026,327.699,1030.416,0,0
Smooth data?,No,34,20.94764362,115.668215,0.00214331,0.04577345,1.00234,1.018008,7.92E+38,0.0012,99.1434,0.032,270.722,326.04,327.683,1030.393,0,0
Correct O2 for pressure?,No,35,20.94324321,113.561011,0.00188301,0.04522781,1.028273,1.062639,7.92E+38,0.0012,99.1414,0.032,270.698,326.025,327.636,1030.35,0,0
,,36,20.94485281,118.118914,0.00168488,0.04621154,0.960262,0.976809,7.92E+38,0.0025,99.1406,0.029,270.708,325.997,327.591,1030.358,0,0
Specifications: apparatus,,37,20.94854983,118.379098,0.00165697,0.0481292,0.873946,0.847917,7.92E+38,0.0024,99.1384,0.026,270.707,325.994,327.624,1030.353,0,0
C-factor (SI units),0.045797,38,20.95068857,115.767797,0.00185016,0.04916451,0.850968,0.864202,7.92E+38,-0.0006,99.1389,0.031,270.7,325.988,327.61,1030.328,0,0
OD correction factor,0.97963,39,20.95024039,118.726232,0.00186977,0.04686616,0.795563,0.824078,7.92E+38,-0.0012,99.1427,0.03,270.718,325.966,327.612,1030.33,0,0
Duct diameter (m),0.114,40,20.94699048,116.005077,0.00171586,0.04557473,1.011073,1.011222,7.92E+38,-0.0016,99.14,0.03,270.711,325.992,327.666,1030.307,0,0
O2 delay time (s),0,41,20.94303536,117.273111,0.00158206,0.04529062,1.010099,1.03195,7.92E+38,0.002,99.1403,0.029,270.707,326.019,327.676,1030.301,0,0
CO2 delay time (s),0,42,20.94402717,118.397685,0.00158895,0.0469944,1.003295,0.980054,7.92E+38,0.0023,99.1378,0.027,270.722,326.006,327.667,1030.298,0,0
CO delay time (s),0,43,20.94726829,119.994399,0.00169104,0.04889035,0.96447,0.969696,7.92E+38,0.0021,99.1388,0.026,270.718,326,327.665,1030.303,0,0
,,44,20.94883497,122.153475,0.00187521,0.04840324,1.01863,1.051019,7.92E+38,0.0008,99.1397,0.028,270.724,326.006,327.658,1030.298,0,0
Laboratory,,45,20.94779065,114.935038,0.0016868,0.04633658,0.838228,0.871193,7.92E+38,-0.0016,99.1377,0.027,270.701,326.006,327.648,1030.336,0,0
Laboratory name,FTT Cone - NIST,46,20.94381896,113.740454,0.00148597,0.04530343,0.860409,0.864972,7.92E+38,-0.0018,99.1359,0.031,270.717,325.989,327.617,1028.856,0,0
Operator,Andre Thompson,47,20.94114552,117.912103,0.00140102,0.04549927,0.85642,0.850246,7.92E+38,-0.001,99.1375,0.028,270.722,325.993,327.617,1026.609,0,0
Filename,C:\CC5\DATA\20110006.CSV,48,20.94435793,116.493165,0.00148494,0.04712685,0.95514,0.981607,7.92E+38,-0.0007,99.1379,0.031,270.706,325.948,327.584,1025.754,0,0
Report name,,49,20.94770515,117.146065,0.00174172,0.0491482,1.015762,1.050226,7.92E+38,-0.0009,99.1395,0.03,270.702,325.953,327.561,1029.432,0,0
,,50,20.94884539,117.973781,0.00199337,0.04774234,1.108743,1.082099,7.92E+38,-0.0028,99.1355,0.028,270.732,325.95,327.601,1030.283,0,0
,,51,20.94733462,118.903868,0.00202128,0.04681091,0.935688,0.912864,7.92E+38,0.0001,99.1354,0.028,270.733,325.955,327.619,1030.282,0,0
Pre-test conditions,,52,20.94301726,119.168797,0.00194464,0.04608508,0.901846,0.885168,7.92E+38,0.001,99.1345,0.031,270.727,325.955,327.628,1030.263,0,0
Ambient temperature (°C),23.3,53,20.94125793,115.859823,0.00193129,0.04639335,1.004507,0.96617,7.92E+38,0.002,99.1356,0.032,270.718,325.939,327.659,1030.257,0,0
Barometric pressure (Pa),99157,54,20.94489375,118.149642,0.00209194,0.04816521,1.036553,0.98686,7.92E+38,-0.0013,99.1346,0.029,270.718,325.992,327.694,1030.251,0,0
Relative humidity (%),45.3,55,20.94680513,114.832885,0.00231955,0.04918664,0.923856,0.958373,7.92E+38,0.0009,99.134,0.027,270.721,325.997,327.669,1031.485,0,0
,,56,20.94847023,118.85194,0.00233527,0.04797539,0.818418,0.867342,7.92E+38,0.0006,99.1334,0.029,270.714,326.003,327.626,1030.483,0,0
,,57,20.94697609,119.668791,0.00209687,0.04615095,0.828762,0.784655,7.92E+38,0.0003,99.1327,0.032,270.72,325.963,327.599,1030.197,0,0
Conditioning,,58,20.94374316,116.100201,0.00178499,0.04528401,0.790721,0.804956,7.92E+38,-0.0017,99.1326,0.032,270.711,325.954,327.621,1030.16,0,0
Conditioned? {Y/N},No,59,20.94360492,121.276633,0.00164907,0.0459014,0.902322,0.938017,7.92E+38,-0.0025,99.1326,0.034,270.742,325.931,327.565,1030.133,0,0
Conditioning temperature (°C),N/A,60,20.94740304,118.179288,0.00165196,0.0478836,0.985717,0.948706,7.92E+38,-0.0005,99.1337,0.027,270.735,325.871,327.514,1030.131,0,0
Conditioning RH (%),N/A,61,20.95029261,121.991798,0.00185942,0.04873807,0.919125,0.895397,7.92E+38,-0.0003,99.1337,0.03,270.732,325.844,327.496,1030.127,0,0
,,62,20.95061015,118.231834,0.00181692,0.04769006,0.765631,0.762321,7.92E+38,0.0004,99.1328,0.029,270.732,325.814,327.501,1030.141,0,0
Data collected,,63,20.94796848,117.100062,0.00154488,0.04588275,0.862781,0.827141,7.92E+38,0.0009,99.1321,0.03,270.748,325.834,327.562,1030.16,0,0
CO/CO2 data collected?,Yes,64,20.94339738,117.735633,0.00126313,0.04536609,0.941291,0.886161,7.92E+38,-0.0021,99.1293,0.031,270.731,325.845,327.545,1030.149,0,0
Mass data collected?,Yes,65,20.94449445,118.155219,0.00113095,0.04644869,0.931679,0.941202,7.92E+38,0.0007,99.1311,0.032,270.728,325.818,327.531,1030.156,0,0
Smoke data collected?,Yes,66,20.94837594,119.274823,0.00119437,0.04881717,0.915117,0.931561,7.92E+38,-0.0001,99.1311,0.031,270.715,325.77,327.534,1030.171,0,0
Soot mass data collected?,No,67,20.95057631,115.109643,0.00133761,0.04945733,0.851947,0.828489,7.92E+38,-0.0006,99.1307,0.029,270.723,325.81,327.576,1030.228,0,0
Soot mass ratio (1:x),N/A,68,20.95033996,117.510135,0.0013301,0.04701007,0.929038,0.881235,7.92E+38,-0.0034,99.1309,0.031,270.731,325.816,327.529,1030.269,0,0
