Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g)
Peaks,,0,-1.26408325715333,-0.00013353511919608,0.0023226817668866,83.682076,9466.29819004525,1.15371753320453E-07,6.30978672779498E-06,0,25.2098456628691,0.00817092295799459,23.5509299010565,23.7876226638812,0.000194366832140419,0.0219871982059298,0,0,9.65454782961541E-06,0.000528016052499131,-0.000424104837623087,0,0,55.058
peak HRR (kW/m²),194.522569159662,1,-2.53355059349126,0,0,-48.9397308333333,-5536.16864630468,0,0,0,25.4227558819111,0.00262852119773539,23.751485298412,23.9906089453483,6.30598241594282E-05,0.00713346427142853,0.000128713328149924,0.0145603312386791,6.36656398546226E-05,0.000885494044686238,-0.00102966457064892,0,0,55.057792
peak EHC (MJ/kg),79.9734673948611,2,-2.47086832780851,0,0,-33.0576326666667,-3739.5512066365,0,0,0,25.7626534120565,-0.000231918022802007,24.0722477963881,24.3169756412556,-5.63954491124457E-06,-0.000637957569145313,0.000160243240229638,0.0181270633743934,8.51936183271179E-05,0.000265003743468645,-0.00107972107486,0,0,103.43616
peak MLR (g/s),0.355779499999997,3,-0.963970221801569,0,0,-0.385459666666656,-43.6040346907982,0,0,0,25.2944319847903,0.00772562576395153,23.6374700230691,23.8801134903272,0.000184488820026959,0.0208697760211492,0.000252487650243117,0.028561951384968,5.21627129554026E-05,-0.000462745085304553,-0.00039631918223117,0,0,111.636869
peak SEA (m²/kg),2018.62596700126,4,1.49258103565265,0.0122096773848353,0.170571195358722,1.08065233333333,122.245739064856,3.38816864106452E-05,-0.000644558890795688,0.000746290517826324,25.5813072003019,0.00763160392521698,23.9071463848876,24.1532660853619,0.000184328160263858,0.020851601839803,0.000436896140388525,0.049422640315444,3.6614323476932E-05,-0.000696544069309103,0.000885418788387897,0.000442709394193949,0.186572629456581,110.999024
peak COY (kg/kg),77.9538412399901,5,0.772755440476005,0.0790425260062242,-0.596986340333674,0.0864238333333371,9.77645173454039,0.000455000532800233,-0.00354378260521579,0.00187895875589065,25.6504389501958,-0.0021303516055614,23.9720443345524,24.218466024382,-5.15938479792763E-05,-0.00583640814245207,0.000529060220520454,0.0598484412353455,3.93228902133069E-05,-0.000306267277242749,0.000559157633572134,0.00116499760517396,0.37579175117813,110.935188
peak CO2Y (kg/kg),428.905161688024,6,-1.45250363188245,0,0,-0.0413707499999916,-4.67994909502167,0,0,0.00226533647612865,25.5125333183348,-0.0333891185174184,23.8416453760948,24.0858753853557,-0.000804206147837412,-0.0909735461354539,0.000529060220520454,0.0598484412353455,7.64366357463206E-05,0.000658556427870713,-0.00047715059359638,0.00144457642196003,0.377556079354776,110.79054
,,7,-2.63649785856177,0,0,-0.18168616666668,-20.5527337858235,0,0,0.00226533647612865,25.2260263559539,0.00697031101311781,23.5726883429318,23.8165326564221,0.000166008639869339,0.0187792579037714,0.000612064540455124,0.0692380701872312,0.000124647999957109,0.000787401785718094,-0.00107726098671014,0.00144457642196003,0.323619496589808,111.006083
Time To Peaks,,8,-2.28962937320188,-0.610348426556885,18.9291118724435,0.033161916666657,3.75134803921459,0.00349851204455421,0.0016330428076353,0.00226533647612865,25.313987339999,0.026263243253059,23.6573211909752,23.9012990299546,0.0006277256304878,0.0710096867067647,0.00100893167563369,0.114132542492499,0.000116017364878802,5.41548294998854E-05,-0.00100526836531101,0.00144457642196003,0.283167059516082,111.069735
t peak HRR (s),40,9,-0.378564660052068,-0.254581146037915,38.7495094369477,0.0131451666666701,1.48700980392196,0.00409688643317689,-0.0404401340865855,0.00226533647612865,25.4069500648951,0.0212326009214905,23.7433367538526,23.9899370634725,0.000509368759800384,0.0576209004299077,0.00157747887077779,0.178447836060835,5.385425497853E-05,-0.000531592302590654,-9.04705598665139E-05,0.00144457642196003,0.251704052903184,110.988514
t peak EHC (s),438,10,1.711374856081,0,0,-0.00911966666666804,-1.0316365007543,0,0,0.00312102390416915,25.6320731785243,0.0636246698489694,23.9542271267525,24.2014158464969,0.00153980709311098,0.174186322750111,0.00260206679723347,0.294351447650845,1.95953116116981E-05,-0.000688200965886142,0.000998037324156155,0.00194359508403811,0.312102390416915,111.047931
t peak MLR (s),29,11,0.474728227421228,0.0807521982163051,108.775594534313,0.0519688333333358,5.87882730015111,0.000379068073608627,-0.00536695549765508,0.00421407544592027,25.4403909762401,0.235316260704664,23.7738676811412,24.0227374264755,0.00565294074308821,0.639472934738485,0.00619844071533306,0.701181076395143,1.96997255393554E-05,-0.000278914415765068,0.000393822099924284,0.00263952479607833,0.383097767810934,110.989393
t peak SEA (s),672,12,-1.81381589686969,-2.0083460188934,665.685118677664,0.00798374999999396,0.90313914027081,0.00950139907892095,0.114013954351379,0.00445143955963088,25.4289875439984,0.221351850512728,23.763139253881,24.010025459142,0.00531466356623878,0.601206285773618,0.0116822428699966,1.32152068665119,7.58567948962777E-05,0.000910258908052132,-0.000633926817181428,0.00283643584604047,0.370953296635907,110.967331
t peak COY (s),997,13,-2.78876275560826,0,0,-0.00183608333333278,-0.207701734539907,0,0,0.00445143955963088,25.3226812648798,0.499260939934582,23.6615744265948,23.9085756959299,0.011936617974447,1.35029615095555,0.0203078836403395,2.29727190501578,0.000139153062884185,0.000847085573657543,-0.00114367594678735,0.00283643584604047,0.342418427663914,110.96734
t peak CO2Y (s),850,14,-1.47546243565898,-1.91240613338579,3713.53976135697,0.00682025000000053,0.771521493212729,0.0210804291467951,0.0730968651391346,0.00445143955963088,25.5125137828761,1.05098638881148,23.8444443229872,24.0985704734374,0.0253272695573969,2.86507574178697,0.0389398274062614,4.40495785138704,0.00014377379688844,0.000498538894465221,-0.000487319899858876,0.00283643584604047,0.317959968545063,110.967312
,,15,0.713060561747004,0,0,-0.0520135000000093,-5.88388009049879,0,0,0.00480796984050439,25.26832240382,1.48540433777018,23.6259488246708,23.8804328613163,0.0354720985600289,4.01268083258245,0.0693395114649743,7.84383613857175,9.99584175411226E-05,0.000171152138383164,0.000621110819196388,0.00314699125563866,0.320531322700292,110.967208
Test Results (between 15 and 1003 s),,16,3.06605274845799,0,0,-0.0211833333333331,-2.39630467571642,0,0,0.00669752649560688,25.3575082772328,1.36007629187418,23.7174509253663,23.9780025673356,0.0326119128183314,3.6891304093135,0.103381517154154,11.6947417595197,7.689178565778E-05,0.000238384206011207,0.0018888196770595,0.00440195650376661,0.41859540597543,111.048118
