General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94789554,116.059273,-0.00032873,0.05017369,1.001496,1.001438,201.520663,-0.0056,101.2671,0,268.519,323.026,326.787,1059.251,0,0
Standard used,ISO 5660-1,1,20.95076511,112.017813,8.51E-06,0.04915457,1.001964,1.001657,201.520663,-0.0016,101.2668,0,268.55,323.054,326.85,1059.279,0,0
Date of test,01/08/2018,2,20.95363468,107.976354,0.00034574,0.04813544,1.002432,1.001876,201.520663,0.0025,101.2664,0,268.58,323.083,326.912,1059.308,0,0
Time of test,14:33,3,20.95242258,108.752624,0.00030198,0.04725896,1.001239,1.002293,201.520663,0.0001,101.2684,0,268.585,323.104,326.927,1059.297,0,0
Heat flux (kW/m²),50,4,20.9477703,108.818366,0.00021202,0.04737688,1.002089,1.002635,201.520663,0.0004,101.268,0,268.565,323.088,326.863,1059.282,0,0
Nominal duct flow rate (l/s),24,5,20.94728184,109.703486,0.00024693,0.04901121,1.003467,1.003116,201.520663,0.0008,101.2653,0,268.554,323.057,326.838,1058.536,0,0
Sampling interval (s),1,6,20.95078655,105.580505,0.00038003,0.05091708,1.00342,1.003457,201.520663,0.0017,101.2639,0,268.555,323.058,326.821,1057.152,0,0
Separation (mm),25,7,20.95362953,109.124529,0.00057195,0.05176673,1.004484,1.003881,201.520663,-0.0001,101.2663,0,268.548,323.073,326.797,1058.796,0,0
Orientation,Horizontal,8,20.95408473,107.431086,0.00065696,0.050063,1.004774,1.00446,201.520663,-0.0001,101.2662,0,268.554,323.051,326.792,1059.287,0,0
Edge frame?,No,9,20.95152342,110.659046,0.00041963,0.04757975,1.005243,1.005017,201.520663,0,101.2666,0,268.546,323.042,326.782,1059.244,0,0
Grid?,No,10,20.94701101,112.298544,0.00017219,0.04686717,1.00534,1.005426,201.520663,-0.0001,101.2693,0,268.551,323.063,326.809,1059.229,0,0
Non-scrubbed?,Yes,11,20.94792108,110.498871,6.221E-05,0.04733374,1.006209,1.00608,201.520663,0.0009,101.2687,0,268.547,323.094,326.855,1059.233,0,0
Substrate used? {Y/N},No,12,20.95156518,109.9695,0.00011979,0.04916113,1.005902,1.006613,201.520663,0.0001,101.2686,0,268.532,323.122,326.915,1059.221,0,0
Substrate,none,13,20.95385436,107.997081,0.00031798,0.0495376,1.005319,1.007125,201.520663,0.0001,101.2671,0,268.542,323.155,326.911,1059.218,0,0
Additional specimen preparation details,,14,20.95373594,107.283227,0.00023742,0.04808952,1.008132,1.007509,201.520663,0.0001,101.267,0,268.536,323.149,326.934,1059.238,0,0
,,15,20.95104112,106.420169,8.17E-06,0.04677067,1.007611,1.008196,201.520663,-0.0001,101.2683,0,268.53,323.185,326.958,1059.307,0,0
Specimen,,16,20.9467323,110.515506,-0.00017256,0.04604173,1.008048,1.008843,201.520663,-0.0008,101.2655,0,268.524,323.196,326.976,1059.341,0,0
Sample description,Eplastic PMMA No2,17,20.9484877,106.099504,-0.00027296,0.04676044,1.009454,1.009432,201.520663,-0.0011,101.2637,0,268.528,323.202,326.984,1059.363,0,0
Material name/ID,Eplastic PMMA No2,18,20.95217289,108.512292,-0.00015055,0.04937952,1.009543,1.010114,201.520663,-0.0029,101.2676,0,268.529,323.21,326.985,1059.391,0,0
Specimen number,,19,20.9553448,110.069271,8.837E-05,0.04916409,1.010288,1.010812,201.520663,-0.0014,101.2674,0,268.519,323.225,327.018,1059.41,0,0
E (MJ/kg),13.1,20,20.95529405,109.20887,0.00010631,0.04747139,1.010978,1.011451,201.520663,-0.0016,101.2668,0,268.508,323.254,327.06,1059.418,0,0
Initial mass (g),200.62,21,20.95175103,108.026805,-4.3E-05,0.04615191,1.010604,1.01191,201.520663,-0.0011,101.2649,0,268.524,323.298,327.101,1059.391,0,0
Thickness (mm),18,22,20.94852376,110.859682,-2.766E-05,0.04627752,1.011684,1.012388,201.520663,-0.0002,101.2665,0,268.511,323.31,327.147,1059.392,0,0
Surface area (cm²),100,23,20.94977533,108.865629,0.00012427,0.04769084,1.012764,1.01293,201.520663,0.0003,101.2678,0,268.508,323.343,327.167,1059.409,0,0
Sponsor,,24,20.95131979,110.30926,0.00035495,0.0497938,1.013496,1.013343,201.520663,-0.0001,101.267,0,268.498,323.359,327.162,1059.411,0,0
Manufacturer,,25,20.95222847,110.395555,0.00051062,0.04918671,1.013133,1.013883,201.520663,-0.0003,101.268,0,268.482,323.359,327.152,1059.382,0,0
Test start time (s),82,26,20.94994954,104.757822,0.00045238,0.04717364,1.013246,1.014291,201.520663,-0.0015,101.2686,0,268.505,323.356,327.143,1059.382,0,0
Time to ignition (s),29,27,20.94517767,108.10684,0.00027581,0.04608114,1.015228,1.014839,201.520663,-0.0003,101.2674,0,268.496,323.378,327.174,1059.377,0,0
Time to flameout (s),785,28,20.94268762,108.830736,0.00012469,0.04697121,1.01568,1.015392,201.520663,-0.0005,101.2655,0,268.503,323.406,327.175,1059.397,0,0
End of test criterion,User entered,29,20.94597255,108.063461,0.00016149,0.0491646,1.016613,1.015956,201.520663,-0.0014,101.2656,0,268.5,323.435,327.195,1059.447,0,0
User EOT time (s),629,30,20.94922612,107.609729,0.00033693,0.05067576,1.016144,1.016548,201.520663,-0.0005,101.2654,0,268.483,323.443,327.244,1059.511,0,0
MLR EOT mass (g/m²),150,31,20.95019243,109.462848,0.00047048,0.04913757,1.017008,1.017012,201.520663,0.0002,101.2649,0,268.492,323.474,327.263,1059.599,0,0
MLR EOT time period (s),60,32,20.94764719,111.565552,0.0003512,0.04758729,1.017093,1.017558,201.520663,0.0009,101.2645,0,268.493,323.472,327.248,1059.642,0,0
Truncate graphs at EOT?,No,33,20.94396196,109.240944,0.0002211,0.04684092,1.017911,1.018129,201.520663,-0.0003,101.2657,0,268.468,323.497,327.248,1059.687,0,0
Smooth data?,No,34,20.943101,104.258588,0.0002378,0.04727533,1.019056,1.0186,201.520663,0.0015,101.2663,0,268.47,323.487,327.266,1059.72,0,0
Correct O2 for pressure?,No,35,20.94656488,107.507828,0.00032689,0.04878587,1.019452,1.019023,201.520663,0.0023,101.2635,0,268.466,323.512,327.301,1059.693,0,0
,,36,20.94950254,110.296759,0.00057796,0.05044532,1.019059,1.019429,201.520663,-0.0018,101.2638,0,268.459,323.545,327.341,1059.671,0,0
Specifications: apparatus,,37,20.95009047,109.4291,0.00064638,0.04874313,1.020086,1.019931,201.520663,-0.0001,101.2669,0,268.461,323.58,327.381,1059.623,0,0
C-factor (SI units),0.045572,38,20.94805094,107.745108,0.00043129,0.04676307,1.021196,1.020459,201.520663,0.0004,101.2659,0,268.456,323.602,327.399,1062.254,0,0
OD correction factor,0.97963,39,20.94346573,109.227392,0.00024843,0.04603797,1.020307,1.021053,201.520663,0.0002,101.2641,0,268.457,323.621,327.414,1060.177,0,0
Duct diameter (m),0.114,40,20.94362184,108.579699,0.00011888,0.04655052,1.021009,1.021554,201.520663,0.0016,101.2637,0,268.45,323.643,327.458,1059.448,0,0
O2 delay time (s),0,41,20.9472967,106.007582,0.00024032,0.04923444,1.021897,1.021871,201.520663,0.001,101.2664,0,268.44,323.66,327.514,1059.434,0,0
CO2 delay time (s),0,42,20.9498343,111.233052,0.00040916,0.04959649,1.02276,1.022243,201.520663,-0.0017,101.2657,0,268.454,323.68,327.515,1059.402,0,0
CO delay time (s),0,43,20.94853985,108.208862,0.00031507,0.04821905,1.023099,1.022547,201.520663,-0.0006,101.2631,0,268.44,323.676,327.512,1059.351,0,0
,,44,20.94528287,109.963685,0.00011529,0.04674039,1.024252,1.022858,201.520663,-0.0007,101.2629,0,268.432,323.688,327.515,1055.578,0,0
Laboratory,,45,20.94241227,110.359281,-4.05E-06,0.04602505,1.022907,1.023199,201.520663,-0.0009,101.2644,0,268.442,323.724,327.533,1054.739,0,0
Laboratory name,FTT Cone - NIST,46,20.94386706,108.937336,1.639E-05,0.04624019,1.024024,1.023459,201.520663,-0.001,101.2647,0,268.428,323.703,327.545,1058.414,0,0
Operator,Shields,47,20.94941859,105.760152,0.000241,0.04843461,1.024359,1.023673,201.520663,-0.0008,101.2621,0,268.437,323.708,327.56,1062.027,0,0
Filename,C:\CC5\DATA\18080004.CSV,48,20.95205464,109.576243,0.00059612,0.048578,1.024093,1.023969,201.520663,-0.0004,101.2641,0,268.441,323.736,327.576,1060.018,0,0
Report name,,49,20.95170048,111.006624,0.00067963,0.04695648,1.024928,1.024212,201.520663,-0.0018,101.2639,0,268.427,323.732,327.581,1059.318,0,0
,,50,20.948357,108.471843,0.00052107,0.04564105,1.024043,1.024578,201.520663,-0.0009,101.2616,0,268.414,323.737,327.597,1059.31,0,0
,,51,20.94458932,111.404677,0.00034252,0.045538,1.0247,1.024814,201.520663,-0.0004,101.2619,0,268.427,323.749,327.594,1059.305,0,0
Pre-test conditions,,52,20.94689513,106.39038,0.00030291,0.0470738,1.024032,1.025039,201.520663,0.0013,101.2634,0,268.437,323.765,327.584,1059.329,0,0
Ambient temperature (°C),23.9,53,20.95045557,110.071707,0.00040255,0.04902407,1.025217,1.025253,201.520663,-0.0002,101.2635,0,268.427,323.758,327.61,1059.323,0,0
Barometric pressure (Pa),101269,54,20.9521441,110.02738,0.00057515,0.04898847,1.025238,1.025363,201.520663,0.0001,101.2652,0,268.424,323.775,327.607,1059.305,0,0
Relative humidity (%),45,55,20.95130263,109.99929,0.00052149,0.04697196,1.026022,1.025534,201.520663,-0.0011,101.2649,0,268.449,323.748,327.574,1059.309,0,0
,,56,20.94746786,108.72079,0.00029905,0.04549754,1.026524,1.025706,201.520663,-0.0002,101.265,0,268.434,323.737,327.536,1059.263,0,0
,,57,20.94460463,107.947471,0.00024073,0.04530782,1.026441,1.025884,201.520663,-0.0005,101.2666,0,268.409,323.726,327.553,1059.25,0,0
Conditioning,,58,20.94902455,109.350757,0.00028877,0.04703471,1.025918,1.025987,201.520663,0.0009,101.2649,0,268.437,323.751,327.573,1059.283,0,0
Conditioned? {Y/N},No,59,20.95281114,111.390429,0.0005782,0.04901727,1.025817,1.025938,201.520663,-0.0001,101.2631,0,268.423,323.728,327.523,1059.343,0,0
Conditioning temperature (°C),N/A,60,20.95414955,111.756123,0.00067865,0.04838602,1.027092,1.026121,201.520663,0.0014,101.2633,0,268.434,323.726,327.532,1059.399,0,0
Conditioning RH (%),N/A,61,20.95271742,112.484672,0.00044757,0.04612375,1.026065,1.026215,201.520663,-0.0003,101.2655,0,268.422,323.734,327.521,1059.48,0,0
,,62,20.94851015,110.289729,0.0002091,0.04521293,1.02637,1.026292,201.520663,-0.0015,101.2642,0,268.42,323.746,327.561,1059.537,0,0
Data collected,,63,20.94659756,108.19208,5.288E-05,0.04518911,1.026527,1.026616,201.520663,0.0001,101.264,0,268.408,323.771,327.582,1059.557,0,0
CO/CO2 data collected?,Yes,64,20.95006485,109.930192,4.705E-05,0.04715311,1.026064,1.026687,201.520663,-0.0001,101.2635,0,268.425,323.772,327.578,1059.545,0,0
Mass data collected?,Yes,65,20.95323915,109.181992,0.00021335,0.04907256,1.026564,1.026783,201.520663,0.0015,101.2642,0,268.423,323.781,327.596,1059.482,0,0
Smoke data collected?,Yes,66,20.95410347,109.80856,0.00034411,0.04786827,1.02748,1.026831,201.520663,-0.0015,101.2628,0,268.434,323.814,327.622,1059.945,0,0
Soot mass data collected?,No,67,20.95065309,108.790519,0.00024057,0.04689657,1.025686,1.026859,201.520663,-0.0009,101.2603,0,268.43,323.792,327.599,1060.753,0,0
Soot mass ratio (1:x),N/A,68,20.94571447,113.461933,2.316E-05,0.04611144,1.026364,1.026853,201.520663,0,101.2629,0,268.425,323.766,327.569,1061.531,0,0
Soot mass (g),N/A,69,20.94523733,111.151817,-5.416E-05,0.04652382,1.026503,1.026884,201.520663,-0.0027,101.264,0,268.422,323.764,327.563,1062.207,0,0
,,70,20.94828532,109.422457,7.86E-06,0.04849282,1.027374,1.026892,201.520663,-0.0015,101.2633,0,268.419,323.737,327.515,1062.791,0,0
Comments,,71,20.94996127,109.519476,0.00027176,0.04957093,1.027123,1.026816,201.520663,-0.0006,101.2623,0,268.418,323.728,327.471,1063.333,0,0
Pre-test comments,,72,20.95007146,108.232159,0.0002562,0.04793029,1.0264,1.02685,201.520663,0.0002,101.2652,0,268.434,323.679,327.399,1063.7,0,0
After-test comments,,73,20.94779555,108.039525,5.65E-05,0.04644465,1.026133,1.026875,201.520663,-0.0031,101.2627,0,268.419,323.638,327.339,1063.848,0,0
,,74,20.94317008,112.153708,-0.0001003,0.04598312,1.025589,1.026845,201.520663,-0.0014,101.2625,0,268.412,323.609,327.293,1064.042,0,0
,,75,20.94483955,108.999107,-0.00013963,0.04641215,1.025594,1.026738,201.520663,-0.0004,101.2633,0,268.405,323.582,327.278,1064.199,0,0
