General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95151442,104.478403,0.00181519,0.04804058,1.004376,1.002905,47.629352,0.0037,102.3281,0,271.415,334.189,338.185,1136.5,0,0
Standard used,ISO 5660-1,1,20.94820144,108.008623,0.0017642,0.0486313,1.003407,1.003197,47.629352,0.001,102.3291,0,271.399,334.186,338.16,1136.334,0,0
Date of test,05/07/2018,2,20.94488847,111.538843,0.00171321,0.04922203,1.002437,1.003489,47.629352,-0.0017,102.3301,0,271.383,334.183,338.135,1136.168,0,0
Time of test,11:35,3,20.9475268,110.088235,0.00180401,0.05143005,1.003763,1.003757,47.629352,0.0001,102.329,0,271.398,334.165,338.094,1136.077,0,0
Heat flux (kW/m²),50,4,20.94878511,108.782058,0.00197333,0.05263224,1.004199,1.004032,47.629352,-0.0021,102.3297,0,271.408,334.114,338.031,1136.166,0,0
Nominal duct flow rate (l/s),24,5,20.9486183,106.812968,0.00206955,0.05082075,1.00281,1.004358,47.629352,-0.0023,102.33,0,271.401,334.059,337.879,1136.247,0,0
Sampling interval (s),1,6,20.94722077,109.139018,0.00197509,0.04936606,1.004667,1.004614,47.629352,-0.0011,102.3305,0,271.397,333.97,337.753,1136.282,0,0
Separation (mm),60,7,20.9435748,108.837813,0.00171831,0.04868053,1.003666,1.00492,47.629352,-0.0004,102.3294,0,271.391,333.907,337.625,1138.964,0,0
Orientation,Horizontal,8,20.94460588,107.145909,0.001614,0.04924469,1.005312,1.005213,47.629352,-0.0008,102.329,0,271.387,333.858,337.633,1137.039,0,0
Edge frame?,Yes,9,20.94834553,105.820518,0.00168958,0.0505988,1.006427,1.005369,47.629352,-0.0029,102.3282,0,271.394,333.911,337.74,1136.223,0,0
Grid?,No,10,20.95056782,106.869395,0.00180109,0.05165293,1.005457,1.005602,47.629352,-0.0003,102.3282,0,271.401,334.011,337.844,1136.227,0,0
Non-scrubbed?,Yes,11,20.95034249,108.637471,0.00188342,0.04981465,1.005697,1.005858,47.629352,0.0022,102.3306,0,271.398,334.049,337.895,1134.096,0,0
Substrate used? {Y/N},No,12,20.94712002,109.338331,0.00171871,0.0480789,1.005954,1.006162,47.629352,-0.0025,102.3313,0,271.386,334.073,337.978,1134.635,0,0
Substrate,none,13,20.94329723,109.600087,0.00168975,0.04801319,1.007138,1.006528,47.629352,-0.001,102.3292,0,271.406,334.127,338.041,1135.789,0,0
Additional specimen preparation details,,14,20.94532523,112.057795,0.00178328,0.04929021,1.006701,1.006861,47.629352,-0.0026,102.3299,0,271.4,334.151,338.098,1135.987,0,0
,,15,20.94892132,109.282915,0.00200194,0.05131834,1.007894,1.007196,47.629352,-0.0049,102.3315,0,271.388,334.168,338.106,1135.894,0,0
