General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.93059319,132.98717,-0.00061116,0.03780477,1.000089,1.000038,-0.615244,0.0003,69.9825,0,266.441,320.717,324.126,1065.939,0,0
Standard used,ASTM E 1354,1,20.93766292,133.82122,-0.00024966,0.04046237,1.000101,1.00008,-0.615244,0.0002,69.9651,0,266.445,320.797,324.167,1066.493,0,0
Date of test,25/06/2024,2,20.94473264,134.65527,0.00011185,0.04311998,1.000113,1.000122,-0.615244,0.0001,69.9477,0,266.449,320.877,324.208,1067.047,0,0
Time of test,13:46,3,20.94755167,133.434909,0.00018719,0.04218985,1.000097,1.000103,-0.615244,0.0001,69.9325,0,266.434,320.885,324.235,1062.947,0,0
Heat flux (kW/m²),50,4,20.94615621,140.557826,1.439E-05,0.04039145,1.000089,1.000105,-0.615244,0,69.9318,0,266.435,320.916,324.277,1061.955,0,0
Nominal duct flow rate (l/s),24,5,20.94156866,137.179799,-0.00014511,0.03978542,1.000101,1.0001,-0.615244,0.0002,69.9323,0,266.453,320.924,324.266,1064.623,0,0
Sampling interval (s),1,6,20.94144972,134.511272,-0.00017439,0.04062195,1.000121,1.000109,-0.615244,-0.0001,69.9291,0,266.448,320.922,324.261,1062.608,0,0
Separation (mm),25,7,20.94455921,135.096179,-5.328E-05,0.04300207,1.000096,1.000097,-0.615244,-0.0002,69.9294,0,266.449,320.919,324.233,1061.979,0,0
Orientation,Vertical,8,20.94609373,135.904154,0.00017878,0.04336395,1.000119,1.000131,-0.615244,0.0002,69.9296,0,266.474,320.905,324.228,1061.946,0,0
Edge frame?,Yes,9,20.94594034,135.199472,0.00015999,0.04141617,1.000099,1.000092,-0.615244,0.0002,69.9296,0,266.448,320.891,324.196,1061.925,0,0
Grid?,No,10,20.9434073,132.182179,-1.8E-05,0.0401169,1.000103,1.000105,-0.615244,0.0003,69.9329,0,266.437,320.85,324.216,1061.925,0,0
Non-scrubbed?,Yes,11,20.93887721,130.963349,-0.00015857,0.0398377,1.000114,1.000097,-0.615244,0.0001,69.9326,0,266.45,320.872,324.251,1061.907,0,0
Substrate used? {Y/N},No,12,20.93998609,132.523139,-0.00018261,0.04094844,1.000127,1.000124,-0.615244,-0.0002,69.9291,0,266.434,320.887,324.206,1061.901,0,0
Substrate,none,13,20.94400597,134.395356,-8.412E-05,0.04328631,1.000104,1.000102,-0.615244,-0.0002,69.9305,0,266.435,320.814,324.102,1061.877,0,0
Additional specimen preparation details,Kaowool blankets. Retainer frame. Al foil blanket,14,20.94616497,138.504573,6.409E-05,0.04383902,1.000107,1.000117,-0.615244,-0.0002,69.9462,0,266.431,320.755,324.069,1061.858,0,0
,,15,20.94576817,135.977421,4.154E-05,0.04129,1.000149,1.000158,-0.615244,0.0002,69.9421,0,266.438,320.756,324.082,1061.853,0,0
Specimen,,16,20.9426208,134.481774,-0.00011971,0.03998419,1.000135,1.000166,-0.615244,-0.0001,69.9382,0,266.44,320.784,324.101,1061.858,0,0
Sample description,Composite3_Vert_50kWm-2_R3,17,20.93858216,133.415844,-0.0002461,0.04054373,1.000142,1.000157,-0.615244,-0.0002,69.9377,0,266.437,320.738,324.051,1061.871,0,0
Material name/ID,,18,20.94068024,132.521009,-0.00023973,0.04159723,1.000125,1.000142,-0.615244,-0.0004,69.9464,0,266.439,320.731,324.044,1061.882,0,0
Specimen number,1,19,20.94488046,139.793746,-3.656E-05,0.04418259,1.000168,1.000183,-0.615244,0,69.9408,0,266.429,320.704,324.012,1061.92,0,0
E (MJ/kg),13.1,20,20.94789567,137.959482,0.0001667,0.04440829,1.000201,1.000212,-0.615244,-0.0001,69.9629,0,266.426,320.702,324.002,1061.965,0,0
Initial mass (g),26.83,21,20.94566302,135.122175,9.04E-05,0.04175249,1.000207,1.000219,-0.615244,-0.0001,69.9522,0,266.426,320.701,323.99,1062.035,0,0
Thickness (mm),6.2,22,20.94088663,133.000161,-8.121E-05,0.04052319,1.000198,1.00022,-0.615244,0,69.943,0,266.434,320.687,324.029,1062.091,0,0
Surface area (cm²),88.4,23,20.93690639,126.836336,-0.00017647,0.04053621,1.000245,1.000248,-0.615244,0.0001,69.9525,0,266.439,320.712,324.067,1062.163,0,0
Sponsor,,24,20.93829593,134.019412,-0.00014025,0.04240742,1.000221,1.00024,-0.615244,-0.0002,69.9551,0,266.434,320.725,324.009,1062.206,0,0
Manufacturer,,25,20.94120807,138.287224,1.536E-05,0.04429924,1.000248,1.00025,-0.615244,0,69.9627,0,266.414,320.687,324.002,1062.246,0,0
Test start time (s),67,26,20.9424616,135.129219,0.00021041,0.04342062,1.000256,1.000256,-0.615244,0,69.9623,0,266.431,320.746,324.108,1062.256,0,0
Time to ignition (s),38,27,20.9409703,129.706038,9.67E-05,0.04172323,1.00024,1.00026,-0.615244,-0.0002,69.9695,0,266.408,320.858,324.235,1062.283,0,0
Time to flameout (s),694,28,20.93663528,130.47053,-0.00010456,0.04056271,1.00024,1.000248,-0.615244,-0.0001,69.9678,0,266.408,320.929,324.281,1062.297,0,0
End of test criterion,ASTM E 1354,29,20.93495617,132.704086,-0.0001806,0.04092829,1.000223,1.000235,-0.615244,0.0002,69.9803,0,266.407,320.953,324.294,1062.33,0,0
User EOT time (s),,30,20.93850695,134.340531,-0.00010647,0.04280751,1.000231,1.000225,-0.615244,0.0002,69.9832,0,266.4,320.93,324.246,1062.322,0,0
MLR EOT mass (g/m²),150,31,20.94143685,135.386615,7.64E-05,0.04447726,1.00024,1.000245,-0.615244,0.0001,69.9908,0,266.427,320.88,324.179,1062.323,0,0
MLR EOT time period (s),60,32,20.94239388,137.093901,0.00019467,0.04303257,1.000256,1.000253,-0.615244,0.0001,69.985,0,266.405,320.862,324.173,1062.337,0,0
Truncate graphs at EOT?,No,33,20.94041745,134.821747,2.114E-05,0.04118805,1.000235,1.000232,-0.615244,0,69.9832,0,266.388,320.868,324.232,1062.335,0,0
Smooth data?,No,34,20.93582994,132.12932,-0.0001361,0.04047879,1.000246,1.000249,-0.615244,0,69.992,0,266.408,320.904,324.263,1062.303,0,0
Correct O2 for pressure?,No,35,20.93543275,131.066718,-0.00018281,0.04083703,1.000239,1.00023,-0.615244,-0.0001,70.0137,0,266.413,320.912,324.218,1062.288,0,0
,,36,20.93924957,134.937368,-0.00012556,0.04340969,1.000253,1.000241,-0.615244,-0.0002,69.995,0,266.407,320.859,324.152,1062.284,0,0
