General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.93997222,112.980037,0.00127334,0.0430132,1.006018,1.003989,31.63686,0.0024,102.2405,0,271.431,334.932,338.926,1143.919,0,0
Standard used,ISO 5660-1,1,20.94558426,108.96591,0.001573,0.04660997,1.004445,1.004319,31.63686,-0.0001,102.2382,0,271.445,334.916,338.942,1143.928,0,0
Date of test,05/07/2018,2,20.95119629,104.951782,0.00187265,0.05020675,1.002871,1.004649,31.63686,-0.0025,102.2359,0,271.459,334.9,338.958,1143.937,0,0
Time of test,14:21,3,20.95301285,110.076929,0.002122,0.05023912,1.00371,1.004894,31.63686,-0.0007,102.2375,0,271.464,334.869,338.918,1144.005,0,0
Heat flux (kW/m²),50,4,20.95198763,111.901208,0.00208967,0.04855543,1.004507,1.005097,31.63686,0.002,102.2393,0,271.479,334.834,338.815,1144.057,0,0
Nominal duct flow rate (l/s),24,5,20.94783125,106.290389,0.00189707,0.04645712,1.003738,1.005348,31.63686,0.001,102.2378,0,271.471,334.751,338.742,1144.088,0,0
Sampling interval (s),1,6,20.94551552,108.22753,0.00187626,0.04618343,1.004202,1.005612,31.63686,-0.0019,102.2366,0,271.479,334.689,338.674,1146.911,0,0
Separation (mm),60,7,20.94865809,108.884312,0.00198204,0.04837076,1.005179,1.00582,31.63686,-0.003,102.2379,0,271.482,334.656,338.605,1144.809,0,0
Orientation,Horizontal,8,20.95194749,110.042615,0.0021789,0.05035549,1.0062,1.006028,31.63686,-0.003,102.2378,0,271.474,334.61,338.556,1144.086,0,0
Edge frame?,Yes,9,20.95303071,110.415029,0.00241402,0.04889968,1.006115,1.006249,31.63686,-0.0028,102.2364,0,271.495,334.577,338.547,1144.069,0,0
Grid?,No,10,20.95135102,105.718137,0.0022756,0.04665314,1.007115,1.006473,31.63686,-0.004,102.2363,0,271.488,334.579,338.552,1144.028,0,0
Non-scrubbed?,Yes,11,20.94694377,106.214419,0.00218211,0.04583532,1.00592,1.006698,31.63686,0.0023,102.2366,0,271.487,334.583,338.558,1144.015,0,0
Substrate used? {Y/N},No,12,20.94580299,109.43787,0.0021337,0.04642534,1.007128,1.006922,31.63686,-0.0008,102.2346,0,271.494,334.586,338.559,1144.045,0,0
Substrate,none,13,20.94941549,105.9852,0.00222476,0.04858181,1.007937,1.007115,31.63686,0.0023,102.2362,0,271.492,334.6,338.572,1144.244,0,0
Additional specimen preparation details,,14,20.95227141,108.625077,0.00244091,0.04963691,1.007718,1.007331,31.63686,0.0002,102.2375,0,271.507,334.631,338.667,1144.315,0,0
,,15,20.95289601,106.857272,0.00248369,0.04848114,1.007317,1.007523,31.63686,-0.0034,102.2356,0,271.509,334.691,338.768,1144.363,0,0
Specimen,,16,20.95070125,105.537969,0.00225073,0.04679349,1.007538,1.007676,31.63686,0,102.2364,0,271.514,334.712,338.785,1144.35,0,0
Sample description,Glyoxal_2,17,20.94617299,108.752271,0.00203564,0.04591632,1.008836,1.007851,31.63686,0.0003,102.2359,0,271.512,334.762,338.784,1144.235,0,0
Material name/ID,Glyoxal_2,18,20.94636223,109.040151,0.00201822,0.04647912,1.007973,1.007951,31.63686,-0.0006,102.2375,0,271.517,334.729,338.721,1144.207,0,0
Specimen number,,19,20.95012342,108.410422,0.0022311,0.04910256,1.007409,1.008083,31.63686,-0.0007,102.2388,0,271.531,334.709,338.703,1144.186,0,0
E (MJ/kg),13.1,20,20.95265756,107.446337,0.00254478,0.04946449,1.00713,1.008249,31.63686,0.0029,102.2372,0,271.532,334.68,338.669,1144.124,0,0
Initial mass (g),43.873,21,20.95275682,105.076895,0.0025544,0.04762887,1.008439,1.008357,31.63686,0.0024,102.237,0,271.525,334.663,338.683,1144.062,0,0
Thickness (mm),12.5,22,20.95020126,106.318306,0.00230207,0.04637158,1.008294,1.008397,31.63686,0.0004,102.2373,0,271.538,334.682,338.747,1144.008,0,0
Surface area (cm²),88.4,23,20.94567406,104.936711,0.00212546,0.04581398,1.008529,1.008455,31.63686,0.0004,102.2384,0,271.539,334.739,338.8,1144,0,0
Sponsor,,24,20.94699448,107.982858,0.00206486,0.04664977,1.009904,1.008521,31.63686,0.0012,102.2366,0,271.546,334.754,338.786,1143.999,0,0
Manufacturer,,25,20.95065517,107.764699,0.00219751,0.04992493,1.009131,1.00865,31.63686,0.0006,102.2353,0,271.55,334.747,338.766,1144.029,0,0
Test start time (s),81,26,20.9528137,105.248117,0.00231626,0.05051467,1.007792,1.008764,31.63686,0.0015,102.2361,0,271.564,334.735,338.78,1144.024,0,0
Time to ignition (s),42,27,20.95245412,105.841295,0.00223306,0.04831185,1.008433,1.008731,31.63686,0.0019,102.2377,0,271.56,334.74,338.796,1140.032,0,0
Time to flameout (s),870,28,20.94768074,109.415042,0.00192199,0.04745945,1.008179,1.00876,31.63686,-0.0021,102.2391,0,271.55,334.72,338.751,1139.511,0,0
End of test criterion,ISO 5660-1:2002,29,20.9434523,109.152084,0.00171628,0.04739512,1.009517,1.008802,31.63686,-0.0003,102.2365,0,271.558,334.699,338.669,1143.264,0,0
User EOT time (s),,30,20.94569304,109.016102,0.00169432,0.0496999,1.009595,1.008789,31.63686,-0.0014,102.2373,0,271.561,334.677,338.671,1144.235,0,0
MLR EOT mass (g/m²),150,31,20.95061631,108.702766,0.00183132,0.05172496,1.008052,1.008784,31.63686,-0.0029,102.239,0,271.574,334.65,338.651,1144.29,0,0
MLR EOT time period (s),60,32,20.95145434,109.231844,0.00208356,0.05136367,1.007838,1.008826,31.63686,-0.0011,102.2372,0,271.569,334.626,338.591,1144.327,0,0
Truncate graphs at EOT?,No,33,20.95041109,111.248843,0.00206248,0.04960575,1.008495,1.008847,31.63686,-0.0007,102.2378,0,271.575,334.594,338.563,1144.36,0,0
Smooth data?,No,34,20.94636321,108.606018,0.00202418,0.04800456,1.008003,1.008765,31.63686,-0.0043,102.2388,0,271.599,334.574,338.554,1144.409,0,0
Correct O2 for pressure?,No,35,20.94332945,108.770674,0.00193992,0.0476703,1.008109,1.008776,31.63686,-0.0014,102.2393,0,271.606,334.564,338.53,1144.445,0,0
,,36,20.94643369,108.674645,0.00197652,0.04894471,1.008065,1.008773,31.63686,-0.0012,102.238,0,271.594,334.516,338.474,1144.491,0,0
Specifications: apparatus,,37,20.94984437,105.761656,0.00216786,0.05075258,1.007791,1.008739,31.63686,-0.0022,102.2385,0,271.591,334.505,338.429,1144.555,0,0
C-factor (SI units),0.045506,38,20.95110229,105.885738,0.0024185,0.04985757,1.008659,1.008763,31.63686,0.0003,102.24,0,271.596,334.49,338.38,1144.602,0,0
OD correction factor,1,39,20.94969358,110.865392,0.00227615,0.04843219,1.007517,1.008771,31.63686,0.0027,102.2401,0,271.599,334.446,338.312,1144.601,0,0
Duct diameter (m),0.114,40,20.94546074,109.087177,0.00204269,0.04804768,1.006798,1.00876,31.63686,0.0033,102.2376,0,271.595,334.398,338.275,1144.546,0,0
O2 delay time (s),0,41,20.94373762,106.697843,0.00196614,0.0486243,1.008388,1.008758,31.63686,0.0014,102.2357,0,271.604,334.416,338.319,1144.494,0,0
