General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94224453,114.206132,0.00140689,0.04520878,0.999321,1,43.934321,-0.0032,100.8506,0,271.102,332.416,337.088,1143.414,0,0
Standard used,ISO 5660-1,1,20.94758935,111.206122,0.00171497,0.04658299,0.999245,1,43.934321,-0.0028,100.8487,0,271.104,332.457,337.159,1140.675,0,0
Date of test,28/06/2018,2,20.95293417,108.206112,0.00202304,0.04795719,0.999168,1,43.934321,-0.0024,100.8467,0,271.107,332.498,337.23,1137.935,0,0
Time of test,16:18,3,20.95320371,106.570498,0.00196144,0.04611896,0.999207,1,43.934321,-0.0005,100.8464,0,271.1,332.512,337.205,1137.544,0,0
Heat flux (kW/m²),50,4,20.95000672,105.770621,0.00178695,0.04486061,0.999192,1,43.934321,-0.0023,100.8453,0,271.118,332.488,337.141,1137.55,0,0
Nominal duct flow rate (l/s),24,5,20.94608096,107.443962,0.00166244,0.04444313,0.999415,1,43.934321,-0.0046,100.8475,0,271.109,332.451,337.144,1137.552,0,0
Sampling interval (s),1,6,20.94680619,108.329395,0.00169784,0.04538822,0.999442,1,43.934321,-0.0018,100.848,0,271.108,332.456,337.121,1137.528,0,0
Separation (mm),60,7,20.95002253,105.670925,0.0018764,0.04802094,0.999473,1,43.934321,0.0013,100.8464,0,271.117,332.436,337.133,1137.501,0,0
Orientation,Horizontal,8,20.95170808,107.233629,0.00215252,0.04787186,0.999609,1,43.934321,-0.0015,100.8487,0,271.106,332.439,337.118,1137.507,0,0
Edge frame?,Yes,9,20.95084443,109.419778,0.00208604,0.04562436,0.999606,1,43.934321,-0.0006,100.848,0,271.117,332.43,337.088,1137.477,0,0
Grid?,No,10,20.94867861,107.373031,0.00197281,0.04512284,0.999723,1,43.934321,0.0025,100.848,0,271.109,332.418,337.048,1137.438,0,0
Non-scrubbed?,Yes,11,20.94610655,107.168414,0.00200798,0.04539728,0.999879,1,43.934321,-0.0006,100.8483,0,271.124,332.432,337.023,1137.383,0,0
Substrate used? {Y/N},No,12,20.95050102,106.050963,0.00215153,0.04735102,0.999824,1,43.934321,-0.0014,100.8484,0,271.125,332.418,337.026,1137.352,0,0
Substrate,none,13,20.95440546,105.050657,0.00245089,0.04913359,0.999718,1,43.934321,-0.003,100.8467,0,271.122,332.427,337.027,1137.314,0,0
Additional specimen preparation details,,14,20.95570099,108.916843,0.00262775,0.0478272,0.999972,1,43.934321,-0.0012,100.8483,0,271.137,332.437,337.07,1137.274,0,0
