General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94583106,102.678265,-0.00091823,0.05096838,1.005545,1.005892,202.620705,0.0026,101.9053,0,271.559,329.435,331.928,1054.298,0,0
Standard used,ISO 5660-1,1,20.94787131,107.085911,-0.00081114,0.04971961,1.006869,1.006372,202.620705,-0.0008,101.9027,0,271.526,329.422,331.922,1057.143,0,0
Date of test,12/07/2018,2,20.94991155,111.493557,-0.00070406,0.04847084,1.008193,1.006852,202.620705,-0.0042,101.9,0,271.493,329.409,331.916,1059.989,0,0
Time of test,15:19,3,20.94795011,112.75806,-0.00101955,0.04639844,1.008123,1.007343,202.620705,-0.0021,101.9026,0,271.51,329.404,331.922,1056.968,0,0
Heat flux (kW/m²),50,4,20.94351557,110.307936,-0.00122712,0.04581632,1.008074,1.007826,202.620705,-0.0007,101.9029,0,271.495,329.412,331.926,1056.025,0,0
Nominal duct flow rate (l/s),24,5,20.94387415,110.410945,-0.00119329,0.04642635,1.008597,1.008285,202.620705,-0.0006,101.9002,0,271.495,329.443,331.959,1056.076,0,0
Sampling interval (s),1,6,20.94751937,109.919605,-0.00105114,0.04795699,1.008709,1.008707,202.620705,-0.002,101.8984,0,271.496,329.445,331.984,1056.141,0,0
Separation (mm),25,7,20.95096791,112.329473,-0.00072309,0.04957074,1.008691,1.009125,202.620705,-0.0013,101.902,0,271.504,329.419,331.972,1056.173,0,0
Orientation,Horizontal,8,20.95192218,111.207159,-0.00048502,0.0480858,1.009038,1.009478,202.620705,0.0014,101.9026,0,271.504,329.424,331.988,1056.218,0,0
Edge frame?,Yes,9,20.94923615,111.288214,-0.00049225,0.04637373,1.010777,1.009853,202.620705,0.0013,101.9017,0,271.513,329.44,332.013,1056.272,0,0
Grid?,No,10,20.94504898,112.535875,-0.00054658,0.04587133,1.009926,1.010302,202.620705,-0.0014,101.9037,0,271.495,329.446,331.947,1056.324,0,0
Non-scrubbed?,Yes,11,20.94663165,111.994672,-0.00048041,0.04730236,1.011041,1.010717,202.620705,-0.0006,101.9026,0,271.507,329.398,331.935,1056.352,0,0
Substrate used? {Y/N},No,12,20.9502714,112.607383,-0.00030033,0.04899725,1.011651,1.011044,202.620705,0.0009,101.9016,0,271.51,329.431,331.964,1056.367,0,0
Substrate,none,13,20.95184962,107.862516,-0.0001016,0.04973712,1.011458,1.011435,202.620705,0,101.9025,0,271.522,329.444,332.011,1056.417,0,0
Additional specimen preparation details,,14,20.9501685,109.52533,-0.00017477,0.04734902,1.011532,1.011795,202.620705,0,101.904,0,271.515,329.434,332.002,1056.448,0,0
,,15,20.94664467,113.484588,-0.00042005,0.04608187,1.013503,1.012037,202.620705,0.0006,101.9008,0,271.507,329.431,331.967,1056.488,0,0
Specimen,,16,20.94300828,112.052666,-0.00059628,0.04591032,1.012474,1.012289,202.620705,0.0013,101.9034,0,271.504,329.414,331.966,1056.527,0,0
Sample description,NIST PMMA No2,17,20.94520205,111.905162,-0.0006275,0.0476152,1.012048,1.012514,202.620705,-0.0002,101.9036,0,271.492,329.421,331.971,1056.531,0,0
Material name/ID,NIST PMMA No2,18,20.94880638,107.879829,-0.00048079,0.05009607,1.012729,1.012727,202.620705,0.0008,101.9011,0,271.512,329.398,331.949,1056.554,0,0
Specimen number,,19,20.9504666,110.012732,-0.00027376,0.05021399,1.013203,1.012909,202.620705,-0.0013,101.9007,0,271.524,329.375,331.953,1056.563,0,0
E (MJ/kg),13.1,20,20.95094122,111.112529,-0.00039432,0.0479985,1.012261,1.013041,202.620705,-0.001,101.9036,0,271.528,329.376,331.893,1056.591,0,0
Initial mass (g),201.71,21,20.94744321,111.092349,-0.00067803,0.04669577,1.013435,1.01313,202.620705,0.0022,101.9052,0,271.534,329.33,331.859,1056.642,0,0
Thickness (mm),16,22,20.94488842,111.300876,-0.00089981,0.04660012,1.014723,1.013199,202.620705,0.001,101.9015,0,271.528,329.337,331.896,1056.631,0,0
Surface area (cm²),100,23,20.94800713,109.003526,-0.0009567,0.04852472,1.013405,1.013245,202.620705,-0.001,101.9023,0,271.528,329.36,331.95,1056.653,0,0
Sponsor,,24,20.9512625,110.65945,-0.00081534,0.0504739,1.013337,1.013264,202.620705,0.0005,101.9043,0,271.535,329.374,331.96,1058.691,0,0
Manufacturer,,25,20.9508722,111.042458,-0.00069588,0.04953779,1.013373,1.013267,202.620705,0.0009,101.9037,0,271.53,329.322,331.861,1057.234,0,0
Test start time (s),75,26,20.94910324,112.769376,-0.00083843,0.0478832,1.012585,1.013298,202.620705,0.0006,101.9034,0,271.509,329.285,331.837,1056.746,0,0
Time to ignition (s),28,27,20.94483236,112.048966,-0.00093607,0.04681241,1.012915,1.013317,202.620705,0.002,101.907,0,271.518,329.237,331.73,1056.821,0,0
Time to flameout (s),771,28,20.94471086,111.907759,-0.00102227,0.0466507,1.014891,1.013246,202.620705,0.0003,101.9075,0,271.512,329.2,331.689,1056.867,0,0
End of test criterion,ISO 5660-1:2002,29,20.94861774,112.439886,-0.0009973,0.04745807,1.013239,1.013164,202.620705,0.0005,101.9043,0,271.511,329.18,331.678,1056.889,0,0
User EOT time (s),,30,20.95170014,108.837972,-0.00075104,0.04935869,1.013004,1.013053,202.620705,0.0005,101.9044,0,271.505,329.177,331.684,1056.895,0,0
MLR EOT mass (g/m²),150,31,20.95239142,108.523386,-0.0006473,0.0483606,1.013385,1.012839,202.620705,0.0004,101.907,0,271.505,329.153,331.641,1056.946,0,0
MLR EOT time period (s),60,32,20.95030902,109.181908,-0.00075805,0.0472866,1.01272,1.012526,202.620705,-0.0002,101.9059,0,271.498,329.106,331.504,1056.987,0,0
Truncate graphs at EOT?,No,33,20.94675369,111.154789,-0.00089351,0.04665178,1.011677,1.012245,202.620705,-0.0023,101.9041,0,271.524,329.057,331.485,1059.75,0,0
Smooth data?,No,34,20.94749926,109.445274,-0.00093796,0.04768102,1.011995,1.011884,202.620705,0.0003,101.9035,0,271.514,329.049,331.454,1057.782,0,0
Correct O2 for pressure?,No,35,20.95124863,111.111594,-0.00085538,0.04894848,1.011085,1.011486,202.620705,0.0002,101.9029,0,271.501,329.018,331.407,1057.079,0,0
,,36,20.9538622,111.900171,-0.00062965,0.05048172,1.010887,1.011143,202.620705,0.0022,101.902,0,271.504,328.969,331.333,1057.075,0,0
Specifications: apparatus,,37,20.95415212,111.077375,-0.00050217,0.04889107,1.011365,1.010697,202.620705,0.0029,101.9033,0,271.498,328.926,331.317,1057.054,0,0
C-factor (SI units),0.044879,38,20.95165775,112.120166,-0.00067307,0.04710645,1.010758,1.010144,202.620705,0.0032,101.904,0,271.486,328.922,331.35,1057.005,0,0
OD correction factor,1,39,20.94718865,111.645101,-0.00086972,0.04669535,1.010303,1.009612,202.620705,0.0013,101.9025,0,271.491,328.938,331.354,1058.234,0,0
Duct diameter (m),0.114,40,20.94827271,108.241978,-0.00098677,0.04776015,1.009529,1.009107,202.620705,0.0022,101.9013,0,271.498,328.955,331.413,1058.751,0,0
O2 delay time (s),0,41,20.95051347,110.679559,-0.0009768,0.04943381,1.009183,1.008524,202.620705,0.0048,101.9047,0,271.483,328.988,331.427,1057.419,0,0
CO2 delay time (s),0,42,20.95222554,109.055864,-0.00080469,0.05027319,1.008418,1.007891,202.620705,0.0033,101.9026,0,271.482,328.991,331.473,1057.036,0,0
CO delay time (s),0,43,20.95202426,110.489115,-0.00089593,0.04829461,1.007264,1.007272,202.620705,0.0024,101.901,0,271.483,328.98,331.501,1057.049,0,0
,,44,20.94725506,111.668193,-0.00107412,0.04682058,1.008642,1.006574,202.620705,0.0033,101.901,0,271.493,329.017,331.565,1057.073,0,0
Laboratory,,45,20.94288886,112.452608,-0.00105853,0.04663089,1.006525,1.005907,202.620705,0.0049,101.9022,0,271.488,329.023,331.583,1057.106,0,0
Laboratory name,FTT Cone - NIST,46,20.94478266,110.889702,-0.00095207,0.04778303,1.005018,1.005231,202.620705,0.0001,101.9004,0,271.494,329.039,331.582,1057.131,0,0
Operator,Shields,47,20.94846633,111.500975,-0.00069176,0.0501338,1.005567,1.004519,202.620705,0.0002,101.9008,0,271.488,329.042,331.593,1057.18,0,0
Filename,C:\CC5\DATA\18070026.CSV,48,20.95187607,108.882035,-0.00042511,0.04952203,1.005356,1.003819,202.620705,0.0025,101.9026,0,271.468,329.043,331.587,1057.223,0,0
Report name,,49,20.95155324,108.712219,-0.00044444,0.047392,1.003438,1.00324,202.620705,-0.001,101.9026,0,271.486,329.057,331.607,1057.231,0,0
,,50,20.94781524,108.999974,-0.00064711,0.04600488,1.003172,1.002735,202.620705,0.0014,101.9004,0,271.503,329.058,331.608,1057.258,0,0
,,51,20.94474833,110.878561,-0.00083293,0.04620947,1.003932,1.003193,202.620705,0.0016,101.9029,0,271.504,329.037,331.582,1057.271,0,0
