Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g)
Peaks,,0,0.047055021189062,0,0,-0.00190320833335752,-0.215295060334561,0,0,0,0.543942028502394,0.0021932566246437,0.466555994128259,0.466097040137152,1.02227042100763E-06,0.00011564145034023,0,0,-5.12310843244292E-07,-1.21587191930963E-05,2.23305708129707E-05,0,0,100
peak HRR (kW/m²),0.0479724272735388,2,-0.0402998405614192,-1.33281592725702,4.30951417902653,0.000267291666671573,0.0302366138768747,0.000498954520265368,0.0703445894579037,4.7055021189062E-05,0.578217766065386,0.00232486946231863,0.495963546002473,0.495467485863902,1.15189722745677E-06,0.000130305116228142,2.1741676484644E-06,0.000245946566568372,1.33366385315045E-07,1.88025225575306E-05,-2.01387009788294E-05,2.23305708129707E-05,0.023527510594531,100.001268
peak EHC (MJ/kg),0.299764606708162,4,-0.00457250968268244,-0.0544359830693884,1.33620378956831,0.000742541666665394,0.0839979260933703,-0.00148390227382839,-0.0105088725625793,4.7055021189062E-05,0.60817567706452,0.00190371533251566,0.521671855947017,0.521184534244173,9.92186988910666E-07,0.00011223834716184,4.31825186483185E-06,0.000488490029958353,-1.1018592675771E-06,-7.80327574739187E-06,-5.36764197015287E-06,2.23305708129707E-05,0.0117637552972655,100.000061
peak MLR (g/s),0.00261545833333621,6,0.0673769350682244,1.34639639673693,2.02302689892205,0.000442374999997478,0.0500424208141944,-0.00574537865566769,-0.0230324863697948,0.000114431956257286,0.577884850416645,0.00180720369223175,0.495641992353707,0.495205121731665,8.94936524405539E-07,0.000101237163394292,6.20537537814805E-06,0.000701965540514485,-2.54161188278651E-06,-1.01889961577799E-05,3.27801595855628E-05,5.51107303985335E-05,0.0190719927095477,99.998745
peak SEA (m²/kg),1.8838914155789,8,-0.0334037473699347,-0.185955210883856,0.474193683557181,0.00158795833333573,0.179633295626214,-0.000188595902289189,0.0102682244761492,0.000181808891325511,0.439316261252762,0.00200022803466208,0.376817707512181,0.376456983089433,7.52999811419791E-07,8.51809741425103E-05,7.85331171397338E-06,0.000888383678051287,-2.99482434673088E-07,1.63055126254631E-05,-1.66612312890309E-05,8.78908899840962E-05,0.0227261114156888,99.997637
peak COY (kg/kg),0,10,-0.00505958527896366,-0.0171009162317591,0.370556498131898,0.00261545833333621,0.295866327300476,-2.29459539529759E-05,-0.00321104343217031,0.000181808891325511,0.521921879376424,0.00216693429407082,0.447650894212826,0.447256330597019,9.69175081010956E-07,0.00010963519015961,9.57548660640413E-06,0.00108319984235341,-6.00141864826597E-08,-8.39835030337432E-06,-5.1319175200867E-06,8.78908899840962E-05,0.0181808891325511,99.992493
peak CO2Y (kg/kg),0.00877460476485295,12,0.0299348043178354,0.167651340585332,0.663160228549986,0.00157841666667125,0.178553921569145,-0.000607473439124156,-0.00381694147269033,0.000211743695643346,0.478465597657244,0.00255300305891167,0.410370438072215,0.410004662455449,1.04674315741681E-06,0.000118409859436291,1.15914048448319E-05,0.00131124489194931,-9.58846200873667E-07,-6.0247240362031E-06,1.39404566929736E-05,0.00010183134667707,0.0176453079702789,99.988156
,,14,-0.0517231684084672,-0.245785549075077,0.426717841018692,0.0018602916666642,0.210440233785543,-0.000130169649410796,0.00624775566592799,0.000241678499961182,0.425768013001437,0.00217570839548532,0.365192054855925,0.364855715642417,7.93819643664011E-07,8.97986022244357E-05,1.34319676459127E-05,0.00151945335361004,-2.42153514051504E-07,1.16226478006799E-05,-2.72538879833032E-05,0.000115771803370043,0.0172627499972273,99.985668
Time To Peaks,,16,0.00651094503439416,0.0379203387091976,0.420652377057767,0.00151783333333159,0.171700603318053,-0.00108178581108003,-0.00571647524090564,0.000248189444995576,0.370846815781462,0.00200900196933062,0.318082646963309,0.317809643489888,6.38480199643447E-07,7.22262669279918E-05,1.48642674892202E-05,0.00168147822276246,-1.64197056358242E-06,-8.67665666981132E-06,7.90283110606988E-07,0.00011656208648065,0.0155118403122235,99.980919
t peak HRR (s),28,18,0.0218742830646556,0.100721588136966,0.448243034140908,0.00191983333333271,0.217175716440352,-0.00130763037455286,-0.00317432827735902,0.000276574673094626,0.435226369844341,0.00230732096986928,0.373312121892194,0.372965846371458,8.6055191837791E-07,9.7347502078949E-05,1.63632996072415E-05,0.0018510519917694,-2.51043238074492E-06,-6.09418123781445E-06,9.03740583517656E-06,0.000126389775426434,0.0153652596163681,99.979244
