General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94963086,95.630742,0.00174623,0.03997607,-9.885243,18.700625,-0.634411,0.0063,101.2801,-0.006,270.996,332.619,336.995,1137.536,0,0
Standard used,ISO 5660-1,1,20.9492685,97.938831,0.00183917,0.04199894,-7.913968,15.10393,-0.634411,0.003,101.2818,0.001,270.996,332.651,337.026,1137.491,0,0
Date of test,12/08/2020,2,20.94890615,100.24692,0.00193211,0.0440218,-5.942692,11.507235,-0.634411,-0.0003,101.2834,0.007,270.996,332.683,337.056,1137.447,0,0
Time of test,15:35,3,20.95151441,101.994889,0.00217077,0.04628435,-2.597335,5.247588,-0.634411,-0.0008,101.2835,0.007,271.009,332.692,337.053,1137.437,0,0
Heat flux (kW/m²),50,4,20.95302311,102.329453,0.00242786,0.04580476,-2.431623,5.640667,-0.634411,-0.0027,101.2837,0.006,271.004,332.698,337.013,1137.431,0,0
Nominal duct flow rate (l/s),24,5,20.95197491,101.40492,0.0023591,0.043839,-4.60069,9.373143,-0.634411,-0.0011,101.2848,0.007,271.007,332.677,336.971,1137.456,0,0
Sampling interval (s),1,6,20.94800583,99.261769,0.00224089,0.04268032,-3.104306,7.983824,-0.634411,-0.0001,101.2838,0.006,271.009,332.641,337.002,1137.432,0,0
Separation (mm),60,7,20.94540835,104.900427,0.00214811,0.04269518,-1.813195,5.657586,-0.634411,0.0008,101.2829,0.006,271.017,332.668,336.995,1137.437,0,0
Orientation,Horizontal,8,20.94854523,103.545748,0.00217928,0.04459395,-4.241142,8.884019,-0.634411,-0.0007,101.2833,0.008,271.013,332.679,337.035,1137.448,0,0
Edge frame?,Yes,9,20.95192816,105.831797,0.00238785,0.04638745,-2.761996,6.56856,-0.634411,0.0005,101.2834,0.008,271.004,332.69,337.015,1137.424,0,0
Grid?,No,10,20.95309345,104.569065,0.00253329,0.04514821,-4.561156,10.036091,-0.634411,-0.0019,101.2842,0.008,271,332.685,336.986,1137.392,0,0
Non-scrubbed?,Yes,11,20.95149058,101.121047,0.00234881,0.04348406,-6.373413,11.121295,-0.634411,-0.002,101.2821,0.007,271.004,332.693,336.994,1137.361,0,0
