General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.9568912,120.478279,0.0023982,0.05269404,1.004365,1.004257,57.1562,0.0001,102.0638,0,269.796,329.063,332.421,1142.368,0,0
Standard used,ISO 5660-1,1,20.95408453,113.547647,0.00211523,0.04858556,1.004321,1.004395,57.1562,0.0004,102.0648,0,269.789,329.085,332.459,1142.191,0,0
Date of test,08/11/2018,2,20.95127787,106.617015,0.00183226,0.04447708,1.004277,1.004533,57.1562,0.0007,102.0657,0,269.782,329.107,332.497,1142.015,0,0
Time of test,15:50,3,20.94681588,102.989523,0.00168372,0.04345407,1.004313,1.004637,57.1562,-0.0009,102.0637,0,269.78,329.129,332.503,1141.914,0,0
Heat flux (kW/m²),50,4,20.94683165,107.657131,0.00165427,0.04445528,1.004453,1.004832,57.1562,-0.0009,102.0643,0,269.798,329.154,332.551,1141.878,0,0
Nominal duct flow rate (l/s),24,5,20.95067871,107.268068,0.00177506,0.04617926,1.004663,1.00502,57.1562,-0.0004,102.0659,0,269.803,329.217,332.616,1141.86,0,0
Sampling interval (s),1,6,20.95325996,106.32587,0.00204774,0.04734055,1.005105,1.005167,57.1562,0.0007,102.0642,0,269.782,329.265,332.666,1141.808,0,0
Separation (mm),60,7,20.95335323,107.222,0.00204981,0.04557609,1.004624,1.005421,57.1562,0.0013,102.0637,0,269.777,329.336,332.731,1141.759,0,0
Orientation,Horizontal,8,20.95201104,110.580205,0.00183946,0.04384585,1.004619,1.005485,57.1562,0.0001,102.0637,0,269.793,329.395,332.771,1141.716,0,0
Edge frame?,Yes,9,20.94822058,108.357698,0.00162692,0.04349895,1.003561,1.005646,57.1562,-0.0007,102.0631,0,269.792,329.373,332.73,1138.454,0,0
Grid?,No,10,20.94970059,107.723426,0.00157234,0.04484162,1.005601,1.005616,57.1562,-0.0039,102.062,0,269.79,329.333,332.712,1139.168,0,0
Non-scrubbed?,Yes,11,20.95337638,112.347666,0.00173028,0.04691378,1.004963,1.005638,57.1562,-0.0012,102.0643,0,269.78,329.362,332.743,1139.511,0,0
Substrate used? {Y/N},No,12,20.95537383,112.329581,0.00201566,0.04715069,1.004791,1.005768,57.1562,-0.0006,102.0655,0,269.787,329.357,332.732,1140.905,0,0
