Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g)
Peaks,,0,0.636783103141759,0.00161168017746192,-0.00290055929302655,3.49272933333336,395.105128205131,4.2670873194751E-07,0.000670960609007717,0,25.8140154101191,-0.000412271013460697,24.2564787915228,24.5733223900116,-1.01308685258265E-05,-0.00114602585133784,0,0,1.49037810486255E-06,0.00234348380059247,0.000885467786793179,0,0,46.962
peak HRR (kW/m²),127.476726708793,1,0.318630233973289,0,0,-1.92683183333334,-217.967401960785,0,0,0.000477706668557524,25.6992850126217,-0.000850835928107116,24.1459785684681,24.4574846565707,-2.08093066569389E-05,-0.00235399396571707,0,0,6.98433136565217E-05,0.00243220552338716,0.000752382005651914,0.000818924896222546,0.477706668557524,46.879814
peak EHC (MJ/kg),79.4910374428544,2,0.952255121207642,0,0,-1.372218,-155.228280542987,0,0,0.00111314934614799,26.2424379051131,-0.000342098592277625,24.6529587993288,24.9718658798907,-8.54284016405626E-06,-0.000966384633943016,0,0,8.82344050053322E-05,0.00205256102514712,0.00104969132800508,0.00171996156305104,0.556574673073995,48.824272
peak MLR (g/s),0.216022833333331,3,3.04279489977313,0,0,-0.217940333333332,-24.6538838612366,0,0,0.00311067435663838,25.8434966251417,0.000447379829335323,24.2776687953822,24.5942888640944,1.10029887546422E-05,0.00124468198581925,5.50149437732109E-06,0.000622340992909626,6.13727330425737E-05,0.00146169570297162,0.00208161100024105,0.00328561272717411,1.03689145221279,49.256177
peak SEA (m²/kg),661.83635756839,4,4.89658952390794,0,0,-0.232085666666666,-26.2540346907994,0,0,0.00708036656847891,25.6801094329076,-0.000929775284183688,24.1263623608411,24.4419259375619,-2.27254986345933E-05,-0.00257075776409426,1.10029887546422E-05,0.00124468198581925,6.06817371929948E-05,0.00136030581039695,0.00307168224934181,0.00586225935196554,1.77009164211973,49.506288
peak COY (kg/kg),2466.15265097467,5,3.3281291554957,0,0,-0.124306750000002,-14.0618495475116,0,0,0.0111927259081807,25.5171046380994,-0.000666641334616754,23.976326699479,24.2903207265326,-1.61929318274047E-05,-0.0018317796184847,1.10029887546422E-05,0.00124468198581925,7.78421323583198E-05,0.0018466473836146,0.00229943720818944,0.00854781908073116,2.23854518163615,49.720658
peak CO2Y (kg/kg),8458.08797727725,6,1.19007801325988,0,0,-0.00206699999999789,-0.233823529411527,0,0,0.0134518294925585,25.6444211549407,1.7543877192664E-05,24.0963912265359,24.415219338967,4.28337609714791E-07,4.84544807369673E-05,1.12171575594996E-05,0.00126890922618774,0.000108333302027995,0.00274724061972089,0.00128841580858037,0.0103417455891161,2.24197158209309,49.755092
,,7,0.498625589378044,0,0,-0.00420633333333361,-0.475829562594299,0,0,0.0142961812938775,25.3772864059804,-0.00063155621161851,23.8448791413715,24.1593082646136,-1.52579612029231E-05,-0.00172601371073791,1.1431326364357E-05,0.00129313646655622,0.000150494620198833,0.00223388613075632,0.000849450986526305,0.0114106789866694,2.04231161341107,49.754928
Time To Peaks,,8,1.36884939540307,0.204401647887677,1.88806095407478,0.0592002500000035,6.6968608597289,0.00168537694056725,0.0239363293387992,0.015229918786268,25.3788597542995,0.00462402555532493,23.8517467989449,24.1723751651321,0.000111773680496472,0.0126440815041258,6.73181666125931E-05,0.00761517721861913,9.9774736225822E-05,0.00141703668093933,0.00117754907228817,0.0124241790160766,1.90373984828351,49.755644
t peak HRR (s),569,9,3.6512327325098,0,0,-0.0432605833333337,-4.89373114630472,0,0,0.0177399598502245,25.436069961461,0.0667268327171649,23.9132926261972,24.2442943847556,0.00161774497575729,0.183002825311911,0.000932077494739475,0.105438630626637,3.95575721046626E-05,0.000821913947107006,0.00230313962620723,0.0141645233653243,1.97110665002494,49.674598
t peak EHC (s),807,10,4.58374270967296,0,0,-0.0792816666666691,-8.96851432880872,0,0,0.0218574475713159,26.1190823983672,0.295954441217008,24.570871523364,24.9438925075802,0.00738225576885801,0.835096806431902,0.00543207786704713,0.614488446498544,1.00810602158299E-05,0.000566915933354644,0.00276400413122503,0.0166980952440405,2.18574475713159,49.822855
t peak MLR (s),518,11,1.77897070241269,0.122594542626352,48.2070733292784,0.128277333333334,14.5110105580694,0.000119570037573925,0.00796756843459064,0.0250388042773587,24.3364934282546,0.265350447630282,22.9305348589481,23.3045576885569,0.00618387481448431,0.699533350054786,0.0122151431587183,1.38180352474189,1.53381255665496E-05,0.00102205843194013,0.00129943677960429,0.0187298156994551,2.27625493430534,49.773489
t peak SEA (s),765,12,-0.55428562299625,-0.0236521740951292,15.1825317990554,0.207164249999999,23.4348699095022,0.000250425828452193,0.00744440274943681,0.025928289628565,24.6529261404998,0.133110117289008,23.2507442184562,23.6291416258272,0.00314527781325244,0.355800657607742,0.0168797194725867,1.90947052857315,5.18792789319271E-05,0.00154221411228501,0.000128280950782332,0.0194436745646485,2.16069080238042,49.595392
t peak COY (s),874,13,-1.0088036703125,-0.0656243117834004,10.6846781706826,0.135892083333333,15.3724076168929,0.000615941877803001,0.00561948190592712,0.025928289628565,25.2915023389867,0.0598793499329578,23.8593018825247,24.2481452785626,0.00145196317636025,0.164249228095051,0.019178339967393,2.16949547142455,8.37016249868952E-05,0.000763643103450407,-0.000220128012667871,0.0195078150400396,1.99448381758193,49.394222
t peak CO2Y (s),874,14,-0.792487061066409,-0.0218061673762091,3.0420009409389,0.321266250000001,36.3423359728508,0.000138574477327442,0.000663967251686902,0.025928289628565,25.8228113861627,0.0394746519730129,24.3619863934642,24.7574629780155,0.000977292234791914,0.11055342022533,0.0203929676729691,2.30689679558474,4.45193026766974E-05,0.000213310269072258,-0.000198262904880469,0.0195078150400396,1.85202068775465,49.27469
,,15,2.12611057578344,0.143496626886128,6.16261120077677,0.130977416666667,14.8164498491705,-0.000152649621227549,-0.00104743717880275,0.0269913449164568,25.1478544198295,0.0334760764405224,23.7257109133705,24.1116337642767,0.000807162894998808,0.0913080197962453,0.0212851952378645,2.40782751559553,-1.99936530435296E-05,-0.000137190615800206,0.00130311189898067,0.02015937098953,1.79942299443045,48.838578
Test Results (between 37 and 886 s),,16,2.90523498032163,0,0,-0.0285602500000035,-3.23079751131261,0,0,0.0295070176945093,25.0488502850132,0.0314598555738627,23.6312417423179,24.0201843426416,0.000755671530277063,0.0854832047824732,0.0220666124505024,2.49622312788488,-5.03844842716084E-05,0.000177909817197589,0.00176161297046104,0.0216917334242508,1.84418860590683,49.005435
mean HRR (kW/m²),56.7726099233347,17,0.424257789288657,0.019656971943498,3.95501178921683,0.190794333333333,21.5830693815987,7.52677921424401E-05,0.0121791504976266,0.0311717640793144,25.3488765160053,0.0310373003357747,23.9169439498183,24.3124830280204,0.000754593837649096,0.0853612938517077,0.0228217451344655,2.58164537720198,1.43606682232887E-05,0.00232371289976099,0.000768846317738881,0.0229569630683508,1.83363318113614,48.811911
mean EHC (MJ/kg),11.6069742467508,18,-2.41354855705908,0,0,-0.0334718333333335,-3.78640648567121,0,0,0.0313838929739588,25.2592836088958,0.027543196554424,23.8349152202446,24.2303436492602,0.000667381117712811,0.075495601551223,0.0235327326121464,2.66207382490344,0.000223628405794429,0.00636650036721591,-7.37840276338355E-05,0.0233413862272202,1.74354960966438,48.718631
mean MLR (g/s),0.0432040104043973,19,-3.47497036785577,0,0,-0.0438124999999996,-4.95616515837099,0,0,0.0313838929739588,25.5692425029246,0.0377389594984328,24.1284815132206,24.5304274009716,0.000925752806164512,0.104723168118157,0.0243292995740851,2.75218320973813,0.000557336061684317,0.0105985826271291,0.000129088455096146,0.0234059304547683,1.65178384073467,48.833678
mean SEA (m²/kg),5.61224395129855,20,-2.37656015701833,-0.401357519528555,20.7836773872491,0.0523443333333322,5.92130467571631,0.020853470294927,0.272026720713217,0.0313838929739588,25.492940507025,0.0444810085951211,24.0575616466478,24.4578028109267,0.00108790773705061,0.123066486091698,0.0253361298456926,2.86607803684306,0.0010915610002744,0.0142390573445859,0.00149046978591758,0.0242157095752752,1.56919464869794,48.777909
mean COY (kg/kg),0.0514875017449417,21,2.51203308750829,0,0,-0.0014658333333332,-0.165818250377059,0,0,0.0326399095177129,25.3923101076665,0.0374306236646857,23.962309654853,24.3631996784523,0.00091192975843174,0.103159474935717,0.0263360485934338,2.97919101735677,0.0017205333172796,0.0154911984130947,0.00458233760490457,0.0272521132706862,1.55428140560538,48.760385
mean CO2Y (kg/kg),1.14538356990242,22,7.18715852854603,1.37593240422547,17.7617432566227,0.0461755833333335,5.22348227752641,0.0515965058684418,0.321597622387343,0.0374895053257401,25.2812235666627,0.0338018848758544,23.8602707574723,24.2637018291639,0.000820158855891457,0.0927781511189431,0.0272020929005954,3.0771598303841,0.00238249875643706,0.0148499578123487,0.00728353043680448,0.0331850472915408,1.70406842389728,48.760419
Total heat release (MJ/m²),48.1999458249112,23,8.81359576954248,1.170309529287,11.1502018777845,0.0665740000000022,7.53099547511337,0.0428763981011716,0.204310324586541,0.0454898824747843,25.1584329169784,0.0307380026904875,23.7468748313993,24.1496998775843,0.000742313539811652,0.0839721198881959,0.027983329098447,3.16553496588767,0.00285445332718749,0.0136017555490248,0.00816206809754195,0.040907846558714,1.97782097716454,48.676168
Total oxygen consumed (g),33.5011338239311,24,10.2903225522033,0,0,-0.0510324999999998,-5.77290723981898,0,0,0.0550418416356572,25.5702340204052,0.0384261469210141,24.1365847019419,24.5464377109547,0.000943225021868666,0.106699663107315,0.0288260983792871,3.26087085738542,0.00319755926156954,0.0124664186412455,0.00892956279416364,0.0494536620045668,2.29341006815238,48.65828
Mass lost (g),36.709612,25,11.5217195385915,0,0,-0.0201553333333351,-2.28001508295646,0,0,0.0659478626810546,25.4146746849102,0.0368227933351513,23.9903947605687,24.401496249117,0.000898531253449707,0.101643806951324,0.0297469765169463,3.36504259241474,0.00310115202788668,0.0096584726671602,0.00913191993078159,0.0584844033670394,2.63791450724219,48.742161
Average specific MLR (g/s·m²),6.16351916990573,26,12.887902952449,1.1099022590149,10.3858479438832,0.102647833333332,11.6117458521868,0.0270301054043369,0.0724975640091467,0.0781526739265749,25.1410643103505,0.0441636194802629,23.7343246706031,24.1394342518844,0.00106608478876905,0.120597826783829,0.0307292845380557,3.47616340928232,0.00277458175452676,0.00744171786748344,0.00940609811786381,0.0677534123913621,3.00587207409904,48.675973
Total smoke release (m²/m²),23.5151779150841,27,14.2657765142888,2.26924760359198,20.6877382578368,0.0555732499999978,6.28656674208119,0.0444334071109879,0.109507112568498,0.0917295136599438,25.2688217507439,0.0473821246121064,23.855935232602,24.2641050723068,0.00114968485013729,0.130054847300598,0.0318371693575089,3.60148974632453,0.00246930884173061,0.00608566614354705,0.00982901445069886,0.0773709686756434,3.39738939481273,48.575848
