General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95893062,105.909678,0.00258135,0.04709895,0.99699,1.000172,47.628893,0.0036,102.3649,0,271.536,334.038,338.214,1136.401,0,0
Standard used,ISO 5660-1,1,20.95292552,107.60181,0.00236917,0.04696779,0.998502,1.000132,47.628893,0.0014,102.3599,0,271.552,334.032,338.233,1136.495,0,0
Date of test,05/07/2018,2,20.94692042,109.293942,0.00215699,0.04683663,1.000014,1.000093,47.628893,-0.0007,102.355,0,271.568,334.026,338.252,1136.589,0,0
Time of test,12:06,3,20.9479459,110.495631,0.00215144,0.04862629,1.000118,1.000094,47.628893,-0.0024,102.3539,0,271.573,334.018,338.243,1136.653,0,0
Heat flux (kW/m²),50,4,20.95057932,109.255717,0.00230212,0.05038496,0.999311,1.000076,47.628893,0,102.3573,0,271.572,334.01,338.21,1136.596,0,0
Nominal duct flow rate (l/s),24,5,20.95146383,110.530193,0.00236313,0.04918569,0.999905,1.000071,47.628893,0.0007,102.3569,0,271.555,334.022,338.207,1136.585,0,0
Sampling interval (s),1,6,20.94956982,105.989684,0.00219896,0.04736109,1.000797,1.000092,47.628893,0.0005,102.3568,0,271.567,334.02,338.233,1136.577,0,0
Separation (mm),60,7,20.94518501,109.220811,0.00206554,0.04655346,0.999681,1.000066,47.628893,0.0014,102.3587,0,271.566,334.019,338.191,1136.591,0,0
Orientation,Horizontal,8,20.94336633,109.398901,0.00203304,0.04695478,0.99836,1.000078,47.628893,0.0007,102.36,0,271.572,333.992,338.125,1136.561,0,0
Edge frame?,Yes,9,20.94632648,107.334839,0.00218712,0.04927264,1.000036,1.000053,47.628893,0.0009,102.3581,0,271.556,333.944,338.053,1136.556,0,0
Grid?,No,10,20.94906859,106.899525,0.00244732,0.05058697,1.000209,0.999952,47.628893,0.0036,102.357,0,271.546,333.916,338.055,1136.557,0,0
Non-scrubbed?,Yes,11,20.94936454,109.154811,0.00253312,0.04850523,0.999328,0.999864,47.628893,0.0027,102.3559,0,271.55,333.894,338.008,1136.44,0,0
Substrate used? {Y/N},No,12,20.94687384,108.416011,0.00230919,0.04685659,1.000669,0.999868,47.628893,0.0001,102.3589,0,271.551,333.902,338.018,1136.392,0,0
Substrate,none,13,20.9424067,109.418223,0.0021414,0.04646289,1.000244,0.999811,47.628893,0.0001,102.358,0,271.543,333.927,338.078,1138.63,0,0
