Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g)
Peaks,,0,-1.9702652605896,0,0,-4.60493825000001,-520.920616515839,0,0,0,26.0697854920811,-0.00021149071345288,24.7196604564688,24.9918120399734,-5.28553615881424E-06,-0.000597911330182606,0,0,2.50605390109999E-05,0.00117420896154132,-0.000751880878848651,0,0,55.853
peak HRR (kW/m²),6.6975727652725,1,-2.70284659878996,-0.0273815271363955,-0.00850224136882675,0.872601583333328,98.710586349924,8.17450510576364E-05,0.00105997731819366,0,25.838401299738,-0.00029956971219134,24.4957967127025,24.7657522719843,-7.41906928032035E-06,-0.000839261230805469,0,0,7.13308609825573E-05,0.000924937886153203,-0.00117071870333063,0,0,57.129152
peak EHC (MJ/kg),30.3959252079203,2,-1.1626303356467,-0.00911016682707418,0.106806776396073,1.12815191666667,127.618995098039,2.328796348084E-05,0.000373424870810008,0,25.9394896844315,0.00484681324586488,24.5897962607928,24.8605141960069,0.000120494269504218,0.0136305734733278,6.02471347521089E-05,0.0068152867366639,2.6272360636173E-05,0.000421279983735313,-0.00042804841329374,0,0,55.84846
peak MLR (g/s),1.12815191666667,3,1.19275682450247,0.0604272750403054,0.547064693476595,0.174490250000003,19.7387160633488,-0.000216169365150811,0.00042229878261721,0.000596378412251236,25.8743968840717,0.00385025720040106,24.5273577877971,24.7924879202779,9.54574551309063E-05,0.0107983546528174,0.000168222997069671,0.0190297507997365,-3.77194465675071E-05,7.3687020153574E-05,0.0007731513782749,0.00038657568913745,0.198792804083745,55.374707
peak SEA (m²/kg),4815.33377824113,4,2.47934863476033,2.67481595451278,0.910369696958145,0.00819400000000137,0.926923076923232,-0.00955467431060612,0.052518573781708,0.00243243114188264,25.9997106783064,0.000299454812597916,24.6422460415723,24.9105006266584,7.45956929687629E-06,0.000843842680642114,0.000219681509283562,0.0248508494664663,-7.82910013011196E-05,0.000430337193567387,0.00151123448522689,0.00152876862088835,0.60810778547066,55.355263
peak COY (kg/kg),8.85562718914547,5,0.670267828234897,0.0638884896318097,0.117482841960686,0.0927423333333331,10.4912141779789,-0.000953089508812368,0.0126327609716191,0.00400723937338025,25.8264419808435,0.000440346428025074,24.4759032143994,24.7433207053171,1.08956328900653E-05,0.0012325376572472,0.000228859110377033,0.025889039635411,-8.83917449227794E-05,0.00117159172895022,0.000636310897742805,0.00260254131237319,0.801447874676051,55.277459
peak CO2Y (kg/kg),11.8116027494044,6,-1.08199905290778,-0.0676715495226776,2.88133180256054,0.141342583333333,15.9889800150829,-0.000339298010444251,0.01644502739021,0.0043423732874977,25.4525876465769,0.0167023234504442,24.120806066862,24.3831273907921,0.000407254880414395,0.0460695566079633,0.000437934367029263,0.0495400867680162,-4.79572573160506E-05,0.0023243826543197,-0.000125926510957249,0.0029206967612446,0.723728881249617,55.168804
,,7,-1.07945240434768,-0.0487202858899714,1.87994939937163,0.19586008333333,22.1561180241324,-0.000100203624305291,0.0112208419572486,0.0043423732874977,26.0443699355199,0.0147596033925254,24.6789692232047,24.9469471659272,0.000368207046023371,0.0416523807718746,0.000825665330248147,0.0934010554579351,-1.9625890206736E-05,0.00219771504081685,-0.000129726203697474,0.0029206967612446,0.6203390410711,54.995943
Time To Peaks,,8,0.147513412674296,0.00848841935085216,0.880096119286223,0.153623249999998,17.3781957013572,-0.00037356075448397,0.00918357844652727,0.00441612999383485,25.7699909456987,0.00547743130363704,24.4181721963751,24.6836918004539,0.000135203226157135,0.015294482596961,0.0010773704663384,0.121874487142353,-5.73876171762787E-05,0.00141081116758545,0.000400686999897142,0.00312104026119317,0.552016249229356,54.799246
t peak HRR (s),45,9,2.78885737727215,0.117649347564721,-1.25697539075796,0.209550666666669,23.7048265460032,-0.000557762727357683,0.00476733017772212,0.00588431538880807,26.0293865512576,-0.0105651097522044,24.6627814720752,24.9311211425862,-0.000263400031116927,-0.0297963836105121,0.00114497207941697,0.129521728440833,-0.000116879551359622,0.000998997216961798,0.00175098519871524,0.00419687636049936,0.653812820978675,54.671316
t peak EHC (s),270,10,4.08169487437533,0.271051747039765,1.21500679863673,0.133119166666667,15.0587292609352,-0.00107482733570714,0.00879468608827913,0.00931959151463182,26.1195975369889,0.00646295566238112,24.7507706306158,25.0258087751243,0.000161740692528857,0.0182964584308662,0.0012258424256814,0.138669957656266,-0.000143080119239889,0.00117074128316665,0.00246984865834316,0.00630729328902856,0.931959151463182,54.415267
t peak MLR (s),2,11,2.15812589124863,0,0,-0.0764311666666693,-8.64605957767752,0,0,0.0124395018974438,26.1995105187,0.00127622624244887,24.8305756447584,25.1101643257663,3.20462506647463E-05,0.00362514147791248,0.0013227358972782,0.149630757610656,-0.000119888339411271,0.00181367238309648,0.0015320148854045,0.00830822506090238,1.13086380885853,54.438719
t peak SEA (s),270,12,1.30857095637553,0,0,-0.172063333333327,-19.4641779788831,0,0,0.0141728503212559,25.9909899571329,0.207139764965101,24.6372922185757,24.9187767482961,0.00516166955885989,0.583899271364241,0.00391959380204052,0.443392964031733,-6.2851586688024E-05,0.00216519383209293,0.00114541439589441,0.00964693970155184,1.18107086010466,54.5359
t peak COY (s),285,13,1.27031492295771,0,0,-0.055578666666662,-6.28717948717896,0,0,0.0154622932609225,25.3757496704382,1.98043162692197,24.0609931839434,24.3463045273741,0.0482161914846852,5.45432030369742,0.0306085243238131,3.46250275156256,-4.04159392927636E-05,0.00157772270326447,0.00104090936621262,0.0107401015826054,1.18940717391711,54.719206
t peak CO2Y (s),285,14,2.67116913941885,0.083828358194562,331.894898366217,0.281684333333328,31.864743589743,-0.000255068020994572,0.0024325569904176,0.0174330352921108,24.9751995382192,3.8964251102606,23.6977433900729,23.9936840918181,0.0934895931830206,10.5757458351833,0.101461416657666,11.4775358210029,-7.18486654485072E-05,0.000685213194141108,0.00165175199658257,0.012086432264003,1.24521680657934,54.594403
,,15,5.10279762830547,0.160657217390077,409.624735484787,0.280776249999998,31.762019230769,-0.000335555162287905,0.000441558575536868,0.0213200186759729,24.8678155405116,4.80756188957633,23.6175384329613,23.9233315718782,0.11501289713666,13.0105087258665,0.205712661817506,23.2706631015278,-9.42159201353387E-05,0.000123979160994583,0.00287844695334097,0.0143515317389647,1.42133457839819,54.239799
Test Results (between 0 and 314 s),,16,5.11710225165072,0.376312295130388,821.045182141482,0.120206500000004,13.5980203619914,-0.000736114553057834,0.00163697467225863,0.026429968615951,25.4873357100044,4.02064745234184,24.2256841612781,24.5470334957142,0.098694967687093,11.1645891048748,0.312566594229383,35.3582120168985,-8.84857540221492E-05,0.000196774995940863,0.00290263865037116,0.0172420745408208,1.65187303849694,54.080856
mean HRR (kW/m²),0.615640820528378,17,2.98535461213016,0.520121564956028,1465.63275518735,0.0507391666666651,5.73972473604809,-0.00121001651528498,0.0170779310445985,0.0304811970478415,25.1683129097552,3.06517783526597,23.9372044561526,24.2612300604482,0.0743649846375743,8.41232857891112,0.399096570391716,45.1466708587914,-6.13952296384617E-05,0.000866519989593698,0.00185519340560358,0.0196209905688082,1.7930115910495,53.980145
mean EHC (MJ/kg),0.291291792229005,18,1.00256704849818,0.208590388192653,1247.1148217644,0.0424885000000016,4.80639140271512,-0.000265699022081891,0.0260924608803046,0.0324751578781556,25.4154816302946,2.16098129768434,24.1850920145425,24.5203594132534,0.0529880381045388,5.99412195752702,0.462773081762773,52.3498961270105,-1.12891528997268E-05,0.00110862952411287,0.000835642832439233,0.0209664086878296,1.80417543767531,53.959649
mean MLR (g/s),0.0167030172505308,19,0.736477042217725,0.0694593227733188,305.701506242792,0.0937305000000019,10.6029977375568,-5.06974256440855E-05,0.00608300698565984,0.0333446799235136,25.6183805272992,1.15881699652397,24.3874529396871,24.726557443359,0.0286535550308906,3.24135237906002,0.503593878330488,56.967633295304,-4.75189505433305E-06,0.000570163286269401,0.000612606326719964,0.0216905332674092,1.75498315386914,53.879013
mean SEA (m²/kg),115.528315478818,20,2.13667539819441,0.187898924080141,138.705148949776,0.100523249999998,11.3714083710405,-0.000619328420762143,0.00261677824811411,0.0347812561437197,25.2671135720817,0.571702156730032,24.0563547663742,24.3887349383386,0.0139430923641653,1.5772728918739,0.524892202028015,59.376945930771,-6.22569056723767E-05,0.000263047054029731,0.0013022182469994,0.0226479455542689,1.73906280718598,53.781662
mean COY (kg/kg),0.0449729323150095,21,3.47167070520551,0.307200330668066,93.6295712308558,0.0999008333333376,11.3009992458527,-0.000964518921902036,0.0075123475143086,0.0375854291954196,25.0176555060949,0.387309887678228,23.8199836807299,24.1503573448052,0.00935367219060559,1.05810771386941,0.536540584305401,60.6946362336426,-9.63562440637858E-05,0.000750489776969057,0.00208726531289139,0.0243426873342142,1.78978234263903,53.681015
mean CO2Y (kg/kg),0.0664822509198692,22,2.15417361908728,0.189166889496225,56.5440548712498,0.100667166666668,11.3876885369534,-0.000306325216776437,0.0203378998546685,0.040398351357566,25.1548538675806,0.234407200065367,23.9499017033014,24.2830842830169,0.0056921297957333,0.643906085490193,0.54406348529857,61.5456431333224,-3.08368916514367E-05,0.00204735875431991,0.00159540312519682,0.0261840215532583,1.83628869807118,53.581944
Total heat release (MJ/m²),0.372692989303218,23,-0.00747282782478318,-0.000583953154877873,29.8832694635811,0.113125166666663,12.7969645550524,0.00167511993504381,0.0374091572193209,0.0414754381671096,25.7442197266669,0.136021552728084,24.5124939660371,24.8530454976526,0.00338054983861242,0.382415140114527,0.548599825115743,62.0588037461248,0.000189498221838481,0.00423191714529509,0.000843635703826924,0.0274035409677702,1.80327992030911,53.480079
Total oxygen consumed (g),0.349769981314175,24,-1.3897287323509,-0.75450342355191,137.952524391993,0.0162824999999973,1.84191176470558,0.0359858259942539,0.352997085627091,0.0414754381671096,25.5031837029149,0.0912310025164926,24.2839289748355,24.6211475973444,0.00224621197841226,0.254096377648446,0.551413206024255,62.3770595050063,0.000585939211751343,0.00574767504672216,0.000478959378200775,0.0280648385087841,1.7281432569629,53.38218
Mass lost (g),5.866527,25,-0.127091229082864,0,0,-0.0535287499999987,-6.05528846153832,0,0,0.0414754381671096,25.4712753963876,0.0503346980917591,24.2551327614005,24.5907034462804,0.0012377656338325,0.14001873685888,0.553155194830378,62.5741170622599,0.00104022683781076,0.00578452509119485,0.00134951205517387,0.0289790742254714,1.65901752668439,53.440405
Average specific MLR (g/s·m²),1.84985164046857,26,3.33321462826279,0,0,-0.000257583333332552,-0.0291383861235919,0,0,0.043142045481241,25.7658969061671,0.0246354598150446,24.5349578412917,24.8752124973287,0.000612812297868635,0.069322658129936,0.554080483796228,62.6787877597543,0.00144979200821483,0.00537619129214967,0.00333028754105996,0.0313189740235883,1.65930944158619,53.459942
Total smoke release (m²/m²),77.9542021870706,27,6.675417649938,0,0,-0.0396857499999967,-4.48933823529375,0,0,0.0481463616203414,25.6797560729622,0.0221479610704945,24.4517689452471,24.7916131531428,0.000549083682990566,0.0621135387998377,0.554661431786658,62.7445058582192,0.00182182028824394,0.00505677827953444,0.00524418365997463,0.0356062096241056,1.78319857853116,53.45983
Total smoke production (m²),0.689115147333704,28,6.37296850331819,0,0,-0.0585724166666661,-6.62583898944186,0,0,0.0546705546969695,25.313980898498,0.0230371238260362,24.1019797209368,24.4380583918722,0.000562982577241462,0.0636858119051428,0.555217464916774,62.8074055335717,0.00207063928961069,0.00486034759124372,0.00514621276349843,0.0408014078358421,1.95251981060605,53.534489
MARHE (kW/m²),2.88921889390817,29,4.66080428996176,0,0,-0.0141087500000001,-1.59601244343893,0,0,0.0601874410936095,25.6166660139991,0.00971626848458987,24.3909704980144,24.7294720601292,0.000240278190018379,0.027180790726061,0.555619095300404,62.8528388348873,0.00223730407646104,0.00507746040171434,0.00431606256055876,0.0455325454978707,2.07542900322791,53.560552
,,30,3.93371940898858,1.15484062031926,12.2837623393947,0.030111583333331,3.40628770739039,0.0742188328134617,0.144386733099395,0.0644847029430847,25.535991391055,0.0150054606847026,24.3119868872714,24.6499285227942,0.000369883533329518,0.0418420286571853,0.555924176162078,62.8873502445789,0.00223484656916512,0.00434771314594985,0.00380844282159217,0.0495947981889462,2.14949009810282,53.562849
Test Averages,,31,4.15586515000914,4.43430506354998,10.4310925194322,0.00828491666666468,0.937207767722249,0.246654308806537,0.352973327554066,0.0685294952225835,25.5908578826338,0.00349835426408491,24.3642234894611,24.7032535135119,8.64207322657649E-05,0.00977610093504128,0.556152328294875,62.9131593093751,0.00204351039393594,0.00292435460434077,0.00363714574816986,0.0533175924738272,2.21062887814786,53.517405
HRR(60) (kW/m²),2.39897250627808,32,5.6900012880977,0,0,-0.0369210833333297,-4.17659313725449,0,0,0.0734524284416369,25.6104650543012,0.00851967686189371,24.3826732999819,24.7205128154171,0.000210610781047656,0.0238247489872915,0.556300844051532,62.9299597343362,0.00174139304071004,0.00179921788201987,0.00418044267913917,0.0572263866874817,2.29538838880115,53.550652
HRR(120) (kW/m²),1.01627396326489,33,6.63878408036984,1.38008233601612,-0.887902523608355,0.0425241666666647,4.81042609351411,0.0339797253112406,0.0300514082056153,0.0796168211258707,25.7291871324039,-0.0015202308715122,24.4951209251774,24.8365663434502,-3.77573148976739E-05,-0.00427118946806265,0.556406149442056,62.9418721088299,0.00144495950242268,0.00127791109110356,0.00450040519506153,0.0615668106245821,2.4126309432082,53.562395
HRR(180) (kW/m²),0.717583431140217,34,4.96807323537985,0.725463843085024,-1.03819958383733,0.0605374999999976,6.84813348416263,0.0194953680875489,0.0251686708061272,0.0854202497837456,25.638274311489,-0.0025391516492138,24.4108189702296,24.7523645647594,-6.28500073065502E-05,-0.00710972933332015,0.556406149442056,62.9418721088299,0.00118020084559995,0.00152364840892587,0.00352489841477984,0.0655794624295027,2.51236028775722,53.479716
HRR(240) (kW/m²),0.505557066297811,35,2.99476787670404,0,0,-0.00146166666666225,-0.165346907993468,0,0,0.0894016703397875,25.8150214444562,-0.00117739425010459,24.581735505593,24.9252702112999,-2.93468698290876E-05,-0.00331978165487416,0.556406149442056,62.9418721088299,0.00099825521297661,0.00197174513712433,0.00244988958787772,0.0685668564308315,2.55433343827964,53.460207
HRR(300) (kW/m²),0.610821825527132,36,1.8246899771016,0.390888922308011,3.84653813879631,0.0412655833333334,4.66805241327301,0.0203725464094817,0.0392741574327946,0.0918113992666903,25.7569389475902,0.00638198304751995,24.5265007679533,24.8715233070115,0.000158729640111345,0.0179558416415548,0.556485514262112,62.9508500296506,0.000840685011572671,0.00162067101638944,0.00169815996205857,0.0706408812057997,2.55031664629695,53.459598
HRR(360) (kW/m²),,37,2.68301873998535,0.428140000207091,1.10743023930679,0.0553974999999956,6.2666855203615,0.0116389008047986,0.0167177645624687,0.0940652536252338,25.6325536920259,0.00247854961988738,24.4087107197619,24.7519219263323,6.13488666819932E-05,0.00693991704547434,0.556595553515508,62.9632979089942,0.000644766007333778,0.000926122362349288,0.00198084423457136,0.0724803833041146,2.54230415203335,53.383911
EHC(60) (MJ/kg),0.531817791999962,38,4.14385433760624,7.31292743525201,26.6111696063661,0.00500916666666977,0.566647812971693,0.0979925376825429,0.216567797917443,0.0974786901640296,25.4057030000621,0.00543315243535947,24.1932666302404,24.5345193861628,0.000133299783753305,0.0150791610580661,0.556692877840726,62.9743074480459,0.000490860953341775,0.00108482419440213,0.00273705676003778,0.0748393338014192,2.56522868852709,53.364535
EHC(120) (MJ/kg),0.374113889889766,39,4.68832807435638,0,0,-0.00142158333333242,-0.160812594268373,0,0,0.101894781370011,25.6189469683772,0.00188106421981333,24.3962614192826,24.7405235709859,4.65385136688298E-05,0.00526453774534274,0.556782796989437,62.9844792974476,0.000396425328233767,0.00195514570315597,0.00312933865378086,0.0777725315083285,2.61268670179515,53.364473
EHC(180) (MJ/kg),0.319852955112161,40,3.37911197766636,4.55246064327324,30.2934214581489,0.00656158333333619,0.742260558069705,0.0528079663536288,0.510118180080554,0.105928501396022,25.8363301117738,0.00796721530070909,24.6022456318488,24.9488437110301,0.000198772809349519,0.0224856119173664,0.556905452650946,62.998354372279,0.000346503871893349,0.00334718294844835,0.00261128553900812,0.080642843604723,2.64821253490056,53.364204
EHC(240) (MJ/kg),0.244582271803894,41,2.04137904303056,0,0,-0.0433058333333302,-4.89884992458486,0,0,0.108638746906371,25.6230539869437,0.00347285996599276,24.4000273290623,24.7449250616792,8.59356596081965E-05,0.00972122846246566,0.557047806885425,63.0144577924689,0.000349778993400634,0.00427718773435782,0.00202630687895783,0.082961639813706,2.64972553430173,53.364204
EHC(300) (MJ/kg),0.299792405176062,42,2.40087692533655,0,0,-0.0491857500000012,-5.56399886877842,0,0,0.110859874890554,25.5807052671319,0.00866353085634273,24.3601345512283,24.7038828187985,0.000214022851072135,0.0242107297592913,0.557197786140765,63.0314237715798,0.000330906531647916,0.00349660836547728,0.00209506501369244,0.0850223257600311,2.63952083072748,53.441122
EHC(360) (MJ/kg),,43,3.694849965935,0,0,-0.0504221666666697,-5.70386500754182,0,0,0.11390773833619,25.71542508711,-0.00330497789302012,24.4876253661079,24.8315821401014,-8.20678300217485E-05,-0.00928369117893083,0.557304797566301,63.0435291364594,0.000242277373328194,0.00284661077717235,0.0026648959019554,0.0874023062178551,2.64901717060907,53.460147
MLR(60) (g/s),0.0293193770833333,44,6.27161730804094,0,0,-0.0647808333333302,-7.3281485671188,0,0,0.118890971973178,25.9217779042368,-0.000773710132076555,24.6820706802851,25.0277600005905,-1.93642314956372E-05,-0.00219052392484584,0.557304797566301,63.0435291364594,0.000171778070189654,0.00229592110562057,0.00395466428203115,0.0907120863098483,2.70206754484496,53.541519
MLR(120) (g/s),0.0185228364583333,45,6.6975727652725,1.46851641034565,2.17236241989232,0.0403172500000005,4.56077488687788,0.00367849385333121,0.0467650647029161,0.125375567009835,25.532572930061,0.00355334713443082,24.3095275021825,24.6482191184605,8.75836787734046E-05,0.00990765596984215,0.557348589405688,63.0484829644444,0.00014830675630822,0.00188543880489367,0.00411249574247878,0.0947456663221033,2.78612371132966,53.562314
MLR(180) (g/s),0.0162674548611112,46,4.64900330531891,0.672303575133201,-2.80624067541659,0.0611289166666662,6.91503582202106,0.00262351579076426,0.0374976773096698,0.13104885504513,25.4618178043598,-0.00697954176769613,24.2409360731609,24.5778961003014,-0.00017154245239415,-0.0194052547957183,0.557392381245075,63.0534367924293,0.000160372678147311,0.00229219239145634,0.00306541520709729,0.0983346217968913,2.84888815315501,53.481088
MLR(240) (g/s),0.0155745230902778,47,2.22405929819265,0,0,-0.00120591666666906,-0.136415912519125,0,0,0.134485386346886,25.1727570751266,-0.00022865392893161,23.9628134312743,24.2947363898964,-5.55508692790756E-06,-0.000628403498632077,0.557392381245075,63.0534367924293,0.00023559199529793,0.00268797188799095,0.00183616447636725,0.100785411638624,2.86139119886992,53.460506
MLR(300) (g/s),0.0158993855555556,48,1.96470955646838,0.36703300703922,-4.83992604931495,0.0473200833333352,5.35295060331846,0.00557193506359711,0.0454655106821233,0.136579770774217,25.4984538016232,-0.00930841252119278,24.2710504454909,24.6041635412411,-0.000229025703980764,-0.0259078850656972,0.557392381245075,63.0534367924293,0.000263664431537348,0.00215143175427072,0.00162619314819799,0.102516590450906,2.84541189112952,53.460602
MLR(360) (g/s),,49,2.76146187052584,9.02451864527918,-15.7621185936629,0.00270499999999648,0.305995475112724,0.0818714885504599,0.485287994239482,0.138942856487714,25.5072397425817,-0.00173240378913383,24.2776079370396,24.6111969179657,-4.26365307958026E-05,-0.00482313696785097,0.557392381245075,63.0534367924293,0.000221462376528706,0.00131270402441609,0.00191475946389651,0.104287066756953,2.83556849974926,53.383955
