General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94139202,111.526417,0.00144323,0.04845459,0.999086,0.988421,203.122455,-0.0025,100.6364,0,271.889,323.636,326.309,1084.265,0,0
Standard used,ISO 5660-1,1,20.94601767,111.236259,0.00181013,0.04872946,0.989463,0.98824,203.122455,-0.0016,100.6354,0,271.879,323.564,326.427,1083.996,0,0
Date of test,17/04/2018,2,20.95064332,110.946102,0.00217703,0.04900432,0.979839,0.988059,203.122455,-0.0006,100.6344,0,271.869,323.492,326.545,1083.727,0,0
Time of test,15:31,3,20.95028588,109.065521,0.0021158,0.04763995,0.984698,0.987855,203.122455,0.0002,100.6361,0,271.859,323.603,326.733,1083.707,0,0
Heat flux (kW/m²),50,4,20.94655343,110.157122,0.00192259,0.04631479,0.99521,0.987719,203.122455,-0.0017,100.635,0,271.835,323.764,327.025,1082.483,0,0
Nominal duct flow rate (l/s),24,5,20.94387148,108.733092,0.00182238,0.04635255,0.982612,0.987517,203.122455,-0.0018,100.6351,0,271.857,323.918,327.135,1082.273,0,0
Sampling interval (s),1,6,20.94682588,109.927902,0.00181423,0.04710745,0.979446,0.987315,203.122455,-0.0014,100.6342,0,271.869,323.874,326.924,1083.463,0,0
Separation (mm),25,7,20.95016747,112.292861,0.00204188,0.04978855,0.982537,0.987171,203.122455,0.001,100.6329,0,271.851,323.736,326.886,1083.779,0,0
Orientation,Horizontal,8,20.95137681,105.443273,0.00214813,0.04863674,0.988248,0.986999,203.122455,-0.0027,100.6337,0,271.841,323.772,327.039,1083.778,0,0
Edge frame?,Yes,9,20.94994595,105.225953,0.00195142,0.04711775,0.995842,0.986856,203.122455,-0.0042,100.6339,0,271.856,323.887,327.159,1083.723,0,0
Grid?,No,10,20.94555534,111.711425,0.00162757,0.04623309,0.981926,0.986758,203.122455,0,100.6324,0,271.839,323.86,327.045,1083.617,0,0
Non-scrubbed?,Yes,11,20.94414451,108.815286,0.00147488,0.04631121,0.985294,0.986624,203.122455,-0.0018,100.6333,0,271.852,323.791,326.95,1083.518,0,0
