General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.96306938,117.996638,0.00149908,0.04884422,0.720189,0.23959,-0.211628,0.0008,102.0087,0,270.72,325.546,328.664,1147.643,0,0
Standard used,ISO 5660-1,1,20.95563163,122.403268,0.00121329,0.04869705,0.597708,0.202814,-0.211628,0.0002,102.0107,0,270.726,325.482,328.557,1145.644,0,0
Date of test,13/12/2019,2,20.94819388,126.809898,0.00092749,0.04854987,0.475228,0.166038,-0.211628,-0.0004,102.0127,0,270.732,325.419,328.449,1143.645,0,0
Time of test,12:15,3,20.94978851,128.478303,0.00097233,0.05011932,0.279177,0.245183,-0.211628,-0.0007,102.0139,0,270.731,325.363,328.344,1143.217,0,0
Heat flux (kW/m²),50,4,20.95336713,130.993154,0.00117093,0.05151993,0.45157,0.138386,-0.211628,0.0002,102.0136,0,270.746,325.306,328.274,1143.244,0,0
Nominal duct flow rate (l/s),24,5,20.95487771,127.864983,0.00140108,0.05054639,0.349365,-0.0128,-0.211628,0.0009,102.0126,0,270.726,325.264,328.229,1143.277,0,0
Sampling interval (s),1,6,20.9538331,126.934812,0.00131138,0.04858724,0.44998,0.128881,-0.211628,0.0004,102.0132,0,270.728,325.209,328.16,1143.315,0,0
Separation (mm),60,7,20.94989631,123.518555,0.00113044,0.04756315,0.345196,0.061237,-0.211628,-0.001,102.0124,0,270.764,325.154,328.082,1143.326,0,0
Orientation,Horizontal,8,20.94733515,123.270019,0.0010346,0.04778843,0.337636,-0.028451,-0.211628,-0.0002,102.0134,0,270.768,325.112,328.062,1143.36,0,0
Edge frame?,Yes,9,20.95186863,127.049383,0.00101125,0.04878323,0.45898,0.172314,-0.211628,0.0017,102.0127,0,270.756,325.104,328.039,1143.385,0,0
Grid?,No,10,20.9555753,127.244754,0.00111457,0.05116467,0.731839,0.550021,-0.211628,0.0006,102.0142,0,270.748,325.089,328.06,1143.399,0,0
Non-scrubbed?,Yes,11,20.95536148,125.374054,0.00116269,0.05059354,0.581115,0.564977,-0.211628,-0.0015,102.014,0,270.744,325.122,328.125,1143.402,0,0
Substrate used? {Y/N},No,12,20.95327488,121.591904,0.00089126,0.04854159,0.690056,0.789999,-0.211628,-0.0048,102.0119,0,270.746,325.157,328.161,1143.409,0,0
Substrate,none,13,20.94892946,123.095328,0.0006418,0.04756048,0.809077,0.743279,-0.211628,-0.0015,102.012,0,270.728,325.157,328.147,1143.401,0,0
Additional specimen preparation details,,14,20.94773323,126.693513,0.00050614,0.04813659,1.037693,1.041525,-0.211628,-0.0001,102.0131,0,270.734,325.162,328.153,1143.388,0,0
,,15,20.95124694,126.768821,0.00055829,0.04980855,1.056601,1.177574,-0.211628,-0.0011,102.0116,0,270.752,325.166,328.097,1143.375,0,0
Specimen,,16,20.95575471,125.96206,0.00073643,0.05132901,1.101743,1.276288,-0.211628,0.0012,102.0106,0,270.746,325.1,328.004,1143.388,0,0
