General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94148489,107.145904,0.00059683,0.04482445,0.99994,0.999938,-0.740513,-0.005,101.3567,0,270.111,329.83,334.012,1139.433,0,0
Standard used,ISO 5660-1,1,20.94732445,106.854598,0.00103736,0.04654568,0.999911,0.999952,-0.740513,-0.0011,101.3596,0,270.125,329.814,333.993,1139.394,0,0
Date of test,05/03/2019,2,20.953164,106.563291,0.00147789,0.0482669,0.999881,0.999966,-0.740513,0.0028,101.3626,0,270.139,329.799,333.974,1139.356,0,0
Time of test,11:19,3,20.95417053,103.988069,0.00162236,0.04694526,0.999705,0.999861,-0.740513,0.0018,101.3615,0,270.152,329.814,333.98,1139.305,0,0
Heat flux (kW/m²),50,4,20.95146304,103.477545,0.00155022,0.04537142,1.000391,0.999969,-0.740513,0.0008,101.3622,0,270.145,329.786,333.946,1139.27,0,0
Nominal duct flow rate (l/s),24,5,20.94715219,108.18702,0.00152863,0.04491561,1.001019,0.999989,-0.740513,0.0014,101.3636,0,270.137,329.739,333.886,1139.258,0,0
Sampling interval (s),1,6,20.94839591,107.731742,0.00156657,0.04587186,1.001073,1.000004,-0.740513,0.0018,101.3629,0,270.145,329.711,333.809,1141.904,0,0
Separation (mm),60,7,20.95205404,107.818079,0.00168668,0.04798846,1.000078,1.000032,-0.740513,-0.0001,101.3626,0,270.148,329.689,333.773,1140.015,0,0
Orientation,Horizontal,8,20.95420296,106.993687,0.00199209,0.04889791,1.000138,1.000028,-0.740513,-0.0009,101.3633,0,270.176,329.654,333.726,1139.196,0,0
Edge frame?,Yes,9,20.95396314,106.065648,0.0020609,0.04722661,0.999245,1.000014,-0.740513,-0.0006,101.3638,0,270.159,329.607,333.665,1139.179,0,0
Grid?,No,10,20.95091953,107.094626,0.00182997,0.0454065,1.000534,1.000011,-0.740513,0.0018,101.3621,0,270.154,329.61,333.649,1139.193,0,0
Non-scrubbed?,Yes,11,20.9468658,107.140036,0.00164165,0.04503453,1.000722,0.999956,-0.740513,-0.0017,101.3636,0,270.165,329.591,333.64,1135.217,0,0
Substrate used? {Y/N},No,12,20.94758228,104.718242,0.00155886,0.04634275,1.000322,0.999952,-0.740513,-0.0007,101.363,0,270.136,329.566,333.63,1133.99,0,0
Substrate,none,13,20.95069641,103.330081,0.0015869,0.04844958,1.000217,0.999966,-0.740513,-0.0002,101.3626,0,270.136,329.566,333.635,1137.973,0,0
Additional specimen preparation details,,14,20.95247116,103.686154,0.00166582,0.0485195,1.000649,0.999947,-0.740513,-0.0002,101.3621,0,270.141,329.604,333.661,1139.189,0,0
,,15,20.95169119,102.630894,0.00152559,0.04676645,1.000682,0.999833,-0.740513,0.0008,101.3624,0,270.142,329.617,333.722,1139.829,0,0
Specimen,,16,20.94800645,103.381887,0.00119286,0.04458803,1.001021,0.999867,-0.740513,-0.0016,101.3628,0,270.132,329.67,333.771,1139.416,0,0
Sample description,After WT 3mon_HG17,17,20.94499133,106.512442,0.00105648,0.04420464,1.000626,0.999853,-0.740513,-0.0011,101.3624,0,270.161,329.704,333.792,1139.284,0,0
Material name/ID,,18,20.94769916,106.177549,0.00109033,0.04642859,0.999207,0.999876,-0.740513,0.0017,101.3615,0,270.152,329.674,333.777,1139.307,0,0
Specimen number,,19,20.95114451,107.130568,0.00128713,0.04878253,1.000188,0.999842,-0.740513,0.0012,101.3615,0,270.162,329.678,333.746,1139.367,0,0
E (MJ/kg),13.1,20,20.95255928,106.569107,0.00149928,0.04777293,1.000853,0.999873,-0.740513,0.0011,101.3624,0,270.171,329.67,333.756,1139.428,0,0
Initial mass (g),58.702,21,20.95125438,107.002052,0.00147262,0.04618657,1.001107,0.999929,-0.740513,0.0012,101.3636,0,270.17,329.675,333.781,1139.456,0,0
Thickness (mm),12.5,22,20.94702483,105.985685,0.00117339,0.04447651,1.000776,0.999876,-0.740513,0.0011,101.3626,0,270.17,329.665,333.75,1139.513,0,0
Surface area (cm²),88.4,23,20.94521331,105.722729,0.00104973,0.04429154,1.000865,0.999912,-0.740513,-0.0001,101.3612,0,270.173,329.652,333.738,1139.572,0,0
Sponsor,,24,20.94835587,109.168899,0.0011643,0.04671597,1.000725,0.999971,-0.740513,0,101.3614,0,270.162,329.652,333.746,1139.626,0,0
Manufacturer,,25,20.95162939,105.56017,0.00142384,0.04816395,1.000337,1.000015,-0.740513,-0.0006,101.3618,0,270.174,329.676,333.746,1139.67,0,0
Test start time (s),79,26,20.95254166,105.32007,0.00162446,0.04681051,1.001184,0.999905,-0.740513,0.0014,101.3596,0,270.175,329.649,333.728,1139.699,0,0
Time to ignition (s),19,27,20.95065437,108.251303,0.0015977,0.04513848,1.000738,0.999936,-0.740513,0.0021,101.361,0,270.172,329.603,333.664,1139.801,0,0
Time to flameout (s),1176,28,20.94450769,103.893476,0.00147381,0.0448433,1.000549,0.999955,-0.740513,0.0027,101.3611,0,270.155,329.578,333.671,1139.889,0,0
End of test criterion,ISO 5660-1:2002,29,20.94352615,106.507686,0.00147493,0.04535663,0.99914,0.999977,-0.740513,-0.0001,101.3602,0,270.164,329.625,333.72,1139.919,0,0
User EOT time (s),,30,20.94718716,106.692912,0.00156975,0.04748027,0.999304,1.00007,-0.740513,0.0017,101.361,0,270.173,329.66,333.751,1139.96,0,0
MLR EOT mass (g/m²),150,31,20.95001819,106.579479,0.00183441,0.04890952,1.000484,1.000007,-0.740513,0.0012,101.3618,0,270.164,329.639,333.73,1139.994,0,0
MLR EOT time period (s),60,32,20.95048196,108.101041,0.00203973,0.0474662,1.001002,0.999939,-0.740513,0.0016,101.3629,0,270.166,329.616,333.711,1140.016,0,0
Truncate graphs at EOT?,No,33,20.94810897,104.813097,0.0019667,0.04572343,1.000952,1.000003,-0.740513,0.0008,101.3627,0,270.18,329.595,333.702,1140.076,0,0
Smooth data?,No,34,20.94366749,103.159636,0.00186575,0.04500799,1.001207,1.00009,-0.740513,0.0001,101.3628,0,270.172,329.592,333.72,1140.127,0,0
Correct O2 for pressure?,No,35,20.9441072,104.403869,0.00188216,0.04562332,1.000323,1.000021,-0.740513,0.0015,101.3606,0,270.155,329.625,333.743,1140.19,0,0
,,36,20.94765546,105.577744,0.00199385,0.04789791,0.999764,1.000127,-0.740513,0.0031,101.362,0,270.146,329.615,333.76,1140.259,0,0
Specifications: apparatus,,37,20.95095013,104.66924,0.00224101,0.04853361,0.999603,1.000229,-0.740513,0.0019,101.3628,0,270.157,329.631,333.779,1140.276,0,0
C-factor (SI units),0.045125,38,20.95200014,105.059316,0.00228722,0.04702569,1.001394,1.000281,-0.740513,0.0019,101.3632,0,270.161,329.642,333.785,1140.302,0,0
OD correction factor,0.97963,39,20.94915086,104.136125,0.00210548,0.04548324,1.000276,1.000301,-0.740513,0.0009,101.3635,0,270.138,329.619,333.742,1140.325,0,0
Duct diameter (m),0.114,40,20.94613146,104.418756,0.00194235,0.0450158,1.000195,1.000282,-0.740513,-0.0015,101.3641,0,270.147,329.589,333.689,1140.359,0,0
O2 delay time (s),0,41,20.94849633,105.224023,0.00196057,0.04584247,1.000244,1.000341,-0.740513,-0.0002,101.3632,0,270.146,329.541,333.597,1140.378,0,0
CO2 delay time (s),0,42,20.95240422,106.928971,0.00221636,0.04841616,1.000113,1.00037,-0.740513,0.0016,101.3639,0,270.153,329.465,333.49,1140.358,0,0
CO delay time (s),0,43,20.95380865,105.353244,0.00234879,0.04882985,0.999082,1.000308,-0.740513,0.0016,101.365,0,270.157,329.403,333.418,1140.372,0,0
,,44,20.95220032,105.812986,0.00223066,0.04654803,0.999156,1.000279,-0.740513,0.0007,101.3647,0,270.156,329.382,333.39,1143.096,0,0
Laboratory,,45,20.94716023,106.830674,0.00199685,0.0452074,0.999693,1.000298,-0.740513,0.0017,101.364,0,270.163,329.38,333.386,1141.281,0,0
Laboratory name,FTT Cone - NIST,46,20.94298236,105.986,0.00174894,0.04504372,1.000172,1.000325,-0.740513,0.002,101.3634,0,270.149,329.397,333.379,1140.701,0,0
Operator,Shields,47,20.94685081,106.142647,0.00161873,0.04606515,0.999997,1.000364,-0.740513,0.0021,101.3614,0,270.153,329.38,333.354,1140.768,0,0
Filename,C:\CC5\DATA\19030007.CSV,48,20.95092686,100.318955,0.00173744,0.04861461,1.000872,1.000297,-0.740513,0.0023,101.362,0,270.15,329.364,333.326,1140.791,0,0
Report name,,49,20.95249873,102.92386,0.00184766,0.04806357,1.000957,1.00033,-0.740513,0.0001,101.3628,0,270.153,329.363,333.325,1140.713,0,0
,,50,20.9514167,104.387129,0.00170564,0.04605207,1.001364,1.000313,-0.740513,-0.0007,101.3629,0,270.15,329.366,333.331,1140.632,0,0
,,51,20.94752711,105.724357,0.00156356,0.04511887,1.001677,1.000293,-0.740513,0.0009,101.3627,0,270.146,329.39,333.342,1140.57,0,0
Pre-test conditions,,52,20.94500071,105.691916,0.00149266,0.04555186,1.000214,1.000333,-0.740513,-0.0001,101.3639,0,270.147,329.362,333.305,1140.531,0,0
Ambient temperature (°C),20.5,53,20.94803255,107.695676,0.00161787,0.04681083,1.000854,1.000335,-0.740513,0.0002,101.3624,0,270.148,329.347,333.319,1143.242,0,0
Barometric pressure (Pa),101366,54,20.95099736,102.550449,0.00188546,0.04874585,1.000432,1.00031,-0.740513,-0.0025,101.3637,0,270.132,329.362,333.351,1141.324,0,0
Relative humidity (%),13.7,55,20.9509334,102.50474,0.00212865,0.04824462,1.000595,1.000336,-0.740513,-0.0019,101.3622,0,270.133,329.39,333.398,1140.612,0,0
,,56,20.95053001,107.096833,0.0019811,0.04614457,0.999792,1.000346,-0.740513,-0.0004,101.3616,0,270.14,329.411,333.441,1140.663,0,0
,,57,20.94663237,106.213734,0.00168234,0.04506571,0.999881,1.000269,-0.740513,0.0004,101.3631,0,270.123,329.392,333.413,1140.707,0,0
Conditioning,,58,20.94515352,104.682878,0.00152512,0.04521395,1.000552,1.000215,-0.740513,0.0021,101.3636,0,270.134,329.389,333.427,1140.727,0,0
Conditioned? {Y/N},No,59,20.94873291,97.653648,0.00150139,0.04721949,0.999876,1.00013,-0.740513,0.0022,101.3623,0,270.126,329.424,333.424,1142.133,0,0
Conditioning temperature (°C),N/A,60,20.95181866,108.866687,0.00168171,0.04888656,0.999398,1.000174,-0.740513,-0.0008,101.3627,0,270.132,329.387,333.307,1142.465,0,0
Conditioning RH (%),N/A,61,20.95245218,108.741647,0.00176331,0.04757939,1.000788,1.000192,-0.740513,0.0001,101.3632,0,270.147,329.29,333.181,1142.842,0,0
,,62,20.95053717,109.689137,0.00156378,0.04568831,1.000315,1.000127,-0.740513,0.0017,101.3637,0,270.146,329.186,333.1,1141.026,0,0
Data collected,,63,20.94587509,108.607149,0.00148192,0.04496433,1.000456,1.000108,-0.740513,0.0012,101.3631,0,270.14,329.127,333.043,1140.454,0,0
CO/CO2 data collected?,Yes,64,20.94565075,106.488221,0.00143812,0.04576959,0.999476,1.000054,-0.740513,0.0012,101.3624,0,270.13,329.136,333.05,1140.418,0,0
Mass data collected?,Yes,65,20.95074266,106.135844,0.00149573,0.04758297,1.000477,1.000082,-0.740513,0.001,101.3628,0,270.144,329.123,333.014,1140.405,0,0
Smoke data collected?,Yes,66,20.95397848,106.735495,0.00173988,0.0489443,1.000031,0.999996,-0.740513,0,101.3624,0,270.12,329.105,332.983,1140.386,0,0
Soot mass data collected?,No,67,20.9543082,105.057611,0.00184574,0.04760491,0.999927,1.000078,-0.740513,0.0021,101.3625,0,270.124,329.096,332.979,1140.361,0,0
Soot mass ratio (1:x),N/A,68,20.95169647,106.723467,0.00161477,0.04552915,1.001272,1.000185,-0.740513,0.0023,101.3649,0,270.13,329.104,332.999,1140.383,0,0
Soot mass (g),N/A,69,20.94722727,107.679675,0.00148198,0.04493016,1.001055,1.000119,-0.740513,0.0021,101.3658,0,270.095,329.092,333.023,1140.325,0,0
,,70,20.94815772,107.172179,0.001433,0.04576043,1.000775,1.000138,-0.740513,0.002,101.3669,0,270.124,329.125,333.05,1140.251,0,0
Comments,,71,20.95204083,105.310511,0.00151813,0.04788638,1.000686,1.000139,-0.740513,0.0025,101.3641,0,270.125,329.113,333.051,1140.206,0,0
Pre-test comments,,72,20.95428419,104.798595,0.00177854,0.0486599,1.000279,1.000104,-0.740513,0.0002,101.3635,0,270.132,329.119,333.087,1140.21,0,0
After-test comments,,73,20.95436854,104.578739,0.00181367,0.04705253,0.999388,1.000084,-0.740513,0.0011,101.3643,0,270.125,329.165,333.16,1140.163,0,0
,,74,20.95096615,105.754037,0.0015299,0.04536449,0.999914,1.000113,-0.740513,0.0031,101.3648,0,270.136,329.21,333.172,1140.116,0,0
,,75,20.94693385,107.356246,0.00136749,0.04516245,1.000596,1.000057,-0.740513,0.0031,101.3649,0,270.129,329.244,333.24,1140.122,0,0
,,76,20.94867332,109.774335,0.00132428,0.04562437,1.000418,1.000104,-0.740513,0.0013,101.3641,0,270.132,329.246,333.244,1140.091,0,0
,,77,20.95250543,106.659135,0.00138053,0.04791826,1.000228,1.000035,-0.740513,0.0016,101.3662,0,270.129,329.232,333.245,1140.096,0,0
,,78,20.95445748,106.93276,0.00157146,0.04837808,0.999682,1.000098,-0.740513,0.0005,101.3651,0,270.118,329.226,333.185,1141.083,0,0
,,79,20.95365426,107.610402,0.00158056,0.04692754,1.000707,1.000035,-0.740513,-0.0012,101.3643,0,270.138,329.174,333.16,1140.986,0,0
,,80,20.95016143,106.508369,0.00135467,0.04530254,1.00059,1.000065,-0.740728,0.0001,101.3642,0,270.124,329.152,333.103,1141.656,0,0
,,81,20.94699283,108.613556,0.00122471,0.0445723,1.000062,1.000102,-0.740717,0.0015,101.3647,0,270.123,329.098,332.997,1141.867,0,0
,,82,20.94961775,105.714034,0.00129511,0.04642145,1.000947,1.000108,46.349251,0.0028,101.3649,0,270.124,329.024,332.909,1140.505,0,0
,,83,20.95315132,106.377153,0.00143746,0.04834239,1.000333,1.000163,59.08384,0.0025,101.3649,0,270.124,329.012,332.931,1139.633,0,0
,,84,20.9545413,106.041273,0.00171595,0.047769,0.998761,1.000178,59.010829,0.0022,101.3654,0,270.129,329.038,332.932,1141.214,0,0
Events,,85,20.95330555,107.84181,0.00163352,0.0459888,0.998009,1.000015,58.876996,0.0044,101.3643,0,270.108,329.043,332.924,1141.597,0,0
Number of events,0,86,20.94998015,106.436652,0.0015072,0.04514079,0.994389,1.000034,58.908726,0.0025,101.3631,0,270.122,329.019,332.913,1141.479,0,0
,,87,20.94887131,105.330836,0.00140779,0.0453288,0.997554,1.00002,58.62062,0.0024,101.3627,0,270.118,329.011,332.893,1141.302,0,0
,,88,20.95225555,104.85045,0.00136841,0.04627253,0.996247,1.000043,58.533605,0.0013,101.3633,0,270.104,329.005,332.871,1141.175,0,0
,,89,20.95553297,103.416445,0.00156899,0.04866347,0.996868,0.999998,58.610207,0.0004,101.3607,0,270.109,328.962,332.851,1141.05,0,0
,,90,20.95646564,108.795657,0.00168355,0.04829742,0.989364,1.000026,58.631646,0.0002,101.3628,0,270.121,328.955,332.839,1140.937,0,0
,,91,20.95614812,107.13506,0.00151313,0.04726836,0.983297,1.000017,58.631892,0.0022,101.3643,0,270.119,328.979,332.906,1143.458,0,0
,,92,20.95055545,106.629707,0.0013346,0.04736256,0.986598,1,58.63183,0.0001,101.3635,0,270.116,329.017,332.968,1141.506,0,0
,,93,20.9494641,106.733104,0.0013312,0.04867727,0.964036,1.00004,58.63222,0.002,101.3643,0,270.12,329.056,333.022,1140.728,0,0
,,94,20.95302826,107.843445,0.00150735,0.05113448,0.961204,1.000042,58.632197,0.0012,101.3638,0,270.123,329.111,333.084,1140.744,0,0
,,95,20.95442328,105.96026,0.00179486,0.05196019,0.961919,0.999984,58.631942,-0.0007,101.3633,0,270.112,329.168,333.179,1140.735,0,0
,,96,20.95329402,104.967504,0.00187037,0.05011897,0.95908,0.999947,58.631953,0.001,101.3617,0,270.113,329.204,333.237,1140.713,0,0
,,97,20.95021542,106.681857,0.0017183,0.04821249,0.952443,0.999897,58.555739,-0.0021,101.3633,0,270.145,329.242,333.296,1140.708,0,0
,,98,20.94552774,107.16432,0.00155782,0.04737867,0.930112,0.999842,58.524197,0.0009,101.3634,0,270.124,329.253,333.387,1140.708,0,0
,,99,20.94612629,105.896527,0.00157367,0.0474314,0.911146,0.999851,58.531907,0.0003,101.3632,0,270.11,329.321,333.478,1140.726,0,0
,,100,20.94984415,104.360127,0.00175198,0.04970793,0.897522,0.99989,58.534379,-0.0003,101.3614,0,270.1,329.466,333.825,1143.492,0,0
,,101,20.95226217,101.31404,0.00206188,0.05066841,0.830664,0.999856,58.353441,-0.001,101.363,0,270.098,329.871,334.517,1142.241,0,0
