General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94972004,109.939835,0.00266012,0.04419205,0.999827,0.999189,-0.740421,0.0009,101.287,0,271.307,334.914,338.695,1149.871,0,0
Standard used,ISO 5660-1,1,20.94990197,108.351566,0.00265355,0.04558772,0.998918,0.999189,-0.740421,-0.0008,101.2857,0,271.31,334.93,338.723,1149.92,0,0
Date of test,23/07/2018,2,20.9500839,106.763298,0.00264698,0.04698339,0.998008,0.999189,-0.740421,-0.0025,101.2844,0,271.313,334.946,338.751,1149.969,0,0
Time of test,11:37,3,20.95261346,103.005214,0.00290527,0.04955447,0.998051,0.999147,-0.740421,0.0014,101.2849,0,271.306,334.947,338.759,1150.009,0,0
Heat flux (kW/m²),50,4,20.95399516,107.811455,0.00308282,0.04897386,0.998384,0.999188,-0.740421,-0.0017,101.2856,0,271.313,334.925,338.69,1150.022,0,0
Nominal duct flow rate (l/s),24,5,20.95284734,112.761124,0.00295102,0.04704198,0.999444,0.999192,-0.740421,-0.0018,101.2857,0,271.301,334.848,338.587,1150.042,0,0
Sampling interval (s),1,6,20.94869842,108.290163,0.00277224,0.04608197,0.999071,0.999106,-0.740421,-0.0015,101.2852,0,271.308,334.798,338.541,1150.067,0,0
Separation (mm),60,7,20.94648042,108.672126,0.00262826,0.04623176,0.998577,0.999092,-0.740421,0.0031,101.2841,0,271.304,334.753,338.429,1150.073,0,0
Orientation,Horizontal,8,20.94964237,107.405464,0.00259025,0.04777209,0.998457,0.999063,-0.740421,-0.0008,101.2861,0,271.305,334.678,338.347,1150.111,0,0
Edge frame?,Yes,9,20.95296185,109.273577,0.00276373,0.04977353,0.999055,0.999012,-0.740421,-0.0001,101.287,0,271.311,334.63,338.33,1150.173,0,0
Grid?,No,10,20.95401501,108.151686,0.00286447,0.04869372,0.999699,0.998969,-0.740421,0.0029,101.2868,0,271.303,334.622,338.361,1150.182,0,0
Non-scrubbed?,Yes,11,20.95221557,105.937626,0.00268703,0.04672535,0.999628,0.998981,-0.740421,0.0028,101.2857,0,271.29,334.654,338.452,1150.19,0,0
Substrate used? {Y/N},No,12,20.94777148,106.57868,0.00252567,0.04600294,0.999663,0.998881,-0.740421,-0.0005,101.2849,0,271.3,334.691,338.465,1150.224,0,0
Substrate,none,13,20.94695633,106.186452,0.00245152,0.04625264,0.999665,0.998811,-0.740421,0.0024,101.2878,0,271.286,334.728,338.511,1150.275,0,0
Additional specimen preparation details,,14,20.94916712,105.122682,0.0025503,0.04835144,0.998711,0.998819,-0.740421,0.0026,101.2867,0,271.289,334.749,338.515,1150.286,0,0
,,15,20.95143031,109.271378,0.00280452,0.04991865,1.000008,0.998919,-0.740421,-0.0003,101.2845,0,271.28,334.747,338.524,1150.289,0,0
Specimen,,16,20.95193452,107.243118,0.00298492,0.04859992,0.999448,0.998905,-0.740421,-0.0024,101.2846,0,271.262,334.763,338.54,1150.327,0,0
Sample description,1cm_Nitrilo with NaOH,17,20.95069777,106.475478,0.00291753,0.04682277,0.998986,0.998914,-0.740421,0.0015,101.2886,0,271.25,334.785,338.551,1150.359,0,0
Material name/ID,1cm_Nitrilo with NaOH,18,20.9471075,106.153744,0.00281056,0.04599929,0.998802,0.998972,-0.740421,-0.0007,101.2884,0,271.256,334.8,338.568,1150.398,0,0
Specimen number,,19,20.94747164,108.457493,0.0027641,0.04652594,0.998167,0.998903,-0.740421,-0.0011,101.2852,0,271.281,334.791,338.565,1150.425,0,0
E (MJ/kg),13.1,20,20.95121328,109.115368,0.00290082,0.04925082,0.997289,0.998815,-0.740421,0.0006,101.2855,0,271.264,334.789,338.535,1150.459,0,0
Initial mass (g),41.711,21,20.95371777,110.324605,0.00313497,0.05003928,0.998916,0.998766,-0.740421,0.0019,101.2876,0,271.276,334.772,338.513,1150.492,0,0
Thickness (mm),10,22,20.95371777,108.231463,0.00308559,0.04866516,0.998272,0.998564,-0.740421,0.0003,101.2888,0,271.266,334.753,338.524,1150.519,0,0
Surface area (cm²),88.4,23,20.9512081,107.8539,0.0028565,0.04715466,0.997742,0.998537,-0.740421,0.0005,101.2867,0,271.259,334.747,338.481,1150.527,0,0
Sponsor,,24,20.94672235,106.617567,0.00265126,0.04684994,0.998201,0.998458,-0.740421,0.0009,101.2861,0,271.245,334.709,338.451,1148.7,0,0
Manufacturer,,25,20.94775488,108.820499,0.00260847,0.04753133,0.997936,0.998339,-0.740421,0,101.2874,0,271.25,334.693,338.441,1148.264,0,0
Test start time (s),99,26,20.95063747,110.698149,0.00274565,0.0498661,0.997313,0.998388,-0.740421,-0.0024,101.2887,0,271.242,334.702,338.432,1150.013,0,0
Time to ignition (s),,27,20.95205986,109.275086,0.00296701,0.05025081,0.998071,0.998333,-0.740421,-0.0018,101.2877,0,271.246,334.685,338.44,1152.073,0,0
Time to flameout (s),,28,20.95152933,107.1608,0.00286981,0.04827667,0.997795,0.998303,-0.740421,-0.0014,101.2871,0,271.22,334.665,338.436,1150.905,0,0
End of test criterion,ISO 5660-1:2002,29,20.94811021,105.564903,0.00262541,0.04725564,0.997755,0.998247,-0.740421,0.0008,101.2876,0,271.243,334.663,338.431,1150.468,0,0
User EOT time (s),,30,20.94440381,105.199514,0.00244029,0.04761535,0.99861,0.99819,-0.740421,0.0032,101.2882,0,271.22,334.664,338.393,1150.469,0,0
MLR EOT mass (g/m²),150,31,20.94688354,105.078955,0.00238898,0.0484644,0.998107,0.998114,-0.740421,0.0001,101.2892,0,271.222,334.646,338.383,1150.459,0,0
MLR EOT time period (s),60,32,20.95171051,109.101273,0.0026056,0.05111719,0.99839,0.998044,-0.740421,0,101.2899,0,271.223,334.614,338.345,1150.458,0,0
