Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g)
Peaks,,0,1.14043384810914,0.00576310368538976,0.0333946319259543,1.74930658333332,197.885360105579,-2.74214906474193E-05,-0.000282983812868599,0,25.479529002588,0.00241261245117247,23.8912415823019,24.21335819919,5.84174494760649E-05,0.00660830876426074,0,0,-4.79685941143436E-05,-0.000495025446827805,0.000699450390623549,0,0,46.77
peak HRR (kW/m²),166.757620447876,1,0.866078108317225,0.113549059187698,0.780683187680773,0.067425749999994,7.6273472850672,-0.000677607998933945,-0.0022807130996449,0.00100325597821318,25.2596000911927,0.0021932566246437,23.6840923623261,23.9999956458873,5.26381494417622E-05,0.00595454179205455,5.55277994589136E-05,0.00628142527815764,-4.56882275341164E-05,-0.000153778791278369,0.000601883542873296,0.000650666966748422,1.00325597821318,46.013454
peak EHC (MJ/kg),78.2316537378158,2,-1.23712692732686,0,0,-0.23844058333333,-26.9729166666662,0,0,0.0014362950323718,25.1615933489769,0.00252667964880887,23.5919135890158,23.9040976909245,6.03979971587981E-05,0.00683235261977354,0.000112045872759194,0.0126748724840717,-6.84988221819112E-06,0.000690265873669003,-0.000396631125058239,0.00095160873818507,0.718147516185898,46.176477
peak MLR (g/s),0.314626000000002,3,-2.73849328166672,0,0,-0.127419583333335,-14.4139800150831,0,0,0.0014362950323718,25.2661439261548,0.0034919230089572,23.689727272266,24.0018493210507,8.38126099017008E-05,0.00948106446851819,0.000184151176289443,0.0208315810282175,6.67651467622275E-05,0.00105275443541066,-0.00112656222823021,0.00095160873818507,0.478765010790599,46.328882
peak SEA (m²/kg),2976.62525186644,4,-1.84380974048334,0,0,-0.102929083333336,-11.6435614630471,0,0,0.0014362950323718,25.427377471478,0.0035358002309095,23.8398931326185,24.1519911015008,8.53966157136107E-05,0.00966025064633605,0.000268755789097099,0.0304022385856447,8.73923341983193E-05,0.000437652047221222,-0.00072545083727884,0.00095160873818507,0.359073758092949,46.432137
peak COY (kg/kg),206.863051005791,5,0.119811485164435,0,0,-0.0523571666666681,-5.92275641025657,0,0,0.00149620077495401,24.842029291802,0.00389560172970131,23.2890496742066,23.5931189749145,9.19093950877258E-05,0.0103969903945391,0.000357408794497767,0.0404308591060822,4.16343892153846E-05,-0.000525898876983862,0.000171602897467105,0.00103741018691862,0.299240154990803,46.529699
peak CO2Y (kg/kg),2002.84998660177,6,2.47353353812417,0,0,-0.0263838333333351,-2.98459653092026,0,0,0.00279287328659832,25.673928402691,0.00288643975766118,24.0683617326867,24.3802147053388,7.03720210258057E-05,0.00796063586264771,0.000438549502554533,0.0496096722346757,5.19918856399615E-06,-0.000747023352252927,0.00140720109388378,0.00182681218259407,0.46547888109972,46.547864
,,7,1.55957693239526,0,0,-0.206316249999996,-23.3389423076919,0,0,0.00480942852185804,25.7924482207337,0.000859691248365682,24.1735543796385,24.4767690308908,2.10424641241249E-05,0.00238036924481051,0.000484256745129498,0.0547801747884048,-1.11148681468112E-05,-0.000183061898575083,0.000991245247766412,0.00302603535341917,0.687061217408291,46.626412
Time To Peaks,,8,-0.565736584641067,0,0,-0.0889021666666654,-10.0568061840119,0,0,0.00558921698805567,25.5108097118681,0.00341294456251808,23.9004198926947,24.2011903903652,8.25973211492615E-05,0.00934358836530107,0.000536076637766191,0.0606421535934606,-3.01482435364862E-06,0.000507266269048211,-5.61506375239598E-05,0.00352165797730237,0.698652123506959,46.889235
t peak HRR (s),42,9,-1.72730129997087,-0.157772798694054,0.842197350414994,0.0967805833333291,10.9480297888381,0.000442358133047697,0.00673327326232599,0.00558921698805567,25.3746358343778,0.00338661857172219,23.7684595170285,24.067768226257,8.15083508549472E-05,0.00922040168042389,0.000618129473768296,0.069924148616323,4.28116781585985E-05,0.000651650114070617,-0.000647541904787042,0.00352165797730237,0.621024109783963,46.784872
