Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g)
Peaks,,0,0,0,0,0.00352299999997759,0.398529411762171,0,0,0,0,0.019222801426398,0,0,0,0,0,0,-0,0,-0,0,0,100
peak HRR (kW/m²),0,2,0,0,0,-0.00101666666666134,-0.115007541477527,0,0,0,0,0.0188272075300484,0,0,0,0,0,0,-0,-0,0,0,0,99.997694
peak EHC (MJ/kg),0,4,0,0,0,-0.00352583333333338,-0.398849924585224,0,0,0,0,0.0188008352379396,0,0,0,0,0,0,0,0,-0,0,0,100.002713
peak MLR (g/s),0.00515312499999906,6,0,0,0,-0.00126875000000422,-0.143523755656586,0,0,0,0,0.0191788456680092,0,0,0,0,0,0,0,-0,0,0,0,100.009339
peak SEA (m²/kg),0,8,0,0,0,-0.000976833333330873,-0.110501508295348,0,0,0,0,0.0189766520163264,0,0,0,0,0,0,0,-0,-0,0,0,100.00854
peak COY (kg/kg),0,10,0,0,0,-0.00231491666666273,-0.261868401206191,0,0,0,0,0.0190293977370137,0,0,0,0,0,0,-0,-0,0,0,0,100.01386
peak CO2Y (kg/kg),0,12,0,0,0,0.00138174999999841,0.156306561085792,0,0,0,0,0.0191436812198844,0,0,0,0,0,0,0,0,-0,0,0,100.015437
,,14,0,0,0,0.00374491666666425,0.423633107088716,0,0,0,0,0.0196272047385245,0,0,0,0,0,0,-0,-0,0,0,0,100.008957
Time To Peaks,,16,0,0,0,0.0024737916666678,0.279840686274638,0,0,0,0,0.0193546700231402,0,0,0,0,0,0,0,0,-0,0,0,100.002478
t peak HRR (s),10,18,0,0,0,-0.000269874999997199,-0.0305288461535293,0,0,0,0,0.0196096215981399,0,0,0,0,0,0,-0,-0,0,0,0,100.000066
t peak EHC (s),10,20,0,0,0,-0.0034563750000031,-0.390992647059174,0,0,0,0,0.0194953320447296,0,0,0,0,0,0,0,0,-0,0,0,100.00368
t peak MLR (s),38,22,0,0,0,-0.00354066666666834,-0.400527903469269,0,0,0,0,0.0192140102570988,0,0,0,0,0,0,-0,-0,0,0,0,100.012096
t peak SEA (s),10,24,0,0,0,0.000119583333332803,0.0135275263951135,0,0,0,0,0.0193107136039601,0,0,0,0,0,0,0,0,-0,0,0,100.015765
t peak COY (s),10,26,0,0,0,0.00330270833332946,0.373609539969396,0,0,0,0,0.0194074180169109,0,0,0,0,0,0,-0,-0,0,0,0,100.01177
