General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.9452159,122.167351,0.00136478,0.05031891,0.873425,0.873339,115.149104,0.0027,100.4564,0.109,270.558,332.343,336.099,1147.061,0,0
Standard used,ISO 5660-1,1,20.94839714,112.026059,0.00173739,0.04979762,0.793896,0.815704,115.149104,0.0011,100.4577,0.11,270.564,332.274,336.093,1147.083,0,0
Date of test,27/01/2020,2,20.95157837,101.884768,0.00211001,0.04927634,0.714367,0.758069,115.149104,-0.0005,100.459,0.111,270.57,332.204,336.087,1147.106,0,0
Time of test,13:29,3,20.95071201,101.796628,0.00201732,0.04738791,0.707765,0.743112,115.149104,-0.0024,100.4559,0.111,270.577,332.18,336.043,1147.108,0,0
Heat flux (kW/m²),50,4,20.94630677,102.832528,0.00184446,0.04620658,0.714064,0.731968,115.149104,-0.0024,100.455,0.112,270.554,332.147,336.022,1147.118,0,0
Nominal duct flow rate (l/s),24,5,20.94470153,99.87496,0.00178178,0.04659084,0.695122,0.695071,115.149104,-0.0003,100.4555,0.109,270.556,332.119,336.002,1147.085,0,0
Sampling interval (s),1,6,20.94825848,99.802149,0.00184384,0.04838117,0.732359,0.729281,115.149104,0,100.4564,0.108,270.564,332.119,335.984,1145.077,0,0
Separation (mm),60,7,20.9512996,101.233154,0.00210468,0.04992715,0.709674,0.734512,115.149104,0.0012,100.4571,0.11,270.58,332.135,336.047,1145.984,0,0
Orientation,Horizontal,8,20.95204162,101.262667,0.00220173,0.04908687,0.705952,0.701818,115.149104,-0.0003,100.458,0.111,270.558,332.174,336.089,1145.507,0,0
Edge frame?,Yes,9,20.94986991,104.214101,0.00197716,0.04688989,0.68858,0.666918,115.149104,0.0023,100.4567,0.111,270.557,332.189,336.108,1146.644,0,0
Grid?,No,10,20.94407771,104.293202,0.00184804,0.04609533,0.684956,0.67932,115.149104,-0.0008,100.4565,0.111,270.56,332.195,336.129,1147.022,0,0
Non-scrubbed?,Yes,11,20.94346129,106.951412,0.00184623,0.04647431,0.676538,0.703632,115.149104,-0.0011,100.455,0.11,270.598,332.179,336.09,1147.089,0,0
Substrate used? {Y/N},No,12,20.94708492,107.184271,0.00190669,0.04870039,0.660529,0.67151,115.149104,0,100.4546,0.111,270.592,332.209,336.147,1147.169,0,0
Substrate,none,13,20.94968402,103.44842,0.00212849,0.04973121,0.678177,0.682616,115.149104,0.0002,100.4559,0.11,270.575,332.226,336.165,1150.032,0,0
Additional specimen preparation details,,14,20.94983944,106.962855,0.00215366,0.04848822,0.676217,0.696966,115.149104,0.0001,100.4571,0.111,270.579,332.215,336.182,1147.988,0,0
,,15,20.94718881,102.40801,0.00192411,0.04719542,0.689291,0.706718,115.149104,-0.0004,100.4565,0.11,270.589,332.242,336.207,1147.327,0,0
Specimen,,16,20.94273684,100.927102,0.00167911,0.04623673,0.693163,0.698223,115.149104,0.0006,100.4568,0.108,270.585,332.235,336.245,1147.43,0,0
Sample description,Ipe 3 uncoated 2.0,17,20.94396338,104.501979,0.00155792,0.04645688,0.655486,0.661164,115.149104,-0.0018,100.4551,0.109,270.584,332.266,336.263,1147.539,0,0
Material name/ID,Ipe 3 uncoated 2.0,18,20.94765119,102.336513,0.00159481,0.04883115,0.625972,0.627137,115.149104,-0.0002,100.4572,0.108,270.587,332.268,336.258,1147.599,0,0
Specimen number,,19,20.95134534,103.469047,0.00182296,0.05014351,0.627112,0.657813,115.149104,0.0006,100.4582,0.112,270.585,332.283,336.327,1147.62,0,0
E (MJ/kg),13.1,20,20.95151585,103.382077,0.00182324,0.0486507,0.63244,0.643645,115.149104,-0.0009,100.4601,0.114,270.584,332.316,336.38,1147.558,0,0
Initial mass (g),114.94,21,20.9483213,102.074965,0.00166546,0.04655678,0.63473,0.655394,115.149104,0.0004,100.4592,0.114,270.595,332.361,336.426,1147.528,0,0
Thickness (mm),12.5,22,20.94435214,99.995903,0.00155767,0.0462376,0.663841,0.671902,115.149104,-0.0027,100.4607,0.111,270.595,332.376,336.459,1150.282,0,0
Surface area (cm²),88.4,23,20.94655373,102.476078,0.00156456,0.04759656,0.636146,0.637675,115.149104,0.0001,100.4599,0.116,270.581,332.39,336.498,1148.136,0,0
Sponsor,,24,20.9490455,106.222835,0.00167818,0.04961905,0.623353,0.628136,115.149104,-0.0005,100.4609,0.111,270.586,332.385,336.452,1147.41,0,0
Manufacturer,,25,20.95016916,107.102926,0.00195629,0.05058607,0.641154,0.64304,115.149104,0.0031,100.4612,0.111,270.59,332.373,336.449,1147.382,0,0
Test start time (s),110,26,20.95084103,107.693074,0.00195987,0.0484611,0.652245,0.673756,115.149104,0.0023,100.4609,0.108,270.589,332.35,336.407,1147.357,0,0
Time to ignition (s),16,27,20.94743926,105.983843,0.00182146,0.04707405,0.667713,0.701532,115.149104,-0.001,100.4593,0.108,270.58,332.31,336.355,1147.35,0,0
Time to flameout (s),814,28,20.94434478,104.17437,0.00177359,0.0472786,0.659775,0.67077,115.149104,-0.0023,100.46,0.108,270.562,332.323,336.352,1147.354,0,0
End of test criterion,ISO 5660-1:2002,29,20.94734462,104.761173,0.00180896,0.04867803,0.641943,0.633402,115.149104,-0.002,100.4586,0.11,270.576,332.335,336.369,1151.759,0,0
User EOT time (s),,30,20.95079537,108.956349,0.0019655,0.05070783,0.651931,0.659169,115.149104,-0.0024,100.459,0.109,270.579,332.341,336.401,1152.971,0,0
MLR EOT mass (g/m²),150,31,20.95347541,110.46145,0.00214369,0.05069083,0.709352,0.70185,115.149104,-0.0015,100.4587,0.114,270.572,332.347,336.428,1152.253,0,0
MLR EOT time period (s),60,32,20.95288343,104.554528,0.00200245,0.04827417,0.659001,0.662688,115.149104,-0.0027,100.4601,0.112,270.555,332.394,336.516,1148.41,0,0
Truncate graphs at EOT?,No,33,20.94870348,103.47207,0.0018269,0.04643224,0.634047,0.647601,115.149104,-0.0024,100.4611,0.108,270.565,332.439,336.504,1147.457,0,0
Smooth data?,No,34,20.9475803,104.575142,0.00171089,0.04647067,0.590479,0.64087,115.149104,-0.0001,100.4609,0.111,270.578,332.414,336.426,1147.486,0,0
Correct O2 for pressure?,No,35,20.95157903,106.917034,0.00179806,0.04801156,0.618879,0.645334,115.149104,-0.0007,100.4614,0.111,270.575,332.393,336.395,1147.521,0,0
,,36,20.95507537,103.223588,0.00208557,0.05052896,0.602389,0.645359,115.149104,-0.0004,100.4605,0.109,270.577,332.372,336.422,1147.526,0,0
Specifications: apparatus,,37,20.95599015,104.872132,0.00224114,0.04937656,0.545504,0.579038,115.149104,-0.0006,100.4607,0.108,270.58,332.393,336.46,1147.501,0,0
C-factor (SI units),0.04571,38,20.95363998,107.618603,0.00206077,0.0475341,0.56318,0.588133,115.149104,-0.0012,100.4598,0.108,270.591,332.437,336.539,1147.464,0,0
OD correction factor,0.97963,39,20.94794176,105.233005,0.00185453,0.04690716,0.634744,0.649874,115.149104,-0.0002,100.4593,0.11,270.586,332.46,336.566,1147.47,0,0
Duct diameter (m),0.114,40,20.94710649,103.765149,0.0017218,0.04736282,0.629426,0.647248,115.149104,0.0023,100.4579,0.11,270.574,332.457,336.456,1147.47,0,0
O2 delay time (s),0,41,20.95068119,105.918448,0.00170353,0.04986938,0.63784,0.634133,115.149104,0.0005,100.4589,0.111,270.595,332.401,336.406,1147.448,0,0
CO2 delay time (s),0,42,20.9534998,105.81816,0.00181196,0.05079194,0.633732,0.639364,115.149104,-0.0017,100.4611,0.115,270.577,332.422,336.477,1147.453,0,0
CO delay time (s),0,43,20.9523842,103.108546,0.00178447,0.04895597,0.636916,0.641234,115.149104,0.0021,100.4621,0.115,270.571,332.451,336.509,1147.389,0,0
,,44,20.94953835,102.016845,0.00151171,0.04731057,0.631866,0.663714,115.149104,-0.0012,100.4632,0.111,270.561,332.418,336.421,1147.356,0,0
Laboratory,,45,20.94502851,101.039019,0.00139415,0.04690088,0.646625,0.673815,115.149104,-0.0026,100.4609,0.108,270.576,332.391,336.441,1147.326,0,0
Laboratory name,FTT Cone - NIST,46,20.94404893,108.364091,0.00140469,0.04804012,0.618001,0.682429,115.149104,-0.0009,100.4605,0.113,270.583,332.42,336.442,1147.288,0,0
Operator,Shields,47,20.94731494,108.176165,0.00158407,0.05009206,0.663945,0.702286,115.149104,-0.002,100.4608,0.112,270.598,332.413,336.469,1147.286,0,0
Filename,C:\CC5\DATA\20010006.CSV,48,20.94978028,103.16759,0.00187484,0.05090867,0.698629,0.726159,115.149104,0.0005,100.4598,0.108,270.585,332.446,336.487,1147.297,0,0
Report name,,49,20.9498811,102.438844,0.00204768,0.04925971,0.672675,0.704145,115.149104,0.0009,100.459,0.109,270.591,332.449,336.548,1147.302,0,0
,,50,20.94716049,103.513315,0.0019684,0.04748976,0.689889,0.716797,115.149104,-0.0015,100.4581,0.114,270.589,332.457,336.55,1147.311,0,0
