General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.93553698,135.528206,-0.00034517,0.039307,1.000065,1.000064,32.737248,-0.0049,69.9899,0,267.556,323.188,326.594,1061.077,0,0
Standard used,ISO 5660-1,1,20.94267641,133.573726,-0.00018239,0.04253839,1.000022,1.000016,32.737248,-0.0029,70.0046,0,267.562,323.271,326.689,1061.093,0,0
Date of test,21/06/2024,2,20.94981584,131.619246,-1.961E-05,0.04576977,0.99998,0.999969,32.737248,-0.0008,70.0194,0,267.568,323.354,326.784,1061.109,0,0
Time of test,11:04,3,20.95235526,135.038219,0.00019846,0.04637836,0.999974,0.99996,32.737248,0.0022,70.0106,0,267.567,323.371,326.803,1061.146,0,0
Heat flux (kW/m²),50,4,20.95164506,138.791219,0.00019405,0.04425905,0.999981,0.999965,32.737248,-0.0002,70.009,0,267.588,323.424,326.835,1061.155,0,0
Nominal duct flow rate (l/s),24,5,20.94814306,139.616448,-4.77E-06,0.04281068,0.999974,0.999969,32.737248,-0.0002,70.0013,0,267.573,323.406,326.806,1061.135,0,0
Sampling interval (s),1,6,20.94470397,134.921926,-0.00013251,0.0428103,0.999928,0.999927,32.737248,0.0017,70.0037,0,267.58,323.379,326.837,1061.123,0,0
Separation (mm),25,7,20.9474824,135.932223,-0.00013931,0.04371835,0.999946,0.999944,32.737248,0.0024,69.9805,0,267.569,323.391,326.809,1061.092,0,0
Orientation,Horizontal,8,20.95097112,134.843032,2.785E-05,0.0461805,0.999934,0.999937,32.737248,0.0014,69.973,0,267.558,323.37,326.806,1061.07,0,0
Edge frame?,Yes,9,20.95244046,138.260863,0.00025003,0.04611453,0.999947,0.999934,32.737248,0.001,69.9736,0,267.553,323.386,326.791,1063.865,0,0
Grid?,No,10,20.95128645,133.708621,0.00010885,0.04430922,0.999977,0.999975,32.737248,0.0025,69.9749,0,267.555,323.341,326.723,1061.676,0,0
Non-scrubbed?,Yes,11,20.9472282,129.085052,-4.302E-05,0.04274303,0.999996,1.000003,32.737248,0.0013,69.9642,0,267.564,323.305,326.738,1061.061,0,0
Substrate used? {Y/N},No,12,20.94484902,135.332198,-0.00013635,0.0427762,1.000001,1.000007,32.737248,0.0019,69.9508,0,267.577,323.299,326.7,1061.061,0,0
Substrate,none,13,20.94812211,132.421201,-0.00013122,0.04393066,0.99999,1,32.737248,0.0012,69.9407,0,267.552,323.288,326.697,1061.045,0,0
Additional specimen preparation details,Stored in sealed container with drierite. Kaowool blankets. Al foil catchpan,14,20.95139451,133.706583,0.00013345,0.04687342,0.999992,0.999995,32.737248,0.0019,69.9544,0,267.576,323.304,326.731,1061.049,0,0
,,15,20.9539996,133.124936,0.00027147,0.04608145,1.000004,1.000025,32.737248,0.0016,69.9435,0,267.572,323.334,326.772,1061.012,0,0
Specimen,,16,20.95260007,131.784296,0.00012203,0.04359835,1.000012,1.000017,32.737248,0.0006,69.9425,0,267.564,323.429,326.886,1061.037,0,0
Sample description,Composite3_Horiz_50kWm-2_R2,17,20.94834053,134.363851,-3.871E-05,0.04260883,0.99999,0.999983,32.737248,-0.0021,69.9463,0,267.563,323.537,326.987,1061.05,0,0
Material name/ID,Composite3,18,20.94719618,136.049569,-0.00013606,0.043075,0.999991,0.999986,32.737248,-0.0012,69.9437,0,267.554,323.621,327.066,1063.828,0,0
Specimen number,1,19,20.95071464,137.478083,-7.189E-05,0.04519272,1.000029,1.000028,32.737248,-0.0016,69.9441,0,267.563,323.64,327,1061.656,0,0
E (MJ/kg),13.1,20,20.955235,132.915071,0.00015726,0.04639643,1.000023,1.000023,32.737248,-0.0006,69.9465,0,267.564,323.558,326.925,1061.045,0,0
Initial mass (g),32.82,21,20.95465063,132.958797,0.0002644,0.04499096,0.999995,1.000005,32.737248,-0.0011,69.9525,0,267.56,323.509,326.886,1061.042,0,0
Thickness (mm),5,22,20.95195319,133.212749,6.199E-05,0.04311208,1.000008,1.000006,32.737248,-0.0008,69.9537,0,267.559,323.436,326.828,1061.049,0,0
Surface area (cm²),100.35,23,20.9475159,134.742609,-7.975E-05,0.04250646,1.000037,1.00003,32.737248,-0.0008,69.9834,0,267.567,323.362,326.739,1061.049,0,0
Sponsor,,24,20.94771289,135.39771,-0.00013043,0.04364307,1.000037,1.00004,32.737248,0.0012,69.9655,0,267.552,323.297,326.585,1061.079,0,0
Manufacturer,,25,20.95152382,131.363392,-5.422E-05,0.04554901,1.000072,1.000055,32.737248,0.0008,69.9802,0,267.549,323.171,326.522,1061.094,0,0
Test start time (s),83,26,20.95376634,130.268387,0.00020231,0.04609691,1.000054,1.000057,32.737248,0.0007,69.9736,0,267.538,323.167,326.526,1061.103,0,0
Time to ignition (s),40,27,20.95241509,131.112873,0.000252,0.04467211,1.00005,1.000031,32.737248,0.0005,69.9964,0,267.533,323.193,326.521,1061.1,0,0
Time to flameout (s),2631,28,20.94933252,135.027813,3.077E-05,0.04345355,1.000007,1.000011,32.737248,0.0003,70.0042,0,267.56,323.155,326.49,1061.086,0,0
End of test criterion,ASTM E 1354,29,20.94496025,133.619678,-0.0001105,0.04329481,1,1.000003,32.737248,0.0016,70.0168,0,267.574,323.157,326.502,1061.07,0,0
User EOT time (s),,30,20.94612576,135.801643,-0.00013952,0.04428447,1.00001,1.000016,32.737248,0.0018,70.0355,0,267.574,323.224,326.577,1061.051,0,0
MLR EOT mass (g/m²),150,31,20.94844844,138.46264,-5.033E-05,0.04635918,1.00002,1.000025,32.737248,0,70.0499,0,267.556,323.298,326.592,1061.035,0,0
MLR EOT time period (s),60,32,20.9503092,135.055663,0.0001983,0.04697423,1.000002,0.999996,32.737248,-0.0005,70.0575,0,267.55,323.22,326.495,1061.024,0,0
Truncate graphs at EOT?,No,33,20.95071688,135.191054,0.00019284,0.04522159,1.00001,1.000012,32.737248,0.004,70.0649,0,267.56,323.166,326.505,1061.488,0,0
Smooth data?,No,34,20.94829283,133.385472,2.29E-06,0.04364395,1.000011,1,32.737248,0.0011,70.0684,0,267.576,323.246,326.612,1061.656,0,0
Correct O2 for pressure?,No,35,20.94458343,137.84163,-0.00011983,0.0433989,1.000001,1.000009,32.737248,0.0005,70.0821,0,267.577,323.313,326.64,1063.255,0,0
,,36,20.9469055,139.990894,-0.0001302,0.04469013,0.999992,1.00001,32.737248,0.0001,70.0871,0,267.574,323.272,326.59,1061.486,0,0
Specifications: apparatus,,37,20.95058433,132.48554,7.786E-05,0.04648006,0.999991,0.999995,32.737248,0.0006,70.0777,0,267.553,323.255,326.561,1061.02,0,0
C-factor (SI units),0.041341,38,20.95082412,132.775242,0.0002539,0.04598199,1.000027,0.999998,32.737248,0.0026,70.0978,0,267.577,323.241,326.564,1061.017,0,0
