General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.93972039,143.057518,-0.00052525,0.03791388,1.824668,11.650931,64.76599,0.0003,69.9935,0,265.544,309.98,311.444,966.09,0,0
Standard used,ASTM E 1354,1,20.94438218,141.200268,-0.00018227,0.0410635,1.649485,7.629924,64.76599,0.0001,70.0591,0,265.521,310.019,311.469,966.103,0,0
Date of test,12/06/2024,2,20.94904397,139.343018,0.00016071,0.04421313,1.474303,3.608917,64.76599,0,70.1247,0,265.498,310.058,311.494,966.116,0,0
Time of test,12:40,3,20.94750806,141.814453,8.35E-06,0.04454596,1.334979,0.606311,64.76599,0,70.0656,0,265.495,310,311.404,966.121,0,0
Heat flux (kW/m²),35,4,20.94728988,143.915173,-4.429E-05,0.04190271,0.357937,0.307602,64.76599,0.0001,69.9403,0,265.509,309.943,311.348,966.132,0,0
Nominal duct flow rate (l/s),24,5,20.94963856,143.95917,0.00016739,0.04234746,0.286341,0.060851,64.76599,0,69.9178,0,265.5,309.905,311.31,966.132,0,0
Sampling interval (s),1,6,20.94826476,139.433556,3.763E-05,0.043805,0.772487,3.347041,64.76599,-0.0002,70.0052,0,265.511,309.902,311.339,966.122,0,0
Separation (mm),25,7,20.94583484,143.34782,-0.00011378,0.04108431,0.702832,3.685761,64.76599,-0.0001,70.0707,0,265.506,309.911,311.347,966.107,0,0
Orientation,Horizontal,8,20.95070879,144.746318,0.00014149,0.04154329,0.83658,-0.453211,64.76599,-0.0002,70.0678,0,265.516,309.938,311.344,966.094,0,0
Edge frame?,Yes,9,20.95067464,142.324862,-2.63E-06,0.04304712,0.595377,-1.823008,64.76599,-0.0002,69.9686,0,265.507,309.913,311.331,966.079,0,0
