General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.96538163,100.946446,0.00157587,0.04152221,0.990874,0.993124,57.62844,-0.0119,100.0764,0,296.665,328.98,331.949,1139.973,0,0
Standard used,ISO 5660-1,1,20.957974,104.03799,0.00124601,0.04124276,0.991757,0.993069,57.62844,-0.0064,100.0761,0,296.688,328.961,331.927,1139.98,0,0
Date of test,12/10/2018,2,20.95056637,107.129533,0.00091615,0.04096332,0.992641,0.993014,57.62844,-0.0008,100.0758,0,296.711,328.942,331.905,1139.987,0,0
Time of test,14:41,3,20.9506982,111.837283,0.00082818,0.04126291,0.992345,0.993036,57.62844,-0.0002,100.0775,0,296.706,328.916,331.889,1139.958,0,0
Heat flux (kW/m²),50,4,20.95375838,109.79424,0.0009727,0.04336767,0.993091,0.993111,57.62844,0.0005,100.0785,0,296.719,328.918,331.912,1139.933,0,0
Nominal duct flow rate (l/s),24,5,20.95552292,104.360567,0.00131781,0.04424346,0.993278,0.993116,57.62844,-0.0011,100.076,0,296.726,328.933,331.949,1141.548,0,0
Sampling interval (s),1,6,20.95475235,106.614779,0.00140303,0.04214843,0.993529,0.993211,57.62844,-0.0016,100.0762,0,296.727,328.964,331.956,1137,0,0
Separation (mm),60,7,20.95104723,109.422153,0.00129409,0.04070918,0.993386,0.993106,57.62844,-0.0011,100.0777,0,296.714,328.928,331.908,1135.701,0,0
Orientation,Horizontal,8,20.94803604,109.186469,0.00115425,0.04078099,0.993378,0.99329,57.62844,-0.0005,100.0759,0,296.725,328.896,331.91,1139.157,0,0
Edge frame?,Yes,9,20.95085167,110.696862,0.00111653,0.04230762,0.993121,0.99327,57.62844,-0.0014,100.0762,0,296.734,328.885,331.901,1140.085,0,0
Grid?,No,10,20.95428735,108.688795,0.00120676,0.04435356,0.994229,0.993293,57.62844,-0.0023,100.0753,0,296.735,328.854,331.889,1140.161,0,0
Non-scrubbed?,Yes,11,20.95562925,108.234513,0.00122951,0.04314166,0.993686,0.993283,57.62844,-0.0013,100.0763,0,296.727,328.839,331.828,1140.223,0,0
Substrate used? {Y/N},No,12,20.9541895,104.720807,0.0009915,0.04133324,0.993699,0.993365,57.62844,0.0007,100.0777,0,296.723,328.766,331.795,1140.268,0,0
Substrate,none,13,20.94993191,106.092109,0.00079568,0.04059481,0.993038,0.993277,57.62844,-0.0003,100.0772,0,296.724,328.77,331.811,1140.323,0,0
Additional specimen preparation details,,14,20.9488366,105.901554,0.00077522,0.04109099,0.992849,0.993261,57.62844,-0.002,100.0778,0,296.72,328.83,331.905,1140.366,0,0
,,15,20.95316112,105.932864,0.00090311,0.04234146,0.993231,0.993275,57.62844,-0.0014,100.0775,0,296.717,328.964,332.063,1140.397,0,0
Specimen,,16,20.95651975,107.968269,0.00117033,0.04437027,0.993436,0.993234,57.62844,-0.002,100.0771,0,296.718,329.073,332.138,1140.442,0,0
Sample description,SB_2,17,20.95750841,104.668903,0.00141909,0.04335881,0.993731,0.993266,57.62844,-0.0018,100.0781,0,296.732,329.094,332.144,1140.449,0,0
Material name/ID,,18,20.95564629,105.758735,0.00129618,0.04143659,0.993918,0.993267,57.62844,-0.002,100.0775,0,296.733,329.073,332.137,1140.454,0,0
Specimen number,,19,20.95110532,102.008749,0.00116566,0.04059465,0.99451,0.99322,57.62844,-0.0018,100.0784,0,296.722,329.114,332.185,1140.424,0,0
E (MJ/kg),13.1,20,20.95062758,104.779016,0.00118287,0.04138423,0.99449,0.993253,57.62844,-0.0015,100.0781,0,296.732,329.166,332.223,1140.377,0,0
Initial mass (g),54.827,21,20.95423277,106.5055,0.00132376,0.04300354,0.99312,0.993275,57.62844,-0.0002,100.079,0,296.72,329.197,332.275,1140.321,0,0
Thickness (mm),12.5,22,20.95702604,105.878532,0.0016753,0.04431108,0.992575,0.993376,57.62844,-0.0014,100.0777,0,296.742,329.25,332.273,1140.272,0,0
Surface area (cm²),88.4,23,20.95741715,105.198462,0.00177955,0.04281166,0.992546,0.993357,57.62844,-0.0011,100.0779,0,296.727,329.255,332.313,1140.206,0,0
Sponsor,,24,20.95510986,107.168263,0.00159988,0.04107742,0.993498,0.993302,57.62844,0.0018,100.0764,0,296.724,329.299,332.385,1140.14,0,0
Manufacturer,,25,20.95056506,106.353969,0.00151705,0.04057774,0.994836,0.993324,57.62844,0.0001,100.0771,0,296.746,329.355,332.41,1140.07,0,0
Test start time (s),87,26,20.94961571,105.998473,0.00151115,0.04155659,0.993623,0.993278,57.62844,0,100.0773,0,296.734,329.372,332.42,1140.034,0,0
Time to ignition (s),14,27,20.9527886,106.258907,0.00165385,0.04374014,0.993637,0.993307,57.62844,0,100.0776,0,296.739,329.348,332.412,1140.014,0,0
Time to flameout (s),,28,20.95528691,106.377612,0.00179874,0.0442249,0.992446,0.993373,57.62844,-0.0017,100.08,0,296.721,329.281,332.366,1139.986,0,0
End of test criterion,ISO 5660-1:2002,29,20.95525614,108.470606,0.00172488,0.04241818,0.994687,0.993376,57.62844,-0.0022,100.0798,0,296.731,329.209,332.335,1139.952,0,0
User EOT time (s),,30,20.9522585,105.411223,0.00144253,0.04105375,0.993291,0.993439,57.62844,-0.0015,100.077,0,296.737,329.251,332.391,1139.908,0,0
MLR EOT mass (g/m²),150,31,20.94809549,105.427015,0.0011827,0.04060272,0.993501,0.993445,57.62844,-0.0016,100.0758,0,296.746,329.329,332.434,1139.884,0,0
MLR EOT time period (s),60,32,20.94983307,109.85444,0.00106295,0.0421117,0.993248,0.993464,57.62844,-0.002,100.0765,0,296.735,329.35,332.447,1139.856,0,0
Truncate graphs at EOT?,No,33,20.95354593,105.329807,0.00117425,0.04434278,0.99314,0.993524,57.62844,-0.0022,100.0769,0,296.742,329.358,332.458,1139.86,0,0
Smooth data?,No,34,20.95679074,104.280298,0.00128629,0.04462404,0.992466,0.993494,57.62844,-0.0007,100.0757,0,296.724,329.325,332.417,1142.698,0,0
Correct O2 for pressure?,No,35,20.95701963,107.959991,0.00119789,0.04252466,0.993364,0.993472,57.62844,-0.0008,100.0769,0,296.744,329.273,332.389,1140.618,0,0
,,36,20.95360269,108.508085,0.00099722,0.0408853,0.993022,0.993437,57.62844,0,100.076,0,296.738,329.219,332.321,1139.94,0,0
Specifications: apparatus,,37,20.94998781,106.212003,0.00082984,0.04084345,0.992674,0.993385,57.62844,-0.0004,100.077,0,296.725,329.137,332.282,1139.974,0,0
C-factor (SI units),0.04527,38,20.95251943,109.61074,0.00076943,0.0420824,0.992707,0.993253,57.62844,-0.0001,100.0766,0,296.722,329.117,332.258,1140.037,0,0
OD correction factor,0.97963,39,20.9559938,108.862788,0.00085863,0.04426646,0.993783,0.993135,57.62844,-0.0012,100.0769,0,296.74,329.053,332.193,1140.075,0,0
Duct diameter (m),0.114,40,20.95753961,110.749029,0.00104413,0.04360664,0.992666,0.992905,57.62844,0.0003,100.0762,0,296.732,329.042,332.188,1140.094,0,0
O2 delay time (s),0,41,20.95644754,107.540143,0.00099161,0.04201899,0.992658,0.992896,57.62844,0.0009,100.0768,0,296.726,329.041,332.175,1140.095,0,0
CO2 delay time (s),0,42,20.95244181,109.1554,0.00077933,0.04076125,0.993603,0.99283,57.62844,-0.0012,100.0765,0,296.741,328.973,332.082,1140.125,0,0
CO delay time (s),0,43,20.95118104,108.3414,0.00064439,0.04086,0.993155,0.992646,57.62844,-0.0006,100.0761,0,296.75,328.876,331.958,1142.967,0,0
,,44,20.95490549,104.916886,0.00063075,0.0419439,0.992555,0.99255,57.62844,0.0002,100.0763,0,296.754,328.771,331.902,1140.907,0,0
Laboratory,,45,20.95820023,102.791483,0.0008303,0.04428403,0.992508,0.992494,57.62844,0.0022,100.0751,0,296.745,328.728,331.858,1140.261,0,0
Laboratory name,FTT Cone - NIST,46,20.95947957,106.922021,0.00097638,0.04346324,0.991416,0.992374,57.62844,0.0023,100.0747,0,296.734,328.685,331.823,1140.253,0,0
Operator,Shields,47,20.95800386,107.992391,0.00089447,0.04154176,0.991687,0.992302,57.62844,-0.0009,100.0752,0,296.74,328.703,331.811,1140.211,0,0
Filename,C:\CC5\DATA\18100017.CSV,48,20.95360725,109.285572,0.00077174,0.04061519,0.991422,0.992181,57.62844,0,100.0738,0,296.747,328.738,331.817,1140.173,0,0
Report name,,49,20.95223974,109.303761,0.00078259,0.04097847,0.992513,0.992142,57.62844,0.0007,100.0744,0,296.743,328.747,331.821,1140.135,0,0
,,50,20.95581663,108.92548,0.00096423,0.04242816,0.992312,0.992008,57.62844,-0.0007,100.0745,0,296.734,328.761,331.809,1140.09,0,0
,,51,20.95880999,109.10938,0.00130932,0.04440317,0.992797,0.99203,57.62844,-0.0017,100.0746,0,296.73,328.764,331.849,1140.055,0,0
Pre-test conditions,,52,20.95795191,105.421895,0.00155137,0.04296871,0.991852,0.991966,57.62844,-0.0022,100.0739,0,296.739,328.838,331.906,1140.004,0,0
Ambient temperature (°C),22.8,53,20.95544785,106.007848,0.00144498,0.04109131,0.991287,0.991848,57.62844,0,100.0758,0,296.736,328.897,331.943,1139.988,0,0
Barometric pressure (Pa),100069,54,20.95093433,105.794968,0.00137523,0.04054863,0.993371,0.991911,57.62844,0.0014,100.0738,0,296.745,328.932,331.979,1140,0,0
Relative humidity (%),30.7,55,20.95058531,108.38182,0.00134826,0.04109502,0.991211,0.991836,57.62844,0.0001,100.0741,0,296.754,328.946,331.982,1139.409,0,0
,,56,20.95431867,106.999426,0.001498,0.0435152,0.991858,0.991843,57.62844,0.0008,100.0744,0,296.749,328.893,331.946,1140.183,0,0
,,57,20.95709873,107.957767,0.00167373,0.04445864,0.990754,0.991699,57.62844,-0.0008,100.0744,0,296.748,328.833,331.878,1140.059,0,0
Conditioning,,58,20.95737449,104.373761,0.0017309,0.0431513,0.991665,0.991638,57.62844,-0.0019,100.0757,0,296.74,328.768,331.848,1139.987,0,0
Conditioned? {Y/N},No,59,20.95337144,108.942199,0.00150136,0.04136768,0.990012,0.991643,57.62844,-0.0024,100.076,0,296.744,328.732,331.826,1139.988,0,0
Conditioning temperature (°C),N/A,60,20.94840964,105.915724,0.00120603,0.0405733,0.992224,0.991657,57.62844,-0.0005,100.075,0,296.739,328.739,331.815,1139.997,0,0
Conditioning RH (%),N/A,61,20.94957518,106.071069,0.00106432,0.04138437,0.99194,0.991616,57.62844,-0.0018,100.0755,0,296.748,328.734,331.807,1140.029,0,0
,,62,20.95326881,103.530772,0.00113184,0.04377241,0.991476,0.991627,57.62844,-0.0022,100.0746,0,296.738,328.745,331.832,1140.057,0,0
Data collected,,63,20.95542092,105.095159,0.0012812,0.04382882,0.992153,0.991676,57.62844,-0.0025,100.0731,0,296.743,328.75,331.833,1140.067,0,0
CO/CO2 data collected?,Yes,64,20.9551792,104.621564,0.0012734,0.0425163,0.991574,0.991622,57.62844,0.001,100.0753,0,296.75,328.738,331.815,1140.063,0,0
Mass data collected?,Yes,65,20.95197263,111.495227,0.00106227,0.04108696,0.993075,0.991605,57.62844,-0.0012,100.076,0,296.744,328.78,331.873,1140.036,0,0
Smoke data collected?,Yes,66,20.94810463,108.503637,0.00098987,0.0405716,0.990956,0.991626,57.62844,-0.0022,100.0734,0,296.736,328.84,331.949,1140.014,0,0
Soot mass data collected?,No,67,20.95005752,107.34918,0.00099261,0.04213078,0.992018,0.991599,57.62844,-0.0016,100.0733,0,296.751,328.987,332.079,1139.994,0,0
Soot mass ratio (1:x),N/A,68,20.95511887,105.589102,0.00112901,0.04376348,0.992253,0.991624,57.62844,0.0014,100.0744,0,296.752,329.105,332.209,1140.006,0,0
Soot mass (g),N/A,69,20.9575085,103.603372,0.00140636,0.04375972,0.991566,0.991599,57.62844,0.0007,100.0739,0,296.746,329.184,332.24,1140.044,0,0
,,70,20.95521166,108.032346,0.00138808,0.04274877,0.990583,0.991503,57.62844,0.0004,100.0743,0,296.753,329.074,332.152,1140.021,0,0
Comments,,71,20.95111013,108.689877,0.00119476,0.041608,0.991308,0.991437,57.62844,-0.0018,100.0741,0,296.757,328.954,332.043,1140.028,0,0
Pre-test comments,,72,20.94788951,105.725776,0.00099408,0.04166006,0.99116,0.991415,57.62844,0.0005,100.0756,0,296.748,328.876,331.989,1140.032,0,0
After-test comments,,73,20.95243564,105.608134,0.00101463,0.04296868,0.989991,0.991424,57.62844,0.0007,100.0766,0,296.755,328.87,331.966,1140.004,0,0
,,74,20.95610937,106.861915,0.00126177,0.04511936,0.9905,0.99135,57.62844,-0.0016,100.0754,0,296.748,328.844,331.932,1139.971,0,0
,,75,20.95757606,106.960735,0.0014415,0.04463829,0.990619,0.99132,57.62844,0.0005,100.074,0,296.758,328.827,331.956,1140.059,0,0
,,76,20.95637984,111.258366,0.0013559,0.04271921,0.992883,0.99123,57.62844,0.0011,100.0756,0,296.753,328.887,331.998,1141.331,0,0
,,77,20.95236106,108.035773,0.00109483,0.04146355,0.991245,0.991207,57.62844,0.001,100.0745,0,296.746,328.924,332.024,1143.281,0,0
,,78,20.94869549,110.469332,0.00097293,0.041579,0.990343,0.99112,57.62844,-0.0009,100.072,0,296.732,328.899,332.004,1144.281,0,0
,,79,20.95154786,105.068973,0.00096088,0.04370611,0.99128,0.991075,57.62844,0.0016,100.0738,0,296.75,328.853,331.976,1144.806,0,0
,,80,20.95474376,108.011563,0.00109549,0.04534981,0.991244,0.991147,57.62844,-0.0015,100.0744,0,296.739,328.856,331.971,1143.228,0,0
,,81,20.95564091,110.979304,0.00108823,0.0436203,0.99011,0.991199,57.62844,-0.0007,100.0749,0,296.745,328.839,331.928,1145.665,0,0
,,82,20.95384725,108.797359,0.00080966,0.04131635,0.991206,0.991097,57.62844,0.0004,100.0719,0,296.758,328.77,331.879,1143.817,0,0
,,83,20.94940355,111.013734,0.00050942,0.04115221,0.992378,0.990882,57.62844,0.0002,100.0735,0,296.759,328.701,331.816,1143.401,0,0
,,84,20.94861027,106.98489,0.00040571,0.0417274,0.991473,0.990826,57.62844,0.0008,100.072,0,296.763,328.718,331.833,1142.798,0,0
Events,,85,20.9521478,102.967737,0.00043639,0.04452468,0.990649,0.990725,57.62844,-0.0015,100.0714,0,296.743,328.756,331.866,1142.288,0,0
Number of events,0,86,20.95349533,106.977131,0.00065301,0.04669365,0.989739,0.990537,57.62844,-0.0012,100.0735,0,296.748,328.762,331.825,1142.569,0,0
,,87,20.95366597,109.131127,0.00082625,0.04510518,0.989305,0.990265,57.62844,-0.0019,100.0738,0,296.751,328.657,331.722,1142.391,0,0
,,88,20.95074724,108.455719,0.000682,0.04279322,0.989843,0.990119,53.90652,-0.0029,100.0724,0,296.757,328.608,331.708,1142.021,0,0
,,89,20.94514475,107.203287,0.00060096,0.04215153,0.991392,0.990009,53.761129,-0.0014,100.0729,0,296.75,328.643,331.749,1141.669,0,0
,,90,20.94532066,106.483458,0.00063893,0.04255188,0.989273,0.989811,53.95976,0.0016,100.0715,0,296.738,328.65,331.703,1143.231,0,0
,,91,20.95054551,109.401292,0.00075443,0.04430722,0.989435,0.989745,53.960996,-0.0008,100.0711,0,296.751,328.538,331.63,1141.499,0,0
,,92,20.95341882,108.901302,0.00110385,0.04509592,0.989982,0.989564,53.961084,0,100.07,0,296.757,328.525,331.644,1140.771,0,0
,,93,20.95347998,108.319896,0.00121284,0.04430482,0.987924,0.989499,53.960617,0,100.0695,0,296.758,328.559,331.658,1140.544,0,0
,,94,20.95062215,106.21618,0.00110526,0.04281425,0.993681,0.989341,53.960768,0.0004,100.071,0,296.745,328.565,331.683,1140.392,0,0
,,95,20.94634231,107.63686,0.00105021,0.04217043,0.988714,0.989356,53.960833,-0.0008,100.0691,0,296.744,328.589,331.709,1140.279,0,0
,,96,20.94764233,109.620608,0.00104507,0.04318385,0.987811,0.989304,54.122897,-0.0001,100.0674,0,296.747,328.643,331.778,1140.066,0,0
,,97,20.95143528,109.054295,0.00119138,0.04522933,0.972597,0.989244,54.002357,0.0009,100.0708,0,296.743,328.742,331.892,1139.77,0,0
,,98,20.95362586,106.854326,0.00136077,0.04505349,0.945567,0.989134,53.960299,0.0008,100.0691,0,296.755,328.9,332.054,1139.663,0,0
,,99,20.95467106,105.01759,0.00133401,0.04326759,0.908743,0.989054,53.80758,0.0024,100.0701,0,296.776,329.093,332.254,1139.613,0,0
,,100,20.95090918,105.791406,0.00102906,0.04158563,0.876582,0.989085,53.683373,0.0002,100.0681,0,296.76,329.259,332.418,1139.663,0,0
,,101,20.94785477,105.16609,0.00089518,0.04154512,0.855129,0.989019,53.583052,0.0002,100.0678,0,296.762,329.37,332.58,1139.743,0,0
,,102,20.95012528,103.580347,0.00093791,0.0419692,0.879346,0.989077,53.322921,-0.0011,100.0686,0,296.774,329.573,332.901,1139.71,0,0
,,103,20.95392245,99.801205,0.00119878,0.04424129,0.727252,0.989096,53.501743,-0.0021,100.0683,0,296.764,330.24,333.783,1140.58,0,0
,,104,20.95563065,91.116643,0.00150567,0.04479909,0.545448,0.989106,53.563172,-0.0015,100.0684,0,296.759,331.5,335.29,1141.399,0,0
,,105,20.95349602,87.999695,0.00161629,0.04289496,0.424107,0.989088,53.248674,0,100.0687,0,296.752,333.234,337.144,1142.05,0,0
,,106,20.94894325,93.204867,0.00164408,0.04223103,0.472363,0.989016,53.088118,-0.0016,100.0685,0,296.751,334.894,338.863,1142.534,0,0
,,107,20.94607037,89.875455,0.00183338,0.04380775,0.534819,0.988967,52.905053,-0.0003,100.0682,0,296.738,336.246,340.305,1142.803,0,0
,,108,20.94760101,91.86723,0.00233931,0.04724475,0.593418,0.988871,52.623953,-0.0018,100.0681,0,296.751,337.293,341.535,1143.063,0,0
,,109,20.94939028,91.349509,0.00329239,0.05310044,0.650484,0.988761,52.478295,-0.0015,100.0679,0,296.757,338.085,342.572,1143.192,0,0
,,110,20.94866057,94.115974,0.00465089,0.07115537,0.692299,0.988651,52.299452,0.0003,100.0691,0,296.763,338.763,343.488,1143.069,0,0
,,111,20.94319649,93.422715,0.00610016,0.12293009,0.738413,0.988376,52.106336,0.0004,100.0689,0,296.759,339.275,344.187,1142.895,0,0
,,112,20.91862327,93.987655,0.00918005,0.22339326,0.785268,0.98816,51.877615,-0.0015,100.0688,0,296.766,339.673,344.818,1142.68,0,0
,,113,20.8451987,95.999235,0.01367338,0.33949946,0.82206,0.987948,51.856291,-0.0021,100.0691,0,296.75,340.02,345.366,1142.496,0,0
,,114,20.7146361,94.273308,0.02103595,0.43605615,0.871632,0.987715,51.783773,-0.0021,100.0681,0,296.758,340.315,345.846,1142.273,0,0
,,115,20.58004057,99.478896,0.02812805,0.48943488,0.89264,0.987536,51.685602,-0.0013,100.0678,0,296.753,340.525,346.206,1141.98,0,0
,,116,20.45382452,94.510482,0.03699078,0.50873042,0.906042,0.987349,51.581657,-0.0016,100.0684,0,296.765,340.659,346.526,1141.628,0,0
,,117,20.36103509,100.455677,0.04494597,0.50750355,0.90489,0.987257,51.561096,0.0005,100.0679,0,296.76,340.723,346.762,1141.34,0,0
,,118,20.29472166,97.060126,0.05130259,0.4932464,0.928644,0.987111,51.482703,0.0004,100.0684,0,296.769,340.765,346.98,1141.096,0,0
,,119,20.26936022,101.584884,0.05554947,0.46932328,0.943613,0.986957,51.465188,0,100.069,0,296.758,340.76,347.093,1143.03,0,0
,,120,20.26935777,101.145918,0.05754681,0.44538713,0.949846,0.986896,51.296193,0.0004,100.0678,0,296.755,340.698,347.184,1141.224,0,0
,,121,20.29549087,99.238061,0.05766338,0.42166337,0.955567,0.986798,51.258094,0.0001,100.0688,0,296.762,340.646,347.286,1140.616,0,0
,,122,20.33369426,99.516577,0.05613753,0.39645556,0.952722,0.986632,51.258267,-0.0016,100.0678,0,296.751,340.562,347.316,1140.514,0,0
,,123,20.37445693,101.510058,0.05204891,0.37075396,0.95946,0.986522,51.179201,-0.0011,100.0712,0,296.75,340.431,347.297,1140.455,0,0
,,124,20.41354902,103.744457,0.04695827,0.34653136,0.960984,0.986405,51.082806,0.0014,100.071,0,296.751,340.325,347.3,1138.655,0,0
,,125,20.4613318,99.138914,0.04203262,0.32544136,0.965396,0.986203,51.063403,-0.0014,100.0721,0,296.754,340.267,347.325,1138.381,0,0
,,126,20.51557325,100.787886,0.03733847,0.3076457,0.967939,0.986106,50.899832,0.0007,100.0719,0,296.757,340.24,347.354,1139.989,0,0
,,127,20.56420354,103.301888,0.03289414,0.29010908,0.964665,0.985937,50.780181,-0.0003,100.071,0,296.769,340.151,347.331,1140.394,0,0
,,128,20.60276631,101.664357,0.02863795,0.27363753,0.965939,0.985789,50.76187,0.0008,100.071,0,296.755,340.052,347.311,1143.101,0,0
,,129,20.63021519,102.172766,0.02473651,0.26077578,0.963565,0.985596,50.763144,-0.0004,100.0735,0,296.744,340.001,347.319,1140.926,0,0
,,130,20.65197512,102.542916,0.02111817,0.2505012,0.968317,0.985334,50.762374,-0.0023,100.0714,0,296.744,339.949,347.301,1140.293,0,0
,,131,20.67530835,101.345686,0.01812573,0.24312571,0.97205,0.985037,50.68321,0.0004,100.0743,0,296.753,339.872,347.244,1140.253,0,0
,,132,20.69756833,102.702173,0.01590435,0.23842201,0.965511,0.98476,50.577765,-0.0014,100.0727,0,296.744,339.819,347.289,1140.112,0,0
,,133,20.71577491,102.530802,0.01411989,0.23181584,0.967567,0.984597,50.557944,-0.001,100.071,0,296.752,339.858,347.393,1139.976,0,0
,,134,20.72609584,101.123062,0.01259598,0.2247136,0.964623,0.984338,50.513452,-0.001,100.0726,0,296.76,339.939,347.476,1139.894,0,0
,,135,20.73108004,102.115891,0.01107477,0.21871088,0.96525,0.984139,50.469295,-0.0005,100.0715,0,296.769,339.932,347.466,1139.845,0,0
,,136,20.73682841,101.885821,0.0097563,0.21615423,0.968068,0.98396,50.383377,-0.0008,100.0724,0,296.744,339.821,347.363,1139.803,0,0
,,137,20.74772914,101.424156,0.0088342,0.21618804,0.969463,0.983703,50.362828,0.0022,100.0727,0,296.749,339.656,347.301,1139.694,0,0
,,138,20.75732103,100.355757,0.00827058,0.21571231,0.96879,0.983608,50.276603,0.0015,100.0709,0,296.762,339.653,347.325,1139.599,0,0
,,139,20.76318678,102.307959,0.00796141,0.2132805,0.969662,0.983463,50.257133,-0.0009,100.0731,0,296.773,339.695,347.366,1139.466,0,0
,,140,20.76463466,105.556459,0.0075136,0.2125484,0.972378,0.983377,50.176183,0.0008,100.0732,0,296.773,339.685,347.374,1139.454,0,0
,,141,20.76235949,101.971475,0.0070327,0.21283676,0.969846,0.983196,50.159183,0.0002,100.0712,0,296.785,339.676,347.34,1139.422,0,0
,,142,20.76021431,108.217049,0.00680605,0.21257905,0.969785,0.983081,50.080002,-0.001,100.0726,0,296.768,339.585,347.246,1139.429,0,0
,,143,20.76518409,101.968021,0.00675167,0.20978463,0.969718,0.982974,49.982547,0.0003,100.0736,0,296.768,339.498,347.211,1139.397,0,0
,,144,20.77055335,101.491469,0.00683273,0.20759857,0.966172,0.982776,49.963807,-0.0015,100.0737,0,296.769,339.518,347.243,1139.409,0,0
,,145,20.77358751,102.560886,0.00681989,0.20500064,0.965524,0.982578,49.96419,0.0016,100.0735,0,296.758,339.554,347.269,1139.411,0,0
,,146,20.7723261,106.253429,0.00650899,0.20373297,0.970673,0.982497,49.878166,-0.0003,100.0726,0,296.767,339.569,347.261,1139.452,0,0
,,147,20.7701144,104.171357,0.00615888,0.20307955,0.970733,0.982297,49.857434,-0.0017,100.0727,0,296.783,339.484,347.194,1139.49,0,0
,,148,20.77177952,106.04755,0.00592245,0.20267517,0.971147,0.982019,49.780124,0.0002,100.0725,0,296.762,339.433,347.168,1139.577,0,0
,,149,20.77769291,100.800331,0.00589287,0.20212621,0.970794,0.98191,49.68145,0.0016,100.0743,0,296.757,339.428,347.168,1143.451,0,0
,,150,20.78219322,103.26036,0.00599955,0.19914416,0.966723,0.981639,49.663231,0.0009,100.0747,0,296.77,339.411,347.126,1144.353,0,0
,,151,20.78354668,105.147714,0.00600929,0.19495695,0.968858,0.981425,49.575364,-0.0012,100.0731,0,296.775,339.4,347.103,1144.095,0,0
,,152,20.78436181,102.410382,0.00587125,0.19385827,0.968462,0.98129,49.555414,-0.0017,100.0725,0,296.761,339.418,347.169,1140.691,0,0
,,153,20.78196335,99.674483,0.00578373,0.19361067,0.971132,0.981145,49.477105,-0.0007,100.0724,0,296.764,339.527,347.287,1139.919,0,0
