General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95834353,108.316658,0.00199053,0.04997893,0.995721,1.001371,-1.057876,-0.0036,103.101,0,269.504,329.937,332.748,1138.816,0,0
Standard used,ISO 5660-1,1,20.956923,107.691448,0.00184078,0.04666369,0.999146,1.001554,-1.057876,-0.0012,103.0994,0,269.521,329.972,332.84,1138.851,0,0
Date of test,19/02/2019,2,20.95550248,107.066238,0.00169103,0.04334845,1.002571,1.001737,-1.057876,0.0011,103.0977,0,269.538,330.007,332.932,1138.886,0,0
Time of test,11:05,3,20.95144599,104.389949,0.00160971,0.04208044,1.001994,1.00179,-1.057876,0.0002,103.1001,0,269.542,330.074,333.058,1138.897,0,0
Heat flux (kW/m²),50,4,20.94957481,110.850677,0.0015881,0.04248546,1.001437,1.001945,-1.057876,-0.0002,103.0992,0,269.532,330.123,333.087,1138.925,0,0
Nominal duct flow rate (l/s),24,5,20.95288222,111.645146,0.00158709,0.04420597,1.00043,1.002012,-1.057876,-0.0002,103.0992,0,269.526,330.073,332.981,1138.971,0,0
Sampling interval (s),1,6,20.95598481,108.664572,0.00174206,0.04576971,1.001885,1.002127,-1.057876,-0.0005,103.0993,0,269.53,329.966,332.825,1139.004,0,0
Separation (mm),60,7,20.95687662,110.497999,0.0017857,0.04450587,1.002314,1.002224,-1.057876,-0.0002,103.0976,0,269.524,329.868,332.724,1139.011,0,0
Orientation,Horizontal,8,20.95356708,107.820433,0.00152392,0.04262748,1.001977,1.002417,-1.057876,-0.0003,103.0955,0,269.522,329.852,332.769,1141.671,0,0
Edge frame?,Yes,9,20.94862752,105.966216,0.00137247,0.04248652,1.002813,1.002697,-1.057876,-0.0006,103.0973,0,269.55,329.887,332.834,1139.796,0,0
Grid?,No,10,20.9479034,107.836408,0.00124282,0.04356789,1.003125,1.002863,-1.057876,-0.0003,103.098,0,269.533,329.936,332.87,1138.998,0,0
Non-scrubbed?,Yes,11,20.9516271,108.252977,0.00127146,0.04563535,1.003674,1.003098,-1.057876,-0.0005,103.0983,0,269.538,329.946,332.899,1138.996,0,0
Substrate used? {Y/N},No,12,20.9544941,107.79824,0.00141887,0.04623965,1.003537,1.003257,-1.057876,-0.0003,103.0973,0,269.55,329.94,332.903,1138.993,0,0
Substrate,none,13,20.9549181,111.087948,0.00144734,0.04424028,1.002439,1.00346,-1.057876,-0.0003,103.098,0,269.534,329.946,332.924,1139.004,0,0
Additional specimen preparation details,,14,20.95098639,109.381784,0.00125426,0.04263799,1.003548,1.003587,-1.057876,-0.0007,103.0996,0,269.544,329.929,332.919,1139,0,0
,,15,20.94603606,108.752298,0.00103657,0.04202382,1.003327,1.003762,-1.057876,-0.0005,103.099,0,269.551,329.95,332.947,1138.993,0,0
Specimen,,16,20.94647577,105.870238,0.00102271,0.04280143,1.003341,1.003894,-1.057876,-0.0007,103.0987,0,269.539,329.977,333,1138.99,0,0
Sample description,After 2 monWT_NP3_17,17,20.95028748,108.226287,0.00115964,0.04488732,1.003785,1.004161,-1.057876,-0.0003,103.1,0,269.527,329.973,333.015,1141.683,0,0
