General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95288306,112.93888,0.00131481,0.05372906,1.001494,1.000637,208.710658,-0.0065,101.5933,0,271.344,330.839,332.794,1064.068,0,0
Standard used,ISO 5660-1,1,20.95193581,111.728068,0.0011649,0.05040896,1.000883,1.000304,208.710658,-0.003,101.591,0,271.341,330.804,332.781,1062.502,0,0
Date of test,01/08/2018,2,20.95098855,110.517257,0.00101499,0.04708885,1.000273,0.999972,208.710658,0.0006,101.5887,0,271.338,330.769,332.768,1060.936,0,0
Time of test,11:50,3,20.9469311,110.098043,0.00083098,0.04584482,0.999718,0.999578,208.710658,0.0027,101.5889,0,271.355,330.744,332.716,1060.504,0,0
Heat flux (kW/m²),50,4,20.94545216,109.930366,0.00075984,0.04629749,0.999269,0.999073,208.710658,0.0027,101.5922,0,271.375,330.724,332.672,1059.953,0,0
Nominal duct flow rate (l/s),24,5,20.95024848,107.330125,0.00083722,0.04847819,0.998163,0.998541,208.710658,0.0015,101.5916,0,271.368,330.715,332.713,1058.602,0,0
Sampling interval (s),1,6,20.95376638,108.070029,0.0010228,0.04976424,0.999443,0.997978,208.710658,0.0008,101.5916,0,271.364,330.74,332.763,1060.103,0,0
Separation (mm),25,7,20.95453987,108.112939,0.0012048,0.04839798,0.999403,0.997488,208.710658,-0.0021,101.5923,0,271.351,330.756,332.779,1060.597,0,0
Orientation,Horizontal,8,20.95249607,109.82599,0.00108715,0.04664033,0.997244,0.996835,208.710658,-0.0023,101.5912,0,271.367,330.753,332.766,1060.659,0,0
Edge frame?,No,9,20.94807966,109.639997,0.00090014,0.04591715,0.996733,0.996251,208.710658,-0.0021,101.5911,0,271.358,330.757,332.754,1060.757,0,0
Grid?,No,10,20.94747388,110.755694,0.0008925,0.04647064,0.99594,0.995604,208.710658,-0.0001,101.5919,0,271.364,330.719,332.723,1060.856,0,0
Non-scrubbed?,Yes,11,20.9512449,110.330782,0.00101558,0.04936475,0.99492,0.995059,208.710658,-0.0007,101.5954,0,271.369,330.697,332.689,1060.928,0,0
Substrate used? {Y/N},No,12,20.95404098,112.432609,0.00121909,0.05047025,0.99538,0.994451,208.710658,0.0005,101.5939,0,271.355,330.685,332.721,1060.991,0,0
Substrate,none,13,20.95435584,111.015542,0.00122292,0.04877277,0.994321,0.993843,208.710658,0.0008,101.5926,0,271.34,330.68,332.701,1061.024,0,0
Additional specimen preparation details,,14,20.95188124,107.648669,0.00094732,0.04711626,0.99306,0.993244,208.710658,-0.0004,101.5914,0,271.35,330.674,332.692,1061.068,0,0
,,15,20.94753764,110.252577,0.00078377,0.04659399,0.99226,0.992707,208.710658,-0.0013,101.5934,0,271.359,330.653,332.667,1061.115,0,0
Specimen,,16,20.94839835,113.082082,0.00074964,0.0472129,0.991945,0.99223,208.710658,0.0012,101.591,0,271.368,330.622,332.643,1061.137,0,0
Sample description,Eplastic PMMA No1,17,20.95203425,111.39789,0.00084293,0.04942297,0.992114,0.991826,208.710658,-0.0004,101.5917,0,271.347,330.607,332.645,1061.138,0,0
Material name/ID,Eplastic PMMA No1,18,20.95433865,112.59226,0.00104696,0.04999947,0.991685,0.991618,208.710658,0.0004,101.5911,0,271.33,330.593,332.645,1061.13,0,0
Specimen number,,19,20.95415782,108.572752,0.00102502,0.04864338,0.992892,0.992517,208.710658,0.0022,101.5895,0,271.335,330.587,332.637,1061.165,0,0
E (MJ/kg),13.1,20,20.9514611,108.814429,0.000867,0.04709602,0.99461,0.993791,208.710658,-0.001,101.5909,0,271.362,330.571,332.588,1061.195,0,0
Initial mass (g),209.15,21,20.94868589,106.595611,0.00071352,0.04667606,0.995341,0.995061,208.710658,0.0013,101.591,0,271.352,330.502,332.472,1061.23,0,0
Thickness (mm),18,22,20.9494514,108.462299,0.00069231,0.04717104,0.997778,0.996355,208.710658,0.0008,101.5916,0,271.332,330.413,332.375,1061.269,0,0
Surface area (cm²),100,23,20.95263902,112.138483,0.0008724,0.04940139,0.998376,0.997536,208.710658,-0.0001,101.591,0,271.34,330.388,332.358,1061.278,0,0
Sponsor,,24,20.95297596,109.358167,0.00106793,0.04926872,0.999201,0.998704,208.710658,0.0024,101.5916,0,271.346,330.389,332.361,1061.318,0,0
Manufacturer,,25,20.95199439,108.258434,0.00098174,0.04712457,0.997729,0.999738,208.710658,0.0044,101.591,0,271.337,330.399,332.364,1061.321,0,0
