General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.93657232,143.00926,-0.00035016,0.03681442,1.000058,1.000033,29.108716,0,69.9721,0,266.171,322.417,325.297,1063.986,0,0
Standard used,ASTM E 1354,1,20.94331404,137.79999,-0.00021213,0.04019394,1.000048,1.000031,29.108716,0,69.9533,0,266.171,322.36,325.253,1064.018,0,0
Date of test,25/06/2024,2,20.95005577,132.59072,-7.409E-05,0.04357346,1.000039,1.00003,29.108716,0.0001,69.9345,0,266.171,322.303,325.209,1064.05,0,0
Time of test,11:53,3,20.95275335,134.134163,0.00019038,0.04383022,1.000032,1.000046,29.108716,-0.0001,69.9321,0,266.182,322.305,325.149,1063.1,0,0
Heat flux (kW/m²),50,4,20.95255441,136.026347,0.00016507,0.04211861,1.000035,1.000039,29.108716,0.0001,69.9334,0,266.17,322.231,325.109,1062.418,0,0
Nominal duct flow rate (l/s),24,5,20.9494486,135.952054,-4.297E-05,0.04078157,1.000053,1.000067,29.108716,0.0002,69.9391,0,266.175,322.211,325.071,1062.407,0,0
Sampling interval (s),1,6,20.94541396,135.01953,-0.00021642,0.04065023,1.000082,1.000068,29.108716,0,69.9555,0,266.18,322.189,325.059,1057.978,0,0
Separation (mm),25,7,20.94790784,137.351617,-0.00022673,0.04231979,1.000066,1.000077,29.108716,0.0002,69.9613,0,266.178,322.171,325.012,1056.715,0,0
Orientation,Vertical,8,20.9528088,137.905704,-8.362E-05,0.04436727,1.000114,1.000102,29.108716,-0.0001,69.9846,0,266.192,322.167,325.02,1056.671,0,0
Edge frame?,Yes,9,20.9548703,133.898261,0.00013252,0.0436407,1.000107,1.000096,29.108716,-0.0001,70.0008,0,266.179,322.187,325.058,1059.825,0,0
Grid?,No,10,20.95415231,134.56694,0.00010639,0.041771,1.000105,1.000092,29.108716,0,70.0131,0,266.181,322.251,325.12,1060.74,0,0
Non-scrubbed?,Yes,11,20.95047046,137.4376,-5.092E-05,0.04082245,1.000123,1.000125,29.108716,0.0002,70.0533,0,266.188,322.254,325.089,1058.759,0,0
Substrate used? {Y/N},No,12,20.94721047,135.137228,-0.00016388,0.04075489,1.000151,1.000144,29.108716,0.0001,70.0709,0,266.181,322.199,324.999,1058.797,0,0
Substrate,none,13,20.95008936,134.367861,-0.00015732,0.04211258,1.000135,1.000142,29.108716,0.0001,70.0838,0,266.19,322.155,324.939,1059.344,0,0
Additional specimen preparation details,Kaowool blankets. Retainer frame. Specimen stored in dry area. Al foil pan,14,20.95509078,129.306361,5.67E-06,0.04435414,1.000112,1.000117,29.108716,0.0002,70.0961,0,266.195,322.112,324.937,1060.576,0,0
,,15,20.95684137,135.021576,0.00020888,0.04334442,1.000129,1.000121,29.108716,0.0001,70.0973,0,266.193,322.16,325.018,1060.513,0,0
Specimen,,16,20.95563416,132.10505,8.02E-05,0.04151327,1.00013,1.000141,29.108716,0,70.1003,0,266.19,322.23,325.052,1060.813,0,0
Sample description,Composite3_Vert_50kWm-2_R2,17,20.95146257,131.402508,-9.493E-05,0.04061387,1.000128,1.000129,29.108716,0.0002,70.112,0,266.191,322.259,325.093,1061.281,0,0
Material name/ID,Composite3,18,20.94929315,132.650274,-0.0001763,0.04090862,1.000139,1.000132,29.108716,0.0001,70.1178,0,266.19,322.296,325.145,1061.763,0,0
Specimen number,2,19,20.95267979,133.295388,-0.00010805,0.04311212,1.000137,1.000137,29.108716,-0.0001,70.1163,0,266.181,322.363,325.253,1062.145,0,0
E (MJ/kg),13.1,20,20.95578747,133.031756,9.939E-05,0.04451734,1.000122,1.000118,29.108716,0.0001,70.1125,0,266.179,322.431,325.309,1062.462,0,0
Initial mass (g),29.99,21,20.95680056,136.798089,0.00020712,0.04290808,1.000108,1.000122,29.108716,0.0001,70.1085,0,266.179,322.472,325.327,1062.779,0,0
Thickness (mm),5,22,20.95517899,138.619625,2.894E-05,0.04112385,1.000124,1.000147,29.108716,-0.0001,70.1089,0,266.193,322.457,325.272,1063.009,0,0
