General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.96003064,99.319906,0.00189319,0.04541555,0.998666,0.998542,17.60867,-0.0038,100.7458,0,270.309,322.241,325.75,1051.237,0,0
Standard used,ISO 5660-1,1,20.95373376,104.747196,0.00179634,0.04535001,0.99813,0.998413,17.60867,-0.002,100.7448,0,270.315,322.256,325.708,1050.088,0,0
Date of test,25/04/2019,2,20.94743688,110.174486,0.00169949,0.04528448,0.997594,0.998285,17.60867,-0.0002,100.7438,0,270.321,322.271,325.666,1048.939,0,0
Time of test,15:50,3,20.94957184,110.532486,0.00177037,0.04658739,0.99836,0.998123,17.60867,-0.0004,100.7433,0,270.306,322.24,325.69,1052.272,0,0
Heat flux (kW/m²),50,4,20.95297794,106.23757,0.00204987,0.04877502,0.998514,0.99794,17.60867,-0.0002,100.7451,0,270.294,322.272,325.763,1053.273,0,0
Nominal duct flow rate (l/s),24,5,20.95414123,107.561764,0.00219691,0.04775248,0.997782,0.997788,17.60867,0.0005,100.7453,0,270.282,322.324,325.897,1053.262,0,0
Sampling interval (s),5,6,20.95280112,105.082182,0.00201336,0.04616857,0.999124,0.997678,17.60867,-0.0007,100.7452,0,270.297,322.382,325.925,1053.275,0,0
Separation (mm),25,7,20.94852384,108.699368,0.00169697,0.04514051,0.997576,0.997545,17.60867,-0.001,100.7442,0,270.292,322.385,325.905,1053.239,0,0
Orientation,Horizontal,8,20.94695222,108.256205,0.0014499,0.04541534,0.997518,0.997369,17.60867,-0.0019,100.7427,0,270.279,322.39,325.956,1055.882,0,0
Edge frame?,No,9,20.95030783,110.494312,0.00143536,0.04719867,0.997803,0.997283,17.60867,0.0009,100.742,0,270.271,322.394,325.962,1053.976,0,0
Grid?,No,10,20.95336525,107.804366,0.00162051,0.04875107,0.997593,0.99707,17.60867,0.0002,100.744,0,270.282,322.397,325.974,1053.236,0,0
Non-scrubbed?,Yes,11,20.95409182,107.303459,0.00174936,0.04731833,0.997594,0.996791,17.60867,-0.0029,100.7441,0,270.27,322.406,326,1053.268,0,0
Substrate used? {Y/N},No,12,20.95214447,108.582657,0.00159506,0.0456255,0.996706,0.996616,17.60867,-0.0016,100.7421,0,270.282,322.432,325.991,1053.281,0,0
Substrate,none,13,20.94755269,110.193531,0.00150298,0.0450051,0.996199,0.99654,17.60867,-0.0005,100.7439,0,270.26,322.417,325.97,1053.305,0,0
Additional specimen preparation details,,14,20.94740927,109.937955,0.00145778,0.04580824,0.996271,0.996394,17.60867,-0.0001,100.7446,0,270.269,322.403,325.992,1053.334,0,0
,,15,20.95089747,110.381196,0.00150216,0.04731051,0.996849,0.996267,17.60867,-0.0024,100.7443,0,270.273,322.431,326.019,1053.34,0,0
Specimen,,16,20.95367599,108.147837,0.0017209,0.04852089,0.995603,0.996164,17.60867,-0.0002,100.7448,0,270.278,322.437,326.048,1053.338,0,0
Sample description,RL114-PVC-1,17,20.95403244,108.420843,0.00175762,0.04705729,0.994787,0.995951,17.60867,-0.0006,100.7441,0,270.266,322.484,326.086,1053.38,0,0
Material name/ID,PVC,18,20.94996057,108.828668,0.00158219,0.04552303,0.995169,0.995809,17.60867,0.0008,100.7434,0,270.273,322.494,326.095,1053.401,0,0
Specimen number,,19,20.94506632,107.223228,0.00143329,0.04499117,0.995083,0.995559,17.60867,-0.0018,100.7451,0,270.255,322.484,326.093,1053.387,0,0
E (MJ/kg),13.1,20,20.94603377,108.482317,0.00140183,0.04640239,0.99413,0.995318,17.60867,-0.0015,100.744,0,270.244,322.486,326.075,1053.394,0,0
Initial mass (g),17.72,21,20.94966663,108.645874,0.00156677,0.04864729,0.994848,0.99509,17.60867,0.0014,100.7452,0,270.241,322.465,326.042,1053.377,0,0
Thickness (mm),1.2,22,20.95046324,107.277599,0.00182744,0.04834955,0.994279,0.99494,17.60867,0.0034,100.7451,0,270.229,322.479,326.078,1053.367,0,0
Surface area (cm²),100,23,20.95137586,105.141135,0.00190187,0.04697363,0.993213,0.994733,17.60867,0.0015,100.7452,0,270.247,322.514,326.074,1053.375,0,0
Sponsor,,24,20.9487451,107.216073,0.00169627,0.04536844,0.993847,0.994448,17.60867,0.0017,100.7465,0,270.258,322.475,326,1053.388,0,0
Manufacturer,,25,20.94470278,110.54968,0.00155097,0.04523133,0.993737,0.994181,17.60867,-0.0012,100.7458,0,270.267,322.402,325.906,1053.381,0,0
Test start time (s),99,26,20.94667814,110.042517,0.00155441,0.0465947,0.992388,0.994161,17.60867,-0.0009,100.7453,0,270.248,322.346,325.833,1053.399,0,0
Time to ignition (s),20,27,20.95022379,105.143008,0.00173282,0.04878193,0.994195,0.993967,17.60867,-0.0039,100.7442,0,270.235,322.333,325.825,1053.421,0,0
Time to flameout (s),301,28,20.9521442,109.646868,0.00188595,0.04804032,0.993518,0.993733,17.60867,0.0005,100.7452,0,270.243,322.354,325.853,1053.444,0,0
End of test criterion,Flameout,29,20.95147997,112.910766,0.001816,0.04656034,0.992824,0.993504,17.60867,0.0008,100.7458,0,270.246,322.355,325.87,1053.454,0,0
User EOT time (s),,30,20.94771203,111.43584,0.00158103,0.04521759,0.993792,0.993366,17.60867,0.0007,100.7467,0,270.259,322.379,325.871,1053.462,0,0
MLR EOT mass (g/m²),150,31,20.94459434,110.571939,0.00147108,0.04504576,0.993023,0.993172,17.60867,0.0007,100.7466,0,270.247,322.373,325.865,1053.472,0,0
MLR EOT time period (s),60,32,20.94582496,109.475857,0.00143067,0.04688674,0.991787,0.992958,17.60867,-0.0014,100.7455,0,270.243,322.352,325.806,1053.484,0,0
Truncate graphs at EOT?,No,33,20.94886557,107.907921,0.00153918,0.04870301,0.992682,0.992755,17.60867,-0.0016,100.7471,0,270.243,322.315,325.748,1053.481,0,0
Smooth data?,No,34,20.95032209,108.941062,0.00174621,0.04800846,0.991366,0.992645,17.60867,-0.0002,100.7457,0,270.241,322.291,325.724,1053.465,0,0
Correct O2 for pressure?,No,35,20.94911952,110.187566,0.00169453,0.04633054,0.990863,0.992435,17.60867,-0.0008,100.7465,0,270.24,322.289,325.723,1053.431,0,0
,,36,20.94492085,108.610774,0.00153218,0.04512965,0.991932,0.992351,17.60867,-0.0026,100.7466,0,270.247,322.292,325.779,1053.393,0,0
Specifications: apparatus,,37,20.94284039,107.783912,0.00145709,0.04532378,0.992476,0.992195,17.60867,-0.0016,100.746,0,270.242,322.326,325.841,1049.763,0,0
C-factor (SI units),0.044587,38,20.94589291,107.125504,0.00148565,0.04687184,0.992749,0.992156,17.60867,-0.0019,100.7464,0,270.266,322.348,325.824,1048.415,0,0
