General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94854635,121.753668,0.00096943,0.05028595,0.929668,0.950135,7.92E+38,0.0007,99.2184,0.029,271.117,330.371,333.395,1140.585,0,0
Standard used,ISO 5660-1,1,20.95046504,119.338435,0.00121225,0.04883376,1.008098,1.022387,7.92E+38,0.0004,99.2197,0.033,271.15,330.371,333.395,1140.579,0,0
Date of test,30/11/2020,2,20.95238372,116.923201,0.00145507,0.04738157,1.086528,1.094639,7.92E+38,0.0001,99.221,0.037,271.183,330.371,333.395,1140.573,0,0
Time of test,13:20,3,20.95090421,115.363395,0.00126717,0.04606114,1.029454,1.007765,7.92E+38,0.0023,99.2198,0.039,271.179,330.357,333.375,1140.599,0,0
Heat flux (kW/m²),50,4,20.94618298,113.575906,0.00099102,0.04535732,1.037217,1.017439,7.92E+38,0.0014,99.2211,0.037,271.172,330.33,333.418,1140.622,0,0
Nominal duct flow rate (l/s),24,5,20.94650205,116.022765,0.00086403,0.04610078,0.989382,1.041489,7.92E+38,0.0002,99.2189,0.038,271.163,330.337,333.372,1140.647,0,0
Sampling interval (s),1,6,20.94997792,114.918976,0.00090629,0.0483339,1.041218,1.095785,7.92E+38,-0.0015,99.2192,0.038,271.169,330.313,333.307,1140.608,0,0
Separation (mm),60,7,20.95246244,118.446265,0.00110782,0.04890319,1.056512,1.073689,7.92E+38,-0.0025,99.2216,0.04,271.188,330.299,333.332,1140.574,0,0
Orientation,Horizontal,8,20.95366955,119.617036,0.00113015,0.04720668,1.10532,1.084948,7.92E+38,-0.0014,99.2213,0.041,271.164,330.312,333.346,1140.563,0,0
Edge frame?,Yes,9,20.95186003,115.978421,0.00094311,0.04525903,1.196755,1.166313,7.92E+38,-0.0004,99.2197,0.039,271.172,330.319,333.371,1140.517,0,0
Grid?,No,10,20.94762975,114.439358,0.00080552,0.04446956,1.198286,1.171091,7.92E+38,0.0006,99.221,0.039,271.168,330.308,333.353,1140.466,0,0
Non-scrubbed?,Yes,11,20.94898116,112.409862,0.00078312,0.04557766,1.145334,1.158619,7.92E+38,0.0006,99.2216,0.038,271.175,330.302,333.361,1140.424,0,0
Substrate used? {Y/N},No,12,20.9526751,110.356103,0.00087659,0.04776677,1.104394,1.135468,7.92E+38,0.0018,99.2221,0.04,271.168,330.322,333.392,1140.405,0,0
Substrate,none,13,20.95473375,112.539838,0.00105467,0.04839593,1.178179,1.164558,7.92E+38,0.0016,99.2213,0.04,271.165,330.358,333.427,1140.4,0,0
Additional specimen preparation details,,14,20.95429931,112.657045,0.00101396,0.04628994,1.141741,1.083137,7.92E+38,0.001,99.2205,0.04,271.17,330.356,333.417,1142.074,0,0
,,15,20.95086931,114.236226,0.00080413,0.04482425,1.088057,1.036308,7.92E+38,0.0001,99.2198,0.043,271.171,330.34,333.367,1140.877,0,0
Specimen,,16,20.94740398,115.816353,0.00063263,0.04471147,0.963227,0.988563,7.92E+38,0,99.2206,0.044,271.171,330.249,333.204,1140.329,0,0
