General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)
,,,,,,,,,,,,,,,,,,
Test,,0,20.94701266,102.22315,0.00142941,0.04818418,0.997372,1.00027,-1.057351,-0.0051,103.1741,0,269.808,330.468,333.036,1138.367,0,0
Standard used,ISO 5660-1,1,20.94992665,107.60053,0.00176675,0.04669075,0.999286,1.000284,-1.057351,-0.0008,103.1728,0,269.828,330.475,333.067,1138.429,0,0
Date of test,19/02/2019,2,20.95284064,112.97791,0.0021041,0.04519732,1.0012,1.000298,-1.057351,0.0034,103.1715,0,269.848,330.482,333.098,1138.491,0,0
Time of test,12:25,3,20.95158215,109.518682,0.00206054,0.04347043,1.001253,1.000312,-1.057351,0.0029,103.1705,0,269.836,330.49,333.133,1141.304,0,0
Heat flux (kW/m²),50,4,20.9454156,106.726923,0.00196383,0.04262794,1.000974,1.000194,-1.057351,0.0017,103.1705,0,269.84,330.492,333.142,1139.364,0,0
Nominal duct flow rate (l/s),24,5,20.9443978,110.830068,0.0019982,0.04315219,1.000262,1.000172,-1.057351,0.0012,103.1711,0,269.826,330.487,333.138,1138.663,0,0
Sampling interval (s),1,6,20.94777968,109.456421,0.00210823,0.04490631,0.999411,1.00012,-1.057351,0.0008,103.1689,0,269.848,330.473,333.092,1138.743,0,0
Separation (mm),60,7,20.95074502,108.318358,0.00227809,0.04650669,0.999115,1.000095,-1.057351,-0.001,103.1691,0,269.845,330.415,333.022,1138.826,0,0
Orientation,Horizontal,8,20.95127479,106.663142,0.00226575,0.04462912,1.000504,1.000015,-1.057351,-0.0031,103.1698,0,269.848,330.315,332.896,1138.885,0,0
Edge frame?,Yes,9,20.94879224,105.508087,0.00200658,0.04311312,1.000543,0.999928,-1.057351,-0.0002,103.1702,0,269.854,330.242,332.815,1138.897,0,0
Grid?,No,10,20.94448715,112.543222,0.00181899,0.04262102,1.00179,0.999769,-1.057351,0.0006,103.1685,0,269.831,330.191,332.757,1135.79,0,0
Non-scrubbed?,Yes,11,20.94499272,109.484797,0.00173308,0.04371693,1.001106,0.999795,-1.057351,-0.001,103.1677,0,269.827,330.172,332.762,1135.089,0,0
Substrate used? {Y/N},No,12,20.95000661,108.842257,0.00183611,0.04562497,1.00045,0.999692,-1.057351,0.0006,103.1671,0,269.845,330.179,332.784,1139.623,0,0
Substrate,none,13,20.95292855,107.789336,0.00207261,0.04595816,0.99992,0.999582,-1.057351,0.0021,103.1667,0,269.841,330.172,332.767,1139.475,0,0
Additional specimen preparation details,,14,20.95447343,108.877836,0.00205181,0.04426146,0.999213,0.999485,-1.057351,0.0021,103.1669,0,269.839,330.173,332.762,1139.149,0,0
,,15,20.95220287,109.011329,0.00185237,0.0428704,1.000474,0.999409,-1.057351,0.003,103.1688,0,269.848,330.123,332.742,1139.134,0,0
Specimen,,16,20.94783835,112.069822,0.00171759,0.04273549,1.000025,0.999339,-1.057351,0.0008,103.169,0,269.849,330.133,332.72,1139.174,0,0
