General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.93686234,104.76228,0.00098122,0.04363138,1.000964,1.001122,21.622448,-0.0004,101.5961,0,269.127,318.122,321.841,1059.181,0,0
Standard used,ISO 5660-1,1,20.94226956,107.719557,0.00104767,0.04697731,1.001859,1.001267,21.622448,-0.0002,101.5958,0,269.15,318.119,321.851,1059.199,0,0
Date of test,08/05/2019,2,20.94767679,110.676834,0.00111413,0.05032324,1.002753,1.001411,21.622448,0.0001,101.5955,0,269.174,318.116,321.861,1059.218,0,0
Time of test,09:52,3,20.9493698,110.321538,0.00131604,0.05156983,1.002577,1.001568,21.622448,-0.0001,101.5943,0,269.165,318.163,321.898,1059.25,0,0
Heat flux (kW/m²),50,4,20.94931869,107.766826,0.00128329,0.0498113,1.002083,1.001624,21.622448,-0.0002,101.5946,0,269.162,318.173,321.971,1059.303,0,0
Nominal duct flow rate (l/s),24,5,20.94673381,107.802024,0.00107995,0.04795754,1.002615,1.001723,21.622448,-0.0002,101.5955,0,269.16,318.193,322.007,1059.313,0,0
Sampling interval (s),1,6,20.94222668,107.738188,0.00093719,0.04746876,1.002178,1.00177,21.622448,0.0002,101.5963,0,269.149,318.208,322.007,1059.353,0,0
Separation (mm),25,7,20.94300584,108.107274,0.00090903,0.04820693,1.002954,1.001857,21.622448,0.0001,101.5948,0,269.135,318.229,322.039,1059.35,0,0
Orientation,Horizontal,8,20.94658818,112.00646,0.00104557,0.05078897,1.002095,1.001971,21.622448,-0.0001,101.5952,0,269.14,318.243,322.032,1059.373,0,0
Edge frame?,Yes,9,20.94950085,106.856054,0.00126987,0.05109743,1.002178,1.002135,21.622448,0,101.5951,0,269.132,318.24,322.033,1059.392,0,0
Grid?,No,10,20.95073137,110.770218,0.00130425,0.04946349,1.003192,1.00238,21.622448,-0.0001,101.5974,0,269.131,318.239,322.064,1059.387,0,0
Non-scrubbed?,Yes,11,20.94793473,108.720726,0.00113163,0.04795955,1.003667,1.002633,21.622448,0.0001,101.5964,0,269.13,318.258,322.044,1059.396,0,0
Substrate used? {Y/N},No,12,20.94381282,107.256889,0.0009995,0.04691893,1.003343,1.002739,21.622448,0.0003,101.5958,0,269.135,318.257,322.1,1059.409,0,0
Substrate,none,13,20.94567814,109.533186,0.00099121,0.04767219,1.003693,1.002835,21.622448,0,101.5963,0,269.118,318.266,322.087,1059.42,0,0
Additional specimen preparation details,,14,20.94915133,110.281344,0.00115592,0.05032316,1.004476,1.002914,21.622448,0,101.5959,0,269.121,318.28,322.099,1059.398,0,0
,,15,20.9511901,109.705516,0.00143064,0.05061182,1.00439,1.003033,21.622448,0.0001,101.597,0,269.119,318.289,322.17,1059.361,0,0
Specimen,,16,20.94966106,108.595626,0.00142246,0.04881392,1.004492,1.003176,21.622448,-0.0001,101.5976,0,269.116,318.336,322.277,1059.358,0,0
Sample description,PVC-PS,17,20.94548812,110.015267,0.00129859,0.04764173,1.004059,1.003241,21.622448,0.0001,101.598,0,269.133,318.391,322.228,1059.336,0,0
Material name/ID,polyvinyl chloride and polystyrene,18,20.94174716,109.916677,0.00121877,0.04774452,1.003998,1.003356,21.622448,0,101.5988,0,269.131,318.352,322.193,1057.531,0,0
Specimen number,,19,20.94420211,107.274335,0.00125906,0.04947091,1.003959,1.003546,21.622448,0.0001,101.5979,0,269.141,318.366,322.225,1057.363,0,0
E (MJ/kg),13.1,20,20.94918186,110.160636,0.00144523,0.05125566,1.003754,1.003609,21.622448,0.0003,101.5966,0,269.135,318.383,322.269,1058.518,0,0
Initial mass (g),21.75,21,20.95135756,108.053054,0.00161329,0.05038706,1.004222,1.003685,21.622448,0.0001,101.5982,0,269.142,318.399,322.266,1059.123,0,0
Thickness (mm),13.6,22,20.95021868,110.902659,0.00154635,0.048512,1.003714,1.003785,21.622448,0,101.5974,0,269.146,318.389,322.258,1059.246,0,0
Surface area (cm²),88.4,23,20.94652889,108.766677,0.00137789,0.04757235,1.004354,1.003839,21.622448,0.0003,101.5989,0,269.16,318.414,322.264,1059.256,0,0
Sponsor,,24,20.94387591,110.780336,0.00129427,0.04789664,1.004523,1.004036,21.622448,-0.0001,101.6007,0,269.134,318.423,322.284,1059.267,0,0
Manufacturer,,25,20.94707002,111.123933,0.00134132,0.04949506,1.004106,1.00414,21.622448,-0.0003,101.5983,0,269.151,318.424,322.281,1059.267,0,0
Test start time (s),77,26,20.95027986,110.460025,0.00158045,0.05137223,1.005923,1.004225,21.622448,0,101.598,0,269.146,318.413,322.258,1059.268,0,0
Time to ignition (s),16,27,20.95236665,111.297944,0.00181368,0.05038853,1.005011,1.004313,21.622448,-0.0003,101.5978,0,269.151,318.4,322.255,1059.278,0,0
