General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)
,,,,,,,,,,,,,,,,,,
Test,,0,20.93791337,151.556435,-0.00063094,0.04284818,1.630605,0.098537,-2.306976,0.0005,70.0166,0,266.747,293.902,293.15,293.223,0,0
Standard used,ASTM E 1354,1,20.94599913,143.707095,-0.00025811,0.04376657,1.098994,0.374593,-2.306976,0.0003,69.9738,0,266.734,293.915,293.154,293.2,0,0
Date of test,6/6/2024,2,20.9540849,135.857755,0.00011472,0.04468496,0.567382,0.650648,-2.306976,0,69.9309,0,266.721,293.928,293.158,293.177,0,0
Time of test,2:02,3,20.95515368,137.509743,0.00023518,0.04637102,0.822999,1.155184,-2.306976,-0.0001,69.9622,0,266.7,293.947,293.175,293.191,0,0
Heat flux (kW/m²),0,4,20.94790764,135.394332,-8.32E-05,0.04467874,0.912214,1.47405,-2.306976,0.0001,70.0719,0,266.735,293.944,293.18,293.186,0,0
Nominal duct flow rate (l/s),24,5,20.95203295,136.784876,-0.00010102,0.04356648,1.032491,0.883793,-2.306976,0,70.126,0,266.73,293.934,293.164,293.183,0,0
Sampling interval (s),1,6,20.95256748,138.578879,0.00014914,0.04637786,1.164324,-0.012083,-2.306976,0.0001,70.0557,0,266.726,293.93,293.176,293.183,0,0
Separation (mm),25,7,20.94890572,141.150964,-7.12E-05,0.04534463,0.362358,-0.219795,-2.306976,0.0001,70.0078,0,266.728,293.934,293.177,293.175,0,0
Orientation,Horizontal,8,20.94892615,142.090571,-0.00012454,0.04372127,0.000113,-0.219775,-2.306976,-0.0002,69.9378,0,266.729,293.948,293.184,293.189,0,0
Edge frame?,No,9,20.95313643,140.570499,0.00016589,0.04596948,0.890915,0.949107,-2.306976,-0.0001,70.011,0,266.719,293.947,293.184,293.17,0,0
Grid?,No,10,20.94765841,138.503274,-8.75E-05,0.04578324,0.587407,0.939387,-2.306976,0.0008,70.098,0,266.718,293.945,293.188,293.171,0,0
Non-scrubbed?,Yes,11,20.95043445,139.862493,-6.63E-05,0.04400005,0.605123,0.036601,-2.306976,0.0003,70.0976,0,266.706,293.945,293.192,293.183,0,0
Substrate used? {Y/N},No,12,20.95341637,136.283449,0.00015605,0.04644048,0.532438,-0.217991,-2.306976,0,70.0394,0,266.718,293.943,293.207,293.201,0,0
Substrate,none,13,20.95009018,135.681194,-5.15E-05,0.04617416,0.117334,-0.057227,-2.306976,-0.0001,69.9462,0,266.715,293.948,293.195,293.197,0,0
