General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95961643,107.973444,0.00272047,0.04862418,1.000662,1.000044,-0.211549,0.0001,100.7428,0,270.397,323.712,327.054,1051.704,0,0
Standard used,ISO 5660-1,1,20.95363644,108.548256,0.00234668,0.04665982,1.000134,1.000058,-0.211549,-0.0002,100.7418,0,270.407,323.696,327.009,1051.73,0,0
Date of test,25/04/2019,2,20.94765644,109.123068,0.00197289,0.04469546,0.999605,1.000073,-0.211549,-0.0005,100.7408,0,270.417,323.68,326.965,1051.756,0,0
Time of test,16:38,3,20.94477227,111.682143,0.00180622,0.04484047,0.999387,1.000134,-0.211549,-0.0008,100.7396,0,270.435,323.662,326.888,1051.809,0,0
Heat flux (kW/m²),50,4,20.94787217,111.531354,0.00182263,0.04662766,1.001179,1.000114,-0.211549,0,100.7391,0,270.431,323.589,326.815,1051.847,0,0
Nominal duct flow rate (l/s),24,5,20.95105223,109.049147,0.00196773,0.04833953,1.000065,1.000234,-0.211549,-0.0012,100.7398,0,270.437,323.574,326.811,1051.896,0,0
Sampling interval (s),5,6,20.95235487,111.344843,0.00203306,0.0472213,0.999195,1.000231,-0.211549,-0.0033,100.741,0,270.415,323.57,326.778,1051.938,0,0
Separation (mm),25,7,20.950994,109.577951,0.00186235,0.04553563,0.999314,1.000234,-0.211549,0.0011,100.7405,0,270.423,323.528,326.747,1052.002,0,0
Orientation,Horizontal,8,20.94656249,112.275309,0.00167327,0.04446986,0.998985,1.000225,-0.211549,0.001,100.7401,0,270.431,323.48,326.659,1052.029,0,0
Edge frame?,Yes,9,20.94496889,109.778123,0.00161746,0.0449159,0.999855,1.000269,-0.211549,-0.0004,100.7397,0,270.435,323.425,326.533,1052.083,0,0
Grid?,No,10,20.94857819,110.146422,0.00171496,0.04683099,1.000511,1.000304,-0.211549,0.001,100.7383,0,270.428,323.365,326.468,1054.746,0,0
Non-scrubbed?,Yes,11,20.95161261,107.025075,0.00188238,0.04889696,1.000501,1.000298,-0.211549,0.0017,100.7406,0,270.418,323.351,326.488,1053.677,0,0
Substrate used? {Y/N},No,12,20.95079761,109.271653,0.00198349,0.04734918,0.999544,1.000237,-0.211549,0.0005,100.741,0,270.429,323.373,326.511,1052.369,0,0
Substrate,none,13,20.95014266,108.23873,0.00176485,0.04531273,0.999625,1.000222,-0.211549,0.0014,100.7404,0,270.417,323.384,326.573,1052.157,0,0
Additional specimen preparation details,,14,20.94584195,109.994327,0.00142508,0.0444404,1.000307,1.00014,-0.211549,0.002,100.7393,0,270.413,323.428,326.606,1052.177,0,0
,,15,20.94560184,109.368322,0.00121564,0.04484377,0.999754,1.000096,-0.211549,0.0006,100.7385,0,270.415,323.457,326.661,1052.176,0,0
Specimen,,16,20.94929852,109.363856,0.00122549,0.04729668,0.999063,1.000172,-0.211549,-0.0008,100.7389,0,270.424,323.479,326.709,1052.149,0,0
