General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.9500653,113.76891,0.00147393,0.05181408,0.995523,0.997881,3.402383,-0.002,100.7251,0,270.302,322.404,326.144,1053.301,0,0
Standard used,ISO 5660-1,1,20.95129058,110.048256,0.00160069,0.04942763,0.996823,0.997782,3.402383,-0.0013,100.7241,0,270.305,322.425,326.119,1053.314,0,0
Date of test,25/04/2019,2,20.95251587,106.327603,0.00172745,0.04704118,0.998124,0.997683,3.402383,-0.0006,100.7231,0,270.308,322.447,326.094,1053.327,0,0
Time of test,15:17,3,20.94994644,109.245464,0.00161962,0.04551859,0.99816,0.997717,3.402383,-0.0013,100.7216,0,270.296,322.442,326.091,1053.307,0,0
Heat flux (kW/m²),50,4,20.94576743,107.07313,0.00141619,0.0450198,0.997422,0.997722,3.402383,-0.0009,100.7215,0,270.321,322.437,326.114,1053.284,0,0
Nominal duct flow rate (l/s),24,5,20.94572302,104.259636,0.00137601,0.04584095,0.996638,0.99763,3.402383,0.0002,100.7216,0,270.321,322.463,326.153,1053.262,0,0
Sampling interval (s),5,6,20.94910498,108.15608,0.00143601,0.04798889,0.996723,0.997549,3.402383,-0.0013,100.7221,0,270.319,322.506,326.179,1053.779,0,0
Separation (mm),25,7,20.95111368,108.704482,0.00159033,0.04841043,0.997066,0.997545,3.402383,0.0001,100.7202,0,270.296,322.485,326.182,1053.433,0,0
Orientation,Horizontal,8,20.95063572,106.633081,0.00146859,0.04664141,0.996685,0.997469,3.402383,-0.0011,100.7194,0,270.307,322.502,326.239,1053.3,0,0
Edge frame?,No,9,20.94711723,106.889163,0.00115965,0.04523566,0.995988,0.997426,3.402383,-0.0013,100.719,0,270.304,322.529,326.231,1053.281,0,0
Grid?,No,10,20.94367093,106.872818,0.00094352,0.04491097,0.996877,0.997342,3.402383,-0.0008,100.7187,0,270.315,322.502,326.161,1053.266,0,0
Non-scrubbed?,Yes,11,20.94605275,109.634725,0.00095849,0.0465683,0.996684,0.997286,3.402383,0.0019,100.7184,0,270.317,322.469,326.038,1053.253,0,0
Substrate used? {Y/N},No,12,20.94820315,110.120526,0.00117375,0.04853725,0.996749,0.997255,3.402383,-0.0018,100.7206,0,270.305,322.382,325.93,1053.28,0,0
Substrate,none,13,20.94930162,109.855441,0.00143877,0.04852445,0.996925,0.997282,3.402383,-0.002,100.7205,0,270.325,322.348,325.903,1053.331,0,0
Additional specimen preparation details,,14,20.94956643,110.30951,0.00139136,0.04602301,0.997019,0.997158,3.402383,-0.0015,100.719,0,270.314,322.322,325.894,1053.365,0,0
,,15,20.94617583,108.785818,0.0012705,0.04494272,0.997107,0.997009,3.402383,-0.0022,100.7174,0,270.321,322.321,325.912,1053.401,0,0
Specimen,,16,20.94365361,109.739008,0.00114243,0.0450447,0.996627,0.996911,3.402383,-0.0006,100.7185,0,270.32,322.342,325.851,1053.432,0,0
Sample description,RL114-PS-2,17,20.94679764,109.129326,0.0011032,0.04656591,0.994993,0.996982,3.402383,-0.001,100.719,0,270.306,322.265,325.724,1053.436,0,0
Material name/ID,polystyrene,18,20.95009167,106.155082,0.0012612,0.04853923,0.995364,0.99695,3.402383,0.0012,100.7187,0,270.313,322.203,325.603,1053.41,0,0
Specimen number,,19,20.95122827,107.81822,0.00143751,0.04730131,0.996728,0.996958,3.402383,0.0003,100.7181,0,270.308,322.114,325.5,1053.413,0,0
E (MJ/kg),13.1,20,20.95093458,110.751715,0.00129795,0.04559115,0.996408,0.996964,3.402383,-0.0031,100.7203,0,270.298,322.086,325.451,1053.422,0,0
Initial mass (g),3.78,21,20.94711072,108.440182,0.00117362,0.04485212,0.996869,0.996986,3.402383,-0.0007,100.7207,0,270.304,322.086,325.437,1053.402,0,0
Thickness (mm),13,22,20.94595223,109.609794,0.00116202,0.04543187,0.997265,0.99697,3.402383,0.0004,100.7196,0,270.324,322.047,325.354,1053.399,0,0
Surface area (cm²),100,23,20.94944309,111.64014,0.00128113,0.04755736,0.996433,0.996851,3.402383,-0.0014,100.7206,0,270.321,322.008,325.328,1053.355,0,0
Sponsor,,24,20.95248215,106.685964,0.00156502,0.04883815,0.996063,0.9969,3.402383,0.0004,100.7194,0,270.313,322.031,325.387,1053.337,0,0
Manufacturer,,25,20.95312656,109.08171,0.00175023,0.04761647,0.996727,0.996898,3.402383,-0.0001,100.72,0,270.322,322.077,325.481,1053.331,0,0
Test start time (s),93,26,20.95119423,110.496535,0.00157542,0.04552784,0.995694,0.996915,3.402383,-0.0004,100.7195,0,270.325,322.13,325.554,1053.332,0,0
Time to ignition (s),9,27,20.94653399,109.123044,0.00143633,0.04478831,0.99607,0.996842,3.402383,0.0008,100.719,0,270.32,322.164,325.611,1053.346,0,0
Time to flameout (s),48,28,20.94474313,104.879004,0.00137242,0.04542497,0.996836,0.996855,3.402383,0.0001,100.72,0,270.327,322.187,325.639,1053.304,0,0
