General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95003668,101.804734,-2.168E-05,0.04269323,1.002993,1.001233,50.675998,-0.0034,101.4637,0,271.027,331.889,335.734,1135.654,0,0
Standard used,ISO 5660-1,1,20.95064652,106.199833,4.792E-05,0.04452145,1.002203,1.001325,50.675998,-0.001,101.4598,0,271.014,331.896,335.741,1135.61,0,0
Date of test,10/07/2018,2,20.95125635,110.594932,0.00011752,0.04634967,1.001414,1.001416,50.675998,0.0015,101.4559,0,271.001,331.903,335.748,1135.565,0,0
Time of test,11:18,3,20.95436951,106.951218,0.00035421,0.04870958,1.001148,1.001335,50.675998,0,101.4702,0,271.018,331.891,335.738,1135.557,0,0
Heat flux (kW/m²),50,4,20.95617398,107.156989,0.00050519,0.04815612,1.001036,1.001195,50.675998,0.0001,101.4755,0,271.03,331.908,335.798,1135.466,0,0
Nominal duct flow rate (l/s),24,5,20.95550019,105.240011,0.00036739,0.04625169,0.999984,1.001092,50.675998,0.0025,101.4686,0,271.03,331.929,335.848,1135.297,0,0
Sampling interval (s),1,6,20.95056129,108.357668,9.993E-05,0.04509948,1.000896,1.001108,50.675998,0.001,101.4577,0,271.015,331.955,335.876,1132.111,0,0
Separation (mm),60,7,20.9466795,104.647431,-0.0001101,0.0451793,1.000962,1.001019,50.675998,0.004,101.4568,0,271.023,331.971,335.955,1132.181,0,0
Orientation,Horizontal,8,20.94954966,105.176003,-0.00012277,0.04648306,1.000402,1.000822,50.675998,0.0014,101.459,0,271.023,332.017,336.061,1131.708,0,0
Edge frame?,Yes,9,20.9529181,106.07831,0.00011618,0.04926112,1.00011,1.000537,50.675998,-0.0006,101.4592,0,271.033,332.089,336.135,1133.834,0,0
Grid?,No,10,20.95425374,105.976467,0.00026442,0.04836953,0.999755,1.000427,50.675998,-0.0001,101.4605,0,271.03,332.114,336.183,1137.726,0,0
Non-scrubbed?,Yes,11,20.95291443,107.630872,0.00020343,0.04688318,1.000105,1.000296,50.675998,-0.0004,101.46,0,271.027,332.129,336.173,1135.696,0,0
Substrate used? {Y/N},No,12,20.94782218,108.592435,7.739E-05,0.04579082,0.999706,1.000107,50.675998,0.001,101.4603,0,271.01,332.112,336.158,1135.021,0,0
Substrate,none,13,20.9449929,105.996561,0.00013508,0.04671234,0.99932,1.000038,50.675998,0.0018,101.4586,0,271.03,332.114,336.184,1135.043,0,0
