General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95691111,109.358671,0.00125693,0.04634459,0.997262,0.998782,9.210958,0.0004,101.634,0,269.785,321.684,325.259,1060.6,0,0
Standard used,ISO 5660-1,1,20.95185047,109.690981,0.00109757,0.04650852,0.998047,0.998711,9.210958,0.0003,101.6363,0,269.758,321.69,325.262,1057.259,0,0
Date of test,03/04/2019,2,20.94678982,110.023291,0.00093821,0.04667244,0.998833,0.99864,9.210958,0.0002,101.6386,0,269.731,321.696,325.265,1053.918,0,0
Time of test,10:24,3,20.95081205,106.1627,0.00100109,0.04856169,0.999289,0.998522,9.210958,-0.0002,101.6388,0,269.742,321.708,325.3,1053.309,0,0
Heat flux (kW/m²),50,4,20.95484173,109.500118,0.00122387,0.05028502,0.9981,0.998336,9.210958,-0.0001,101.6403,0,269.727,321.738,325.374,1053.289,0,0
Nominal duct flow rate (l/s),24,5,20.95691435,108.888235,0.00137245,0.04940434,0.997465,0.998139,9.210958,-0.0003,101.6381,0,269.725,321.755,325.347,1053.262,0,0
Sampling interval (s),1,6,20.95517148,111.204538,0.00126475,0.04709964,0.997564,0.997961,9.210958,0.0001,101.6382,0,269.726,321.737,325.292,1053.246,0,0
Separation (mm),25,7,20.95078257,110.536237,0.001176,0.04635617,0.997436,0.997698,9.210958,-0.0001,101.64,0,269.734,321.725,325.275,1053.255,0,0
Orientation,Horizontal,8,20.95042985,108.478137,0.00115593,0.04731592,0.99851,0.997436,9.210958,-0.0001,101.6399,0,269.731,321.671,325.245,1053.239,0,0
Edge frame?,No,9,20.95392332,106.940924,0.00131671,0.0492545,0.997278,0.997237,9.210958,-0.0003,101.6381,0,269.745,321.661,325.197,1053.263,0,0
Grid?,No,10,20.9567468,114.432594,0.00161693,0.04970615,0.997491,0.997133,9.210958,0.0001,101.6396,0,269.747,321.629,325.164,1055.966,0,0
Non-scrubbed?,Yes,11,20.95710601,110.567382,0.00167178,0.04797985,0.997439,0.996932,9.210958,0,101.6393,0,269.748,321.606,325.166,1053.861,0,0
Substrate used? {Y/N},No,12,20.95589866,109.199936,0.00154779,0.04605887,0.996821,0.996716,9.210958,0.0009,101.6391,0,269.736,321.625,325.157,1053.23,0,0
Substrate,none,13,20.95181763,110.680366,0.00142327,0.04557127,0.995364,0.996571,9.210958,0,101.6377,0,269.738,321.62,325.148,1053.25,0,0
Additional specimen preparation details,,14,20.95290129,109.200633,0.00139014,0.0461905,0.996106,0.99642,9.210958,-0.0003,101.6385,0,269.72,321.597,325.135,1053.285,0,0
,,15,20.95654967,112.107018,0.00157261,0.04885162,0.995056,0.996217,9.210958,-0.0003,101.6379,0,269.714,321.613,325.126,1053.282,0,0
Specimen,,16,20.95888928,108.417743,0.00188613,0.04909496,0.995767,0.995934,9.210958,-0.0002,101.6402,0,269.732,321.6,325.118,1053.292,0,0
Sample description,Shaven PS No1 ,17,20.95725739,110.183963,0.00188828,0.04734164,0.995712,0.995728,9.210958,0.0007,101.6389,0,269.725,321.581,325.14,1053.308,0,0
Material name/ID,Shaven PS No1 ,18,20.95366094,107.362101,0.00175017,0.04587428,0.995288,0.995554,9.210958,0.0003,101.6413,0,269.729,321.6,325.19,1053.306,0,0
Specimen number,,19,20.94953647,108.262458,0.00157743,0.04624589,0.99474,0.995291,9.210958,0.0001,101.6423,0,269.708,321.618,325.189,1053.323,0,0
E (MJ/kg),13.1,20,20.95166048,112.171919,0.00157299,0.04774597,0.994288,0.995121,9.210958,0,101.6402,0,269.684,321.634,325.169,1053.301,0,0
Initial mass (g),3.82,21,20.95532383,111.196448,0.0017116,0.04985534,0.994379,0.994806,9.210958,0.0002,101.6395,0,269.701,321.622,325.144,1053.267,0,0
Thickness (mm),13,22,20.95720214,108.643661,0.0018729,0.04975806,0.995411,0.9946,9.210958,-0.0002,101.6415,0,269.725,321.62,325.18,1053.25,0,0
Surface area (cm²),100,23,20.95641707,112.968653,0.00175179,0.04740679,0.993868,0.994487,9.210958,-0.0003,101.6415,0,269.719,321.649,325.185,1053.232,0,0
Sponsor,,24,20.95274718,112.219411,0.00150463,0.04578219,0.993317,0.994237,9.210958,-0.0004,101.6398,0,269.716,321.651,325.125,1053.231,0,0
Manufacturer,,25,20.95096185,111.169929,0.00139317,0.04583216,0.99514,0.99402,9.210958,-0.0005,101.6407,0,269.705,321.593,325.077,1053.206,0,0
Test start time (s),151,26,20.95396539,106.434364,0.00143145,0.04689843,0.993577,0.993822,9.210958,-0.0003,101.6402,0,269.714,321.618,325.15,1053.213,0,0
Time to ignition (s),12,27,20.95769047,111.812563,0.0015819,0.04935939,0.992483,0.993554,9.210958,-0.0004,101.6406,0,269.693,321.622,325.153,1053.21,0,0
Time to flameout (s),38,28,20.9591853,110.507958,0.00165427,0.04882059,0.992542,0.993396,9.210958,-0.0004,101.6434,0,269.684,321.632,325.151,1053.194,0,0
End of test criterion,User entered,29,20.95792702,109.252644,0.00141347,0.04658063,0.992101,0.993175,9.210958,-0.0003,101.6416,0,269.697,321.652,325.173,1053.183,0,0
User EOT time (s),158,30,20.95239775,108.505648,0.00115651,0.04560929,0.992904,0.992887,9.210958,-0.0005,101.6426,0,269.673,321.641,325.19,1053.204,0,0
MLR EOT mass (g/m²),150,31,20.94973524,108.557842,0.0010142,0.04598209,0.992042,0.992761,9.210958,-0.0004,101.6412,0,269.68,321.657,325.232,1051.19,0,0
MLR EOT time period (s),60,32,20.95290558,106.794852,0.00101966,0.04867214,0.990823,0.992583,9.210958,0,101.6396,0,269.678,321.696,325.233,1049.874,0,0
