General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95889117,112.760688,0.00215071,0.04576717,0.99941,0.99982,-1.05827,0.0042,101.493,0,269.98,328.996,332.583,1144.99,0,0
Standard used,ISO 5660-1,1,20.95223177,109.511148,0.00194706,0.04535696,0.999911,0.999792,-1.05827,0.0026,101.4927,0,269.977,328.996,332.551,1145.042,0,0
Date of test,14/02/2019,2,20.94557237,106.261608,0.0017434,0.04494674,1.000413,0.999764,-1.05827,0.0011,101.4924,0,269.974,328.996,332.519,1145.094,0,0
Time of test,12:07,3,20.94878205,108.533924,0.00177231,0.04619038,1.000242,0.999859,-1.05827,-0.0006,101.4926,0,269.967,328.966,332.521,1145.086,0,0
Heat flux (kW/m²),50,4,20.95265577,107.119221,0.0019016,0.04822427,0.999508,0.999884,-1.05827,0.0008,101.4931,0,269.968,328.956,332.54,1145.097,0,0
Nominal duct flow rate (l/s),24,5,20.95427485,104.981796,0.0021577,0.04800343,0.999592,0.999806,-1.05827,0.0009,101.4925,0,269.967,328.965,332.551,1145.13,0,0
Sampling interval (s),1,6,20.9532633,107.351691,0.00211363,0.04600199,1.001632,0.999863,-1.05827,0.0005,101.491,0,269.956,328.969,332.519,1145.145,0,0
Separation (mm),60,7,20.94928685,108.773634,0.00194816,0.04495062,1.001125,0.999829,-1.05827,-0.001,101.4917,0,269.974,328.915,332.465,1145.188,0,0
Orientation,Horizontal,8,20.94666103,108.415503,0.00191257,0.04519183,1.001005,0.999959,-1.05827,-0.0011,101.493,0,269.982,328.903,332.448,1145.201,0,0
Edge frame?,Yes,9,20.94988098,107.992242,0.00199436,0.0471289,1.000289,0.999951,-1.05827,-0.001,101.492,0,269.98,328.853,332.398,1145.254,0,0
Grid?,No,10,20.95314884,108.319038,0.00214217,0.04883523,0.999239,0.999951,-1.05827,0.0022,101.4924,0,269.956,328.794,332.316,1145.304,0,0
Non-scrubbed?,Yes,11,20.9542333,106.069048,0.00239477,0.0476637,0.999719,0.999931,-1.05827,0.0005,101.491,0,269.965,328.689,332.135,1145.323,0,0
Substrate used? {Y/N},No,12,20.95278511,107.083052,0.00237638,0.04578344,1.000601,0.999847,-1.05827,-0.0006,101.4925,0,269.964,328.645,332.13,1145.336,0,0
Substrate,none,13,20.94835661,106.967376,0.00207439,0.04426251,1.000346,0.99975,-1.05827,-0.0031,101.4919,0,269.963,328.683,332.204,1145.318,0,0
Additional specimen preparation details,,14,20.94649226,105.529668,0.00193896,0.04433821,1.000501,0.999653,-1.05827,-0.0013,101.4932,0,269.965,328.727,332.229,1145.287,0,0
,,15,20.94874671,104.136423,0.00193062,0.04645431,0.999642,0.999599,-1.05827,0.0006,101.4928,0,269.956,328.756,332.284,1145.226,0,0
Specimen,,16,20.95303232,108.064061,0.00211864,0.04801747,0.9995,0.99948,-1.05827,0.0004,101.4916,0,269.963,328.789,332.33,1146.764,0,0
Sample description,Ater WT 2mon_Phytic15,17,20.95422562,106.260291,0.00225397,0.04667025,1.000572,0.999317,-1.05827,0.0016,101.4929,0,269.968,328.814,332.377,1145.563,0,0
Material name/ID,,18,20.952101,103.66197,0.00209192,0.04528801,0.999705,0.999172,-1.05827,0.0025,101.492,0,269.954,328.869,332.452,1145.151,0,0
Specimen number,,19,20.94753755,105.162226,0.00197629,0.04482206,0.999539,0.999055,-1.05827,0.0011,101.4919,0,269.965,328.922,332.547,1145.163,0,0
E (MJ/kg),13.1,20,20.94740645,105.511874,0.0019418,0.04573759,0.999687,0.998932,-1.05827,0.0016,101.4914,0,269.956,328.945,332.552,1145.174,0,0
Initial mass (g),50.776,21,20.95114741,105.587794,0.00195987,0.0477392,0.999457,0.998851,-1.05827,0.0023,101.4916,0,269.961,328.895,332.482,1145.155,0,0
Thickness (mm),12.5,22,20.95383317,104.465032,0.0022059,0.04861209,0.999368,0.998792,-1.05827,0.0021,101.4929,0,269.965,328.839,332.392,1145.192,0,0
Surface area (cm²),88.4,23,20.95413882,105.112572,0.00222265,0.04751283,0.998123,0.998681,-1.05827,0.0002,101.492,0,269.953,328.805,332.364,1145.165,0,0
Sponsor,,24,20.95119108,106.948818,0.00188991,0.04536023,0.997365,0.9987,-1.05827,-0.0018,101.4922,0,269.96,328.799,332.348,1145.203,0,0
Manufacturer,,25,20.94696963,105.211086,0.00172665,0.04487127,0.998339,0.998655,-1.05827,-0.0017,101.4923,0,269.965,328.784,332.391,1147.969,0,0
Test start time (s),93,26,20.94796992,108.305339,0.00169815,0.04557945,0.998622,0.998553,-1.05827,-0.0005,101.4923,0,269.95,328.775,332.35,1145.923,0,0
Time to ignition (s),26,27,20.95087207,105.390318,0.00180226,0.04788802,0.99906,0.998686,-1.05827,0.0004,101.492,0,269.946,328.761,332.3,1145.179,0,0
Time to flameout (s),901,28,20.95226823,106.495932,0.00197499,0.04856937,0.999383,0.998949,-1.05827,0.0008,101.4899,0,269.968,328.722,332.253,1145.165,0,0
End of test criterion,ISO 5660-1:2002,29,20.95194593,108.270775,0.00197892,0.04717597,0.9996,0.999402,-1.05827,-0.0037,101.4909,0,269.973,328.676,332.254,1145.15,0,0
User EOT time (s),,30,20.94887724,104.306076,0.00174332,0.04536195,0.999759,0.999705,-1.05827,-0.0002,101.491,0,269.962,328.703,332.299,1145.137,0,0
MLR EOT mass (g/m²),150,31,20.94568284,107.286223,0.00151688,0.04490174,1.000874,1.000023,-1.05827,0.0009,101.4905,0,269.959,328.764,332.368,1145.131,0,0
MLR EOT time period (s),60,32,20.94843329,106.967507,0.00141565,0.04594396,1.000859,1.000512,-1.05827,0.0001,101.4903,0,269.949,328.82,332.431,1145.136,0,0
Truncate graphs at EOT?,No,33,20.95235512,105.720555,0.00148304,0.04846527,1.001897,1.000724,-1.05827,0.0002,101.4898,0,269.946,328.836,332.462,1145.147,0,0
Smooth data?,No,34,20.95428423,105.843658,0.00157096,0.04840208,1.000964,1.001084,-1.05827,0.0018,101.4897,0,269.954,328.858,332.537,1145.972,0,0
Correct O2 for pressure?,No,35,20.95356653,105.914994,0.00141209,0.04632118,1.001128,1.001533,-1.05827,0.002,101.4886,0,269.964,328.885,332.59,1145.392,0,0
,,36,20.94996219,107.284214,0.00119168,0.04501767,1.001922,1.001907,-1.05827,0.0027,101.4899,0,269.972,328.921,332.614,1145.207,0,0
Specifications: apparatus,,37,20.94660904,108.639947,0.00112673,0.04506234,1.002278,1.00232,-1.05827,0.0001,101.4901,0,269.962,328.922,332.611,1145.214,0,0
C-factor (SI units),0.045044,38,20.94929031,106.079875,0.00125495,0.04693391,1.00281,1.002633,-1.05827,0.0006,101.4913,0,269.967,328.925,332.614,1145.213,0,0
OD correction factor,0.97963,39,20.95275888,107.038732,0.00149824,0.04845701,1.003061,1.002789,-1.05827,0,101.4929,0,269.951,328.936,332.61,1145.248,0,0
Duct diameter (m),0.114,40,20.95426039,106.285378,0.00189004,0.04762385,1.003813,1.003093,-1.05827,-0.0006,101.4917,0,269.954,328.901,332.586,1145.25,0,0
O2 delay time (s),0,41,20.95303967,103.971162,0.00195822,0.04606899,1.004266,1.003443,-1.05827,-0.0003,101.4895,0,269.97,328.899,332.636,1145.248,0,0
CO2 delay time (s),0,42,20.94896463,103.081082,0.00183558,0.04498392,1.004976,1.003833,-1.05827,0.0011,101.49,0,269.967,328.953,332.738,1145.242,0,0
CO delay time (s),0,43,20.94675233,105.617189,0.00177725,0.04500299,1.005017,1.00405,-1.05827,0.0028,101.4903,0,269.976,329.012,332.799,1145.231,0,0
,,44,20.95008272,106.451461,0.00184864,0.04719567,1.005665,1.004308,-1.05827,0.0015,101.4898,0,269.971,329.045,332.867,1145.215,0,0
Laboratory,,45,20.95176598,110.519112,0.00203147,0.04886476,1.005248,1.004398,-1.05827,-0.0011,101.4905,0,269.959,329.055,332.808,1145.196,0,0
Laboratory name,FTT Cone - NIST,46,20.95233378,105.382624,0.0021287,0.04792622,1.005183,1.004562,-1.05827,0.0021,101.4907,0,269.972,329.01,332.772,1145.208,0,0
Operator,Shields,47,20.95065259,106.237964,0.00196808,0.04586226,1.005251,1.00478,-1.05827,0.0003,101.492,0,269.96,329.017,332.757,1145.212,0,0
Filename,C:\CC5\DATA\19020025.CSV,48,20.94613275,109.97034,0.00179694,0.04491062,1.005558,1.005015,-1.05827,0.0005,101.4897,0,269.966,328.975,332.717,1141.077,0,0
Report name,,49,20.94520111,106.877624,0.0016442,0.04509761,1.005372,1.00533,-1.05827,0.0004,101.4908,0,269.972,328.944,332.666,1139.975,0,0
,,50,20.94770188,108.172405,0.00168033,0.0471907,1.0072,1.005541,-1.05827,-0.0005,101.4905,0,269.949,328.916,332.628,1144.124,0,0
,,51,20.9514287,106.661281,0.00194557,0.04886011,1.008035,1.005645,-1.05827,0.0025,101.4895,0,269.953,328.9,332.606,1145.265,0,0
Pre-test conditions,,52,20.9522464,106.98729,0.00211105,0.0470685,1.006641,1.005896,-1.05827,0.002,101.4906,0,269.958,328.928,332.632,1145.238,0,0
Ambient temperature (°C),21,53,20.95000465,108.47455,0.00209028,0.04563249,1.007092,1.006033,-1.05827,-0.0025,101.4905,0,269.978,328.956,332.655,1145.23,0,0
Barometric pressure (Pa),101501,54,20.9453976,110.380142,0.00196578,0.04498607,1.007806,1.006254,-1.05827,-0.0005,101.4887,0,269.996,328.92,332.639,1145.252,0,0
Relative humidity (%),17.2,55,20.94575417,108.108616,0.00192965,0.0454061,1.007638,1.006461,-1.05827,-0.0003,101.4897,0,269.978,328.951,332.716,1145.279,0,0
,,56,20.94813428,104.745066,0.00197761,0.04763749,1.007918,1.006689,-1.05827,0.0004,101.4882,0,269.981,329.007,332.758,1145.315,0,0
,,57,20.95012839,104.10987,0.00213988,0.04870065,1.007912,1.006793,-1.05827,-0.0017,101.4895,0,269.975,329.033,332.764,1145.33,0,0
Conditioning,,58,20.95012119,108.547582,0.00206695,0.04674824,1.007133,1.006896,-1.05827,-0.0012,101.4903,0,269.978,329.027,332.714,1145.322,0,0
Conditioned? {Y/N},Yes,59,20.94731701,104.877162,0.00186244,0.04536878,1.007283,1.006996,-1.05827,0.0026,101.4888,0,269.961,328.929,332.613,1145.327,0,0
Conditioning temperature (°C),23,60,20.94297592,110.309099,0.00166004,0.04496032,1.006996,1.007061,-1.05827,0.0012,101.4873,0,269.964,328.883,332.517,1145.353,0,0
Conditioning RH (%),50,61,20.94491003,110.265872,0.00166391,0.04597708,1.007679,1.007106,-1.05827,0.0005,101.487,0,269.961,328.832,332.462,1145.353,0,0
,,62,20.94981553,107.286908,0.00185082,0.04806729,1.007886,1.007214,-1.05827,0.0008,101.4897,0,269.97,328.799,332.458,1145.329,0,0
Data collected,,63,20.95223182,110.052036,0.00213396,0.04840528,1.008313,1.007329,-1.05827,0.0007,101.489,0,269.963,328.836,332.497,1148.074,0,0
CO/CO2 data collected?,Yes,64,20.95175888,106.210644,0.00208338,0.04655132,1.008066,1.007351,-1.05827,0.0022,101.4905,0,269.96,328.882,332.553,1145.974,0,0
Mass data collected?,Yes,65,20.94846914,108.83523,0.00191126,0.0451108,1.00721,1.007407,-1.05827,-0.0001,101.4899,0,269.966,328.917,332.653,1145.267,0,0
Smoke data collected?,Yes,66,20.94469897,107.069394,0.00173059,0.04498282,1.007939,1.007432,-1.05827,-0.0005,101.4923,0,269.965,328.951,332.716,1145.256,0,0
Soot mass data collected?,No,67,20.94706433,105.717038,0.00167738,0.04633802,1.008204,1.007312,-1.05827,0,101.4903,0,269.966,328.993,332.754,1145.222,0,0
Soot mass ratio (1:x),N/A,68,20.95072518,108.978402,0.00182946,0.04865146,1.007954,1.007348,-1.05827,-0.0013,101.4897,0,269.967,329.02,332.743,1145.28,0,0
Soot mass (g),N/A,69,20.95234825,108.901696,0.00207615,0.04808371,1.008974,1.007432,-1.05827,-0.0045,101.4907,0,269.967,329.002,332.729,1149.497,0,0
,,70,20.95283587,105.598824,0.00203345,0.04630844,1.009116,1.007538,-1.05827,-0.0018,101.4923,0,269.97,328.999,332.774,1150.641,0,0
Comments,,71,20.94943702,106.222722,0.00195068,0.0450517,1.009213,1.007616,-1.05827,-0.0003,101.491,0,269.981,329.035,332.835,1146.356,0,0
