General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95703985,127.381916,0.00014424,0.05225705,2.307611,3.26737,208.46013,-0.0003,69.8005,0,266.566,314.956,316.676,1059.25,0,0
Standard used,ASTM E 1354,1,20.95379715,131.124026,4.05E-05,0.04817117,1.610445,3.195841,208.46013,0,69.9063,0,266.549,314.793,316.558,1059.288,0,0
Date of test,12/06/2024,2,20.95055445,134.866136,-6.324E-05,0.04408529,0.913279,3.124312,208.46013,0.0003,70.0121,0,266.532,314.63,316.44,1059.326,0,0
Time of test,01:00,3,20.95248585,135.852713,0.00017972,0.0450619,1.105061,1.532257,208.46013,0.0003,70.0798,0,266.564,314.524,316.426,1059.353,0,0
Heat flux (kW/m²),50,4,20.9491699,134.351445,-4.494E-05,0.04556443,0.937468,-1.128295,208.46013,0.0003,70.0121,0,266.557,314.561,316.494,1059.337,0,0
Nominal duct flow rate (l/s),24,5,20.94786147,133.192908,-0.00017132,0.04406888,0.455652,-1.026326,208.46013,0.0004,69.9467,0,266.554,314.717,316.625,1059.333,0,0
Sampling interval (s),1,6,20.95158852,134.893586,6.375E-05,0.04410662,0.400212,0.475501,208.46013,0.0003,69.913,0,266.547,314.858,316.725,1059.359,0,0
Separation (mm),25,7,20.95071402,134.51854,0.00012395,0.04674523,0.441682,0.870545,208.46013,0.0001,69.9151,0,266.547,314.881,316.766,1059.368,0,0
Orientation,Horizontal,8,20.94673623,133.813304,-7.951E-05,0.0458814,0.441935,3.190121,208.46013,0.0001,70.0085,0,266.553,314.941,316.817,1058.455,0,0
Edge frame?,No,9,20.94767913,131.66139,-6.959E-05,0.04375888,0.921675,2.893383,208.46013,0,70.1072,0,266.563,315.014,316.838,1059.062,0,0
Grid?,No,10,20.94984539,131.670063,0.00010455,0.04530169,1.074514,1.440106,208.46013,0,70.1267,0,266.559,315.027,316.832,1059.271,0,0
