General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94697089,105.776114,0.00055687,0.05121882,1.000026,0.999802,3.300036,-0.0017,102.203,0,269.847,320.974,324.67,1057.186,0,0
Standard used,ISO 5660-1,1,20.95148341,106.096594,0.00073108,0.04913648,1.000134,0.999744,3.300036,-0.0014,102.2056,0,269.867,321.006,324.695,1057.208,0,0
Date of test,01/05/2019,2,20.95599593,106.417074,0.00090529,0.04705415,1.000243,0.999687,3.300036,-0.0011,102.2083,0,269.887,321.038,324.72,1057.23,0,0
Time of test,09:36,3,20.9534973,110.105851,0.00073185,0.0457026,0.999774,0.999641,3.300036,0,102.2098,0,269.915,321.039,324.629,1057.282,0,0
Heat flux (kW/m²),50,4,20.94833573,111.755379,0.00052898,0.04501227,1.001041,0.999425,3.300036,-0.0008,102.2091,0,269.923,320.953,324.556,1059.971,0,0
Nominal duct flow rate (l/s),24,5,20.94789556,106.56786,0.00048225,0.04559491,1.000119,0.999327,3.300036,-0.0011,102.2077,0,269.898,320.955,324.587,1057.922,0,0
Sampling interval (s),1,6,20.95041368,108.721704,0.00059828,0.04747394,0.999218,0.999235,3.300036,0.0006,102.2096,0,269.905,321.002,324.672,1057.255,0,0
Separation (mm),25,7,20.95263354,111.000326,0.00081456,0.04900206,0.998589,0.999157,3.300036,0.0022,102.2091,0,269.9,321.046,324.751,1057.239,0,0
Orientation,Horizontal,8,20.95202227,111.52703,0.00095985,0.04696892,0.99962,0.999177,3.300036,-0.0003,102.2072,0,269.89,321.064,324.774,1057.277,0,0
Edge frame?,Yes,9,20.94862342,108.660236,0.00087012,0.04536864,0.999537,0.999163,3.300036,-0.0012,102.2068,0,269.901,321.084,324.862,1057.281,0,0
Grid?,No,10,20.94384903,108.51785,0.00080865,0.04503416,1.000249,0.999192,3.300036,-0.0009,102.2089,0,269.904,321.119,324.854,1057.317,0,0
Non-scrubbed?,Yes,11,20.94465695,108.21549,0.00080569,0.04603762,0.998976,0.999166,3.300036,-0.0008,102.2097,0,269.918,321.101,324.816,1057.367,0,0
Substrate used? {Y/N},No,12,20.94860164,111.595064,0.00092796,0.04844461,0.9981,0.999077,3.300036,-0.0003,102.2098,0,269.911,321.08,324.744,1057.421,0,0
Substrate,none,13,20.94976601,108.431952,0.00110151,0.04886437,0.997329,0.998964,3.300036,-0.0009,102.2103,0,269.91,321.056,324.723,1060.122,0,0
Additional specimen preparation details,,14,20.94879086,111.034476,0.0010532,0.0466443,0.998084,0.998953,3.300036,-0.001,102.2099,0,269.893,321.038,324.701,1058.109,0,0
,,15,20.94570502,108.9006,0.00085861,0.04528335,0.997855,0.998852,3.300036,-0.0009,102.2103,0,269.904,321.025,324.699,1057.459,0,0
Specimen,,16,20.9416222,110.805138,0.00078629,0.04508003,0.996874,0.998849,3.300036,0.0007,102.2089,0,269.9,321.035,324.697,1057.471,0,0
Sample description,PS-1,17,20.94371836,110.382084,0.0008136,0.04643155,0.999572,0.99889,3.300036,0.0002,102.2101,0,269.903,321.045,324.735,1057.473,0,0
Material name/ID,Polystyrene,18,20.94721685,107.11788,0.00097755,0.04867826,0.99955,0.998945,3.300036,-0.0003,102.2099,0,269.91,321.053,324.729,1057.439,0,0
Specimen number,,19,20.94911173,108.155569,0.00118847,0.04813389,0.998705,0.999049,3.300036,-0.0008,102.2114,0,269.909,321.061,324.72,1057.429,0,0
E (MJ/kg),13.1,20,20.94828212,106.30991,0.00107762,0.04661195,0.997166,0.999094,3.300036,-0.0009,102.2104,0,269.906,321.063,324.721,1057.397,0,0
Initial mass (g),3.72,21,20.94483596,109.115406,0.00084633,0.04518091,0.99826,0.999088,3.300036,-0.0007,102.2101,0,269.911,321.063,324.766,1057.366,0,0
Thickness (mm),13,22,20.94143652,105.898269,0.00072455,0.0451684,0.998793,0.999062,3.300036,-0.0011,102.2104,0,269.912,321.102,324.84,1057.375,0,0
Surface area (cm²),88.4,23,20.94441017,107.319935,0.00076799,0.04683459,0.999266,0.99901,3.300036,-0.0013,102.2096,0,269.904,321.137,324.868,1057.366,0,0
Sponsor,,24,20.94775916,109.194845,0.00099268,0.04872563,0.999003,0.999034,3.300036,-0.0013,102.211,0,269.918,321.158,324.856,1057.34,0,0
Manufacturer,,25,20.94917224,111.523044,0.00124703,0.04807146,0.999218,0.99917,3.300036,-0.0005,102.2112,0,269.93,321.126,324.865,1057.349,0,0
Test start time (s),75,26,20.94815719,109.549458,0.00118728,0.04593548,1.00048,0.99927,3.300036,-0.0008,102.2092,0,269.93,321.156,324.837,1058.408,0,0
Time to ignition (s),22,27,20.94522096,108.772257,0.00102354,0.04501181,0.999079,0.999333,3.300036,-0.0007,102.2077,0,269.913,321.153,324.822,1060.087,0,0
Time to flameout (s),158,28,20.94371456,108.716085,0.00089123,0.04556376,0.998171,0.999391,3.300036,-0.0012,102.2093,0,269.901,321.135,324.776,1059.231,0,0
End of test criterion,ISO 5660-1:2002,29,20.94710306,108.601314,0.00086249,0.04731331,0.998828,0.999448,3.300036,-0.001,102.2106,0,269.888,321.112,324.738,1057.794,0,0
User EOT time (s),,30,20.95021619,109.996248,0.00099836,0.04881599,0.99975,0.999401,3.300036,-0.001,102.2118,0,269.91,321.085,324.68,1057.424,0,0
MLR EOT mass (g/m²),150,31,20.95107285,113.255428,0.0009999,0.04772616,1.000676,0.999457,3.300036,-0.0003,102.2129,0,269.91,321.057,324.645,1057.386,0,0
MLR EOT time period (s),60,32,20.94938036,111.123406,0.00078638,0.04593416,1.000251,0.99952,3.300036,-0.0007,102.2123,0,269.915,321.053,324.643,1057.38,0,0
Truncate graphs at EOT?,No,33,20.9448095,113.317878,0.00054761,0.0450305,0.999495,0.999624,3.300036,0.0009,102.2113,0,269.917,321.05,324.611,1057.362,0,0
Smooth data?,No,34,20.94383463,110.165043,0.00054556,0.04547074,0.998874,0.999705,3.300036,-0.0006,102.2116,0,269.923,321.053,324.599,1057.351,0,0
Correct O2 for pressure?,No,35,20.94772539,109.234326,0.00072994,0.04794226,1.000067,0.999742,3.300036,-0.0011,102.2115,0,269.933,321.046,324.567,1057.313,0,0
,,36,20.95049501,108.254988,0.00102511,0.04902173,0.999746,0.999736,3.300036,-0.0011,102.2117,0,269.924,321.04,324.566,1057.283,0,0
Specifications: apparatus,,37,20.95107781,106.9579,0.00114466,0.04745963,0.999536,0.999768,3.300036,-0.0011,102.2109,0,269.92,321.042,324.595,1057.252,0,0
C-factor (SI units),0.044705,38,20.94890171,109.686059,0.00097234,0.04561634,1.000851,0.999962,3.300036,-0.0013,102.21,0,269.912,321.055,324.648,1057.226,0,0
OD correction factor,0.97963,39,20.94413873,110.28695,0.00088735,0.04502448,1.000422,1.000134,3.300036,-0.0013,102.2071,0,269.922,321.083,324.664,1057.19,0,0
Duct diameter (m),0.114,40,20.94443997,108.320217,0.00088034,0.04578868,0.998995,1.000234,3.300036,0.001,102.206,0,269.947,321.102,324.688,1057.197,0,0
O2 delay time (s),0,41,20.94819285,108.257914,0.00101808,0.04784121,0.999591,1.000367,3.300036,-0.0004,102.2056,0,269.955,321.14,324.721,1057.215,0,0
CO2 delay time (s),0,42,20.95079975,108.559846,0.0011807,0.0488883,1.000189,1.000639,3.300036,-0.001,102.2044,0,269.937,321.158,324.745,1057.208,0,0
CO delay time (s),0,43,20.94933513,111.761392,0.00108484,0.04697301,0.999314,1.000778,3.300036,-0.0011,102.2061,0,269.935,321.16,324.806,1057.201,0,0
,,44,20.94603348,109.163332,0.00079425,0.04534795,0.99989,1.000961,3.300036,-0.0013,102.2052,0,269.934,321.178,324.799,1057.202,0,0
Laboratory,,45,20.9417079,108.952846,0.00065717,0.0449871,1.000781,1.001069,3.300036,-0.001,102.208,0,269.956,321.177,324.747,1057.198,0,0
Laboratory name,FTT Cone - NIST,46,20.94320864,109.866962,0.000662,0.04609415,1.002451,1.00119,3.300036,0.0002,102.2067,0,269.946,321.15,324.747,1057.192,0,0
Operator,Shields,47,20.94706301,111.377658,0.00081906,0.04861672,1.00106,1.001297,3.300036,-0.0008,102.208,0,269.944,321.149,324.741,1057.193,0,0
Filename,C:\CC5\DATA\19050001.CSV,48,20.94916385,109.238909,0.00109162,0.04844246,1.001592,1.001502,3.300036,-0.0012,102.2098,0,269.948,321.143,324.747,1057.201,0,0
Report name,,49,20.94864963,108.921637,0.00101541,0.04635164,1.000308,1.001546,3.300036,-0.0011,102.2093,0,269.941,321.128,324.628,1057.214,0,0
,,50,20.945361,112.372738,0.00082609,0.04512954,1.000306,1.001593,3.300036,-0.0008,102.2112,0,269.955,321.061,324.458,1057.198,0,0
,,51,20.94307292,113.990491,0.00072503,0.04529423,1.001592,1.001685,3.300036,-0.0011,102.212,0,269.94,320.947,324.278,1059.913,0,0
Pre-test conditions,,52,20.94583092,112.247079,0.0007593,0.04669005,1.001398,1.001821,3.300036,-0.0001,102.2092,0,269.928,320.878,324.208,1057.811,0,0
Ambient temperature (°C),20.1,53,20.9495998,111.298156,0.00094391,0.04872498,1.000822,1.00193,3.300036,-0.0011,102.2106,0,269.945,320.846,324.159,1057.155,0,0
Barometric pressure (Pa),102194,54,20.95255198,107.515856,0.00105505,0.04800113,1.001278,1.001995,3.300036,-0.0011,102.2103,0,269.951,320.82,324.113,1057.165,0,0
Relative humidity (%),49.5,55,20.95210484,108.088962,0.00091718,0.04647463,1.001862,1.002088,3.300036,-0.0009,102.2128,0,269.95,320.792,324.163,1057.155,0,0
,,56,20.94819217,111.753053,0.00071988,0.04514266,1.002432,1.00213,3.300036,-0.0009,102.2145,0,269.951,320.833,324.208,1057.16,0,0
,,57,20.94555934,110.78566,0.0006821,0.04507235,1.001963,1.002159,3.300036,-0.0008,102.2134,0,269.954,320.85,324.231,1057.144,0,0
Conditioning,,58,20.94850477,110.634166,0.00076996,0.04681279,1.002706,1.002235,3.300036,0.0009,102.2123,0,269.936,320.879,324.242,1057.119,0,0
Conditioned? {Y/N},No,59,20.95203411,112.96946,0.00098094,0.04888498,1.001846,1.002321,3.300036,-0.0005,102.2113,0,269.94,320.867,324.242,1057.119,0,0
Conditioning temperature (°C),N/A,60,20.95326661,111.225179,0.00111211,0.04801582,1.00137,1.002372,3.300036,-0.001,102.2108,0,269.953,320.869,324.252,1059.858,0,0
Conditioning RH (%),N/A,61,20.95169536,109.767389,0.00096202,0.04617928,1.001568,1.002509,3.300036,-0.001,102.2102,0,269.958,320.881,324.277,1057.77,0,0
,,62,20.94769846,109.273086,0.0007237,0.04508746,1.001953,1.002632,3.300036,-0.0011,102.2128,0,269.945,320.916,324.369,1057.107,0,0
Data collected,,63,20.94750329,108.811115,0.00068516,0.04538094,1.002293,1.002771,3.300036,-0.001,102.2129,0,269.944,320.958,324.405,1057.094,0,0
