General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94027213,115.145136,5.119E-05,0.04491757,0.994753,0.999333,53.131904,-0.0074,101.4659,0,270.521,333.666,337.273,1133.191,0,0
Standard used,ISO 5660-1,1,20.94617148,110.795806,0.00049149,0.04701955,0.997424,0.999346,53.131904,-0.0039,101.4649,0,270.521,333.684,337.296,1133.165,0,0
Date of test,10/07/2018,2,20.95207084,106.446476,0.00093179,0.04912152,1.000096,0.999359,53.131904,-0.0003,101.4639,0,270.521,333.702,337.319,1133.139,0,0
Time of test,11:44,3,20.95311045,108.096301,0.00100452,0.04799916,0.999131,0.999289,53.131904,-0.0003,101.4624,0,270.521,333.674,337.321,1133.094,0,0
Heat flux (kW/m²),50,4,20.95049766,106.592656,0.00085245,0.04649927,0.998993,0.999436,53.131904,-0.001,101.4649,0,270.531,333.66,337.323,1133.061,0,0
Nominal duct flow rate (l/s),24,5,20.94610502,108.077008,0.00061871,0.04653417,0.999338,0.999648,53.131904,0.0004,101.4647,0,270.521,333.672,337.306,1133.004,0,0
Sampling interval (s),1,6,20.94727731,104.564509,0.00051104,0.04736073,0.99914,0.999829,53.131904,0.0001,101.4623,0,270.526,333.632,337.244,1132.988,0,0
Separation (mm),60,7,20.95101851,107.518554,0.00050413,0.04925941,0.998364,1.000053,53.131904,0.0027,101.4631,0,270.541,333.57,337.108,1132.971,0,0
Orientation,Horizontal,8,20.95473845,111.336195,0.00067702,0.05021316,0.999369,1.000186,53.131904,0.0017,101.4663,0,270.51,333.454,336.927,1132.944,0,0
Edge frame?,Yes,9,20.95482973,106.937196,0.00070446,0.04859533,1.000316,1.000198,53.131904,-0.0003,101.4631,0,270.517,333.397,336.92,1132.951,0,0
Grid?,No,10,20.95167881,104.346819,0.00057091,0.046496,1.000881,1.000235,53.131904,0.0003,101.4639,0,270.529,333.445,337.043,1133.004,0,0
Non-scrubbed?,Yes,11,20.94783195,110.233549,0.00044675,0.04581188,1.000666,1.000288,53.131904,0.0021,101.4639,0,270.511,333.474,337.046,1133.034,0,0
Substrate used? {Y/N},No,12,20.94979207,109.517037,0.00043725,0.04736694,1.000315,1.000443,53.131904,0.0006,101.463,0,270.513,333.426,336.946,1133.054,0,0
Substrate,none,13,20.9534684,110.254851,0.00057202,0.04941867,1.00024,1.000693,53.131904,0.0011,101.4638,0,270.51,333.374,336.842,1133.04,0,0
Additional specimen preparation details,,14,20.95677345,105.341424,0.00080984,0.04910201,1.001725,1.000948,53.131904,-0.001,101.4646,0,270.5,333.319,336.792,1133.028,0,0
,,15,20.9566171,107.144002,0.00086527,0.04772181,1.001011,1.001137,53.131904,-0.0018,101.4626,0,270.496,333.307,336.801,1133.036,0,0
Specimen,,16,20.95299407,104.871961,0.00079145,0.04612982,1.000553,1.001338,53.131904,0,101.4613,0,270.5,333.331,336.85,1133.044,0,0
Sample description,Phytic soaking_3,17,20.94829243,107.110074,0.00075615,0.04593588,1.001573,1.00151,53.131904,0,101.4624,0,270.512,333.346,336.907,1133.102,0,0
Material name/ID,Phytic soaking_3,18,20.95056762,106.629834,0.00081498,0.04741499,1.001114,1.0017,53.131904,0.0007,101.4607,0,270.504,333.371,336.995,1133.161,0,0
Specimen number,,19,20.95401932,108.065065,0.00100373,0.04952345,1.001879,1.001931,53.131904,0.0015,101.4601,0,270.483,333.414,337.067,1133.203,0,0
E (MJ/kg),13.1,20,20.9553717,107.361641,0.00109166,0.04915488,1.002729,1.002083,53.131904,-0.0025,101.4611,0,270.494,333.469,337.14,1133.25,0,0
Initial mass (g),52.576,21,20.95413276,107.021088,0.00095567,0.04800788,1.00186,1.002235,53.131904,-0.0011,101.4609,0,270.508,333.529,337.223,1133.328,0,0
Thickness (mm),12.5,22,20.94985274,107.396799,0.0006673,0.04674724,1.002157,1.002415,53.131904,-0.0012,101.461,0,270.498,333.551,337.229,1136.133,0,0
Surface area (cm²),88.4,23,20.9480469,106.503031,0.00050666,0.04732562,1.002293,1.002455,53.131904,-0.0034,101.4626,0,270.482,333.56,337.271,1134.254,0,0
Sponsor,,24,20.9513468,107.023255,0.00058383,0.04939317,1.002029,1.002497,53.131904,-0.0014,101.4615,0,270.488,333.591,337.307,1133.627,0,0
Manufacturer,,25,20.95435501,106.737248,0.00086295,0.05122114,1.001608,1.002591,53.131904,0.0025,101.4616,0,270.502,333.597,337.301,1133.714,0,0
Test start time (s),74,26,20.9553358,107.765093,0.00104659,0.05017206,1.001598,1.002645,53.131904,-0.0004,101.4625,0,270.492,333.601,337.341,1133.816,0,0
Time to ignition (s),14,27,20.95198493,108.994597,0.00099268,0.04835805,1.00156,1.002685,53.131904,-0.0014,101.4599,0,270.504,333.551,337.151,1132.554,0,0
Time to flameout (s),751,28,20.94708959,105.83781,0.00081397,0.04738177,1.002276,1.002735,53.131904,0.0007,101.461,0,270.506,333.432,337.001,1131.896,0,0
End of test criterion,ISO 5660-1:2002,29,20.94646922,108.837289,0.00072662,0.04793343,1.003646,1.002735,53.131904,0.001,101.4612,0,270.499,333.36,336.954,1133.564,0,0
User EOT time (s),,30,20.94991813,106.208376,0.00074816,0.05011207,1.002397,1.00266,53.131904,0.001,101.4614,0,270.488,333.34,336.938,1134.012,0,0
MLR EOT mass (g/m²),150,31,20.95276995,104.892922,0.00085902,0.05074639,1.003336,1.002619,53.131904,0.0012,101.4614,0,270.485,333.371,336.98,1136.764,0,0
MLR EOT time period (s),60,32,20.9532744,108.349457,0.00090243,0.0484636,1.003092,1.002572,53.131904,0.0027,101.4599,0,270.487,333.415,337.044,1134.815,0,0
Truncate graphs at EOT?,No,33,20.95088849,108.259293,0.00069595,0.04700754,1.00234,1.002665,53.131904,-0.0014,101.46,0,270.488,333.449,337.083,1134.117,0,0
Smooth data?,No,34,20.94631168,110.202853,0.00047195,0.04621455,1.002464,1.002766,53.131904,-0.001,101.4606,0,270.509,333.431,337.04,1134.184,0,0
Correct O2 for pressure?,No,35,20.94693147,108.020397,0.00035471,0.04634812,1.003113,1.002775,53.131904,0,101.461,0,270.502,333.351,336.9,1134.296,0,0
,,36,20.95218819,112.765925,0.00041354,0.04851711,1.001866,1.002804,53.131904,-0.0005,101.4621,0,270.482,333.282,336.811,1134.371,0,0
Specifications: apparatus,,37,20.95552755,109.710458,0.0006815,0.04923421,1.00256,1.002896,53.131904,0.0002,101.464,0,270.478,333.266,336.831,1134.44,0,0
C-factor (SI units),0.045408,38,20.95667564,109.428251,0.00065701,0.04775113,1.003201,1.002928,53.131904,0,101.4646,0,270.484,333.25,336.787,1134.469,0,0
OD correction factor,1,39,20.95400442,107.277689,0.00046412,0.0462769,1.002468,1.002868,53.131904,-0.0006,101.4639,0,270.501,333.256,336.801,1134.464,0,0
Duct diameter (m),0.114,40,20.94986636,106.834406,0.00029794,0.04581354,1.002346,1.00282,53.131904,-0.0007,101.4622,0,270.489,333.267,336.848,1134.452,0,0
O2 delay time (s),0,41,20.95144977,110.626409,0.00026877,0.04751837,1.0039,1.002781,53.131904,-0.0007,101.461,0,270.501,333.301,336.864,1134.429,0,0
CO2 delay time (s),0,42,20.95522914,107.188401,0.00036537,0.0500503,1.002743,1.002855,53.131904,0.0015,101.4621,0,270.502,333.282,336.843,1134.443,0,0
CO delay time (s),0,43,20.95721408,106.785786,0.00062144,0.05144713,1.002152,1.002909,53.131904,0.0009,101.4634,0,270.493,333.303,336.839,1134.472,0,0
,,44,20.95551223,109.015438,0.00061734,0.05009314,1.002963,1.002928,53.131904,0.0014,101.4622,0,270.502,333.295,336.928,1134.525,0,0
Laboratory,,45,20.95131912,110.21913,0.00052308,0.04907461,1.002088,1.002993,53.131904,0.0003,101.4615,0,270.499,333.328,336.986,1134.539,0,0
Laboratory name,FTT Cone - NIST,46,20.94770275,108.894345,0.00049509,0.04946354,1.002679,1.003041,53.131904,0.0003,101.4622,0,270.508,333.359,337.038,1134.511,0,0
