General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.96600671,98.499316,0.00196283,0.04322801,2.788665,1.580624,108.016,-0.0042,101.0243,0,270.468,331.901,336.317,1150.255,0,0
Standard used,ISO 5660-1,1,20.95876119,99.575056,0.00182461,0.04290005,2.576194,1.834132,108.016,-0.0017,101.0246,0,270.488,331.924,336.305,1150.239,0,0
Date of test,19/08/2020,2,20.95151567,100.650796,0.0016864,0.04257208,2.363723,2.087641,108.016,0.0008,101.0249,0,270.508,331.947,336.293,1150.223,0,0
Time of test,16:08,3,20.95314923,105.985015,0.0017416,0.04396343,3.243649,2.359956,108.016,0.0004,101.0232,0,270.509,331.929,336.276,1150.215,0,0
Heat flux (kW/m²),50,4,20.9567712,102.749984,0.00188591,0.04567648,2.114644,1.844007,108.016,-0.0001,101.0227,0,270.49,331.905,336.294,1150.214,0,0
Nominal duct flow rate (l/s),24,5,20.95841787,101.489244,0.00210492,0.04550435,2.306954,1.866389,108.016,-0.0004,101.0227,0,270.507,331.934,336.308,1150.235,0,0
Sampling interval (s),1,6,20.95754882,102.579556,0.0019764,0.04366284,3.627088,2.514518,108.016,-0.0009,101.023,0,270.504,331.927,336.287,1150.234,0,0
Separation (mm),60,7,20.95376057,101.505286,0.0016894,0.04249654,2.551139,1.641075,108.016,0.0019,101.0249,0,270.492,331.9,336.263,1150.251,0,0
Orientation,Horizontal,8,20.9492837,102.376035,0.00152481,0.04194244,1.617213,1.359703,108.016,0.0003,101.0243,0,270.504,331.894,336.294,1150.266,0,0
Edge frame?,Yes,9,20.95184024,100.189919,0.00150428,0.04390369,1.542972,1.134556,108.016,0.0009,101.0256,0,270.508,331.937,336.346,1150.287,0,0
Grid?,No,10,20.9553024,99.487276,0.00168675,0.04557594,2.602207,1.758824,108.016,0.0003,101.0244,0,270.495,331.971,336.375,1150.269,0,0
Non-scrubbed?,Yes,11,20.95656956,100.965494,0.00181694,0.04429278,2.525927,1.931228,108.016,0.0007,101.0253,0,270.5,331.934,336.369,1150.263,0,0
Substrate used? {Y/N},No,12,20.95541514,100.315809,0.00177364,0.04267026,2.321345,1.802459,108.016,0.0021,101.0257,0,270.515,331.951,336.372,1150.286,0,0
Substrate,none,13,20.95269948,102.568813,0.00160099,0.04171693,2.047541,1.420263,108.016,0.0019,101.0244,0,270.505,331.948,336.343,1150.271,0,0
Additional specimen preparation details,red cedar,14,20.95122462,100.763079,0.00150892,0.04193543,2.060028,1.405771,108.016,-0.0013,101.0246,0,270.51,331.925,336.381,1150.252,0,0
,,15,20.95432309,98.661845,0.00148917,0.0432887,1.665079,1.682058,108.016,0.0009,101.0242,0,270.486,331.94,336.377,1150.228,0,0
Specimen,,16,20.95915414,101.386278,0.00169848,0.0454315,2.388517,1.802237,108.016,-0.0002,101.0243,0,270.521,331.943,336.365,1150.21,0,0
Sample description,coronavirus red cedar test 3,17,20.96037961,100.735569,0.0017985,0.04378257,3.278566,2.20597,108.016,-0.0006,101.0252,0,270.521,331.95,336.381,1150.192,0,0
Material name/ID,coronavirus red cedar test 3,18,20.95864561,101.759113,0.00173173,0.04262905,3.981501,2.764305,108.016,0.0017,101.0261,0,270.532,331.972,336.383,1150.178,0,0
Specimen number,,19,20.95397659,102.896369,0.00155198,0.04175755,3.644096,2.615141,108.016,0.002,101.0247,0,270.511,331.957,336.311,1150.148,0,0
E (MJ/kg),13.1,20,20.95188554,102.887876,0.00155631,0.04205084,2.751123,1.958587,108.016,0.0022,101.0233,0,270.511,331.911,336.246,1150.14,0,0
Initial mass (g),48,21,20.95518297,104.890362,0.00161832,0.04387023,1.925625,1.592666,108.016,0.0001,101.0249,0,270.522,331.865,336.203,1150.133,0,0
Thickness (mm),12.8,22,20.95797222,102.863557,0.00174631,0.0461718,3.882309,2.414523,108.016,-0.001,101.0267,0,270.517,331.831,336.176,1150.134,0,0
Surface area (cm²),88.4,23,20.95825712,101.51342,0.00178045,0.04438291,2.912924,2.082514,108.016,-0.0013,101.0267,0,270.499,331.843,336.194,1150.154,0,0
Sponsor,,24,20.95730313,100.982276,0.00154406,0.04235358,3.175575,2.233467,108.016,0.0008,101.0251,0,270.527,331.873,336.24,1150.2,0,0
Manufacturer,,25,20.95316979,97.676409,0.0013784,0.04169275,2.093794,1.554302,108.016,0.0011,101.0231,0,270.527,331.899,336.286,1150.266,0,0
Test start time (s),108,26,20.95415652,98.684332,0.00134596,0.04215076,2.098601,2.10445,108.016,0.0001,101.0243,0,270.525,331.911,336.296,1153.176,0,0
Time to ignition (s),17,27,20.9579087,101.992865,0.00145615,0.0447037,2.560854,2.202347,108.016,-0.0012,101.0255,0,270.536,331.89,336.223,1151.035,0,0
Time to flameout (s),532,28,20.95862944,101.474012,0.00169666,0.04527744,3.512167,2.780672,108.016,0.001,101.0241,0,270.554,331.854,336.259,1150.411,0,0
End of test criterion,ISO 5660-1:2002,29,20.95811481,100.393122,0.00167161,0.04371243,4.083915,3.332044,108.016,0.0017,101.0242,0,270.539,331.87,336.264,1150.259,0,0
User EOT time (s),,30,20.95496272,103.365211,0.00144339,0.04205567,5.594591,3.839125,108.016,-0.0004,101.0241,0,270.529,331.829,336.127,1150.215,0,0
MLR EOT mass (g/m²),150,31,20.95083288,103.175028,0.00133258,0.04164581,5.512621,4.010404,108.016,0.0011,101.0235,0,270.523,331.752,336.023,1150.242,0,0
MLR EOT time period (s),60,32,20.95273201,103.65079,0.0014458,0.04284082,5.413395,3.729946,108.016,0.001,101.0258,0,270.53,331.692,335.915,1150.299,0,0
Truncate graphs at EOT?,No,33,20.95646849,106.040967,0.00176912,0.04501497,6.322327,4.368554,108.016,-0.0009,101.0274,0,270.537,331.566,335.712,1150.346,0,0
Smooth data?,No,34,20.95840474,102.919656,0.00212848,0.04521868,5.823072,3.937819,108.016,0.0015,101.025,0,270.53,331.431,335.508,1150.38,0,0
Correct O2 for pressure?,No,35,20.95777314,99.94134,0.00214327,0.04348742,5.903065,3.760308,108.016,0.0021,101.0241,0,270.528,331.308,335.375,1153.147,0,0
,,36,20.95424908,101.793827,0.00192914,0.04185846,7.36313,4.874016,108.016,0.002,101.0264,0,270.528,331.277,335.391,1151.03,0,0
Specifications: apparatus,,37,20.94940579,103.63693,0.00181832,0.04246265,6.065844,3.919278,108.016,0.0002,101.0246,0,270.534,331.299,335.385,1150.39,0,0
C-factor (SI units),0.046549,38,20.95150466,101.806651,0.00179405,0.04344304,5.688222,3.692662,108.016,0.0017,101.0254,0,270.554,331.268,335.358,1150.363,0,0
OD correction factor,0.97963,39,20.95495494,97.989832,0.00198679,0.0452976,4.874971,3.256794,108.016,0.0011,101.0251,0,270.534,331.213,335.32,1150.338,0,0
Duct diameter (m),0.114,40,20.95648031,100.182234,0.00220039,0.04430287,4.931518,3.115141,108.016,0.0014,101.025,0,270.536,331.177,335.206,1150.332,0,0
O2 delay time (s),0,41,20.95550442,103.206239,0.00212062,0.04340996,4.521972,3.106491,108.016,-0.0006,101.0245,0,270.525,331.088,335.136,1150.31,0,0
CO2 delay time (s),0,42,20.95129827,102.627291,0.00190465,0.04193232,3.477843,2.432972,108.016,0.0015,101.0262,0,270.527,331.036,335.051,1150.268,0,0
CO delay time (s),0,43,20.94891595,99.896454,0.00179719,0.0420446,2.305599,1.96032,108.016,-0.0004,101.0251,0,270.531,331.01,335.016,1150.212,0,0
,,44,20.95075162,101.959712,0.00180204,0.04395418,3.33163,2.632681,108.016,0.0006,101.0266,0,270.524,330.993,335.07,1150.076,0,0
Laboratory,,45,20.95367789,101.995517,0.0019692,0.04558356,3.133701,2.601609,108.016,-0.0009,101.0246,0,270.53,331.034,335.128,1149.984,0,0
Laboratory name,FTT Cone - NIST,46,20.95462889,100.097602,0.00202072,0.04470153,3.826667,2.478895,108.016,-0.0004,101.0275,0,270.521,331.059,335.174,1149.845,0,0
Operator,Andre Thompson,47,20.95295623,101.970792,0.00180475,0.04259815,3.626997,2.312393,108.016,0.0006,101.0256,0,270.524,331.065,335.054,1149.645,0,0
Filename,C:\CC5\DATA\20080003.CSV,48,20.94842158,102.803197,0.00153731,0.041659,5.076665,3.150809,108.016,-0.0002,101.025,0,270.511,330.928,334.815,1150.525,0,0
Report name,,49,20.94743782,101.502344,0.00143133,0.04225469,6.745491,3.937489,108.016,-0.002,101.0242,0,270.514,330.777,334.686,1150.289,0,0
,,50,20.95105707,101.105074,0.00144235,0.04442534,6.439041,4.092785,108.016,-0.0014,101.0256,0,270.526,330.754,334.665,1149.854,0,0
,,51,20.95395002,102.002228,0.00167048,0.04533835,5.852032,3.742807,108.016,0.0002,101.0252,0,270.52,330.755,334.728,1149.819,0,0
Pre-test conditions,,52,20.9545463,102.840106,0.00180799,0.04416757,5.624927,3.69681,108.016,-0.0014,101.0255,0,270.513,330.794,334.833,1149.848,0,0
