General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95847984,120.369679,0.00160077,0.05223863,0.754275,0.738712,141.874338,-0.0041,101.9012,0.02,270.368,320.885,323.133,1054.339,0,0
Standard used,ISO 5660-1,1,20.95571634,118.545773,0.00146925,0.04878216,0.964415,0.885239,141.874338,-0.0008,101.9022,0.019,270.381,320.92,323.133,1053.405,0,0
Date of test,19/03/2021,2,20.95295285,116.721867,0.00133773,0.04532568,1.174555,1.031765,141.874338,0.0025,101.9032,0.017,270.394,320.955,323.133,1052.471,0,0
Time of test,10:32,3,20.94858577,116.819127,0.0012269,0.04431976,1.225144,1.203027,141.874338,0.0028,101.9037,0.016,270.387,320.965,323.113,1052.311,0,0
Heat flux (kW/m²),50,4,20.9486354,119.184122,0.00121869,0.04497478,1.168692,1.117236,141.874338,0.0007,101.9035,0.019,270.374,320.945,323.078,1052.357,0,0
Nominal duct flow rate (l/s),24,5,20.95204045,117.702614,0.00130815,0.0472158,1.060781,1.144276,141.874338,0.0004,101.905,0.019,270.376,320.915,323.019,1052.384,0,0
Sampling interval (s),1,6,20.95483843,117.889038,0.00151065,0.04787035,1.255254,1.144832,141.874338,0.0011,101.902,0.017,270.388,320.852,322.938,1052.415,0,0
Separation (mm),25,7,20.95496161,115.856459,0.00152603,0.04641501,1.325879,1.272223,141.874338,0.0008,101.9019,0.018,270.38,320.807,322.956,1052.479,0,0
Orientation,Horizontal,8,20.95216629,119.275825,0.00123102,0.04463244,1.220666,1.174634,141.874338,0.0015,101.9045,0.017,270.395,320.865,323.013,1052.52,0,0
Edge frame?,Yes,9,20.94783749,123.153652,0.00110559,0.04422421,1.192852,1.150853,141.874338,0.0006,101.9048,0.015,270.393,320.875,323.031,1052.541,0,0
Grid?,No,10,20.949122,121.424976,0.0010868,0.04572358,1.263033,1.080423,141.874338,0.0013,101.905,0.018,270.38,320.901,323.11,1052.581,0,0
Non-scrubbed?,Yes,11,20.95293732,116.704372,0.00121893,0.0479383,1.226613,1.260957,141.874338,-0.0004,101.9048,0.021,270.38,320.957,323.145,1052.613,0,0
Substrate used? {Y/N},No,12,20.95513108,116.963595,0.00142452,0.04792658,1.134819,1.152076,141.874338,0,101.9039,0.022,270.391,320.971,323.147,1052.634,0,0
Substrate,none,13,20.95476059,118.803061,0.00133169,0.04587478,1.18857,1.003785,141.874338,0.0013,101.9035,0.019,270.396,320.985,323.197,1052.648,0,0
Additional specimen preparation details,,14,20.95157041,115.781107,0.00115642,0.04462048,1.141889,0.951869,141.874338,0.0006,101.9052,0.018,270.381,320.998,323.2,1052.671,0,0
,,15,20.94832164,113.747655,0.00100984,0.04438461,1.175163,1.013758,141.874338,0.0005,101.9054,0.014,270.391,321.014,323.247,1055.618,0,0
Specimen,,16,20.95145076,116.69974,0.00100791,0.04597611,1.118246,1.031131,141.874338,0.0018,101.9067,0.018,270.41,321.037,323.21,1053.626,0,0
Sample description,Wood Plastic Composite -2,17,20.95539948,120.278722,0.00120846,0.0480596,1.061083,0.957664,141.874338,0.0009,101.9057,0.019,270.396,320.991,323.098,1052.913,0,0
Material name/ID,WPC-2,18,20.95865202,116.062767,0.00143499,0.04781567,1.098314,0.993408,141.874338,0.0021,101.9059,0.018,270.401,320.904,323.022,1052.91,0,0
Specimen number,,19,20.95681353,117.194664,0.00142722,0.04615308,0.862591,0.721998,141.874338,0.0009,101.9052,0.021,270.39,320.878,323.065,1052.917,0,0
E (MJ/kg),13.1,20,20.9531712,115.897012,0.00120711,0.04456031,1.080564,1.034981,141.874338,0.0005,101.9053,0.019,270.385,320.955,323.179,1052.909,0,0
Initial mass (g),139,21,20.9511076,115.456207,0.00107015,0.0444842,1.086013,0.961685,141.874338,0.0004,101.9086,0.018,270.386,321.014,323.231,1052.904,0,0
Thickness (mm),20,22,20.95447596,118.672753,0.00109556,0.04584411,0.854568,0.827712,141.874338,0.0004,101.9069,0.017,270.403,321.046,323.274,1052.882,0,0
Surface area (cm²),88.4,23,20.95795956,119.980743,0.00138581,0.0480945,0.722896,0.74578,141.874338,0.0005,101.9058,0.018,270.399,321.062,323.252,1052.867,0,0
Sponsor,,24,20.95916231,119.655418,0.00163104,0.04754088,0.656728,0.515402,141.874338,0.0002,101.9065,0.019,270.387,321.049,323.229,1055.589,0,0
Manufacturer,,25,20.95796048,116.700893,0.00160191,0.04554218,0.598261,0.51178,141.874338,0,101.9059,0.016,270.405,321.047,323.253,1053.494,0,0
Test start time (s),97,26,20.9535385,120.303159,0.001444,0.04437514,0.712308,0.656326,141.874338,0.0004,101.9081,0.02,270.416,321.054,323.255,1052.807,0,0
Time to ignition (s),75,27,20.95177464,115.002333,0.00132375,0.04457607,0.731453,0.659387,141.874338,-0.002,101.9071,0.019,270.419,321.086,323.31,1052.761,0,0
Time to flameout (s),3188,28,20.9552456,118.871872,0.00132252,0.04567151,0.83453,0.784797,141.874338,-0.0006,101.9054,0.021,270.404,321.128,323.392,1052.711,0,0
End of test criterion,ISO 5660-1:2002,29,20.95836016,122.983193,0.00155867,0.04808909,0.954881,0.915356,141.874338,0.0001,101.9058,0.02,270.403,321.139,323.404,1052.638,0,0
User EOT time (s),,30,20.95913845,121.559605,0.0016867,0.04684398,0.836627,0.811808,141.874338,0.0004,101.9066,0.015,270.414,321.118,323.377,1052.588,0,0
