Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g)
Peaks,,0,3.36568650811093,0.0455861411128929,-5.78594493956385,0.65266916666666,73.8313536953235,-5.32469183921657E-06,0.000430453526262778,0,26.6978291370849,-0.150958530163204,24.738259769908,25.0155314708064,-0.00377630786208431,-0.427184147294606,0,0,-3.47526218545825E-06,0.000280943744274653,0.00207495774137518,0,0,15.13
peak HRR (kW/m²),171.714817675634,1,1.50809821718693,0.0316050344874213,20.6179144499551,0.421818500000003,47.7170248868782,9.99518280498134E-05,0.00190119171650878,0.00243689236264893,26.5782580657937,0.349090614847574,24.63273273151,24.9133530851464,0.00869701774640846,0.983825536924034,0.00434850887320423,0.491912768462017,4.21615301802305E-05,0.000801957838070167,0.00117115526913835,0.00162305650525676,2.43689236264893,14.727703
peak EHC (MJ/kg),69.3030722513107,2,0.513959786952746,0.00413473991664423,-1.11254730082779,1.09883683333333,124.302809200603,9.20453049618575E-05,0.00156227165810775,0.00344792136471876,26.7295553134471,-0.0487843849256262,24.7764364058204,25.0594110152034,-0.00122250795297516,-0.138292754861444,0.00869701774640846,0.983825536924034,0.000101142771427488,0.00171668164160153,0.000799818752585309,0.00260854351611859,1.72396068235938,13.98374
peak MLR (g/s),0.5657845,3,-0.0334554891740677,-0.00027063706545026,-2.93498634427312,1.09277908333333,123.617543363499,8.14064655955177E-05,0.00132333559491478,0.00370490125819513,26.7216563482326,-0.128040427165237,24.7700225294997,25.0490548797655,-0.00320729168689062,-0.36281580168446,0.00869701774640846,0.983825536924034,8.89592828508762E-05,0.00144611345835334,0.000459036497784047,0.00323797114130327,1.23496708606504,12.701735
peak SEA (m²/kg),1472.94885664657,4,0.708266362889301,0,0,-0.169960333333333,-19.226282051282,0,0,0.00405903443963978,26.2531189996176,0.241637633471296,24.332211468458,24.5992896401693,0.00594411413372548,0.672411101100167,0.0116690748132712,1.32003108747412,2.89765909445959E-05,0.000553285983965341,0.000694766276650016,0.0038148725285203,1.01475860990995,12.108298
peak COY (kg/kg),0.614585676158884,5,2.46923730362541,0,0,-0.594032833333332,-67.1982843137254,0,0,0.00564778627289714,26.9424968711881,0.209722005514068,24.9667239131817,25.2395184204232,0.00529328242134042,0.598787604224029,0.0172877730908042,1.95563044013622,-2.19572223923786E-05,-0.000182311836889873,0.00151644145434832,0.00492047639401947,1.12955725457943,12.837516
peak CO2Y (kg/kg),34.553148142384,6,1.50825235485548,0,0,-0.0270781666666674,-3.0631410256411,0,0,0.00763653110213758,26.8246289875241,0.0210216992842959,24.8555249016697,25.1278095488201,0.000528229256008355,0.059754440724927,0.0201985289294785,2.28490146261069,-4.06949187849181E-05,-0.000374877571519844,0.000961326330755159,0.00615936028657121,1.2727551836896,13.030464
,,7,-0.695229471378914,-0.0301242846544427,-15.3988929536591,0.204015749999999,23.0787047511311,-0.000112183992686073,0.000250698638232292,0.00839065727956532,25.5133380441859,-0.131260500979716,23.6396244730093,23.9342122852018,-0.00314161669511046,-0.355386503971772,0.0204626435574827,2.31477868297316,-2.28873014058436E-05,5.11464707029394E-05,-0.000163887144642591,0.00664002345194879,1.19866532565219,12.950669
Time To Peaks,,8,-2.13270296935875,-0.0891002902922913,25.2166891026448,0.211594083333334,23.9359822775265,0.000113176072887289,0.00539408072941537,0.00839065727956532,25.507142391516,0.221738680419446,23.6800329005119,24.0630196106636,0.0053357022153758,0.603586223458801,0.0231304946651706,2.61657179470256,2.39473873978525E-05,0.00114135556736665,-0.000753104773394623,0.00664002345194879,1.04883215994566,12.688584
t peak HRR (s),23,9,-1.23736448590579,-0.0651962248391503,4.82054937484225,0.167775083333333,18.9790818250376,3.90906284365075E-06,0.00866237330631424,0.00839065727956532,25.3045580083891,0.0336952356517887,23.5661147163568,24.0024459669766,0.000808768073076603,0.0914896010267651,0.0262027298093968,2.96410970694534,6.55843344348739E-07,0.00145333040333131,-0.00023451216483979,0.00664002345194879,0.932295253285035,12.550665
