General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.96411853,103.526227,0.00314646,0.05201501,0.997417,1.000595,48.533619,0.0062,102.2147,0,271.208,335.261,339.646,1142.27,0,0
Standard used,ISO 5660-1,1,20.9589819,106.598021,0.0027793,0.0499456,0.999264,1.000595,48.533619,0.0028,102.2133,0,271.202,335.261,339.582,1142.322,0,0
Date of test,05/07/2018,2,20.95384526,109.669815,0.00241214,0.04787618,1.00111,1.000595,48.533619,-0.0007,102.212,0,271.196,335.261,339.518,1142.374,0,0
Time of test,14:48,3,20.95056335,109.312808,0.00228334,0.04842601,1.001625,1.000657,48.533619,-0.002,102.2128,0,271.205,335.261,339.534,1142.414,0,0
Heat flux (kW/m²),50,4,20.95311963,109.191231,0.00226816,0.04985667,1.000582,1.000746,48.533619,-0.0006,102.2149,0,271.214,335.253,339.525,1142.483,0,0
Nominal duct flow rate (l/s),24,5,20.95668123,107.941829,0.00244497,0.05201545,1.000848,1.000795,48.533619,-0.0007,102.2113,0,271.21,335.217,339.515,1145.22,0,0
Sampling interval (s),1,6,20.95675152,106.328073,0.00254633,0.0514482,1.000913,1.000753,48.533619,0.0004,102.2101,0,271.2,335.194,339.482,1143.264,0,0
Separation (mm),60,7,20.95508347,106.0902,0.0023318,0.05003962,0.999945,1.000667,48.533619,0.0004,102.2134,0,271.214,335.176,339.461,1142.543,0,0
Orientation,Horizontal,8,20.95081812,108.378938,0.0021485,0.04916446,1.000333,1.000688,48.533619,-0.0008,102.2139,0,271.21,335.15,339.413,1142.627,0,0
Edge frame?,Yes,9,20.94881601,111.279414,0.00205573,0.05016787,1.000968,1.00073,48.533619,-0.0003,102.2135,0,271.2,335.117,339.353,1142.667,0,0
Grid?,No,10,20.95211164,113.048204,0.0021033,0.05257162,1.001152,1.000759,48.533619,0.0017,102.2134,0,271.211,335.099,339.288,1142.688,0,0
Non-scrubbed?,Yes,11,20.95393047,110.056543,0.00231952,0.05444879,1.000186,1.000755,48.533619,0.0013,102.2144,0,271.212,335.049,339.185,1145.547,0,0
Substrate used? {Y/N},No,12,20.95427479,107.756928,0.00236904,0.05293777,1.001173,1.000783,48.533619,-0.0005,102.2121,0,271.219,334.948,339.027,1145.749,0,0
Substrate,none,13,20.95246623,107.26818,0.00217821,0.05131093,0.999897,1.000812,48.533619,-0.0033,102.2122,0,271.211,334.874,338.941,1146.944,0,0
Additional specimen preparation details,,14,20.94659234,107.261206,0.00195417,0.05003339,1.000771,1.000849,48.533619,0.001,102.2142,0,271.202,334.837,338.982,1143.825,0,0
,,15,20.9453977,107.808195,0.00189504,0.04983115,1.000892,1.000909,48.533619,-0.0021,102.2129,0,271.212,334.887,339.027,1142.982,0,0
Specimen,,16,20.94884716,107.736957,0.00198506,0.05100793,1.00074,1.000922,48.533619,-0.0023,102.2119,0,271.217,334.893,339.032,1142.971,0,0
Sample description,Nitrilo soaking_2,17,20.95183363,109.309915,0.00233932,0.05208278,1.000525,1.000891,48.533619,-0.0007,102.212,0,271.224,334.881,339.008,1142.987,0,0
Material name/ID,Nitrilo soaking_2,18,20.95377039,108.722369,0.00251424,0.0511549,1.00051,1.000903,48.533619,-0.0005,102.2146,0,271.206,334.873,339.027,1143.119,0,0
Specimen number,,19,20.95197364,107.835709,0.0023988,0.04906218,1.000807,1.000939,48.533619,-0.0027,102.2138,0,271.196,334.887,339.004,1143.203,0,0
E (MJ/kg),13.1,20,20.94735168,107.831843,0.00226058,0.04767806,1.000139,1.000938,48.533619,-0.0006,102.2134,0,271.203,334.861,339.036,1143.255,0,0
Initial mass (g),47.366,21,20.94777121,109.329157,0.0022201,0.04867709,1.001351,1.000976,48.533619,0.0006,102.2139,0,271.207,334.883,339.081,1143.314,0,0
Thickness (mm),12.5,22,20.95298073,108.708605,0.00235546,0.05106052,1.002002,1.000956,48.533619,-0.0018,102.213,0,271.216,334.928,339.141,1143.327,0,0
Surface area (cm²),88.4,23,20.95591674,106.218661,0.00250941,0.05110451,1.000955,1.000916,48.533619,0.0005,102.2127,0,271.194,334.948,339.18,1143.337,0,0
Sponsor,,24,20.95598948,107.046771,0.00254388,0.05026341,1.000824,1.000877,48.533619,-0.0004,102.2122,0,271.198,334.969,339.244,1143.356,0,0
