Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g)
Total smoke release (m²/m²),0,54,0,0,0,-0.00518366666666263,-0.58638763197541,0,0,0,0,-0.00199977203464905,0,0,-0,-0,0,0,0,-0,0,0,0,108.288626
Total smoke production (m²),0,56,-0,0,0,0.000386458333334024,0.0437170060332606,0,0,0,0,-0.00220147811201825,0,0,-0,-0,0,0,0,0,-0,0,0,108.289064
MARHE (kW/m²),0,58,0,0,0,0.000971916666664777,0.109945324283346,0,0,0,0,-0.0022453266455386,0,0,-0,-0,0,0,0,-0,0,0,0,108.287284
,,60,0,0,0,-0.000141208333335641,-0.0159737933637603,0,0,0,0,-0.00263995358410853,0,0,-0,-0,0,0,0,0,0,0,0,108.286029
Test Averages,,62,-0,0,0,-0.000856833333335416,-0.0969268476623774,0,0,0,0,-0.00271010762572074,0,0,-0,-0,0,0,0,0,-0,0,0,108.287672
HRR(60) (kW/m²),0,64,0,0,0,-0.00028874999999869,-0.0326640271491731,0,0,0,0,-0.00248210493906574,0,0,-0,-0,0,0,0,-0,-0,0,0,108.288779
HRR(120) (kW/m²),0,66,0,0,0,0.000365125000001854,0.0413037330318839,0,0,0,0,-0.00236810137333021,0,0,-0,-0,0,0,0,-0,0,0,0,108.28872
HRR(180) (kW/m²),0,68,-0,0,0,0.000797166666666035,0.0901772247359768,0,0,0,0,-0.00226286599757431,0,0,-0,-0,0,0,0,0,-0,0,0,108.287483
HRR(240) (kW/m²),0,70,0,0,0,0.000271041666664473,0.030660822020868,0,0,0,0,-0.00242071858777807,0,0,-0,-0,0,0,0,-0,0,0,0,108.286067
HRR(300) (kW/m²),0,72,0,0,0,-0.000914249999999228,-0.10342194570127,0,0,0,0,-0.0021400897968535,0,0,-0,-0,0,0,-0,0,0,0,0,108.286687
HRR(360) (kW/m²),,74,-0,0,0,-0.000280166666668672,-0.0316930618403476,0,0,0,0,-0.00227163566044029,0,0,-0,-0,0,0,0,0,-0,0,0,108.288857
EHC(60) (MJ/kg),0,76,0,0,0,0.000144125000000273,0.016303733031705,0,0,0,0,-0.00207870105207552,0,0,-0,-0,0,0,-0,-0,0,0,0,108.287861
EHC(120) (MJ/kg),0,78,0,0,0,-0.000487166666664152,-0.0551093514325963,0,0,0,0,-0.00230671422423299,0,0,-0,-0,0,0,-0,0,0,0,0,108.288735
EHC(180) (MJ/kg),0,80,0,0,0,0.000384208333332007,0.0434624811461547,0,0,0,0,-0.00246456602539012,0,0,-0,-0,0,0,-0,0,0,0,0,108.28917
EHC(240) (MJ/kg),0,82,0,0,0,0.000226916666668113,0.0256693061841756,0,0,0,0,-0.00208747089906064,0,0,-0,-0,0,0,-0,-0,0,0,0,108.287637
EHC(300) (MJ/kg),0,84,0,0,0,0.000102958333333921,0.0116468702866426,0,0,0,0,-0.00186822209404085,0,0,-0,-0,0,0,-0,0,0,0,0,108.288298
EHC(360) (MJ/kg),,86,0,0,0,-6.60833333346507E-05,-0.00747549019622746,0,0,0,0,-0.00212255019932753,0,0,-0,-0,0,0,0,0,-0,0,0,108.287205
MLR(60) (g/s),0.00238078055555557,88,0,0,0,0.00058391666667094,0.0660539215691108,0,0,0,0,-0.00219270837901274,0,0,-0,-0,0,0,-0,-0,0,0,0,108.288185
MLR(120) (g/s),0.00120546944444432,90,-0,0,0,0.000748625000000539,0.0846860859729117,0,0,0,0,-0.00215762935931069,0,0,-0,-0,0,0,0,0,-0,0,0,108.285147
MLR(180) (g/s),0.000815919675925774,92,-0,0,0,-0.000505416666670773,-0.0571738310713545,0,0,0,0,-0.00276272278873867,0,0,-0,-0,0,0,0,0,-0,0,0,108.285848
MLR(240) (g/s),0.000599148090277563,94,0,0,0,-0.000239499999996913,-0.0270927601806463,0,0,0,0,-0.0024908743827523,0,0,-0,-0,0,0,-0,-0,0,0,0,108.286476
MLR(300) (g/s),-2.0630601208228E+36,96,-0,0,0,0.000181375000001556,0.0205175339368277,0,0,0,0,-0.00265749214710991,0,0,-0,-0,0,0,0,0,-0,0,0,108.286687
MLR(360) (g/s),,98,-0,0,0,-0.000163208333335163,-0.0184624811465117,0,0,0,0,-0.00278026110627857,0,0,-0,-0,0,0,0,-0,-0,0,0,108.286111
SEA(60) (m²/kg),0,100,0,0,0,-0.000453625000000457,-0.0513150452489205,0,0,0,0,-0.00252595206983318,0,0,-0,-0,0,0,-0,-0,0,0,0,108.287281
SEA(120) (m²/kg),0,102,-0,0,0,0.000658916666670469,0.0745380844649852,0,0,0,0,-0.0025434908607706,0,0,-0,-0,0,0,-0,0,-0,0,0,108.287311
SEA(180) (m²/kg),0,104,-0,0,0,0.000164958333332521,0.0186604449471178,0,0,0,0,-0.00226286599757431,0,0,-0,-0,0,0,0,-0,-0,0,0,108.2854
SEA(240) (m²/kg),0,106,0,0,0,-0.000887250000003448,-0.100367647059214,0,0,0,0,-0.0022190175517291,0,0,-0,-0,0,0,0,-0,0,0,0,108.286877
SEA(300) (m²/kg),0,108,-0,0,0,0.000637291666670592,0.0720918174966733,0,0,0,0,-0.00240317955136574,0,0,-0,-0,0,0,0,0,-0,0,0,108.287768
SEA(360) (m²/kg),,110,0,0,0,0.000853374999997195,0.0965356334838456,0,0,0,0,-0.00227163566044029,0,0,-0,-0,0,0,0,-0,-0,0,0,108.284961
COY(60) (kg/kg),0,112,0,0,0,-0.00115466666666997,-0.13061840120701,0,0,0,0,-0.00220147811201825,0,0,-0,-0,0,0,0,-0,0,0,0,108.285367
COY(120) (kg/kg),0,114,-0,0,0,-0.00383374999999475,-0.433682126696239,0,0,0,0,-0.00268379992586445,0,0,-0,-0,0,0,0,0,-0,0,0,108.28815
COY(180) (kg/kg),0,116,0,0,0,0.0274215416666698,3.10198435143324,0,0,0,0,-0.00234179264774966,0,0,-0,-0,0,0,0,-0,0,0,0,108.285568
COY(240) (kg/kg),0,118,0,0,0,0.0301624166666675,3.41203808446465,0,0,0,0,-0.00248210493906574,0,0,-0,-0,0,0,0,-0,0,0,0,108.194559
COY(300) (kg/kg),0,120,-0,0,0,-0.030352833333333,-3.43357843137251,0,0,0,0,-0.00223655695636796,0,0,-0,-0,0,0,0,0,-0,0,0,108.194756
COY(360) (kg/kg),,122,0,0,0,-0.0270429166666683,-3.05915346908012,0,0,0,0,-0.00232425345352621,0,0,-0,-0,0,0,0,-0,0,0,0,108.285552
CO2Y(60) (kg/kg),0,124,0,0,0,0.00665845833333378,0.753219268476672,0,0,0,0,-0.00230671422423299,0,0,-0,-0,0,0,0,-0,0,0,0,108.285044
CO2Y(120) (kg/kg),0,126,-0,0,0,0.0209797083333315,2.37327017345379,0,0,0,0,-0.00252595206983318,0,0,-0,-0,0,0,0,0,-0,0,0,108.267833
CO2Y(180) (kg/kg),0,128,0,0,0,0.0183447083333341,2.07519325037716,0,0,0,0,-0.00241194907395471,0,0,-0,-0,0,0,0,-0,0,0,0,108.212807
CO2Y(240) (kg/kg),0,130,0,0,0,-0.0189185000000028,-2.14010180995507,0,0,0,0,-0.00200854196054641,0,0,-0,-0,0,0,-0,-0,0,0,0,108.211169
CO2Y(300) (kg/kg),0,132,-0,0,0,-0.0223119583333347,-2.52397718702881,0,0,0,0,-0.00211378038741153,0,0,-0,-0,0,0,0,0,-0,0,0,108.272005
CO2Y(360) (kg/kg),,134,0,0,0,-0.00170654166666573,-0.193047699849064,0,0,0,0,-0.00220147811201825,0,0,-0,-0,0,0,0,-0,0,0,0,108.287373
,,136,0,0,0,-0.000153250000000919,-0.0173359728507827,0,0,0,0,-0.00221024783625607,0,0,-0,-0,0,0,0,0,0,0,0,108.286952
User-defined Test Averages,,138,-0,0,0,-0.000955875000002493,-0.108130656108879,0,0,0,0,-0.00259610702318392,0,0,-0,-0,0,0,0,0,-0,0,0,108.289788
HRR(0-35) (kW/m²),0,140,0,0,0,0.00487733333333118,0.55173453996959,0,0,0,0,-0.00325378242558595,0,0,-0,-0,0,0,0,-0,0,0,0,108.287647
EHC(0-35) (MJ/kg),0,142,0,0,0,0.0138209166666687,1.56345211161411,0,0,0,0,-0.00338531158916891,0,0,-0,-0,0,0,0,0,0,0,0,108.269992
MLR(0-35) (g/s),-0.249295658088235,144,-0,0,0,-0.00824862499999727,-0.933102375565302,0,0,0,0,-0.0034291542054359,0,0,-0,-0,0,0,0,0,-0,0,0,108.24564
SEA(0-35) (m²/kg),0,146,0,0,0,0.0115446666666639,1.30595776772216,0,0,0,0,-0.00328008841607955,0,0,-0,-0,0,0,-0,-0,0,0,0,108.285434
COY(0-35) (kg/kg),0,148,0,0,0,0.000977958333332178,0.110628770738934,0,0,0,0,-0.00310471365599417,0,0,-0,-0,0,0,0,0,-0,0,0,108.213216
CO2Y(0-35) (kg/kg),0,150,-0,0,0,-0.0245587499999983,-2.7781391402713,0,0,0,0,-0.00236810137333021,0,0,-0,-0,0,0,0,0,-0,0,0,108.287672
HRR(35-346) (kW/m²),0,152,0,0,0,0.00338795833333331,0.383253205128203,0,0,0,0,-0.00216639912738852,0,0,-0,-0,0,0,0,-0,0,0,0,108.287015
EHC(35-346) (MJ/kg),0,154,-0,0,0,0.000700749999995883,0.0792703619904845,0,0,0,0,-0.00191207229344652,0,0,-0,-0,0,0,0,0,-0,0,0,108.286416
MLR(35-346) (g/s),-3.32751632390774E+35,156,-0,0,0,0.000729708333331895,0.0825461915533817,0,0,0,0,-0.00248210493906574,0,0,-0,-0,0,0,0,0,-0,0,0,108.284479
SEA(35-346) (m²/kg),0,158,0,0,0,-0.00082250000000054,-0.0930429864254005,0,0,0,0,-0.00231548384326367,0,0,-0,-0,0,0,0,-0,0,0,0,108.284202
COY(35-346) (kg/kg),0,160,-0,0,0,-0.000352791666664132,-0.0399085595773905,0,0,0,0,-0.00252595206983318,0,0,-0,-0,0,0,0,0,-0,0,0,108.286816
CO2Y(35-346) (kg/kg),0,162,-0,0,0,-0.00259716666666658,-0.2937971342383,0,0,0,0,-0.00210501056673014,0,0,-0,-0,0,0,0,-0,-0,0,0,108.285372
,,164,0,0,0,0.0249193333333295,2.81892911010515,0,0,0,0,-0.00249964381767392,0,0,-0,-0,0,0,-0,-0,0,0,0,108.285372
,,166,-0,0,0,0.000195583333330399,0.0221248114627149,0,0,0,0,-0.00241194907395471,0,0,-0,-0,0,0,-0,0,-0,0,0,108.210318
,,168,-0,0,0,-0.0241291250000017,-2.72953902714952,0,0,0,0,-0.00205239145851129,0,0,-0,-0,0,0,0,-0,-0,0,0,108.284448
,,170,0,0,0,0.00285808333332997,0.323312594268096,0,0,0,0,-0.00211378038741153,0,0,-0,-0,0,0,0,-0,0,0,0,108.282674
,,172,-0,0,0,-0.000481916666665564,-0.0545154600300412,0,0,0,0,-0.00212255019932753,0,0,-0,-0,0,0,0,0,-0,0,0,108.285121
,,174,0,0,0,-3.5708333335549E-05,-0.00403940422347839,0,0,0,0,-0.00220147811201825,0,0,-0,-0,0,0,0,-0,-0,0,0,108.284296
,,176,0,0,0,-0.00107012499999944,-0.12105486425333,0,0,0,0,-0.00242071858777807,0,0,-0,-0,0,0,-0,-0,0,0,0,108.285858
,,178,-0,0,0,-0.000221916666669486,-0.0251036953246025,0,0,0,0,-0.00231548384326367,0,0,-0,-0,0,0,0,0,-0,0,0,108.287713
,,180,0,0,0,0.000428958333333303,0.0485246983408714,0,0,0,0,-0.00216639912738852,0,0,-0,-0,0,0,-0,-0,-0,0,0,108.286774
,,182,0,0,0,-0.00268766666666309,-0.304034690798992,0,0,0,0,-0.00185945202785623,0,0,-0,-0,0,0,-0,-0,0,0,0,108.286298
,,184,-0,0,0,0.0261274583333299,2.95559483408709,0,0,0,0,-0.00178929118271503,0,0,-0,-0,0,0,-0,0,-0,0,0,108.284833
,,186,0,0,0,-0.000102083333330801,-0.0115478883858372,0,0,0,0,-0.00195592227364909,0,0,-0,-0,0,0,0,-0,0,0,0,108.207681
,,188,0,0,0,-0.0256143750000017,-2.89755373303187,0,0,0,0,-0.0017454403695307,0,0,-0,-0,0,0,-0,-0,0,0,0,108.284897
,,190,-0,0,0,0.00365262500000263,0.413192873303465,0,0,0,0,-0.00132446140918844,0,0,-0,-0,0,0,0,0,-0,0,0,108.28436
,,192,0,0,0,3.69166666682001E-05,0.00417609351450227,0,0,0,0,-0.00128937891718121,0,0,-0,-0,0,0,-0,-0,0,0,0,108.28352
,,194,0,0,0,-0.00055904166666861,-0.063240007541698,0,0,0,0,-0.00187699215145814,0,0,-0,-0,0,0,0,0,0,0,0,108.284328
,,196,-0,0,0,-0.000785791666662187,-0.0888904600296592,0,0,0,0,-0.00162265692640642,0,0,-0,-0,0,0,0,0,-0,0,0,108.285527
,,198,0,0,0,-0.00069854166666398,-0.0790205505275996,0,0,0,0,-0.0014472490262908,0,0,-0,-0,0,0,0,-0,0,0,0,108.286999
,,200,0,0,0,0.00509245833333042,0.576069947209324,0,0,0,0,-0.000903462244423102,0,0,-0,-0,0,0,0,0,0,0,0,108.286029
,,202,0,0,0,0.000490999999999057,0.0555429864252327,0,0,0,0,-0.00108765186522318,0,0,-0,-0,0,0,0,0,0,0,0,108.271579
,,204,0,0,0,-0.00784274999999942,-0.887188914027083,0,0,0,0,-0.00121044279715736,0,0,-0,-0,0,0,-0,-0,0,0,0,108.284386
,,206,0,0,0,0.0252321249999993,2.85431278280535,0,0,0,0,-0.00124552560486351,0,0,-0,-0,0,0,0,0,0,0,0,108.285639
,,208,-0,0,0,0.000411374999996994,0.0465356334838228,0,0,0,0,-0.00104379754440033,0,0,-0,-0,0,0,0,0,-0,0,0,108.210283
,,210,0,0,0,-0.0245516666666627,-2.77733785821976,0,0,0,0,-0.00147356043491494,0,0,-0,-0,0,0,0,-0,0,0,0,108.284326
,,212,0,0,0,0.00305012500000087,0.34503676470598,0,0,0,0,-0.000587699610528461,0,0,-0,-0,0,0,0,0,0,0,0,108.283755
,,214,0,0,0,0.000379166666666227,0.0428921568626954,0,0,0,0,-0.000684183843493167,0,0,-0,-0,0,0,0,0,-0,0,0,108.284175
,,216,0,0,0,0.00083541666666657,0.0945041478129604,0,0,0,0,-0.000596470948287773,0,0,-0,-0,0,0,-0,-0,0,0,0,108.282278
,,218,0,0,0,-0.000381541666667336,-0.0431608220211919,0,0,0,0,-0.00085960700275119,0,0,-0,-0,0,0,-0,0,0,0,0,108.28161
,,220,-0,0,0,-0.000311583333333587,-0.0352469834087768,0,0,0,0,-0.000850835928107116,0,0,-0,-0,0,0,0,0,-0,0,0,108.283285
,,222,0,0,0,-0.000930208333331943,-0.1052271870285,0,0,0,0,-0.000850835928107116,0,0,-0,-0,0,0,-0,-0,0,0,0,108.283074
,,224,-0,0,0,-0.000596333333331719,-0.0674585218701039,0,0,0,0,-0.00129814955333817,0,0,-0,-0,0,0,-0,0,-0,0,0,108.286512
,,226,-0,0,0,0.000514999999997675,0.0582579185517732,0,0,0,0,-0.00148233088691968,0,0,-0,-0,0,0,0,0,-0,0,0,108.285101
,,228,0,0,0,-0.00304266666667038,-0.34419306184054,0,0,0,0,-0.00185945202785623,0,-0,0,0,0,0,-0,-0,0,0,0,108.285189
,,230,-0,0,0,0.0245585000000054,2.77811085972912,0,0,0,0,-0.0022453266455386,0,0,-0,-0,0,0,0,0,-0,0,0,108.28485
,,232,-0,0,0,1.7833333335678E-05,0.00201734539996358,0,0,0,0,-0.00248210493906574,0,0,-0,-0,0,0,-0,-0,-0,0,0,108.21148
,,234,0,0,0,-0.0246902500000032,-2.79301470588271,0,0,0,0,-0.00244702707664542,0,-0,0,0,0,0,-0,-0,0,0,0,108.284833
,,236,0,0,0,0.00320429166666377,0.362476432880517,0,0,0,0,-0.00217516888669687,0,0,-0,-0,0,0,-0,0,-0,0,0,108.285481
,,238,0,0,0,0.000495333333334476,0.0560331825039,0,0,0,0,-0.00248210493906574,0,0,-0,-0,0,0,-0,-0,-0,0,0,108.284292
,,240,0,0,0,-0.000440624999998344,-0.0498444570133873,0,0,0,0,-0.0021400897968535,0,0,-0,-0,0,0,-0,-0,0,0,0,108.284055
,,242,-0,0,0,0.000365208333329647,0.0413131598789194,0,0,0,0,-0.00197346220435196,0,0,-0,-0,0,0,0,0,-0,0,0,108.285313
,,244,-0,0,0,0.000160666666670769,0.0181749622930734,0,0,0,0,-0.00193838230787162,0,0,-0,-0,0,0,-0,-0,-0,0,0,108.283074
,,246,0,0,0,-0.00126304166666754,-0.14287801659135,0,0,0,0,-0.002359331806905,0,0,-0,-0,0,0,-0,-0,0,0,0,108.285209
,,248,-0,0,0,-0.000490583333338771,-0.0554958521876438,0,0,0,0,-0.00180683144660845,0,0,-0,-0,0,0,0,0,-0,0,0,108.287079
,,250,0,0,0,0.000397541666666612,0.0449707767722412,0,0,0,0,-0.00191207229344652,0,0,-0,-0,0,0,-0,-0,-0,0,0,108.28704
,,252,0,0,0,0.000444166666665543,0.0502450980390885,0,0,0,0,-0.00199100209998579,0,0,-0,-0,0,0,-0,-0,0,0,0,108.285948
,,254,-0,0,0,-0.000437208333334382,-0.0494579562595455,0,0,0,0,-0.0015524941872657,0,0,-0,-0,0,0,0,0,-0,0,0,108.285702
,,256,0,0,0,0.000163791666665839,0.0185284690798461,0,0,0,0,-0.00220147811201825,0,0,-0,-0,0,0,-0,-0,-0,0,0,108.287035
,,258,0,0,0,0.000324333333332187,0.0366892911009261,0,0,0,0,-0.0018419118691803,0,0,-0,-0,0,0,-0,0,0,0,0,108.285243
,,260,-0,0,0,-0.000566291666666293,-0.0640601432880422,0,0,0,0,-0.00200854196054641,0,0,-0,-0,0,0,0,0,-0,0,0,108.286207
,,262,-0,0,0,-1.91249999984914E-05,-0.00216346153829088,0,0,0,0,-0.002359331806905,0,0,-0,-0,0,0,-0,-0,-0,0,0,108.286862
,,264,0,0,0,0.000214249999997899,0.0242364253391288,0,0,0,0,-0.00219270837901274,0,0,-0,-0,0,0,-0,0,-0,0,0,108.286396
,,266,-0,0,0,-0.000249916666670439,-0.02827111613919,0,0,0,0,-0.00207870105207552,0,0,-0,-0,0,0,0,0,-0,0,0,108.286296
,,268,0,0,0,0.000634666666667746,0.0717948717949938,0,0,0,0,-0.00201731187767491,0,0,-0,-0,0,0,-0,-0,0,0,0,108.286821
,,270,0,0,0,0.00044037500000312,0.0498161764709412,0,0,0,0,-0.0018243716754316,0,0,-0,-0,0,0,-0,0,0,0,0,108.284264
,,272,-0,0,0,-0.000371833333333053,-0.0420625942684449,0,0,0,0,-0.00207870105207552,0,0,-0,-0,0,0,0,0,-0,0,0,108.285372
,,274,0,0,0,-0.000174500000004703,-0.0197398190050569,0,0,0,0,-0.00230671422423299,0,0,-0,-0,0,0,-0,-0,0,0,0,108.285273
,,276,0,0,0,0.000154083333336885,0.0174302413277019,0,0,0,0,-0.0022453266455386,0,0,-0,-0,0,0,-0,0,-0,0,0,108.285969
,,278,0,0,0,7.46250000046208E-05,0.00844174208197067,0,0,0,0,-0.00205239145851129,0,0,-0,-0,0,0,-0,0,-0,0,0,108.284852
,,280,0,0,0,-4.59583333363156E-05,-0.00519890648600855,0,0,0,0,-0.00244702707664542,0,0,-0,-0,0,0,-0,-0,0,0,0,108.285702
,,282,0,0,0,8.39999999975305E-05,0.00950226244315956,0,0,0,0,-0.00255226024309013,0,0,-0,-0,0,0,-0,0,0,0,0,108.284928
,,284,0,0,0,7.70833333578006E-06,0.000871983409024894,0,0,0,0,-0.0025434908607706,0,0,-0,-0,0,0,-0,-0,-0,0,0,108.285474
,,286,0,0,0,-0.00109575000000047,-0.123953619909555,0,0,0,0,-0.00300825604340087,0,0,-0,-0,0,0,-0,-0,0,0,0,108.285044
,,288,-0,0,0,0.00520433333333337,0.588725490196082,0,0,0,0,-0.00268379992586445,0,0,-0,-0,0,0,-0,0,-0,0,0,108.286815
,,290,-0,0,0,0.000622875000001244,0.0704609728508195,0,0,0,0,-0.00251718266121245,0,0,-0,-0,0,0,0,-0,-0,0,0,108.269358
,,292,0,0,0,-0.00517445833333656,-0.585345965309565,0,0,0,0,-0.00235056223170952,0,0,-0,-0,0,0,0,-0,0,0,0,108.28489
,,294,-0,0,0,0.000740333333333491,0.0837481146304854,0,0,0,0,-0.00216639912738852,0,0,-0,-0,0,0,0,0,-0,0,0,108.284593
,,296,-0,0,0,0.000121124999999722,0.0137019230768916,0,0,0,0,-0.00215762935931069,0,0,-0,-0,0,0,0,-0,-0,0,0,108.284508
,,298,0,0,0,0.000308291666667534,0.0348746229261916,0,0,0,0,-0.00234179264774966,0,0,-0,-0,0,0,0,-0,0,0,0,108.28407
,,300,-0,0,0,-0.000170833333329531,-0.0193250377069605,0,0,0,0,-0.00270133840120238,0,0,-0,-0,0,0,0,0,-0,0,0,108.283613
,,302,-0,0,0,-0.000904333333336874,-0.102300150829963,0,0,0,0,-0.00263118428945611,0,0,-0,-0,0,0,0,-0,-0,0,0,108.284832
,,304,0,0,0,-0.00015008333333751,-0.0169777526399899,0,0,0,0,-0.00273641524667978,0,0,-0,-0,0,0,-0,-0,0,0,0,108.286504
,,306,-0,0,0,0.000466458333332772,0.0527667797887751,0,0,0,0,-0.00280656851684356,0,0,-0,-0,0,0,0,0,-0,0,0,108.285494
,,308,-0,0,0,-0.00350845833333461,-0.396884426847807,0,0,0,0,-0.00278903025190037,0,0,-0,-0,0,0,0,-0,-0,0,0,108.285307
,,310,0,0,0,0.025110791666668,2.8405872926095,0,0,0,0,-0.00302579387003798,0,0,-0,-0,0,0,0,-0,-0,0,0,108.286451
,,312,-0,0,0,0.000449333333333376,0.0508295625942733,0,0,0,0,-0.00251718266121245,0,0,-0,-0,0,0,0,0,-0,0,0,108.209957
,,314,-0,0,0,-0.0258339999999961,-2.92239819004481,0,0,0,0,-0.00215762935931069,0,0,-0,-0,0,0,0,-0,-0,0,0,108.285353
,,316,0,0,0,0.00320412499999871,0.362457579185374,0,0,0,0,-0.00217516888669687,0,0,-0,-0,0,0,0,-0,0,0,0,108.287307
,,318,-0,0,0,0.000457291666667932,0.0517298265461462,0,0,0,0,-0.00236810137333021,0,0,-0,-0,0,0,0,0,-0,0,0,108.285235
,,320,0,0,0,-0.00308166666666843,-0.348604826546202,0,0,0,0,-0.00269256916791824,0,0,-0,-0,0,0,0,-0,-0,0,0,108.285912
