General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94519053,106.990492,0.00076114,0.04128377,1.338863,0.893294,107.457386,-0.006,102.3264,0.104,270.48,330.818,334.56,1134.46,0,0
Standard used,ISO 5660-1,1,20.94802661,106.735239,0.0009227,0.0456324,1.067647,0.990084,107.457386,-0.0024,102.3237,0.106,270.45,330.796,334.544,1134.454,0,0
Date of test,31/01/2020,2,20.9508627,106.479986,0.00108427,0.04998102,0.796431,1.086874,107.457386,0.0012,102.3211,0.107,270.419,330.773,334.528,1134.447,0,0
Time of test,10:48,3,20.94883365,105.810231,0.00087414,0.05001647,0.990589,1.047178,107.457386,-0.0012,102.3217,0.109,270.427,330.746,334.45,1134.441,0,0
Heat flux (kW/m²),50,4,20.94663323,106.100446,0.00075661,0.04739597,0.989049,1.071395,107.457386,-0.0022,102.3221,0.109,270.44,330.722,334.461,1134.429,0,0
Nominal duct flow rate (l/s),24,5,20.95046911,102.121708,0.00104865,0.04793403,0.979796,1.09526,107.457386,-0.0016,102.3218,0.109,270.417,330.721,334.462,1134.424,0,0
Sampling interval (s),1,6,20.94847179,104.829032,0.00094058,0.04897034,0.957514,1.142789,107.457386,-0.0006,102.3235,0.104,270.423,330.721,334.486,1134.389,0,0
Separation (mm),60,7,20.94805413,107.756832,0.00101649,0.0479686,1.302053,1.230016,107.457386,0.0007,102.3218,0.103,270.443,330.744,334.515,1134.375,0,0
Orientation,Horizontal,8,20.95119573,105.808812,0.00127878,0.04911597,1.305286,1.325428,107.457386,0.0007,102.3233,0.106,270.441,330.721,334.417,1134.379,0,0
Edge frame?,Yes,9,20.94683168,107.604211,0.00105129,0.04854377,1.123974,1.161631,107.457386,-0.0007,102.3236,0.104,270.443,330.671,334.366,1134.366,0,0
Grid?,No,10,20.94938649,103.607411,0.00111264,0.04708972,0.979289,1.080245,107.457386,-0.0008,102.3222,0.105,270.435,330.666,334.414,1134.341,0,0
Non-scrubbed?,Yes,11,20.95182456,103.565156,0.00132095,0.04910989,1.109361,1.029671,107.457386,0.0006,102.3213,0.107,270.427,330.681,334.404,1134.325,0,0
Substrate used? {Y/N},No,12,20.94588991,106.283076,0.00099743,0.04764924,1.345265,1.255652,107.457386,-0.0032,102.3199,0.107,270.427,330.687,334.392,1134.351,0,0
