General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95827154,115.314435,0.00029585,0.04576104,0.99594,0.991046,196.517287,0.0016,101.1524,0,267.704,330.407,332.545,1059.357,0,0
Standard used,ISO 5660-1,1,20.95159939,112.043904,9.653E-05,0.04541593,0.992163,0.990124,196.517287,-0.0001,101.154,0,267.728,330.429,332.532,1059.427,0,0
Date of test,01/08/2018,2,20.94492723,108.773374,-0.0001028,0.04507081,0.988386,0.989203,196.517287,-0.0017,101.1557,0,267.752,330.451,332.519,1059.497,0,0
Time of test,15:08,3,20.94698455,108.216922,-8.488E-05,0.04707384,0.988036,0.988477,196.517287,0.0001,101.1558,0,267.751,330.436,332.503,1059.54,0,0
Heat flux (kW/m²),50,4,20.95180178,108.073577,7.149E-05,0.04869712,0.987902,0.98763,196.517287,-0.0005,101.1567,0,267.756,330.423,332.513,1059.54,0,0
Nominal duct flow rate (l/s),24,5,20.95361982,104.733542,0.00023378,0.0490861,0.986327,0.986745,196.517287,-0.0009,101.1547,0,267.748,330.393,332.493,1059.547,0,0
Sampling interval (s),1,6,20.95253184,107.326832,0.00016559,0.04699945,0.986595,0.985978,196.517287,-0.002,101.1535,0,267.752,330.366,332.465,1059.575,0,0
Separation (mm),25,7,20.9481805,105.720383,5.667E-05,0.04532205,0.984579,0.985219,196.517287,0.001,101.1542,0,267.747,330.333,332.408,1059.633,0,0
Orientation,Horizontal,8,20.94623509,109.489081,1.037E-05,0.04538133,0.984985,0.984362,196.517287,0.0014,101.1547,0,267.76,330.324,332.385,1059.626,0,0
Edge frame?,No,9,20.94962302,108.281246,6.544E-05,0.04727364,0.984633,0.98349,196.517287,0.0006,101.1545,0,267.745,330.31,332.381,1059.605,0,0
Grid?,No,10,20.95275128,107.241331,0.00023351,0.04877885,0.981801,0.982704,196.517287,0.0026,101.1526,0,267.742,330.277,332.377,1059.564,0,0
Non-scrubbed?,Yes,11,20.95363865,107.733227,0.00021081,0.04784348,0.981011,0.982012,196.517287,0.0001,101.1542,0,267.764,330.289,332.381,1059.536,0,0
Substrate used? {Y/N},No,12,20.9518327,110.525469,-3.02E-05,0.04652794,0.98076,0.981434,196.517287,0.0002,101.1539,0,267.775,330.281,332.356,1059.459,0,0
Substrate,none,13,20.94610698,110.594008,-0.00029702,0.04651771,0.980154,0.980767,196.517287,0.0018,101.1527,0,267.764,330.258,332.376,1056.087,0,0
Additional specimen preparation details,,14,20.94486576,108.359308,-0.00036707,0.04764834,0.980143,0.980163,196.517287,0.0008,101.1568,0,267.766,330.246,332.318,1055.606,0,0
,,15,20.94836048,107.361447,-0.0001943,0.04978525,0.979794,0.979625,196.517287,0.0002,101.1552,0,267.788,330.216,332.293,1058.544,0,0
Specimen,,16,20.94956628,109.827485,0.00012859,0.05117424,0.978659,0.979182,196.517287,-0.0018,101.15,0,267.777,330.209,332.319,1061.965,0,0
Sample description,eplastcis PMMA No3,17,20.94964209,109.504203,0.0003055,0.04968061,0.978637,0.978646,196.517287,-0.0014,101.1525,0,267.79,330.242,332.305,1059.918,0,0
Material name/ID,eplastcis PMMA No3,18,20.94735812,106.204745,0.00026744,0.0479904,0.97794,0.978163,196.517287,-0.0016,101.1526,0,267.786,330.199,332.265,1059.179,0,0
Specimen number,,19,20.94299966,108.763615,0.00019817,0.04678177,0.978827,0.977734,196.517287,-0.0022,101.1543,0,267.789,330.184,332.243,1059.153,0,0
E (MJ/kg),13.1,20,20.94492605,108.375529,0.00017058,0.04736712,0.979408,0.977328,196.517287,-0.0023,101.1532,0,267.774,330.196,332.277,1059.113,0,0
Initial mass (g),196.17,21,20.95050362,109.304672,0.0003033,0.0498767,0.975953,0.97688,196.517287,-0.0009,101.1528,0,267.802,330.212,332.282,1059.086,0,0
Thickness (mm),18,22,20.95339245,107.696351,0.0004485,0.05008937,0.97644,0.976424,196.517287,-0.0008,101.1535,0,267.786,330.195,332.289,1059.083,0,0
Surface area (cm²),100,23,20.95335222,110.028861,0.00036363,0.04774507,0.976075,0.975986,196.517287,0.001,101.1514,0,267.788,330.175,332.204,1059.079,0,0
Sponsor,,24,20.95030526,107.257896,7.566E-05,0.04610354,0.976336,0.975703,196.517287,0.002,101.1505,0,267.79,330.103,332.123,1059.076,0,0
Manufacturer,,25,20.94610982,109.343786,-0.00010324,0.04573894,0.974447,0.975515,196.517287,0.0029,101.1536,0,267.785,330.042,332.052,1061.752,0,0
Test start time (s),89,26,20.94762309,112.527551,-0.00018979,0.04671837,0.975005,0.975261,196.517287,0.0015,101.1536,0,267.8,330.01,332.009,1059.772,0,0
Time to ignition (s),25,27,20.95152236,108.162058,-0.00013831,0.04800975,0.974803,0.975131,196.517287,-0.0012,101.1516,0,267.806,329.955,331.964,1059.083,0,0
Time to flameout (s),743,28,20.95349901,107.014499,0.0001338,0.04826414,0.974539,0.974924,196.517287,0.0017,101.1516,0,267.805,329.932,331.924,1059.108,0,0
End of test criterion,User entered,29,20.95441771,109.268675,0.00015318,0.04691048,0.976279,0.974854,196.517287,0.0003,101.1525,0,267.799,329.922,331.918,1059.138,0,0
User EOT time (s),625,30,20.94990256,112.182279,-0.00014203,0.04529921,0.974921,0.974786,196.517287,-0.0009,101.1546,0,267.816,329.925,331.949,1059.109,0,0
MLR EOT mass (g/m²),150,31,20.94602969,110.423619,-0.00028596,0.04504491,0.974841,0.974842,196.517287,-0.0019,101.1525,0,267.818,329.936,331.955,1059.045,0,0
MLR EOT time period (s),60,32,20.94859562,104.924972,-0.000292,0.04631976,0.974913,0.974851,196.517287,-0.0018,101.1546,0,267.836,329.931,331.967,1059.025,0,0
Truncate graphs at EOT?,No,33,20.95192751,108.540837,-0.00014305,0.04871271,0.975075,0.974984,196.517287,0.0023,101.1551,0,267.812,329.954,331.975,1059.016,0,0
Smooth data?,No,34,20.95356522,105.636453,-7.29E-06,0.04812281,0.975391,0.97502,196.517287,0.0024,101.1519,0,267.806,329.946,331.961,1059.022,0,0
Correct O2 for pressure?,No,35,20.95261847,108.689318,-0.00014242,0.04692315,0.975192,0.975103,196.517287,0.0017,101.1519,0,267.826,329.94,331.95,1059.022,0,0
,,36,20.94886645,108.618431,-0.00041966,0.04594508,0.976687,0.975344,196.517287,0.0023,101.1565,0,267.825,329.918,331.961,1058.97,0,0
Specifications: apparatus,,37,20.94617767,107.816372,-0.00057109,0.04608967,0.976483,0.975547,196.517287,-0.0002,101.1548,0,267.827,329.928,331.986,1058.947,0,0
C-factor (SI units),0.045572,38,20.9484915,107.513477,-0.00056702,0.04829177,0.9741,0.975815,196.517287,0.0007,101.152,0,267.833,329.927,331.987,1058.993,0,0
OD correction factor,0.97963,39,20.95074798,107.193337,-0.00035605,0.05039299,0.975498,0.976173,196.517287,0.0001,101.155,0,267.834,329.943,332.006,1059.022,0,0
Duct diameter (m),0.114,40,20.95168306,108.448389,-0.00015735,0.049831,0.978505,0.976605,196.517287,0.0006,101.1555,0,267.843,329.961,332.021,1059.022,0,0
O2 delay time (s),0,41,20.95005557,110.24087,-0.00024617,0.04849727,0.97647,0.977027,196.517287,0.0011,101.1525,0,267.845,329.974,332.042,1059.071,0,0
CO2 delay time (s),0,42,20.94572546,106.635975,-0.0003957,0.04809841,0.976945,0.977566,196.517287,-0.0009,101.1531,0,267.834,329.979,332.041,1059.132,0,0
