Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g)
Peaks,,0,0.764020221225071,0,0,0,0,0,0,0,27.0085780478214,0.842066569031964,25.2540101551746,25.4895436665949,0.02146389258152,2.42804214723077,0,0,-7.27538293136185E-05,-0.000234268196806892,0.000450465815057663,0,0,0
peak HRR (kW/m²),421.463971762929,1,-1.16068270575003,0,0,0,0,0,0,0.000382010110612535,26.8952174144457,0.254588182628067,25.1448154691435,25.37639051023,0.00646052914165959,0.73082908842303,0.0139622108615898,1.5794356178269,-3.68250659222246E-05,0.000679747879062314,-0.000441316844511517,0.000225232907528832,0.382010110612535,0
peak EHC (MJ/kg),78.6902966270663,2,-1.7649480018458,0,0,0,0,0,0,0.000382010110612535,27.3924614613157,0.32003282290298,25.6062075940424,25.8410557748645,0.00826998602642322,0.935518781269596,0.0213274684456312,2.41260955267321,1.71237537064803E-05,0.00119967335205233,-0.000666936929149766,0.000225232907528832,0.191005055306268,0
peak MLR (g/s),0.640489499999998,3,0.348794398758403,0,0,-5.05800534172848E+37,-5.72172549969285E+39,0,0,0.000556407309991737,27.3944599338137,0.441005452032679,25.6085411337893,25.8441820934645,0.0113974252065432,1.28930149395285,0.0311611740621144,3.52501969028443,3.56541290897321E-05,0.00052298421709897,0.000384645598582842,0.000417555706820253,0.185469103330579,0
peak SEA (m²/kg),2758.56518740806,4,3.33429027388114,8.7039596107247E-41,5.91711566475669E-38,3.38640427338279E+38,3.83077406491265E+40,-1.24664423846874E-44,-5.72499888225254E-43,0.00239794964631151,27.2321073097194,0.780084887489316,25.4560016673773,25.6866221799569,0.0200377457732323,2.26671332276383,0.0468787595520021,5.30302709864277,-4.22164137653858E-06,-0.000193871606799717,0.00188000052559749,0.00154987876891042,0.599487411577877,0
peak COY (kg/kg),386.829525314073,5,3.58741711237287,6.86423534055762E-41,-2.19638969644098E-40,4.62E+38,5.2262443438914E+40,-9.80959728641994E-44,-1.51013499661852E-42,0.00585880333943852,27.1809190243646,-0.00395836871005531,25.4047656989638,25.6351066331452,-0.000101473203975573,-0.011478869228006,0.0568976324386183,6.43638376002469,-4.53203394632601E-05,-0.000697682368437756,0.00192428901156793,0.00345202353749312,1.1717606678877,-6.06960641007418E+38
peak CO2Y (kg/kg),24648.0012298819,6,1.46795767029785,2.26235050284692E-40,2.03994140045542E-37,5.73595726617213E+37,6.48863944137119E+39,-8.76365716292247E-43,-7.83307086708826E-42,0.00838649073077388,27.0004763994893,0.459514726617348,25.2338971843387,25.4638557171888,0.0117010166985076,1.3236444229081,0.0627481407878721,7.09820597147874,-5.02679629819066E-05,-0.000449301597565162,0.000808715685793142,0.00481852588617366,1.39774845512898,-7.92E+38
,,7,0.323386733859451,0,0,-1.54199465827152E+37,-1.74433784872344E+39,0,0,0.00928216293285253,27.1165038919541,0.528704142559834,25.3408744917126,25.5714373237733,0.0135197248442881,1.52938063849413,0.0753585115592699,8.52471850217985,-3.74086501277639E-05,-0.000361078179805126,0.000206270192452146,0.0053260188252963,1.32602327612179,-7.92E+38
Time To Peaks,,8,-0.401509250589014,-2.81850883562466E-25,7.17597901702999E-22,1.25929772876524E+22,1.42454494204213E+24,-1.7340657412661E-27,-3.06970154245466E-26,0.00944385629978226,27.3367804864972,0.350572045863843,25.5452564214158,25.7769955831635,0.00903669407781288,1.02225046129105,0.0866367210203204,9.80053405207244,-2.18370504950601E-05,-0.00038656681804003,-0.000184177777740325,0.00542915392152237,1.18048203747278,-7.92E+38
t peak HRR (s),76,9,-0.84068599076725,-5.90143537038644E-25,4.01361493672791E-22,1.25929772876524E+22,1.42454494204213E+24,-1.41450634646381E-27,-3.25263519018318E-26,0.00944385629978226,27.4419397821633,0.195343784302521,25.6421254904002,25.8740568173506,0.0050543361739597,0.571757485742047,0.0936822361462067,10.597538025589,-1.7812846294259E-05,-0.000409603610749957,-0.000424117291666554,0.00542915392152237,1.04931736664247,-7.92E+38
t peak EHC (s),697,10,2.65298020304218,1.86233520947332E-24,4.56060363758639E-22,1.25929772876524E+22,1.42454494204213E+24,-8.64933653782174E-27,-5.64328684677237E-26,0.0107703464013033,27.2481621325782,0.223521588171101,25.4612112933413,25.6939736765594,0.00574315780261103,0.649678484458261,0.099080983134492,11.2082560106891,-0.000108920898574051,-0.000710657830891119,0.00139007935586836,0.00612419359945655,1.07703464013033,-7.92E+38
t peak MLR (s),26,11,2.29651574002577,1.61210480080302E-24,-8.43115632807843E-23,1.25929772876524E+22,1.42454494204213E+24,-8.69565648279023E-27,-6.03028686532548E-26,0.0132450943728373,26.9815349777659,-0.0417348818628954,25.2113057539938,25.4399570356835,-0.00106173360148138,-0.120105611027306,0.101952562035798,11.5330952529183,-0.000109504204589005,-0.000759392655330723,0.00118788781565228,0.00741317718521687,1.20409948843976,-7.92E+38
t peak SEA (s),218,12,0.0872892839684964,6.12752054304196E-26,6.31190635285238E-24,1.25929772876524E+22,1.42454494204213E+24,-4.24591373360247E-27,-1.46333706530039E-26,0.0144369968848344,26.5579174350501,0.00317451830385355,24.8130750289627,25.038662793902,7.94856933432589E-05,0.00899159426959942,0.101992304882469,11.5375910500531,-5.34686952125873E-05,-0.000184277704275077,9.66355421292556E-05,0.00805543886410764,1.2030830737362,-7.92E+38
t peak COY (s),667,13,-1.48718516099427,-1.04397209038723E-24,-6.28379041337676E-22,1.25929772876524E+22,1.42454494204213E+24,2.199863885383E-27,5.17549736712165E-26,0.0144806415268187,26.8191957079986,-0.312925964826362,25.0568837021913,25.2876523045732,-0.00791316299560213,-0.895154185022865,0.102032047729141,11.5420868471879,2.77028359445548E-05,0.000651749207964677,-0.000597633326814188,0.00810375663517226,1.11389550206298,-7.92E+38
t peak CO2Y (s),667,14,-1.38660249440607,-9.73365215433872E-25,4.18701350209207E-23,1.25929772876524E+22,1.42454494204213E+24,3.5221185366071E-27,4.39321365303607E-26,0.0144806415268187,26.9009062975733,0.0207861672669452,25.1356623657605,25.3663723849598,0.000527269659349393,0.0596458890666735,0.102295682558816,11.5719097917212,4.43539587359126E-05,0.000553236397524876,-0.000551179368269541,0.00810375663517226,1.03433153762991,-7.92E+38
,,15,0.486583409290643,3.41571118558823E-25,1.00461340695204E-21,1.25929772876524E+22,1.42454494204213E+24,7.63616377353799E-28,-8.41892038979199E-27,0.014723933231464,27.0422895609417,0.496148908350292,25.2691462380893,25.4985420781902,0.0126510738166181,1.43111694758123,0.108884854296799,12.3172912100452,9.61620369649578E-06,-0.000106019273255204,0.000352014165354759,0.00827976371784964,0.981595548764268,-7.92E+38
Test Results (between 23 and 1040 s),,16,2.70957220107951,1.90206157848222E-24,3.1739810957228E-22,1.25929772876524E+22,1.42454494204213E+24,-9.67452428985633E-28,-5.15898504275048E-26,0.0163220110366491,26.5886579711544,0.15947439536011,24.8407419651825,25.0635042444394,0.00399698718498752,0.452147871604924,0.117208884797602,13.2589236196382,-1.21831064651002E-05,-0.000649669814706952,0.00146582246178409,0.00918868203141907,1.02012568979057,-7.92E+38
mean HRR (kW/m²),164.188879634579,17,2.66917043279057,1.87370040355781E-24,5.72100086114486E-22,1.25929772876524E+22,1.42454494204213E+24,-1.24345962332653E-27,-5.99571517144858E-26,0.0190113823535841,27.277191328569,0.280251559131494,25.4784509811575,25.7070590901633,0.0072044433907037,0.814982284016255,0.122809600085448,13.8924886974488,-1.56588587946638E-05,-0.000755039049772849,0.0014290073919441,0.0106360969582832,1.11831660903436,-7.92E+38
