Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g)
Peaks,,0,1.30332634936542,0.583685395209132,-9.68621243102117,0.0197390666666626,2.23292609351387,-0.00391306677048835,-0.0388645772789282,0,27.0796864128405,-0.00755433848880157,25.088102445978,25.3095348066293,-0.000191196792923383,-0.0216285964845455,0,0,-7.72402858537715E-05,-0.000767150481880423,0.000548584097739164,0,0,43.1532
peak HRR (kW/m²),182.952503864031,5,0.3460096690167,0.184967756690706,63.7221266030934,0.0165365333333327,1.87064856711908,0.000288018924137837,0.073977532711713,0.00412334004595531,26.7513153113401,0.0421220670494684,24.7901682104525,25.0164140664174,0.0010537430706429,0.119201704823857,0.00263435767660725,0.298004262059643,4.76283453963596E-06,0.00122333193560495,0.000369933106851665,0.00229629301147707,0.824668009191062,43.054352
peak EHC (MJ/kg),58.3459784869881,10,1.72552807617538,0.731611854220774,254.176058977814,0.0208493999999997,2.35852941176467,-0.000230434374213509,0.0707447554900772,0.00930218440893552,26.8101250962967,0.211182424751591,24.8581786158114,25.0940310505742,0.00529941832405196,0.599481710865606,0.0185172611633444,2.0947128012833,-4.80441844172706E-06,0.00147498570511479,0.00114584419223987,0.00608573625920591,0.930218440893552,42.975309
peak MLR (g/s),0.298808683333334,15,-1.18652692611827,-0.110596321892856,127.978667841389,0.0948394833333335,10.7284483408748,0.000208412643245811,0.0165204332502562,0.013616004599374,25.7345626938162,0.491432430668964,24.1807270323906,24.698066261609,0.0121374307357656,1.37301252667032,0.0621093838128884,7.02594839512312,1.97657474055671E-05,0.00156678935389712,-0.00039510694357382,0.00895034673980558,0.907733639958265,42.743009
peak SEA (m²/kg),254.176058977814,20,-1.29589667938685,-0.0383379978051052,42.5789444901139,0.298808683333334,33.801887254902,0.000364352334782525,0.0203501121530698,0.013616004599374,25.2765323892275,0.512132038507209,24.0920170445669,24.843121273763,0.0127229583408141,1.43924868108756,0.124260356504338,14.0566014145178,0.000108871641425792,0.00608079021814446,0.000269540072356569,0.009624196920697,0.680800229968699,41.91342
peak COY (kg/kg),6.00008573261863,25,83.1259004005383,8.17569644998534,129.724824343549,0.0898801666666669,10.167439668175,0.00794518294683589,1.05389540915719,0.22143075560072,25.3301241997716,0.462365778074759,24.3298551445751,25.2174563639895,0.0116596888328023,1.31896932497763,0.185216974438378,20.9521464296808,0.000714114367458769,0.094724295024283,0.0594107839808131,0.158825007053621,8.85723022402879,40.249609
peak CO2Y (kg/kg),45.2904183582897,30,167.134210458956,0,0,-0.0615004666666672,-6.9570663650076,0,0,0.847081032749457,25.3903095071945,0.692455323776723,24.4989494399426,25.471476870877,0.0176378597636945,1.99523300494281,0.25846084592962,29.2376522544819,0.00130878984801658,0.145090813835244,0.112647981885581,0.588971921719606,28.2360344249819,40.95663
,,35,182.952503864031,14.8017928550722,79.0366383525561,0.1092638,12.3601583710407,0.0142559145935651,1.3670290104664,1.72229781855692,25.2194599902907,0.340910346515695,24.3592328090804,25.3317141409448,0.008635843445626,0.976905367152262,0.324145103952922,36.6679981847196,0.00155765540096838,0.149366784393798,0.121965013824369,1.17550441099448,49.2085091016264,40.481499
Time To Peaks,,40,173.065447706913,23.2202422764801,144.627218627114,0.0658864166666663,7.45321455505274,0.0234562474092597,2.10306522121789,2.61234269748428,25.2872958427162,0.375338317736563,24.42074529938,25.3876802274558,0.00952896918780708,1.0779376909284,0.369557135536504,41.8051058299213,0.0015454480902429,0.138563431442337,0.114977394826876,1.76786043262259,65.3085674371071,40.078512
t peak HRR (s),35,45,153.003851486904,17.2232192462482,89.3726197956856,0.0785308500000001,8.88358031674209,0.0187682617204059,1.60847361853226,3.42751594546883,25.7119065175185,0.27282119171806,24.7947690602535,25.7256694580204,0.00701850779928202,0.793948846072627,0.410925828004227,46.4848221724239,0.00147388754592593,0.126314800465914,0.102235206839697,2.31089193678903,76.1670210104184,39.780493
t peak EHC (s),555,50,140.109967079999,15.1619189981662,75.9609726937725,0.0816896666666665,9.24091251885367,0.0159345186002484,1.42520610932051,4.16030049188609,26.0025961674751,0.238918079261709,25.061911258699,25.972193306614,0.00620522653903003,0.701948703510185,0.443985163850007,50.2245660463809,0.00130168551294809,0.116424612001689,0.0936980590366156,2.80072510147981,83.2060098377217,39.301767
t peak MLR (s),20,55,125.132963194606,15.6238028131141,69.1584915186137,0.0708006500000006,8.00912330316748,0.016318745661357,1.49406628130948,4.8234078175726,25.9306167444492,0.189434520688814,24.9749150560419,25.8478028963942,0.00489646615253737,0.553898886033639,0.471739395578926,53.3641850202404,0.00115537780000877,0.105780863859795,0.0839363710157785,3.24481117661079,87.6983239558654,38.97939
t peak SEA (s),10,60,117.763754610755,12.3690179257284,58.4856269414415,0.0841644500000002,9.52086538461541,0.012171187884723,1.16686941783334,5.430649612086,25.9443841987029,0.19090386136481,24.9648152074181,25.7847619699272,0.00492241062443162,0.556833781044301,0.496286587521348,56.1410166879353,0.00102438133416438,0.0982089227737634,0.0787592416071356,3.65155020816808,90.5108268681,38.571068
t peak COY (s),650,65,113.225197339685,18.1536312220029,65.1846257048435,0.0551355666666664,6.23705505279031,0.0168289177187249,1.665802259527,6.0081219919621,25.8845061891637,0.140049877564232,24.8786884714206,25.6622236213149,0.00359399127619109,0.406560099116639,0.517577592272905,58.5495013883377,0.000927871914808601,0.0918449515336342,0.0753084920749414,4.03671954237327,92.4326460301861,38.18294
t peak CO2Y (s),650,70,106.710847657181,14.9782927955724,48.1446303644698,0.0629794000000008,7.12436651583719,0.0123299441398888,1.35937212756021,6.55796210445426,25.8510999534471,0.118511095957963,24.8342836320525,25.5851142803679,0.00303211993357612,0.342999992485987,0.534142870297323,60.4234016173442,0.000776532483963724,0.0856124409704663,0.0707883170773007,4.40196156525388,93.6851729207752,37.980034
,,75,98.9096072571838,13.7680215875583,27.4355910228954,0.0635066499999996,7.18401018099543,0.0116499951508938,1.29032593712938,7.07201324174018,25.9801558090423,0.0678702993145491,24.9384756050459,25.6716486332137,0.00174234247663415,0.197097565230107,0.546079026322849,61.7736455116344,0.000739852164549503,0.0819442776751971,0.066005509238224,4.74394613104269,94.293509889869,37.559252
Test Results (between 10 and 658 s),,80,93.2021368169256,16.5392669197678,55.8760990347527,0.0498152000000003,5.63520361990954,0.017403895114845,1.59446517600247,7.55229260192545,25.9026343650914,0.108856116368527,24.8540147445226,25.5702586266508,0.00278347904863603,0.314873195547063,0.557393580136024,63.0535724135774,0.000866978515925034,0.0794286016355989,0.0625938149213863,5.06544444144171,94.4036575240681,37.360328
mean HRR (kW/m²),88.7025775613241,85,88.5878166310777,13.2769381623705,35.302843800199,0.0589831999999997,6.67230769230765,0.0169003275891734,1.32021757549319,8.00676748554546,26.0979246423942,0.0809218114128621,25.039034468819,25.7319338269894,0.00208227469643589,0.235551436248403,0.569557964498704,64.429633993066,0.000996835402257724,0.0778706572988297,0.0599181851697433,5.37172444166954,94.1972645358289,37.035691
