General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95740997,106.449726,0.00259397,0.05171574,0.997464,1.000398,144.222081,0.0043,101.0675,0,272.685,334.721,338.622,1148.522,0,0
Standard used,ISO 5660-1,1,20.95278589,107.330565,0.00230809,0.04872347,0.99836,1.000126,144.222081,0.0011,101.0685,0,272.672,334.678,338.553,1144.394,0,0
Date of test,22/08/2018,2,20.9481618,108.211403,0.00202221,0.04573121,0.999256,0.999853,144.222081,-0.0022,101.0695,0,272.66,334.635,338.484,1140.266,0,0
Time of test,10:45,3,20.94304501,108.401427,0.0018108,0.04485963,0.999781,0.999483,144.222081,-0.0003,101.067,0,272.662,334.58,338.417,1139.519,0,0
Heat flux (kW/m²),50,4,20.94346822,108.265741,0.00165746,0.04610935,0.998152,0.99912,144.222081,0.0006,101.0664,0,272.663,334.575,338.414,1142.873,0,0
Nominal duct flow rate (l/s),24,5,20.94721837,108.297233,0.00159485,0.04728933,0.998348,0.998786,144.222081,0.0006,101.0661,0,272.671,334.53,338.341,1143.725,0,0
Sampling interval (s),1,6,20.94971251,109.175537,0.00162237,0.04879381,0.99745,0.998415,144.222081,-0.0003,101.0666,0,272.665,334.468,338.22,1143.792,0,0
Separation (mm),60,7,20.94978984,111.262213,0.00155106,0.0476592,0.996371,0.998023,144.222081,-0.0011,101.0657,0,272.677,334.384,338.104,1143.8,0,0
Orientation,Horizontal,8,20.94679942,109.486214,0.00135074,0.0461749,0.995813,0.99766,144.222081,0.0021,101.0686,0,272.68,334.28,337.985,1143.773,0,0
Edge frame?,Yes,9,20.94257499,107.648044,0.00118248,0.0456537,0.996805,0.997337,144.222081,0.0011,101.0677,0,272.666,334.26,338.006,1143.759,0,0
Grid?,No,10,20.9442644,104.780208,0.00115197,0.04700803,0.996539,0.996946,144.222081,0.0006,101.07,0,272.677,334.319,338.09,1143.776,0,0
Non-scrubbed?,Yes,11,20.94935975,107.152536,0.00136957,0.04821443,0.995923,0.996533,144.222081,0.0009,101.0701,0,272.658,334.391,338.168,1145.97,0,0
Substrate used? {Y/N},No,12,20.95178608,106.859658,0.00175046,0.04918068,0.995362,0.996124,144.222081,0.0027,101.0708,0,272.675,334.431,338.158,1144.293,0,0
Substrate,none,13,20.95138286,106.999623,0.00175259,0.04722148,0.996838,0.995747,144.222081,0.0026,101.0699,0,272.698,334.389,338.144,1143.715,0,0
Additional specimen preparation details,,14,20.94968426,105.259797,0.00157157,0.04585011,0.995675,0.995305,144.222081,0.0026,101.067,0,272.676,334.369,338.157,1143.69,0,0
,,15,20.94626819,107.001776,0.00141272,0.04559138,0.994541,0.994898,144.222081,0.0015,101.0677,0,272.654,334.406,338.179,1143.714,0,0
Specimen,,16,20.94864188,106.474819,0.00139985,0.04659752,0.994428,0.994567,144.222081,0,101.0691,0,272.666,334.42,338.201,1143.702,0,0
Sample description,Themocouple Ipe No1,17,20.95234324,108.778108,0.00153496,0.04911915,0.99403,0.994225,144.222081,0.0015,101.0675,0,272.67,334.421,338.241,1143.679,0,0
Material name/ID,Themocouple Ipe No1,18,20.95397513,109.729389,0.00175114,0.04908491,0.993857,0.993926,144.222081,0.001,101.0681,0,272.662,334.462,338.296,1143.67,0,0
Specimen number,,19,20.9529205,110.272965,0.00165304,0.04680166,0.99366,0.993506,144.222081,0.0003,101.0684,0,272.668,334.49,338.346,1143.656,0,0
E (MJ/kg),13.1,20,20.94880143,109.974628,0.00151926,0.04571057,0.992535,0.993255,144.222081,0.0013,101.0675,0,272.662,334.517,338.382,1146.562,0,0
Initial mass (g),131.74,21,20.94639458,107.286933,0.00145376,0.04580326,0.992915,0.992954,144.222081,0.0008,101.069,0,272.654,334.54,338.37,1144.313,0,0
Thickness (mm),12.5,22,20.94955554,109.537914,0.00151424,0.04801967,0.992368,0.992666,144.222081,0.0014,101.0701,0,272.667,334.552,338.366,1143.592,0,0
