General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95450472,116.596256,0.00011457,0.05213557,0.993922,0.992985,206.613685,-0.0051,101.0828,0,267.408,333.343,333.898,1059.083,0,0
Standard used,ISO 5660-1,1,20.95322997,114.07054,-0.00018166,0.04940993,0.992386,0.991555,206.613685,-0.0021,101.0782,0,267.405,333.32,333.866,1059.105,0,0
Date of test,01/08/2018,2,20.95195522,111.544825,-0.00047789,0.0466843,0.990851,0.990125,206.613685,0.0009,101.0736,0,267.402,333.297,333.834,1059.127,0,0
Time of test,15:37,3,20.94790995,106.886301,-0.00070969,0.04508107,0.98968,0.988731,206.613685,0.0009,101.0734,0,267.398,333.277,333.803,1059.142,0,0
Heat flux (kW/m²),50,4,20.94840422,107.893973,-0.00071703,0.04598571,0.987469,0.987413,206.613685,0.0007,101.0754,0,267.392,333.254,333.779,1059.106,0,0
Nominal duct flow rate (l/s),24,5,20.95208684,109.609359,-0.00054312,0.04804189,0.986708,0.986134,206.613685,-0.0005,101.0774,0,267.404,333.248,333.798,1059.049,0,0
Sampling interval (s),1,6,20.95438713,109.377187,-0.00027497,0.04840187,0.982547,0.984898,206.613685,-0.0019,101.0764,0,267.39,333.233,333.736,1059.054,0,0
Separation (mm),25,7,20.95444917,109.735599,-0.00019022,0.04709883,0.982506,0.983637,206.613685,-0.0026,101.0769,0,267.389,333.135,333.627,1059.059,0,0
Orientation,Horizontal,8,20.95161692,109.381394,-0.00032928,0.04530164,0.982838,0.982415,206.613685,0.0007,101.0785,0,267.412,333.076,333.58,1058.974,0,0
Edge frame?,No,9,20.94746312,106.373467,-0.00039929,0.04495311,0.980114,0.981331,206.613685,0,101.0754,0,267.41,333.072,333.594,1058.889,0,0
Grid?,No,10,20.94866847,110.466412,-0.00038188,0.04607268,0.979774,0.980193,206.613685,-0.0005,101.0745,0,267.397,333.049,333.619,1058.853,0,0
Non-scrubbed?,Yes,11,20.95384732,112.608624,-0.00025935,0.0482454,0.977972,0.97928,206.613685,-0.0019,101.0754,0,267.399,333.069,333.65,1058.853,0,0
Substrate used? {Y/N},No,12,20.95654541,109.669285,-5.373E-05,0.04860991,0.976928,0.978373,206.613685,-0.0006,101.0758,0,267.39,333.094,333.632,1058.857,0,0
Substrate,none,13,20.95604621,106.111508,-2.119E-05,0.04643546,0.977619,0.977621,206.613685,-0.0014,101.0777,0,267.403,333.072,333.635,1058.868,0,0
Additional specimen preparation details,,14,20.95253792,106.140791,-0.00010946,0.04517351,0.977018,0.977023,206.613685,-0.0024,101.0756,0,267.408,333.084,333.658,1058.938,0,0
,,15,20.94915509,109.055675,-9.801E-05,0.04489462,0.975483,0.976575,206.613685,-0.0008,101.0767,0,267.392,333.077,333.665,1059.011,0,0
Specimen,,16,20.95138556,107.310135,1.479E-05,0.04606739,0.976611,0.976127,206.613685,0.0023,101.0775,0,267.405,333.081,333.686,1055.181,0,0
Sample description,eplastics PMMA No4,17,20.95359253,108.546301,0.00022083,0.0481648,0.9757,0.975905,206.613685,0.0006,101.0765,0,267.411,333.085,333.711,1054.368,0,0
Material name/ID,eplastics PMMA No4,18,20.95473704,113.326707,0.00051641,0.04824948,0.976288,0.97583,206.613685,-0.0002,101.0775,0,267.409,333.088,333.749,1054.37,0,0
Specimen number,,19,20.95364939,109.987932,0.00045647,0.04715749,0.976954,0.975808,206.613685,0.0006,101.0774,0,267.416,333.114,333.753,1058.333,0,0
E (MJ/kg),13.1,20,20.94992508,110.735005,0.00032353,0.04583177,0.974631,0.975806,206.613685,0.0009,101.0777,0,267.405,333.101,333.761,1059.488,0,0
Initial mass (g),207.89,21,20.94721941,110.044716,0.00023734,0.04580785,0.975935,0.976065,206.613685,0.001,101.0743,0,267.385,333.098,333.781,1059.486,0,0
Thickness (mm),18,22,20.95032916,111.104651,0.00020032,0.04691223,0.977449,0.976572,206.613685,-0.0016,101.0741,0,267.402,333.074,333.749,1059.483,0,0
