General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.98799735,121.313473,0.00131312,0.0448137,1.667011,1.489486,148.846078,-0.0055,102.111,0.022,270.676,322.002,324.295,1049.312,0,0
Standard used,ISO 5660-1,1,20.98192236,118.296619,0.00116868,0.04436088,1.506498,1.446402,148.846078,-0.0018,102.1091,0.021,270.689,322.049,324.327,1050.75,0,0
Date of test,19/03/2021,2,20.97584737,115.279764,0.00102424,0.04390806,1.345984,1.403317,148.846078,0.002,102.1071,0.019,270.702,322.097,324.359,1052.188,0,0
Time of test,11:40,3,20.97752869,115.7206,0.00101517,0.04528002,1.418939,1.526581,148.846078,0,102.1079,0.019,270.713,322.135,324.41,1052.466,0,0
Heat flux (kW/m²),50,4,20.98095195,117.635634,0.00121775,0.04793834,1.466466,1.493185,148.846078,0.0005,102.1071,0.017,270.713,322.152,324.433,1052.427,0,0
Nominal duct flow rate (l/s),24,5,20.98269872,117.902399,0.00139288,0.048142,1.419007,1.362237,148.846078,0.0006,102.1074,0.02,270.722,322.187,324.455,1052.413,0,0
Sampling interval (s),1,6,20.98190763,116.94997,0.00127885,0.04613503,1.369859,1.2287,148.846078,-0.0011,102.1082,0.022,270.702,322.206,324.451,1052.425,0,0
Separation (mm),25,7,20.97682086,114.931601,0.00103665,0.04420715,1.203713,1.171922,148.846078,-0.0027,102.1086,0.022,270.695,322.171,324.407,1052.403,0,0
Orientation,Horizontal,8,20.97473899,117.330826,0.00091908,0.04403288,1.096086,1.048301,148.846078,-0.0012,102.1099,0.018,270.718,322.147,324.373,1052.405,0,0
Edge frame?,Yes,9,20.97813449,118.023953,0.00096129,0.0456108,1.103256,1.260577,148.846078,0.0005,102.109,0.017,270.707,322.109,324.334,1052.377,0,0
Grid?,No,10,20.98160532,118.475642,0.00123974,0.04753505,1.156756,1.280667,148.846078,0.0004,102.1081,0.019,270.692,322.086,324.245,1052.359,0,0
Non-scrubbed?,Yes,11,20.98279434,119.34402,0.00137836,0.04625176,1.306976,1.295215,148.846078,0.0023,102.1067,0.02,270.709,321.998,324.16,1052.357,0,0
Substrate used? {Y/N},No,12,20.98133928,120.549227,0.00123231,0.04469503,1.596434,1.553212,148.846078,0.0012,102.1071,0.022,270.71,321.948,324.157,1052.345,0,0
Substrate,none,13,20.97700019,120.846725,0.0010551,0.04438697,1.514666,1.65783,148.846078,0.0004,102.1056,0.021,270.704,321.966,324.206,1052.312,0,0
Additional specimen preparation details,,14,20.97539803,122.739871,0.00098731,0.04480026,1.623734,1.773148,148.846078,-0.0003,102.1078,0.022,270.719,321.998,324.194,1052.277,0,0
,,15,20.97978968,122.277445,0.00106534,0.04715761,1.379293,1.445762,148.846078,0.0022,102.1072,0.017,270.723,321.989,324.156,1052.28,0,0
Specimen,,16,20.98371531,118.118734,0.00125682,0.04852902,1.586547,1.608372,148.846078,0.0003,102.1054,0.019,270.717,321.97,324.173,1052.289,0,0
Sample description,Wood-Plastic Composite-2,17,20.9846699,115.326365,0.0013616,0.04686141,1.7296,1.665569,148.846078,0.0013,102.1078,0.021,270.71,322.008,324.237,1052.298,0,0
Material name/ID,WPC-2b,18,20.98265565,115.080797,0.00124024,0.04530547,1.562957,1.440484,148.846078,0.002,102.1094,0.022,270.701,322.042,324.264,1054.92,0,0
Specimen number,,19,20.97813911,116.746355,0.00104547,0.04462659,1.17545,1.256104,148.846078,0.0022,102.1094,0.019,270.704,322.043,324.241,1053.182,0,0
E (MJ/kg),13.1,20,20.97790418,118.968452,0.00099286,0.04543403,1.636391,1.687944,148.846078,0.0005,102.1081,0.019,270.718,322.008,324.223,1052.399,0,0
Initial mass (g),139,21,20.98157144,120.121332,0.00116345,0.04770797,1.859873,1.782642,148.846078,-0.0013,102.1089,0.02,270.702,321.983,324.172,1052.42,0,0
Thickness (mm),20,22,20.98427173,117.236591,0.00138177,0.04841717,1.672011,1.615551,148.846078,-0.0001,102.1083,0.019,270.698,321.954,324.166,1052.452,0,0
Surface area (cm²),88.4,23,20.98352713,118.003065,0.00146421,0.04696454,1.924708,1.873159,148.846078,0.0017,102.109,0.021,270.719,321.997,324.265,1052.486,0,0
Sponsor,,24,20.98011471,116.766393,0.00126973,0.04512589,1.761318,1.773303,148.846078,0.0016,102.1086,0.024,270.71,322.03,324.255,1052.535,0,0
Manufacturer,,25,20.97553635,115.988997,0.00110192,0.04456221,1.643297,1.857968,148.846078,-0.0012,102.1093,0.025,270.705,322.037,324.275,1052.56,0,0
Test start time (s),91,26,20.97649522,118.019857,0.00107896,0.04525435,1.891962,1.930661,148.846078,0.0004,102.1114,0.023,270.708,322.098,324.363,1052.559,0,0
