General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95689311,105.210787,0.00174785,0.05380804,1.003614,1.050828,116.551152,-0.0047,100.4545,0.102,269.885,331.38,336.046,1147.202,0,0
Standard used,ISO 5660-1,1,20.95526444,103.483421,0.00168706,0.05098687,0.975229,1.00346,116.551152,-0.0018,100.4535,0.103,269.891,331.371,336.089,1147.26,0,0
Date of test,27/01/2020,2,20.95363577,101.756055,0.00162628,0.04816569,0.946843,0.956093,116.551152,0.001,100.4525,0.105,269.897,331.362,336.133,1147.319,0,0
Time of test,12:23,3,20.94948255,102.804326,0.00145222,0.04674491,0.880703,0.870638,116.551152,0.0016,100.4531,0.104,269.909,331.362,336.15,1147.325,0,0
Heat flux (kW/m²),50,4,20.94939753,99.100156,0.0014251,0.04710115,0.721633,0.730624,116.551152,0.0009,100.4531,0.106,269.906,331.368,336.127,1147.338,0,0
Nominal duct flow rate (l/s),24,5,20.95331587,104.092698,0.00154087,0.04905416,0.699936,0.69747,116.551152,0.0016,100.4527,0.106,269.899,331.369,336.133,1147.377,0,0
Sampling interval (s),1,6,20.95639745,103.093866,0.00179047,0.05054454,0.688664,0.71253,116.551152,-0.0002,100.4532,0.102,269.89,331.379,336.099,1147.381,0,0
Separation (mm),60,7,20.9571774,98.715625,0.00191529,0.0489318,0.624498,0.656384,116.551152,-0.0018,100.4538,0.106,269.894,331.367,336.139,1147.372,0,0
Orientation,Horizontal,8,20.95651236,101.461334,0.00176973,0.04738785,0.642861,0.698883,116.551152,0.0011,100.4535,0.106,269.913,331.381,336.109,1147.393,0,0
Edge frame?,Yes,9,20.9525333,103.398546,0.00158994,0.0466606,0.587286,0.637889,116.551152,0.0011,100.4528,0.109,269.905,331.348,336.053,1147.425,0,0
Grid?,No,10,20.95216548,102.819481,0.00159911,0.04713004,0.687859,0.689718,116.551152,0.0018,100.4532,0.108,269.899,331.297,335.958,1147.461,0,0
Non-scrubbed?,Yes,11,20.95594016,100.894184,0.00170656,0.04880719,0.648225,0.694738,116.551152,-0.0007,100.4531,0.106,269.896,331.292,336.045,1147.507,0,0
Substrate used? {Y/N},No,12,20.95869475,100.253888,0.00194265,0.05050352,0.673568,0.720233,116.551152,-0.0003,100.4517,0.106,269.897,331.331,336.073,1147.507,0,0
Substrate,none,13,20.9576939,104.160282,0.00204593,0.04896737,0.73942,0.754438,116.551152,0.003,100.4516,0.107,269.898,331.32,336.043,1147.491,0,0
Additional specimen preparation details,,14,20.95455891,103.63761,0.00189424,0.0472263,0.717722,0.75471,116.551152,0.0023,100.4527,0.109,269.896,331.313,336.07,1147.489,0,0
,,15,20.95003721,102.466326,0.00179293,0.04659156,0.719808,0.748533,116.551152,0.0014,100.453,0.105,269.874,331.333,336.119,1147.449,0,0
Specimen,,16,20.95093152,101.88364,0.00178417,0.04756938,0.728372,0.778665,116.551152,-0.0016,100.454,0.107,269.884,331.348,336.135,1147.438,0,0
Sample description,Ipe 1 new* uncoated,17,20.95464021,103.732583,0.00189015,0.04926751,0.767772,0.840389,116.551152,-0.0015,100.4527,0.108,269.886,331.35,336.108,1147.454,0,0
Material name/ID,Ipe 1 new* uncoated,18,20.95699808,103.719112,0.00204347,0.05029701,0.773574,0.824752,116.551152,0.0001,100.4558,0.108,269.875,331.304,336.013,1147.421,0,0
Specimen number,,19,20.95688803,101.211221,0.00201565,0.04823448,0.744175,0.801784,116.551152,0.0009,100.4535,0.106,269.885,331.291,336.037,1147.436,0,0
E (MJ/kg),13.1,20,20.95370344,102.264348,0.00183001,0.04682143,0.712289,0.768667,116.551152,-0.0005,100.4532,0.106,269.88,331.292,336.022,1147.476,0,0
Initial mass (g),116.72,21,20.9496066,101.170737,0.00176094,0.04674058,0.784391,0.826733,116.551152,0,100.4552,0.106,269.873,331.283,336.069,1147.539,0,0
Thickness (mm),12.5,22,20.95010795,102.836439,0.00183684,0.0479071,0.759659,0.752536,116.551152,0.0006,100.4551,0.107,269.88,331.308,336.092,1147.55,0,0
Surface area (cm²),88.4,23,20.9533796,102.616654,0.00209566,0.05035547,0.665139,0.705797,116.551152,0.0012,100.4555,0.108,269.876,331.295,336.115,1147.565,0,0
Sponsor,,24,20.95527653,101.042915,0.00227401,0.05057398,0.711161,0.76505,116.551152,0.0014,100.4551,0.103,269.893,331.298,336.011,1147.551,0,0
Manufacturer,,25,20.95451285,104.430114,0.00221321,0.04800069,0.74265,0.765309,116.551152,-0.0008,100.4531,0.103,269.896,331.223,335.863,1147.548,0,0
Test start time (s),110,26,20.95097979,102.878783,0.00205553,0.04674794,0.799799,0.799654,116.551152,0.0024,100.4537,0.104,269.895,331.148,335.774,1147.541,0,0
Time to ignition (s),17,27,20.94760663,104.514644,0.00194009,0.04675008,0.750225,0.786592,116.551152,0.004,100.4503,0.107,269.881,331.137,335.816,1147.513,0,0
Time to flameout (s),830,28,20.95037542,102.776031,0.0018867,0.04749735,0.770658,0.783256,116.551152,0.002,100.4533,0.109,269.886,331.143,335.824,1147.489,0,0
End of test criterion,ISO 5660-1:2002,29,20.95541458,104.529644,0.00208951,0.05025465,0.84042,0.868886,116.551152,0.0022,100.453,0.107,269.865,331.114,335.821,1147.447,0,0
User EOT time (s),,30,20.95726027,104.265133,0.0022581,0.0498159,0.846217,0.870157,116.551152,-0.0014,100.4529,0.109,269.882,331.16,335.805,1147.392,0,0
MLR EOT mass (g/m²),150,31,20.95608733,105.752691,0.00207521,0.04797114,0.811619,0.829271,116.551152,-0.0011,100.4527,0.111,269.878,331.117,335.761,1147.341,0,0
MLR EOT time period (s),60,32,20.95186387,102.600703,0.00189637,0.04677471,0.807308,0.840505,116.551152,0.0012,100.4516,0.108,269.87,331.093,335.811,1147.265,0,0
Truncate graphs at EOT?,No,33,20.94970872,102.072211,0.00178192,0.04662841,0.70578,0.7491,116.551152,0,100.4506,0.105,269.861,331.151,335.92,1150.004,0,0
Smooth data?,No,34,20.95289345,95.682894,0.00182827,0.04890457,0.706619,0.715998,116.551152,-0.0016,100.4504,0.108,269.872,331.196,335.973,1147.903,0,0
Correct O2 for pressure?,No,35,20.95622084,100.339866,0.00195623,0.05054076,0.614776,0.639818,116.551152,-0.0011,100.4496,0.106,269.875,331.214,335.963,1146.442,0,0
,,36,20.95724446,99.391403,0.0021164,0.04920766,0.699918,0.706401,116.551152,0.0006,100.4496,0.109,269.877,331.202,335.929,1147.024,0,0
Specifications: apparatus,,37,20.95696814,99.790104,0.00193417,0.04737791,0.736987,0.745665,116.551152,-0.0002,100.4489,0.108,269.889,331.19,335.835,1147.199,0,0
C-factor (SI units),0.04571,38,20.95299256,104.520397,0.00169726,0.04663761,0.75459,0.754671,116.551152,0.0006,100.4479,0.104,269.87,331.142,335.766,1147.217,0,0
OD correction factor,0.97963,39,20.95211835,104.137479,0.00161226,0.04681884,0.741289,0.728855,116.551152,-0.0006,100.4517,0.104,269.865,331.139,335.84,1147.221,0,0
Duct diameter (m),0.114,40,20.9557881,105.287147,0.00171499,0.04962285,0.69328,0.704153,116.551152,0.0021,100.4508,0.103,269.868,331.163,335.907,1147.228,0,0
O2 delay time (s),0,41,20.95861234,104.113513,0.00186843,0.05078518,0.693867,0.719879,116.551152,0.0012,100.4485,0.105,269.866,331.199,335.984,1147.201,0,0
CO2 delay time (s),0,42,20.95912314,103.693488,0.00204797,0.04884688,0.647292,0.686807,116.551152,0.0008,100.451,0.104,269.871,331.245,336.035,1149.345,0,0
CO delay time (s),0,43,20.95583577,102.172015,0.00194869,0.04721467,0.672982,0.675023,116.551152,0.0019,100.4517,0.106,269.856,331.278,336.09,1147.685,0,0
,,44,20.95050074,104.627017,0.00180234,0.04667438,0.724247,0.757493,116.551152,-0.0001,100.4519,0.106,269.858,331.294,336.061,1147.138,0,0
Laboratory,,45,20.95068644,104.418002,0.00177824,0.04763451,0.7441,0.73775,116.551152,-0.0001,100.4515,0.107,269.856,331.25,335.909,1147.152,0,0
Laboratory name,FTT Cone - NIST,46,20.95447932,102.821439,0.00178717,0.04939835,0.786356,0.777117,116.551152,0.0021,100.4503,0.107,269.855,331.176,335.778,1147.149,0,0
Operator,Shields,47,20.95697999,103.302955,0.00199473,0.05031457,0.729748,0.76019,116.551152,0.0017,100.4495,0.105,269.85,331.124,335.728,1147.143,0,0
Filename,C:\CC5\DATA\20010004.CSV,48,20.95700439,104.642319,0.00194357,0.04892552,0.745591,0.748498,116.551152,0.0008,100.4486,0.103,269.846,331.09,335.68,1147.134,0,0
Report name,,49,20.95416694,100.337366,0.00174057,0.04724298,0.761192,0.790062,116.551152,-0.0007,100.4508,0.108,269.832,331.086,335.676,1147.132,0,0
,,50,20.94989934,102.135089,0.00163301,0.04663135,0.749736,0.746725,116.551152,-0.0012,100.4503,0.108,269.827,331.102,335.731,1147.111,0,0
,,51,20.95134444,103.46682,0.00166098,0.04733561,0.681799,0.73785,116.551152,0.0007,100.4498,0.107,269.841,331.104,335.739,1147.093,0,0
Pre-test conditions,,52,20.95507193,101.850132,0.00185058,0.04943317,0.690585,0.770419,116.551152,0.0006,100.4487,0.107,269.853,331.118,335.766,1147.142,0,0
Ambient temperature (°C),32.7,53,20.95713818,100.856963,0.00206856,0.05055054,0.704264,0.764735,116.551152,-0.0006,100.4484,0.105,269.845,331.155,335.793,1147.168,0,0
Barometric pressure (Pa),100454,54,20.95672641,103.876837,0.00210883,0.04851493,0.658631,0.662534,116.551152,-0.0013,100.4502,0.106,269.852,331.153,335.772,1147.169,0,0
Relative humidity (%),21.5,55,20.95275057,107.794371,0.00202468,0.04739159,0.500195,0.577302,116.551152,0.0008,100.452,0.105,269.858,331.13,335.741,1147.181,0,0
,,56,20.94795228,103.751282,0.00176157,0.04677778,0.537859,0.584644,116.551152,0.0012,100.4521,0.107,269.845,331.138,335.765,1147.241,0,0
,,57,20.95001625,101.753425,0.00168013,0.04847489,0.558532,0.5881,116.551152,0.0013,100.4523,0.104,269.826,331.151,335.78,1149.373,0,0
Conditioning,,58,20.95363951,102.362281,0.00181092,0.05015534,0.553242,0.576342,116.551152,0.0019,100.4508,0.101,269.838,331.161,335.78,1150.781,0,0
Conditioned? {Y/N},Yes,59,20.95537778,100.92825,0.00193241,0.0505293,0.529137,0.560081,116.551152,0.0033,100.4498,0.103,269.848,331.183,335.84,1148.059,0,0
Conditioning temperature (°C),23,60,20.9544175,103.526215,0.00184913,0.04859921,0.436467,0.46735,116.551152,0.0029,100.4487,0.105,269.827,331.234,335.916,1147.317,0,0
Conditioning RH (%),50,61,20.95207133,106.278362,0.00164801,0.04687048,0.315687,0.399736,116.551152,0,100.4479,0.102,269.825,331.248,335.873,1147.287,0,0
,,62,20.94970324,102.75239,0.00154088,0.0466771,0.422981,0.497777,116.551152,0.0005,100.4485,0.103,269.847,331.193,335.813,1147.302,0,0
Data collected,,63,20.95270083,102.094194,0.00157986,0.04876783,0.430457,0.470111,116.551152,0.0002,100.4513,0.109,269.85,331.164,335.766,1147.295,0,0
CO/CO2 data collected?,Yes,64,20.95612975,105.780476,0.00174085,0.05059805,0.488254,0.518528,116.551152,0.0021,100.4504,0.106,269.846,331.162,335.779,1147.315,0,0
Mass data collected?,Yes,65,20.95600942,106.395313,0.00199495,0.05006024,0.521426,0.554374,116.551152,0.0005,100.4513,0.105,269.838,331.156,335.745,1147.368,0,0
Smoke data collected?,Yes,66,20.95401882,106.339809,0.0018949,0.04769681,0.61648,0.630998,116.551152,0.0015,100.4527,0.107,269.851,331.141,335.748,1147.374,0,0
Soot mass data collected?,No,67,20.94967181,102.57545,0.00174988,0.04664017,0.577245,0.582174,116.551152,0.0004,100.453,0.106,269.837,331.128,335.738,1147.381,0,0
Soot mass ratio (1:x),N/A,68,20.94801271,105.261675,0.00169135,0.04733564,0.544328,0.600932,116.551152,0.0015,100.4548,0.104,269.838,331.047,335.506,1147.385,0,0
Soot mass (g),N/A,69,20.95148745,101.435463,0.0017707,0.0495139,0.538151,0.567308,116.551152,0.0003,100.455,0.101,269.833,330.943,335.44,1147.428,0,0
,,70,20.9545779,101.855776,0.00192063,0.05072583,0.585072,0.612729,116.551152,0.0006,100.4555,0.108,269.842,330.963,335.524,1147.425,0,0
Comments,,71,20.95535755,99.83453,0.0020397,0.04877669,0.574216,0.629021,116.551152,0.0019,100.4556,0.111,269.859,330.995,335.5,1148.407,0,0
Pre-test comments,,72,20.95338412,103.218796,0.00184435,0.04714683,0.585562,0.616172,116.551152,0.0016,100.4535,0.11,269.848,330.971,335.479,1147.724,0,0
After-test comments,,73,20.94879263,103.131863,0.0016768,0.04658262,0.637316,0.675553,116.551152,-0.0003,100.4548,0.106,269.843,330.956,335.478,1147.516,0,0
,,74,20.94887591,102.2053,0.00167109,0.0474534,0.607493,0.659943,116.551152,0.001,100.4558,0.106,269.842,330.938,335.497,1147.541,0,0
,,75,20.95374967,102.460811,0.00178766,0.04897572,0.5704,0.611713,116.551152,0,100.4549,0.108,269.84,330.962,335.519,1147.546,0,0
,,76,20.95686007,103.681181,0.00199954,0.05040237,0.616957,0.64646,116.551152,-0.0008,100.4525,0.107,269.841,330.972,335.525,1147.559,0,0
,,77,20.95714285,106.542364,0.00196748,0.04845002,0.742078,0.740504,116.551152,-0.0001,100.4546,0.105,269.837,330.952,335.441,1147.552,0,0
,,78,20.95461962,101.923745,0.00179599,0.04708895,0.694349,0.736758,116.551152,-0.0001,100.4556,0.108,269.846,330.881,335.381,1147.565,0,0
,,79,20.9500989,103.424616,0.00159133,0.04662554,0.701792,0.743993,116.551152,-0.0006,100.4533,0.107,269.854,330.855,335.303,1147.563,0,0
,,80,20.95094911,105.273653,0.00155079,0.04759401,0.708476,0.783177,116.551152,-0.0007,100.4548,0.104,269.845,330.818,335.203,1150.287,0,0
