General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.94584101,126.07881,0.00089358,0.04103452,0.610188,0.796552,1.584E+39,0.0035,102.2088,0.015,270.699,321.711,323.856,1059.813,0,0
Standard used,ISO 5660-1,1,20.94836947,122.539693,0.00093276,0.04389753,0.607337,0.688587,1.584E+39,0.0014,102.2071,0.017,270.723,321.738,323.844,1056.45,0,0
Date of test,19/03/2021,2,20.95089793,119.000575,0.00097194,0.04676055,0.604486,0.580622,1.584E+39,-0.0007,102.2055,0.019,270.747,321.766,323.831,1053.087,0,0
Time of test,12:58,3,20.95392925,117.937064,0.00116608,0.04844742,0.491402,0.537286,1.584E+39,-0.0018,102.206,0.017,270.739,321.742,323.849,1052.341,0,0
Heat flux (kW/m²),50,4,20.95517013,115.376545,0.00137438,0.04713985,0.597143,0.585237,1.584E+39,-0.0013,102.2041,0.019,270.753,321.719,323.816,1052.328,0,0
Nominal duct flow rate (l/s),24,5,20.95373919,114.775891,0.00129135,0.04572148,0.644378,0.62603,1.584E+39,-0.0013,102.2038,0.02,270.74,321.725,323.838,1052.34,0,0
Sampling interval (s),1,6,20.94933847,117.117582,0.00106265,0.04470329,0.605925,0.639046,1.584E+39,0.0012,102.2046,0.018,270.748,321.748,323.819,1052.363,0,0
Separation (mm),25,7,20.9477467,118.956701,0.00105055,0.04511695,0.519149,0.530486,1.584E+39,-0.0014,102.2056,0.016,270.739,321.713,323.754,1052.34,0,0
Orientation,Horizontal,8,20.9512449,121.204338,0.00117442,0.04676035,0.467052,0.504737,1.584E+39,-0.0015,102.2064,0.018,270.756,321.692,323.742,1056.534,0,0
Edge frame?,Yes,9,20.95433219,118.707675,0.00150869,0.04841,0.472544,0.529381,1.584E+39,0.0001,102.206,0.017,270.751,321.68,323.755,1057.521,0,0
Grid?,No,10,20.955145,116.631183,0.00173099,0.04699303,0.660275,0.672509,1.584E+39,0.0017,102.2064,0.017,270.746,321.649,323.743,1060.132,0,0
Non-scrubbed?,Yes,11,20.95316073,116.839376,0.00161816,0.04525054,0.646109,0.594954,1.584E+39,0,102.2073,0.018,270.755,321.662,323.779,1054.004,0,0
Substrate used? {Y/N},No,12,20.94862245,120.253751,0.0014309,0.04461515,0.602132,0.586498,1.584E+39,0.0006,102.2067,0.021,270.753,321.71,323.843,1052.206,0,0
Substrate,none,13,20.94809593,118.668017,0.00131986,0.04521705,0.645874,0.63661,1.584E+39,0.0009,102.2081,0.02,270.738,321.749,323.819,1052.155,0,0
Additional specimen preparation details,,14,20.95192734,115.633625,0.00128402,0.04751611,0.654361,0.64214,1.584E+39,0.0016,102.2064,0.021,270.751,321.739,323.792,1052.109,0,0
,,15,20.95617555,119.425824,0.00143239,0.04832422,0.683173,0.723976,1.584E+39,0.0005,102.2074,0.018,270.747,321.704,323.787,1052.102,0,0
Specimen,,16,20.95694624,117.910285,0.00145258,0.04663478,0.707124,0.754622,1.584E+39,0.0011,102.2075,0.018,270.769,321.706,323.8,1052.07,0,0
Sample description,Wood Plastic Composite 2,17,20.9544038,121.665506,0.00123801,0.04506949,0.736641,0.750965,1.584E+39,0.0002,102.2104,0.017,270.751,321.671,323.732,1052.062,0,0
Material name/ID,WPC-2,18,20.94847148,116.232232,0.00110281,0.0445753,0.768712,0.722493,1.584E+39,-0.0005,102.209,0.017,270.743,321.608,323.666,1052.07,0,0
Specimen number,,19,20.94866697,116.025855,0.00113328,0.04516207,0.69422,0.66785,1.584E+39,-0.0009,102.2092,0.015,270.744,321.579,323.648,1052.049,0,0
E (MJ/kg),13.1,20,20.95253748,116.998786,0.0012472,0.04760983,0.742844,0.736275,1.584E+39,-0.0007,102.2079,0.019,270.745,321.6,323.713,1052.025,0,0
Initial mass (g),139.3,21,20.95488202,116.534658,0.00148458,0.04840473,0.702725,0.682031,1.584E+39,-0.0017,102.2062,0.022,270.753,321.622,323.735,1052,0,0
Thickness (mm),20,22,20.95475396,116.594044,0.00148535,0.04704121,0.653103,0.603084,1.584E+39,-0.0004,102.2072,0.019,270.753,321.631,323.742,1052.021,0,0
Surface area (cm²),88.4,23,20.9516741,113.85423,0.00123769,0.04501597,0.582053,0.50443,1.584E+39,0.0005,102.2062,0.019,270.752,321.638,323.737,1052.042,0,0
Sponsor,,24,20.94758701,119.961054,0.00108784,0.04460097,0.510234,0.534182,1.584E+39,-0.0015,102.2061,0.018,270.741,321.621,323.708,1052.054,0,0
Manufacturer,,25,20.94953031,117.902891,0.0010565,0.04573124,0.540451,0.507799,1.584E+39,0.0001,102.2064,0.017,270.733,321.594,323.66,1052.055,0,0
