General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95960564,104.288487,0.00220689,0.0480172,1.005139,1.006593,-1.268821,-0.0008,100.1376,0,297.44,330.263,333.082,1139.591,0,0
Standard used,ISO 5660-1,1,20.95493593,107.17471,0.00174574,0.04477907,1.004432,1.005673,-1.268821,-0.0001,100.1383,0,297.437,330.253,333.053,1139.637,0,0
Date of test,12/10/2018,2,20.95026621,110.060933,0.00128459,0.04154094,1.003724,1.004753,-1.268821,0.0006,100.1389,0,297.434,330.243,333.024,1139.683,0,0
Time of test,15:46,3,20.94637088,107.970398,0.00102653,0.04139012,1.00345,1.003615,-1.268821,-0.0005,100.1376,0,297.425,330.186,332.972,1139.757,0,0
Heat flux (kW/m²),50,4,20.94839038,108.0866,0.00097083,0.04226226,1.00157,1.002149,-1.268821,-0.0019,100.1369,0,297.443,330.099,332.882,1139.824,0,0
Nominal duct flow rate (l/s),24,5,20.95198077,106.452919,0.00114708,0.04409809,1.000662,1.000514,-1.268821,-0.0007,100.1378,0,297.437,330.065,332.87,1139.85,0,0
Sampling interval (s),1,6,20.95249651,107.671653,0.00140206,0.04430369,0.999356,0.998768,-1.268821,0.0007,100.1381,0,297.442,330.026,332.855,1142.508,0,0
Separation (mm),60,7,20.95103418,105.285939,0.00143602,0.04310687,0.998392,0.996778,-1.268821,0.0003,100.1378,0,297.425,330.124,332.955,1140.705,0,0
Orientation,Horizontal,8,20.94719237,106.691678,0.00124218,0.04172326,0.997133,0.994478,-1.268821,-0.0026,100.1393,0,297.441,330.241,333.052,1139.901,0,0
Edge frame?,Yes,9,20.94434912,107.195605,0.00119337,0.04160033,0.994091,0.993935,-1.268821,-0.0022,100.1377,0,297.438,330.315,333.133,1139.925,0,0
Grid?,No,10,20.94700406,105.286024,0.00117602,0.04295584,0.994999,0.994614,-1.268821,0.0003,100.1389,0,297.435,330.363,333.226,1139.911,0,0
Non-scrubbed?,Yes,11,20.95038922,104.828291,0.00136598,0.0451778,0.996809,0.995524,-1.268821,-0.0003,100.1399,0,297.433,330.454,333.295,1139.88,0,0
Substrate used? {Y/N},No,12,20.95178885,107.22117,0.00152359,0.04426779,0.996697,0.996581,-1.268821,0.0018,100.1375,0,297.444,330.54,333.38,1139.881,0,0
Substrate,none,13,20.95052749,105.024584,0.00139662,0.0425339,0.99696,0.997604,-1.268821,-0.0011,100.138,0,297.431,330.602,333.451,1139.845,0,0
Additional specimen preparation details,,14,20.94631523,106.413762,0.0012241,0.04100478,0.999683,0.998741,-1.268821,-0.0007,100.1387,0,297.426,330.664,333.545,1139.82,0,0
,,15,20.94309534,105.201187,0.00119082,0.04121712,1.00015,0.999797,-1.268821,-0.0003,100.1382,0,297.433,330.766,333.66,1142.47,0,0
Specimen,,16,20.94715263,104.975369,0.00123883,0.0426459,1.00001,1.000741,-1.268821,-0.0002,100.1381,0,297.428,330.849,333.746,1140.749,0,0
Sample description,NP_1,17,20.9509126,109.956345,0.00141538,0.04451305,1.001513,1.001608,-1.268821,-0.0016,100.1361,0,297.44,330.867,333.754,1138.413,0,0
Material name/ID,,18,20.95182434,107.577304,0.00153359,0.04470912,1.002011,1.002438,-1.268821,-0.002,100.1365,0,297.445,330.825,333.741,1139.487,0,0
Specimen number,,19,20.94852519,105.763985,0.00136062,0.04250177,1.004141,1.003105,-1.268821,-0.0001,100.137,0,297.439,330.828,333.766,1139.943,0,0
E (MJ/kg),13.1,20,20.94380059,107.690381,0.0012044,0.04152725,1.002299,1.003614,-1.268821,0.0001,100.1368,0,297.435,330.816,333.731,1139.915,0,0
Initial mass (g),55.126,21,20.94291376,108.52803,0.00107899,0.0421518,1.003985,1.003814,-1.268821,-0.0013,100.1396,0,297.449,330.746,333.695,1139.898,0,0
Thickness (mm),12.5,22,20.94549155,105.105953,0.00113036,0.04425148,1.003854,1.003947,-1.268821,-0.0015,100.1391,0,297.458,330.694,333.674,1139.906,0,0
Surface area (cm²),88.4,23,20.94752861,107.516591,0.00133018,0.04511538,1.004753,1.003988,-1.268821,0.0034,100.1387,0,297.445,330.709,333.697,1139.914,0,0
Sponsor,,24,20.94780049,109.446859,0.00137393,0.04374828,1.00442,1.003833,-1.268821,-0.0009,100.1372,0,297.45,330.716,333.693,1139.925,0,0
Manufacturer,,25,20.94538031,109.25405,0.00117405,0.04205611,1.003304,1.003399,-1.268821,-0.0007,100.137,0,297.448,330.689,333.672,1140.01,0,0
Test start time (s),141,26,20.94103993,107.303512,0.0009595,0.04153773,1.002358,1.002893,-1.268821,-0.0025,100.1389,0,297.454,330.65,333.64,1140.078,0,0
Time to ignition (s),38,27,20.94156647,109.325683,0.00095974,0.04241025,1.003191,1.002249,-1.268821,-0.0029,100.1394,0,297.464,330.589,333.601,1140.101,0,0
Time to flameout (s),904,28,20.94522024,107.731941,0.00106384,0.04447617,1.001295,1.001384,-1.268821,-0.0008,100.1386,0,297.448,330.548,333.559,1140.112,0,0
End of test criterion,ISO 5660-1:2002,29,20.94897092,107.195117,0.00136576,0.0451718,1.000822,1.000368,-1.268821,-0.0024,100.1384,0,297.438,330.556,333.605,1140.114,0,0
User EOT time (s),,30,20.95065238,106.909723,0.00148692,0.04352931,1.000342,0.999324,-1.268821,-0.0022,100.1379,0,297.435,330.632,333.665,1140.131,0,0
MLR EOT mass (g/m²),150,31,20.94856805,108.751168,0.00135382,0.04189285,0.998369,0.998145,-1.268821,-0.0011,100.1398,0,297.434,330.606,333.633,1140.159,0,0
MLR EOT time period (s),60,32,20.94594329,108.813409,0.00123637,0.04152226,0.996367,0.996987,-1.268821,0.0006,100.1396,0,297.451,330.534,333.564,1140.151,0,0
Truncate graphs at EOT?,No,33,20.94796335,108.680189,0.00123399,0.04248634,0.99449,0.995684,-1.268821,-0.0003,100.1387,0,297.436,330.489,333.489,1140.166,0,0
Smooth data?,No,34,20.95300262,107.195533,0.00133078,0.04496677,0.993411,0.994431,-1.268821,0.0001,100.1364,0,297.447,330.436,333.482,1140.197,0,0
Correct O2 for pressure?,No,35,20.95557278,103.500253,0.00151142,0.04464478,0.991995,0.993115,-1.268821,-0.0005,100.1365,0,297.443,330.387,333.406,1140.254,0,0
,,36,20.95507355,109.584752,0.00150487,0.0429725,0.991216,0.991643,-1.268821,-0.0009,100.1365,0,297.45,330.232,333.27,1140.282,0,0
Specifications: apparatus,,37,20.95155299,106.929031,0.001338,0.04177353,0.989397,0.990199,-1.268821,0.0033,100.1372,0,297.458,330.136,333.174,1140.326,0,0
C-factor (SI units),0.04527,38,20.94816876,107.880608,0.00122037,0.04158586,0.987585,0.988773,-1.268821,-0.0002,100.1385,0,297.462,330.043,333.05,1140.326,0,0
