General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.96228224,114.442936,0.00258244,0.04719591,0.997908,0.999699,-1.05827,0.0028,103.1591,0,269.96,330.543,333.379,1138.683,0,0
Standard used,ISO 5660-1,1,20.95641654,111.442956,0.00231093,0.04509508,0.998748,0.999727,-1.05827,0.0012,103.1591,0,269.986,330.543,333.366,1138.69,0,0
Date of test,19/02/2019,2,20.95055084,108.442976,0.00203942,0.04299426,0.999588,0.999755,-1.05827,-0.0004,103.1591,0,270.012,330.543,333.353,1138.697,0,0
Time of test,12:46,3,20.94730437,109.491888,0.0019993,0.04291615,0.999869,0.999827,-1.05827,-0.0033,103.1599,0,270.011,330.499,333.273,1138.719,0,0
Heat flux (kW/m²),50,4,20.95036648,110.902154,0.0021364,0.04456856,0.999466,0.999701,-1.05827,-0.0013,103.159,0,270.008,330.407,333.138,1138.776,0,0
Nominal duct flow rate (l/s),24,5,20.95374068,108.313176,0.00235234,0.04652504,0.999689,0.999575,-1.05827,0.0001,103.1593,0,270.01,330.311,333.022,1138.813,0,0
Sampling interval (s),1,6,20.95507409,107.209234,0.00237827,0.04539229,0.999057,0.999606,-1.05827,0.0003,103.1607,0,270.017,330.218,332.869,1138.87,0,0
Separation (mm),60,7,20.95370342,108.400398,0.0020994,0.04373739,0.99918,0.99961,-1.05827,-0.0004,103.1595,0,270.01,330.118,332.737,1138.914,0,0
Orientation,Horizontal,8,20.94931833,109.80415,0.00171614,0.04271937,0.999822,0.999607,-1.05827,-0.0007,103.1609,0,270.03,330.008,332.607,1138.973,0,0
Edge frame?,Yes,9,20.9459312,109.473355,0.00147236,0.04299049,0.999924,0.999574,-1.05827,-0.001,103.1606,0,270.02,329.946,332.531,1138.971,0,0
Grid?,No,10,20.9490244,108.713693,0.0014373,0.04528941,0.999388,0.999477,-1.05827,-0.0014,103.1609,0,270.01,329.925,332.517,1138.973,0,0
Non-scrubbed?,Yes,11,20.95225634,106.632333,0.00160837,0.04665933,1.000739,0.999509,-1.05827,-0.0032,103.1629,0,270.013,329.92,332.512,1138.978,0,0
Substrate used? {Y/N},No,12,20.95305448,105.913687,0.001626,0.0449506,1.000087,0.999501,-1.05827,-0.0005,103.1623,0,270.007,329.934,332.573,1138.979,0,0
Substrate,none,13,20.95129473,106.083694,0.00152385,0.04340332,0.999646,0.999462,-1.05827,-0.0016,103.1628,0,269.997,330.006,332.645,1138.958,0,0
Additional specimen preparation details,,14,20.94661071,107.450984,0.00136342,0.0426608,0.998811,0.999464,-1.05827,-0.0012,103.1597,0,270,330.035,332.691,1139.011,0,0
,,15,20.94586778,109.06031,0.00131319,0.04308131,0.999217,0.999368,-1.05827,-0.0009,103.1614,0,270.018,330.025,332.697,1139.072,0,0
Specimen,,16,20.94973775,108.101771,0.00142638,0.04545609,0.999439,0.999485,-1.05827,-0.0014,103.1633,0,270.03,330.012,332.664,1139.063,0,0
Sample description,After 2mon WT_Bare2,17,20.95252441,107.829408,0.00162128,0.04673612,0.999257,0.999534,-1.05827,-0.0021,103.1632,0,270.014,330.015,332.664,1139.058,0,0
Material name/ID,,18,20.95442328,109.585187,0.00174361,0.04486259,0.998981,0.999593,-1.05827,0.0013,103.162,0,270.001,330.014,332.677,1139.091,0,0
Specimen number,,19,20.95259084,107.913947,0.00171793,0.04347107,0.998329,0.999695,-1.05827,0.0009,103.1617,0,270.013,330.03,332.724,1139.112,0,0
E (MJ/kg),13.1,20,20.94795689,107.964772,0.00169556,0.04281463,0.998743,0.999685,-1.05827,0.0004,103.162,0,270.03,330.045,332.76,1139.128,0,0
Initial mass (g),44.781,21,20.94851873,109.197476,0.00176039,0.04329722,0.998965,0.999721,-1.05827,-0.0001,103.1626,0,270.024,330.027,332.726,1139.149,0,0
Thickness (mm),12.5,22,20.95247262,109.131283,0.00199108,0.0458394,0.99829,0.999677,-1.05827,-0.0007,103.1635,0,270.029,329.965,332.666,1139.176,0,0
Surface area (cm²),88.4,23,20.95471944,114.235958,0.00218831,0.04676778,0.999503,0.999596,-1.05827,0.0004,103.1611,0,270.026,329.923,332.614,1139.138,0,0
Sponsor,,24,20.95507546,110.158437,0.00212352,0.04436472,0.99895,0.999523,-1.05827,-0.0007,103.1628,0,270.027,329.916,332.626,1139.145,0,0
Manufacturer,,25,20.95363265,112.669944,0.00189556,0.04317576,0.999523,0.999432,-1.05827,-0.0026,103.1621,0,270.036,329.929,332.645,1139.132,0,0
Test start time (s),74,26,20.94954101,110.812354,0.00172554,0.04271788,0.998396,0.999445,-1.05827,-0.002,103.1607,0,270.04,329.953,332.663,1139.119,0,0
Time to ignition (s),17,27,20.9510293,110.334626,0.00178024,0.04382802,0.998145,0.999442,-1.05827,-0.0004,103.1612,0,270.036,329.948,332.687,1139.111,0,0
Time to flameout (s),700,28,20.95497244,109.796833,0.00203152,0.04633223,0.998949,0.999395,-1.05827,-0.0008,103.1617,0,270.042,329.967,332.662,1139.082,0,0
