Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g)
Peaks,,0,-1.21146311484693,0,0,-0.442502749999998,-50.0568721719455,0,0,0,25.8871830808376,-0.244283484233277,24.1805438546375,24.4714588879024,-0.00597797324140819,-0.676241316901379,0,0,-1.20769886987857E-05,0.000725272274530471,-0.000370840758294417,0,0,116.72
peak HRR (kW/m²),439.961239625437,1,-1.73296386492879,-0.0909644153074152,31.2473059803574,0.168410916666681,19.0510086727015,0.000438450851600428,0.00492024874676903,0,25.8323692851027,0.215451025600665,24.1296362813189,24.424982099041,0.00526238744351626,0.595292697230347,0.00263119372175813,0.297646348615173,7.38399098313151E-05,0.000828623601671462,-0.000603899491199395,0,0,116.795926
peak EHC (MJ/kg),79.335872216167,2,-0.557428107492113,-0.0249764936685523,40.6537117464619,0.197292083333325,22.318108974358,0.000442482312794381,0.000952896094168298,0,25.2063773106502,0.336470885635266,23.5489744264896,23.8375913878811,0.00802065548569192,0.907313968969674,0.00927271518636223,1.04894968171518,8.72982573293513E-05,0.000187998855618651,-6.41340148711752E-05,0,0,116.577189
peak MLR (g/s),0.826617416666662,3,1.79310381507898,0,0,-0.0654078333333388,-7.39907616892972,0,0,0.000896551907539488,25.7632894498224,0.182295671276834,24.0676629336029,24.3610518136923,0.00444091429338678,0.502365870292622,0.0155035000759016,1.75378960134633,6.24479606550294E-05,-0.000375030953340155,0.00111688015394785,0.000558440076973926,0.298850635846496,116.494415
peak SEA (m²/kg),3565.18002857662,4,1.12323565413535,0,0,-0.173127083333323,-19.58451168929,0,0,0.00235472164214665,25.5873773120323,0.0638088568175563,23.9034010077628,24.1997130840003,0.00154415602720292,0.17467828362024,0.0184960352361964,2.09231167830276,2.03356695381566E-05,-0.000703019637258547,0.00068631633167449,0.0014600383197851,0.588680410536662,116.675417
peak COY (kg/kg),31.1495743607259,5,-0.89216963428703,0,0,-0.126652416666667,-14.3271964555053,0,0,0.00291633946921432,25.6379242014381,-0.0569083883906212,23.9521456783419,24.2470105581619,-0.00137985829415537,-0.156092567212146,0.0192681132497979,2.17965082011288,1.38797715792006E-05,-0.00030639055100539,-0.000346708937054057,0.00180319648562234,0.583267893842865,116.796856
peak CO2Y (kg/kg),854.932093736567,6,-2.2339742174102,0,0,-0.0717605833333413,-8.11771304675807,0,0,0.00291633946921432,25.6564412404181,-0.182691487183868,23.9692272301498,24.262053128569,-0.0044324705681923,-0.50141069775931,0.0192681132497979,2.17965082011288,4.41729265810497E-05,0.000479110242369884,-0.000941335374917503,0.00180319648562234,0.486056578202387,116.919192
,,7,-2.02351791949784,-0.360942078873027,33.5161765243048,0.0495589166666643,5.60621229260908,0.00174694714645771,0.0101671680356247,0.00291633946921432,25.4153638773586,0.0691116734135805,23.7432839417725,24.0339340275161,0.00166102539935323,0.187898800831813,0.0200986259494745,2.27360022052879,8.65768080523644E-05,0.0005038738334135,-0.000808563048683607,0.00180319648562234,0.416619924173475,116.924786
Time To Peaks,,8,-0.0343008742743754,-0.00284127097922811,17.2743001257871,0.10671975,12.0723699095022,0.000434059445891185,-0.00251219329977046,0.00291633946921432,25.364917464805,0.0768537510842419,23.697449130187,23.9872350385115,0.00184350899084897,0.208541741046264,0.0218508931445756,2.47182049146783,4.63227155506457E-05,-0.000268100640903178,0.000134523919492263,0.00187045844536847,0.36454243365179,116.83773
t peak HRR (s),579,9,2.06923260524823,0.338193043316801,182.733704509722,0.0540874999999907,6.11849547511207,-0.000304356920266944,-0.014204476319259,0.00395095577183844,25.512762481298,0.409780980395982,23.8334078393848,24.1192483680358,0.00988360924266789,1.1180553441932,0.027714452261334,3.13511903408756,-1.64619049249355E-05,-0.000768284612917791,0.00117362244953218,0.00252453162988069,0.438995085759826,116.739867
t peak EHC (s),738,10,0.882867029604624,0.134807291045072,358.486973110843,0.0578940833333377,6.54910444947259,-0.000837177728665332,-0.0130578653321804,0.00542700558926486,25.5269316813267,0.860229903675727,23.8439701231509,24.1264278380849,0.0207542746951951,2.34776863067818,0.0430333942302655,4.86803102152325,-4.84676371881651E-05,-0.000755973143696756,0.000520520514818376,0.00337160311205597,0.542700558926486,116.720477
t peak MLR (s),588,11,-1.14591439844124,-0.399574647908208,278.520414624314,0.0253516666666691,2.86783559577705,-0.00216874094673606,-0.00568944001355213,0.00586843910406718,25.3804671386774,0.294404873989028,23.7065150622677,23.9838308916082,0.00706095671141807,0.798750759210189,0.0569410099335721,6.44129071646744,-5.49811975680089E-05,-0.000144236786743583,-0.000488328783653528,0.00363186336946516,0.533494464006107,116.635812
t peak SEA (s),823,12,-2.72407183755511,0,0,-0.140065749999992,-15.8445418552027,0,0,0.00586843910406718,25.6170328501996,0.617049139954862,23.9222559400285,24.2007059306408,0.0149330247808024,1.68925619692335,0.0679380006796824,7.68529419453421,-1.5124501143757E-05,0.000688548406122779,-0.00119839360173715,0.00363186336946516,0.489036592005598,116.700019
t peak COY (s),763,13,-2.70583698618198,0,0,-0.179221583333328,-20.2739347662136,0,0,0.00586843910406718,25.9033115882187,0.352700972943665,24.1868079765775,24.4691765043182,0.00863030236020332,0.976278547534312,0.0797196642501852,9.01806156676304,1.45820792623334E-05,0.00036710709579705,-0.00122382286136213,0.00363186336946516,0.451418392620552,116.880423
t peak CO2Y (s),763,14,-0.491786046898333,-0.377667075846518,1654.21024373489,0.011511166666665,1.3021681749621,-0.00199018691016078,-0.0377383697607264,0.00586843910406718,25.774121753891,0.781956708573839,24.0659600796447,24.3515908343137,0.0190418898173368,2.15405993408788,0.0935557603389553,10.5832308075741,-2.29093732206757E-05,-0.000434412664043951,-0.000163013102645559,0.00363186336946516,0.419174221719084,116.996576
,,15,1.11029726053767,0.0478530517296763,111.322004052935,0.205107666666662,23.2022247360477,-0.000314961490158968,-0.00390798239881919,0.00642358773433601,25.6871503008997,0.940571049616209,23.9872254329936,24.2756743462081,0.0228329964999542,2.58291815610342,0.114493203497601,12.9517198526698,-6.46010163363607E-05,-0.000801557151196188,0.000631473138181239,0.00394759993855578,0.428239182289067,116.857609
Test Results (between 17 and 830 s),,16,-0.480311685060719,-0.0325549111466478,164.418514128078,0.130424416666668,14.7538932880846,-0.000677454717826974,-0.00477934831280274,0.00697873636460484,25.707224217797,0.882563000214435,24.0085912395926,24.2976295053664,0.021444188794355,2.4258132120311,0.136631796144755,15.456085536737,-8.83566363906654E-05,-0.000623343715744123,-0.000211883760396077,0.0042633365076464,0.436171022787803,116.655641
mean HRR (kW/m²),174.777225489624,17,-2.50675550557893,-30.1219555994554,0,0.000735666666666172,0.0832202111613317,-0.10167714186991,0.199825553235318,0.00697873636460484,25.6596878598699,0.524250234756537,23.9657942575075,24.2596743482457,0.0127181399721849,1.438703616763,0.153712960528025,17.3883439511341,-7.48004840355804E-05,0.00014700499866335,-0.00118656038421126,0.0042633365076464,0.410513903800285,116.614235
mean EHC (MJ/kg),13.7780503564275,18,-3.38144365879436,-0.766277180087034,939.753039149709,0.0390093333333337,4.41282051282056,-0.000863148493077312,0.0193025780578445,0.00697873636460484,25.8092586338277,1.50219502700342,24.1083412665028,24.4037151609615,0.0366591395552044,4.1469614881453,0.17840160029172,20.1811765035882,-3.36708472826176E-05,0.000752980701651149,-0.00155041314055306,0.0042633365076464,0.38770757581138,116.614677
