General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)

Test,,0,20.95425561,110.739558,0.00149748,0.05627299,1.32703,2.08842,109.858507,-0.0051,102.0422,0.109,270.512,330.377,334.63,1134.077,0,0
Standard used,ISO 5660-1,1,20.94916126,109.599357,0.00141628,0.05320129,1.283318,1.601149,109.858507,-0.0028,102.0426,0.108,270.548,330.383,334.633,1134.087,0,0
Date of test,31/01/2020,2,20.94406691,108.459156,0.00133507,0.0501296,1.239605,1.113878,109.858507,-0.0005,102.0429,0.106,270.585,330.389,334.636,1134.097,0,0
Time of test,12:49,3,20.94721035,103.856088,0.00141484,0.04854054,1.231868,1.234819,109.858507,0.0002,102.0451,0.107,270.578,330.401,334.655,1134.11,0,0
Heat flux (kW/m²),50,4,20.95117976,110.0063,0.00171309,0.05035825,1.072384,1.149243,109.858507,0.0014,102.0451,0.105,270.586,330.401,334.713,1133.83,0,0
Nominal duct flow rate (l/s),24,5,20.94899403,103.697905,0.00151135,0.05163742,1.036813,0.930569,109.858507,-0.0005,102.0433,0.107,270.577,330.436,334.756,1134.059,0,0
Sampling interval (s),1,6,20.94505878,109.872735,0.00136845,0.04903233,0.896231,0.786429,109.858507,-0.0028,102.0432,0.104,270.583,330.475,334.765,1137.44,0,0
Separation (mm),60,7,20.9493625,109.046808,0.00151513,0.04871511,0.726166,0.982335,109.858507,-0.0009,102.0441,0.107,270.579,330.469,334.811,1134.814,0,0
Orientation,Horizontal,8,20.95145604,103.027539,0.00173097,0.05095557,0.816748,0.809504,109.858507,-0.0026,102.0424,0.104,270.58,330.459,334.726,1134.136,0,0
Edge frame?,Yes,9,20.94828878,107.264819,0.00155735,0.05165054,0.977997,1.101774,109.858507,-0.0027,102.0436,0.104,270.549,330.431,334.652,1134.136,0,0
Grid?,No,10,20.943289,106.030786,0.00142618,0.04939888,0.96087,0.903018,109.858507,-0.001,102.0426,0.105,270.561,330.37,334.555,1134.116,0,0
Non-scrubbed?,Yes,11,20.94673531,110.072484,0.00150273,0.04869756,0.938511,0.974145,109.858507,-0.0022,102.0434,0.108,270.563,330.325,334.508,1134.057,0,0
Substrate used? {Y/N},No,12,20.94879179,102.652592,0.00158259,0.05178695,0.735462,0.797473,109.858507,0.0017,102.0431,0.106,270.57,330.299,334.47,1134.049,0,0
Substrate,none,13,20.94643671,102.327575,0.00133726,0.05168429,0.726138,0.704034,109.858507,0.0015,102.0435,0.106,270.569,330.253,334.321,1134.039,0,0
Additional specimen preparation details,,14,20.94214166,103.934159,0.00113549,0.04919184,0.774592,0.684124,109.858507,-0.0024,102.0444,0.107,270.552,330.224,334.368,1134.045,0,0
,,15,20.94636851,103.704893,0.00113415,0.0485841,0.630649,0.634811,109.858507,-0.0018,102.0433,0.108,270.546,330.248,334.387,1134.015,0,0
